spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.9926,0,0,0.9303,0.9842,0,0.9122,0,0,0,0,0,0,0,0,8173.0244
03124_95_random,0,0.9601,0,0,0.9797,0.9594,0.9558,0,0,0.9539,0,0,0,0,0,11379.8291
03130_95_random,0,0,0,0,0,0,0,0,0,0.9821,0,0,0,0,0,9605.088
03134_95_random,0,0,0.9757,0,0.9977,0,0.9478,0,0,0,0,0,0,0,0,10357.9179
070036_95_random,0.5982,0.9394,0,0,0,0,0.7487,0,0,0,0.0672,0,0,0,0,7390.6917
070099_95_random,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,10462.8117
070101_95_random,0,0.9478,0.5981,0,0,0.6825,0,0,0,0,0,0.0634,0,0,0,8826.7963
070159_95_random,0.9304,0,0.7341,0.6138,0,0.8507,0,0,0.8751,0,0,0,0,0,0,11435.4522
070171_95_random,0,0,0.1992,0,0,0.9759,0.001,0,0,0,0.0662,0,0.0069,0,0.9642,7347.6989
07103_95_random,0,0,0,0,0,0,0.9753,0,0,0,0,0,0,0,0,9880.2309
07105_95_random,0,0.9641,0,0.3427,0.6627,0,0,0.9907,0,0,0,0,0,0,0,13572.7857
07106_95_random,0,0.9173,0,0,0.9588,0,0,0.9163,0,0.7807,0,0,0,0.651,0,12468.5649
07107_95_random,0.9852,0.4402,0.963,0,0.9742,0.9764,0.6769,0,0,0,0,0,0,0,0,10621.9112
07111_95_random,0,0,0.965,0,0,0,0.8234,0,0,0,0,0,0,0,0,9809.1169
07121_95_random,0.9817,0,0,0,0,0,0,0.9485,0,0,0.1324,0,0,0,0,8247.4372
07122_95_random,0.9618,0,0,0.4801,0.9046,0,0.6474,0.749,0,0,0,0,0,0,0,10010.2346
07125_95_random,0.9698,0,0,0,0.9501,0,0,0.9387,0,0,0,0,0,0,0,12309.5471
07141_95_random,0.9733,0.8715,0.9207,0.8136,0,0.7851,0,0,0.8245,0,0,0,0,0,0,11482.446
07145_95_random,0,0.8298,0,0,0.8901,0,0,0,0,0,0,0,0.917,0,0,8622.4072
07405_95_random,0.8702,0.3176,0,0.4616,0,0,0.096,0.8121,0,0,0,0,0.0023,0,0,6543.0175
07407_95_random,0.9752,0,0,0,0,0.9231,0,0.3531,0,0,0.1463,0,0.0521,0,0,11642.601
07840_95_random,0,0,0,0,0.599,0,0.9859,0.475,0,0,0.1658,0,0,0,0,10247.6722
