Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.3,0.0,,0.2948175682399803
03124_95_random,0.8,0.0,,0.2852063852516474
03130_95_random,1.0,0.0,,5.00000095
03134_95_random,1.0,0.0,,0.5085013406198674
070036_95_random,0.6666666666666666,0.3333333333333333,Pr,0.3343715990916596
070099_95_random,1.0,0.0,,5.000000949999986
070101_95_random,0.18181818181818182,0.0,,0.4303300805898064
070159_95_random,0.8333333333333334,0.0,,0.2320602698252785
070171_95_random,0.2,0.0,,0.3885675822661112
07103_95_random,0.0,0.001,,
07105_95_random,1.0,0.0,,0.1603610041128411
07106_95_random,0.6666666666666666,0.0,,0.3660845393682698
07107_95_random,0.75,0.0,,0.1070702180180236
07111_95_random,1.0,0.0,,2.475263785751619
07121_95_random,0.5,0.0,,0.4848816302130734
07122_95_random,1.0,0.0,,0.2312229717282696
07125_95_random,0.75,0.0,,0.308143877941985
07141_95_random,0.5454545454545454,0.0,,0.140248303243247
07145_95_random,0.3333333333333333,0.3333333333333333,Nd,1.0966145937444762
07405_95_random,0.2222222222222222,0.3333333333333333,Tm,0.3844976442881942
07407_95_random,0.2727272727272727,0.0,,0.8098656835725123
07840_95_random,1.0,0.0,,0.6869332441435394
