wavelength,intensity
198.66,2.781e-17
198.68,9.059e-17
198.69,1.625e-16
198.7,2.903e-16
198.71,5.163e-16
198.73,1.614e-15
198.74,2.835e-15
198.75,4.961e-15
198.76,8.645e-15
198.78,2.593e-14
198.79,4.462e-14
198.8,7.649e-14
198.81,1.306e-13
198.83,3.758e-13
198.84,6.336e-13
198.85,1.064e-12
198.86,1.779e-12
198.87,2.963e-12
198.89,8.118e-12
198.9,1.336e-11
198.91,2.188e-11
198.92,3.57e-11
198.94,9.389e-11
198.95,1.513e-10
198.96,2.429e-10
198.97,3.884e-10
198.99,9.804e-10
199.0,1.548e-09
199.01,2.435e-09
199.02,3.814e-09
199.04,9.245e-09
199.05,1.43e-08
199.06,2.204e-08
199.07,3.383e-08
199.09,7.873e-08
199.1,1.194e-07
199.11,1.802e-07
199.12,2.71e-07
199.14,6.055e-07
199.15,8.995e-07
199.16,1.331e-06
199.17,1.961e-06
199.19,4.206e-06
199.2,6.122e-06
199.21,8.875e-06
199.22,1.281e-05
199.24,2.639e-05
199.25,3.763e-05
199.26,5.345e-05
199.27,7.561e-05
199.28,0.0001065
199.3,0.0002089
199.31,0.0002907
199.32,0.0004029
199.33,0.0005561
199.35,0.001047
199.36,0.001427
199.37,0.001938
199.38,0.002621
199.4,0.004734
199.41,0.006324
199.42,0.008413
199.43,0.01115
199.45,0.01932
199.46,0.02529
199.47,0.03295
199.48,0.04277
199.5,0.07116
199.51,0.09121
199.52,0.1164
199.53,0.148
199.55,0.2363
199.56,0.2967
199.57,0.371
199.58,0.462
199.6,0.7075
199.61,0.8701
199.62,1.066
199.63,1.3
199.64,1.579
199.66,2.3
199.67,2.758
199.68,3.295
199.69,3.919
199.71,5.476
199.72,6.433
199.73,7.525
199.74,8.766
199.76,11.75
199.77,13.51
199.78,15.48
199.79,17.66
199.81,22.69
199.82,25.55
199.83,28.66
199.84,32.02
199.86,39.45
199.87,43.51
199.88,47.79
199.89,52.26
199.91,61.73
199.92,66.67
199.93,71.69
199.94,76.77
199.96,86.93
199.97,91.92
199.98,96.78
199.99,101.5
200.0,105.9
200.02,114.0
200.03,117.6
200.04,120.7
200.05,123.4
200.07,127.3
200.08,128.5
200.09,129.1
200.1,129.2
200.12,127.9
200.13,126.4
200.14,124.4
200.15,121.9
200.17,115.7
200.18,112.0
200.19,108.0
200.2,103.6
200.22,94.41
200.23,89.56
200.24,84.64
200.25,79.67
200.27,69.81
200.28,65.0
200.29,60.31
200.3,55.78
200.32,47.28
200.33,43.35
200.34,39.67
200.35,36.23
200.36,33.05
200.38,27.46
200.39,25.06
200.4,22.91
200.41,21.02
200.43,17.95
200.44,16.76
200.45,15.79
200.46,15.03
200.48,14.1
200.49,13.92
200.5,13.92
200.51,14.09
200.53,14.92
200.54,15.57
200.55,16.36
200.56,17.29
200.58,19.55
200.59,20.86
200.6,22.29
200.61,23.82
200.63,27.15
200.64,28.94
200.65,30.79
200.66,32.7
200.68,36.61
200.69,38.59
200.7,40.58
200.71,42.56
200.72,44.52
