Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,1.0,0.0,,4.999999999999999
03124_95_random,0.875,0.0,,0.1481991815361479
03130_95_random,1.0,0.0,,1.6123277191180307
03134_95_random,0.7142857142857143,0.16666666666666666,Tb,0.3837394143013741
070036_95_random,0.2857142857142857,0.3333333333333333,Er,0.7921402976912884
070099_95_random,0.5,0.0,,0.6069582071020185
070101_95_random,1.0,0.3333333333333333,La,1.0899486967391312
070159_95_random,0.5,0.0,,0.1660394113592758
070171_95_random,0.375,0.0,,0.2319742375810432
07103_95_random,0.7142857142857143,0.0,,0.334753958079566
07105_95_random,0.3,0.0,,0.193914128130914
07106_95_random,0.375,0.25,Pr,0.4774314995891172
07107_95_random,0.1111111111111111,0.0,,0.5455114421102532
07111_95_random,0.6666666666666666,0.14285714285714285,Yb,0.2404587950588899
07121_95_random,0.6363636363636364,0.0,,0.1412335109006228
07122_95_random,0.45454545454545453,0.0,,0.1699417826556762
07125_95_random,0.5,0.0,,0.1559756602053424
07141_95_random,0.5,0.0,,0.318267211848495
07145_95_random,0.6666666666666666,0.3333333333333333,Yb,1.9237819749480487
07405_95_random,0.6666666666666666,0.0,,0.4373039245890194
07407_95_random,0.6666666666666666,0.0,,0.5358913590704731
07840_95_random,0.2857142857142857,0.0,,0.8608624475779284
