spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.0000,0.9633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.9130,0.0000,0.5555,0.9888,0.7455,0.0000,0.9710,0.0033,0.9829,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.9820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9757,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9863,0.9725,0.0000,0.9936,0.0000,0.8054,0.0000,0.9841,0.9709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.0000,0.4433,0.9707,0.7870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.0000,0.8404,0.0000,0.0000,0.7972,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9939,0.0000,0.0000,0.0000,0.0000,0.0000,0.3063,0.0000,0.0000,0.0000,0.6553,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9750,0.9661,0.0000,0.0000,0.8337,0.8586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.9829,0.0000,0.0000,0.0174,0.0000,0.7427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9793,0.9076,0.8340,0.0000,0.9827,0.8029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.9463,0.8859,0.0000,0.7017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9721,0.0000,0.0000,0.0000,0.0000,0.8903,0.0000,0.9491,0.0000,0.0000,0.0540,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.9023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.9751,0.9740,0.7287,0.8933,0.9873,0.7606,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.5879,0.7806,0.8245,0.0000,0.9221,0.8939,0.9565,0.7817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.2667,0.9567,0.5956,0.0000,0.0000,0.7841,0.9006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.0000,0.9141,0.9892,0.8178,0.0000,0.0000,0.8655,0.0000,0.7955,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.8953,0.9318,0.0000,0.9195,0.0000,0.0000,0.7686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.9770,0.9680,0.0000,0.5053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.8785,0.0000,0.9878,0.7187,0.0000,0.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8911,0.0000,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.6930,0.0000,0.0000,0.0000,0.0000,0.1602,0.0000,0.0000,0.0000,0.0000
