Wavelength (nm),Sum(calc),Na I (5.9e-4),Na II (1.2e-2),Na III (4.5e-21),Mg I (2.5e-3),Mg II (2.0e-2),Mg III (1.2e-5),Al I (2.1e-2),Al II (1.4e-1),Al III (4.1e-6),Si I (2.1e-1),Si II (4.1e-1),Si III (1.9e-5),K I (1.5e-3),K II (4.7e-2),K III (1.3e-12),Ca I (6.2e-4),Ca II (1.5e-2),Ca III (2.1e-4),Cr I (0.0e+0),Cr II (0.0e+0),Mn I (1.1e-4),Mn II (8.7e-4),Fe I (7.6e-3),Fe II (4.2e-2),Fe III (5.7e-6),Cu I (7.1e-4),Cu II (1.7e-3),Zn I (2.9e-3),Zn II (4.6e-3),Y I (0.0e+0),Y II (0.0e+0),La I (1.1e-3),La II (4.9e-2),Ce I (0.0e+0),Ce II (0.0e+0),Pr II (0.0e+0),Nd I (0.0e+0),Nd II (0.0e+0),Eu I (0.0e+0),Eu II (0.0e+0),Dy I (0.0e+0),Dy II (0.0e+0),Ho I (0.0e+0),Ho II (0.0e+0),Er I (0.0e+0),Er II (0.0e+0),Tm I (0.0e+0),Tm II (0.0e+0),Yb I (0.0e+0),Yb II (0.0e+0),Lu I (0.0e+0),Lu II (0.0e+0)
775.42,7.165e+0,3.688e-14,,,3.041e-15,5.746e-16,,1.338e-14,1.085e-18,1.619e-25,7.153e+0,1.595e-16,1.068e-26,2.891e-13,,,,3.725e-15,2.327e-33,,,,6.619e-19,3.157e-15,1.768e-17,8.034e-28,,2.169e-19,,1.206e-2,,0,2.075e-15,,0,0,,,,0,,,,,,,,,,,,,
775.44,6.531e+0,3.688e-14,,,3.040e-15,5.747e-16,,1.338e-14,1.085e-18,1.625e-25,6.518e+0,1.595e-16,1.068e-26,2.890e-13,,,,3.725e-15,2.327e-33,,,,6.617e-19,3.157e-15,1.768e-17,8.032e-28,,2.153e-19,,1.241e-2,,0,2.074e-15,,0,0,,,,0,,,,,,,,,,,,,
775.46,5.943e+0,3.689e-14,,,3.039e-15,5.747e-16,,1.337e-14,1.085e-18,1.631e-25,5.930e+0,1.596e-16,1.067e-26,2.889e-13,,,,3.725e-15,2.327e-33,,,,6.615e-19,3.157e-15,1.769e-17,8.030e-28,,2.137e-19,,1.275e-2,,0,2.073e-15,,0,0,,,,0,,,,,,,,,,,,,
775.49,5.144e+0,3.689e-14,,,3.038e-15,5.749e-16,,1.337e-14,1.084e-18,1.641e-25,5.130e+0,1.597e-16,1.066e-26,2.887e-13,,,,3.726e-15,2.327e-33,,,,6.612e-19,3.158e-15,1.770e-17,8.027e-28,,2.114e-19,,1.324e-2,,0,2.071e-15,,0,0,,,,0,,,,,,,,,,,,,
775.51,4.662e+0,3.690e-14,,,3.037e-15,5.749e-16,,1.337e-14,1.084e-18,1.647e-25,4.649e+0,1.597e-16,1.066e-26,2.886e-13,,,,3.726e-15,2.327e-33,,,,6.610e-19,3.158e-15,1.771e-17,8.024e-28,,2.098e-19,,1.355e-2,,0,2.070e-15,,0,0,,,,0,,,,,,,,,,,,,
775.54,4.012e+0,3.691e-14,,,3.036e-15,5.751e-16,,1.336e-14,1.083e-18,1.657e-25,3.998e+0,1.598e-16,1.065e-26,2.884e-13,,,,3.726e-15,2.327e-33,,,,6.607e-19,3.158e-15,1.771e-17,8.021e-28,,2.074e-19,,1.398e-2,,0,2.068e-15,,0,0,,,,0,,,,,,,,,,,,,
775.56,3.622e+0,3.691e-14,,,3.035e-15,5.751e-16,,1.336e-14,1.083e-18,1.663e-25,3.608e+0,1.598e-16,1.065e-26,2.883e-13,,,,3.727e-15,2.327e-33,,,,6.606e-19,3.158e-15,1.772e-17,8.019e-28,,2.058e-19,,1.425e-2,,0,2.067e-15,,0,0,,,,0,,,,,,,,,,,,,
775.59,3.099e+0,3.692e-14,,,3.034e-15,5.753e-16,,1.336e-14,1.082e-18,1.673e-25,3.084e+0,1.599e-16,1.064e-26,2.881e-13,,,,3.727e-15,2.327e-33,,,,6.603e-19,3.158e-15,1.773e-17,8.016e-28,,2.034e-19,,1.462e-2,,0,2.065e-15,,0,0,,,,0,,,,,,,,,,,,,
775.61,2.787e+0,3.692e-14,,,3.033e-15,5.753e-16,,1.335e-14,1.082e-18,1.679e-25,2.772e+0,1.599e-16,1.063e-26,2.879e-13,,,,3.727e-15,2.326e-33,,,,6.601e-19,3.158e-15,1.774e-17,8.014e-28,,2.018e-19,,1.485e-2,,0,2.064e-15,,0,0,,,,0,,,,,,,,,,,,,
775.64,2.371e+0,3.693e-14,,,3.032e-15,5.754e-16,,1.335e-14,1.081e-18,1.689e-25,2.355e+0,1.600e-16,1.063e-26,2.877e-13,,,,3.728e-15,2.326e-33,,,,6.598e-19,3.159e-15,1.774e-17,8.011e-28,,1.994e-19,,1.514e-2,,0,2.062e-15,,0,0,,,,0,,,,,,,,,,,,,
775.66,2.124e+0,3.693e-14,,,3.031e-15,5.755e-16,,1.335e-14,1.081e-18,1.695e-25,2.109e+0,1.601e-16,1.062e-26,2.876e-13,,,,3.728e-15,2.326e-33,,,,6.596e-19,3.159e-15,1.775e-17,8.009e-28,,1.978e-19,,1.531e-2,,0,2.060e-15,,0,0,,,,0,,,,,,,,,,,,,
775.69,1.797e+0,3.694e-14,,,3.030e-15,5.756e-16,,1.334e-14,1.080e-18,1.705e-25,1.781e+0,1.601e-16,1.061e-26,2.874e-13,,,,3.729e-15,2.326e-33,,,,6.594e-19,3.159e-15,1.776e-17,8.005e-28,,1.955e-19,,1.553e-2,,0,2.059e-15,,0,0,,,,0,,,,,,,,,,,,,
775.71,1.604e+0,3.694e-14,,,3.030e-15,5.757e-16,,1.334e-14,1.080e-18,1.711e-25,1.588e+0,1.602e-16,1.061e-26,2.873e-13,,,,3.729e-15,2.326e-33,,,,6.592e-19,3.159e-15,1.777e-17,8.003e-28,,1.939e-19,,1.564e-2,,0,2.057e-15,,0,0,,,,0,,,,,,,,,,,,,
775.73,1.430e+0,3.695e-14,,,3.029e-15,5.758e-16,,1.334e-14,1.080e-18,1.717e-25,1.414e+0,1.602e-16,1.060e-26,2.872e-13,,,,3.729e-15,2.326e-33,,,,6.590e-19,3.159e-15,1.777e-17,8.001e-28,,1.923e-19,,1.573e-2,,0,2.056e-15,,0,0,,,,0,,,,,,,,,,,,,
775.76,1.200e+0,3.695e-14,,,3.028e-15,5.759e-16,,1.333e-14,1.079e-18,1.727e-25,1.184e+0,1.603e-16,1.060e-26,2.870e-13,,,,3.730e-15,2.326e-33,,,,6.587e-19,3.159e-15,1.778e-17,7.998e-28,,1.899e-19,,1.581e-2,,0,2.054e-15,,0,0,,,,0,,,,,,,,,,,,,
775.78,1.066e+0,3.696e-14,,,3.027e-15,5.760e-16,,1.333e-14,1.079e-18,1.733e-25,1.050e+0,1.604e-16,1.059e-26,2.868e-13,,,,3.730e-15,2.326e-33,,,,6.585e-19,3.160e-15,1.779e-17,7.996e-28,,1.883e-19,,1.584e-2,,0,2.053e-15,,0,0,,,,0,,,,,,,,,,,,,
775.81,8.900e-1,3.697e-14,,,3.026e-15,5.761e-16,,1.332e-14,1.078e-18,1.743e-25,8.741e-1,1.604e-16,1.058e-26,2.867e-13,,,,3.730e-15,2.326e-33,,,,6.582e-19,3.160e-15,1.780e-17,7.993e-28,,1.859e-19,,1.583e-2,,0,2.051e-15,,0,0,,,,0,,,,,,,,,,,,,
775.83,7.878e-1,3.697e-14,,,3.025e-15,5.762e-16,,1.332e-14,1.078e-18,1.749e-25,7.720e-1,1.605e-16,1.058e-26,2.865e-13,,,,3.730e-15,2.326e-33,,,,6.580e-19,3.160e-15,1.780e-17,7.991e-28,,1.843e-19,,1.579e-2,,0,2.050e-15,,0,0,,,,0,,,,,,,,,,,,,
775.86,6.545e-1,3.698e-14,,,3.024e-15,5.763e-16,,1.332e-14,1.077e-18,1.759e-25,6.388e-1,1.606e-16,1.057e-26,2.863e-13,,,,3.731e-15,2.326e-33,,,,6.578e-19,3.160e-15,1.781e-17,7.988e-28,,1.819e-19,,1.568e-2,,0,2.048e-15,,0,0,,,,0,,,,,,,,,,,,,
775.88,5.775e-1,3.698e-14,,,3.023e-15,5.764e-16,,1.331e-14,1.077e-18,1.765e-25,5.620e-1,1.606e-16,1.057e-26,2.862e-13,,,,3.731e-15,2.326e-33,,,,6.576e-19,3.160e-15,1.782e-17,7.985e-28,,1.804e-19,,1.558e-2,,0,2.047e-15,,0,0,,,,0,,,,,,,,,,,,,
775.91,4.776e-1,3.699e-14,,,3.022e-15,5.765e-16,,1.331e-14,1.076e-18,1.775e-25,4.622e-1,1.607e-16,1.056e-26,2.860e-13,,,,3.732e-15,2.326e-33,,,,6.573e-19,3.160e-15,1.783e-17,7.982e-28,,1.780e-19,,1.539e-2,,0,2.045e-15,,0,0,,,,0,,,,,,,,,,,,,
775.93,4.202e-1,3.699e-14,,,3.021e-15,5.766e-16,,1.331e-14,1.076e-18,1.781e-25,4.050e-1,1.607e-16,1.056e-26,2.859e-13,,,,3.732e-15,2.326e-33,,,,6.571e-19,3.161e-15,1.783e-17,7.980e-28,,1.764e-19,,1.523e-2,,0,2.044e-15,,0,0,,,,0,,,,,,,,,,,,,
775.96,3.461e-1,3.700e-14,,,3.020e-15,5.767e-16,,1.330e-14,1.075e-18,1.790e-25,3.311e-1,1.608e-16,1.055e-26,2.857e-13,,,,3.732e-15,2.326e-33,,,,6.568e-19,3.161e-15,1.784e-17,7.977e-28,,1.740e-19,,1.495e-2,,0,2.042e-15,,0,0,,,,0,,,,,,,,,,,,,
775.98,3.037e-1,3.700e-14,,,3.019e-15,5.768e-16,,1.330e-14,1.075e-18,1.797e-25,2.889e-1,1.608e-16,1.054e-26,2.856e-13,,,,3.733e-15,2.325e-33,,,,6.566e-19,3.161e-15,1.785e-17,7.975e-28,,1.724e-19,,1.474e-2,,0,2.041e-15,,0,0,,,,0,,,,,,,,,,,,,
776,2.662e-1,3.701e-14,,,3.018e-15,5.769e-16,,1.330e-14,1.075e-18,1.803e-25,2.517e-1,1.609e-16,1.054e-26,2.854e-13,,,,3.733e-15,2.325e-33,,,,6.565e-19,3.161e-15,1.785e-17,7.973e-28,,1.708e-19,,1.450e-2,,0,2.039e-15,,0,0,,,,0,,,,,,,,,,,,,
776.03,2.182e-1,3.701e-14,,,3.017e-15,5.770e-16,,1.329e-14,1.074e-18,1.813e-25,2.041e-1,1.610e-16,1.053e-26,2.853e-13,,,,3.733e-15,2.325e-33,,,,6.562e-19,3.161e-15,1.786e-17,7.970e-28,,1.684e-19,,1.412e-2,,0,2.038e-15,,0,0,,,,0,,,,,,,,,,,,,
776.05,1.909e-1,3.702e-14,,,3.016e-15,5.771e-16,,1.329e-14,1.074e-18,1.819e-25,1.771e-1,1.610e-16,1.053e-26,2.851e-13,,,,3.734e-15,2.325e-33,,,,6.560e-19,3.161e-15,1.787e-17,7.967e-28,,1.668e-19,,1.384e-2,,0,2.036e-15,,0,0,,,,0,,,,,,,,,,,,,
776.08,1.561e-1,3.703e-14,,,3.015e-15,5.772e-16,,1.328e-14,1.073e-18,1.829e-25,1.427e-1,1.611e-16,1.052e-26,2.849e-13,,,,3.734e-15,2.325e-33,,,,6.557e-19,3.162e-15,1.788e-17,7.964e-28,,1.645e-19,,1.339e-2,,0,2.035e-15,,0,0,,,,0,,,,,,,,,,,,,
776.1,1.364e-1,3.703e-14,,,3.014e-15,5.773e-16,,1.328e-14,1.073e-18,1.835e-25,1.233e-1,1.611e-16,1.051e-26,2.848e-13,,,,3.734e-15,2.325e-33,,,,6.555e-19,3.162e-15,1.788e-17,7.962e-28,,1.629e-19,,1.307e-2,,0,2.033e-15,,0,0,,,,0,,,,,,,,,,,,,
776.13,1.114e-1,3.704e-14,,,3.013e-15,5.774e-16,,1.328e-14,1.072e-18,1.845e-25,9.881e-2,1.612e-16,1.051e-26,2.846e-13,,,,3.735e-15,2.325e-33,,,,6.553e-19,3.162e-15,1.789e-17,7.959e-28,,1.605e-19,,1.258e-2,,0,2.031e-15,,0,0,,,,0,,,,,,,,,,,,,
776.15,9.729e-2,3.704e-14,,,3.012e-15,5.774e-16,,1.327e-14,1.072e-18,1.851e-25,8.506e-2,1.613e-16,1.050e-26,2.845e-13,,,,3.735e-15,2.325e-33,,,,6.551e-19,3.162e-15,1.790e-17,7.957e-28,,1.589e-19,,1.223e-2,,0,2.030e-15,,0,0,,,,0,,,,,,,,,,,,,
776.18,7.942e-2,3.705e-14,,,3.011e-15,5.776e-16,,1.327e-14,1.071e-18,1.861e-25,6.773e-2,1.613e-16,1.049e-26,2.843e-13,,,,3.735e-15,2.325e-33,,,,6.548e-19,3.162e-15,1.791e-17,7.954e-28,,1.565e-19,,1.169e-2,,0,2.028e-15,,0,0,,,,0,,,,,,,,,,,,,
776.2,6.939e-2,3.705e-14,,,3.010e-15,5.776e-16,,1.327e-14,1.071e-18,1.867e-25,5.807e-2,1.614e-16,1.049e-26,2.842e-13,,,,3.736e-15,2.325e-33,,,,6.546e-19,3.163e-15,1.791e-17,7.952e-28,,1.549e-19,,1.132e-2,,0,2.027e-15,,0,0,,,,0,,,,,,,,,,,,,
776.22,6.066e-2,3.706e-14,,,3.009e-15,5.777e-16,,1.326e-14,1.070e-18,1.873e-25,4.971e-2,1.614e-16,1.048e-26,2.840e-13,,,,3.736e-15,2.325e-33,,,,6.544e-19,3.163e-15,1.792e-17,7.950e-28,,1.533e-19,,1.095e-2,,0,2.026e-15,,0,0,,,,0,,,,,,,,,,,,,
776.25,4.963e-2,3.706e-14,,,3.008e-15,5.778e-16,,1.326e-14,1.070e-18,1.883e-25,3.925e-2,1.615e-16,1.048e-26,2.838e-13,,,,3.736e-15,2.325e-33,,,,6.541e-19,3.163e-15,1.793e-17,7.946e-28,,1.509e-19,,1.038e-2,,0,2.024e-15,,0,0,,,,0,,,,,,,,,,,,,
776.27,4.346e-2,3.707e-14,,,3.007e-15,5.779e-16,,1.326e-14,1.069e-18,1.889e-25,3.346e-2,1.616e-16,1.047e-26,2.837e-13,,,,3.737e-15,2.325e-33,,,,6.539e-19,3.163e-15,1.793e-17,7.944e-28,,1.494e-19,,1.000e-2,,0,2.023e-15,,0,0,,,,0,,,,,,,,,,,,,
776.3,3.569e-2,3.707e-14,,,3.006e-15,5.780e-16,,1.325e-14,1.069e-18,1.899e-25,2.626e-2,1.616e-16,1.046e-26,2.835e-13,,,,3.737e-15,2.325e-33,,,,6.537e-19,3.163e-15,1.794e-17,7.941e-28,,1.470e-19,,9.425e-3,,0,2.021e-15,,0,0,,,,0,,,,,,,,,,,,,
776.32,3.134e-2,3.708e-14,,,3.005e-15,5.781e-16,,1.325e-14,1.069e-18,1.905e-25,2.230e-2,1.617e-16,1.046e-26,2.834e-13,,,,3.737e-15,2.325e-33,,,,6.535e-19,3.163e-15,1.795e-17,7.939e-28,,1.454e-19,,9.041e-3,,0,2.020e-15,,0,0,,,,0,,,,,,,,,,,,,
776.35,2.587e-2,3.709e-14,,,3.004e-15,5.782e-16,,1.325e-14,1.068e-18,1.915e-25,1.740e-2,1.618e-16,1.045e-26,2.832e-13,,,,3.738e-15,2.324e-33,,,,6.532e-19,3.164e-15,1.796e-17,7.936e-28,,1.430e-19,,8.470e-3,,0,2.018e-15,,0,0,,,,0,,,,,,,,,,,,,
776.37,2.281e-2,3.709e-14,,,3.003e-15,5.783e-16,,1.324e-14,1.068e-18,1.921e-25,1.472e-2,1.618e-16,1.045e-26,2.831e-13,,,,3.738e-15,2.324e-33,,,,6.530e-19,3.164e-15,1.796e-17,7.934e-28,,1.414e-19,,8.093e-3,,0,2.017e-15,,0,0,,,,0,,,,,,,,,,,,,
776.4,1.895e-2,3.710e-14,,,3.002e-15,5.784e-16,,1.324e-14,1.067e-18,1.931e-25,1.141e-2,1.619e-16,1.044e-26,2.829e-13,,,,3.738e-15,2.324e-33,,,,6.527e-19,3.164e-15,1.797e-17,7.931e-28,,1.390e-19,,7.537e-3,,0,2.015e-15,,0,0,,,,0,,,,,,,,,,,,,
776.42,1.679e-2,3.710e-14,,,3.001e-15,5.785e-16,,1.323e-14,1.067e-18,1.937e-25,9.613e-3,1.619e-16,1.044e-26,2.828e-13,,,,3.739e-15,2.324e-33,,,,6.526e-19,3.164e-15,1.798e-17,7.928e-28,,1.374e-19,,7.173e-3,,0,2.014e-15,,0,0,,,,0,,,,,,,,,,,,,
776.45,1.405e-2,3.711e-14,,,3.000e-15,5.786e-16,,1.323e-14,1.066e-18,1.946e-25,7.410e-3,1.620e-16,1.043e-26,2.826e-13,,,,3.739e-15,2.324e-33,,,,6.523e-19,3.164e-15,1.799e-17,7.925e-28,,1.350e-19,,6.640e-3,,0,2.012e-15,,0,0,,,,0,,,,,,,,,,,,,
776.47,1.251e-2,3.711e-14,,,2.999e-15,5.787e-16,,1.323e-14,1.066e-18,1.953e-25,6.217e-3,1.620e-16,1.042e-26,2.824e-13,,,,3.739e-15,2.324e-33,,,,6.521e-19,3.164e-15,1.799e-17,7.923e-28,,1.335e-19,,6.294e-3,,0,2.011e-15,,0,0,,,,0,,,,,,,,,,,,,
776.49,1.116e-2,3.712e-14,,,2.998e-15,5.788e-16,,1.322e-14,1.065e-18,1.959e-25,5.208e-3,1.621e-16,1.042e-26,2.823e-13,,,,3.740e-15,2.324e-33,,,,6.519e-19,3.165e-15,1.800e-17,7.921e-28,,1.871e-19,,5.956e-3,,0,2.009e-15,,0,0,,,,0,,,,,,,,,,,,,
776.52,9.448e-3,3.712e-14,,,2.997e-15,5.789e-16,,1.322e-14,1.065e-18,1.969e-25,3.981e-3,1.622e-16,1.041e-26,2.821e-13,,,,3.740e-15,2.324e-33,,,,6.516e-19,3.165e-15,1.801e-17,7.918e-28,,3.099e-19,,5.468e-3,,0,2.007e-15,,0,0,,,,0,,,,,,,,,,,,,
776.54,8.475e-3,3.713e-14,,,2.996e-15,5.790e-16,,1.322e-14,1.064e-18,1.975e-25,3.321e-3,1.622e-16,1.041e-26,2.820e-13,,,,3.740e-15,2.324e-33,,,,6.514e-19,3.165e-15,1.801e-17,7.916e-28,,4.328e-19,,5.154e-3,,0,2.006e-15,,0,0,,,,0,,,,,,,,,,,,,
776.57,7.226e-3,3.714e-14,,,2.995e-15,5.791e-16,,1.321e-14,1.064e-18,1.985e-25,2.523e-3,1.623e-16,1.040e-26,2.818e-13,,,,3.741e-15,2.324e-33,,,,6.512e-19,3.165e-15,1.802e-17,7.913e-28,,7.124e-19,,4.703e-3,,0,2.004e-15,,0,0,,,,0,,,,,,,,,,,,,
776.59,6.512e-3,3.714e-14,,,2.994e-15,5.792e-16,,1.321e-14,1.063e-18,1.991e-25,2.097e-3,1.623e-16,1.039e-26,2.817e-13,,,,3.741e-15,2.324e-33,,,,6.510e-19,3.165e-15,1.803e-17,7.910e-28,,9.912e-19,,4.415e-3,,0,2.003e-15,,0,0,,,,0,,,,,,,,,,,,,
776.62,5.589e-3,3.715e-14,,,2.993e-15,5.793e-16,,1.321e-14,1.063e-18,2.001e-25,1.584e-3,1.624e-16,1.039e-26,2.815e-13,,,,3.742e-15,2.324e-33,,,,6.507e-19,3.165e-15,1.804e-17,7.907e-28,,1.622e-18,,4.005e-3,,0,2.001e-15,,0,0,,,,0,,,,,,,,,,,,,
776.64,5.056e-3,3.715e-14,,,2.992e-15,5.794e-16,,1.320e-14,1.062e-18,2.007e-25,1.311e-3,1.625e-16,1.038e-26,2.814e-13,,,,3.742e-15,2.324e-33,,,,6.505e-19,3.166e-15,1.804e-17,7.905e-28,,2.248e-18,,3.745e-3,,0,2.000e-15,,0,0,,,,0,,,,,,,,,,,,,
776.67,4.361e-3,3.716e-14,,,2.991e-15,5.795e-16,,1.320e-14,1.062e-18,2.017e-25,9.840e-4,1.625e-16,1.037e-26,2.812e-13,,,,3.742e-15,2.324e-33,,,,6.502e-19,3.166e-15,1.805e-17,7.902e-28,,3.656e-18,,3.377e-3,,0,1.998e-15,,0,0,,,,0,,,,,,,,,,,,,
776.69,3.956e-3,3.716e-14,,,2.990e-15,5.796e-16,,1.320e-14,1.062e-18,2.023e-25,8.112e-4,1.626e-16,1.037e-26,2.810e-13,,,,3.743e-15,2.324e-33,,,,6.500e-19,3.166e-15,1.806e-17,7.900e-28,,5.047e-18,,3.145e-3,,0,1.997e-15,,0,0,,,,0,,,,,,,,,,,,,
776.72,3.424e-3,3.717e-14,,,2.989e-15,5.797e-16,,1.319e-14,1.061e-18,2.032e-25,6.053e-4,1.627e-16,1.036e-26,2.808e-13,,,,3.743e-15,2.323e-33,,,,6.498e-19,3.166e-15,1.807e-17,7.897e-28,,8.162e-18,,2.819e-3,,0,1.995e-15,,0,0,,,,0,,,,,,,,,,,,,
776.74,3.112e-3,3.717e-14,,,2.988e-15,5.798e-16,,1.319e-14,1.061e-18,2.039e-25,4.970e-4,1.627e-16,1.036e-26,2.807e-13,,,,3.743e-15,2.323e-33,,,,6.496e-19,3.166e-15,1.807e-17,7.895e-28,,1.122e-17,,2.615e-3,,0,1.994e-15,,0,0,,,,0,,,,,,,,,,,,,
776.76,2.829e-3,3.718e-14,,,2.988e-15,5.798e-16,,1.319e-14,1.060e-18,2.045e-25,4.074e-4,1.628e-16,1.035e-26,2.806e-13,,,,3.744e-15,2.323e-33,,,,6.494e-19,3.166e-15,1.808e-17,7.892e-28,,1.541e-17,,2.422e-3,,0,1.993e-15,,0,0,,,,0,,,,,,,,,,,,,
776.79,2.454e-3,3.718e-14,,,2.986e-15,5.800e-16,,1.318e-14,1.060e-18,2.055e-25,3.015e-4,1.628e-16,1.034e-26,2.804e-13,,,,3.744e-15,2.323e-33,,,,6.491e-19,3.167e-15,1.809e-17,7.889e-28,,2.471e-17,,2.152e-3,,0,1.991e-15,,0,0,,,,0,,,,,,,,,,,,,
776.81,2.232e-3,3.719e-14,,,2.986e-15,5.800e-16,,1.318e-14,1.059e-18,2.061e-25,2.461e-4,1.629e-16,1.034e-26,2.803e-13,,,,3.744e-15,2.323e-33,,,,6.489e-19,3.167e-15,1.809e-17,7.887e-28,,3.378e-17,,1.986e-3,,0,1.990e-15,,0,0,,,,0,,,,,,,,,,,,,
776.84,1.935e-3,3.720e-14,,,2.984e-15,5.801e-16,,1.317e-14,1.059e-18,2.071e-25,1.810e-4,1.630e-16,1.033e-26,2.801e-13,,,,3.745e-15,2.323e-33,,,,6.486e-19,3.167e-15,1.810e-17,7.884e-28,,5.386e-17,,1.754e-3,,0,1.988e-15,,0,0,,,,0,,,,,,,,,,,,,
776.86,1.759e-3,3.720e-14,,,2.984e-15,5.802e-16,,1.317e-14,1.058e-18,2.077e-25,1.472e-4,1.630e-16,1.033e-26,2.800e-13,,,,3.745e-15,2.323e-33,,,,6.485e-19,3.167e-15,1.811e-17,7.882e-28,,7.336e-17,,1.612e-3,,0,1.987e-15,,0,0,,,,0,,,,,,,,,,,,,
776.89,1.523e-3,3.721e-14,,,2.982e-15,5.803e-16,,1.317e-14,1.058e-18,2.087e-25,1.076e-4,1.631e-16,1.032e-26,2.798e-13,,,,3.745e-15,2.323e-33,,,,6.482e-19,3.167e-15,1.812e-17,7.879e-28,,1.163e-16,,1.415e-3,,0,1.985e-15,,0,0,,,,0,,,,,,,,,,,,,
776.91,1.383e-3,3.721e-14,,,2.982e-15,5.804e-16,,1.316e-14,1.057e-18,2.093e-25,8.718e-5,1.631e-16,1.032e-26,2.796e-13,,,,3.746e-15,2.323e-33,,,,6.480e-19,3.168e-15,1.812e-17,7.877e-28,,1.577e-16,,1.295e-3,,0,1.983e-15,,0,0,,,,0,,,,,,,,,,,,,
776.94,1.194e-3,3.722e-14,,,2.980e-15,5.805e-16,,1.316e-14,1.057e-18,2.102e-25,6.336e-5,1.632e-16,1.031e-26,2.794e-13,,,,3.746e-15,2.323e-33,,,,6.477e-19,3.168e-15,1.813e-17,7.873e-28,,2.485e-16,,1.131e-3,,0,1.982e-15,,0,0,,,,0,,,,,,,,,,,,,
776.96,1.082e-3,3.722e-14,,,2.980e-15,5.806e-16,,1.316e-14,1.056e-18,2.109e-25,5.111e-5,1.632e-16,1.030e-26,2.793e-13,,,,3.746e-15,2.323e-33,,,,6.475e-19,3.168e-15,1.814e-17,7.871e-28,,3.358e-16,,1.031e-3,,0,1.980e-15,,0,0,,,,0,,,,,,,,,,,,,
776.99,9.313e-4,3.723e-14,,,2.978e-15,5.807e-16,,1.315e-14,1.056e-18,2.118e-25,3.692e-5,1.633e-16,1.030e-26,2.791e-13,,,,3.747e-15,2.323e-33,,,,6.472e-19,3.168e-15,1.815e-17,7.868e-28,,5.260e-16,,8.944e-4,,0,1.979e-15,,0,0,,,,0,,,,,,,,,,,,,
777.01,8.417e-4,3.723e-14,,,2.978e-15,5.808e-16,,1.315e-14,1.056e-18,2.125e-25,2.966e-5,1.634e-16,1.029e-26,2.790e-13,,,,3.747e-15,2.323e-33,,,,6.471e-19,3.168e-15,1.815e-17,7.866e-28,,7.080e-16,,8.120e-4,,0,1.977e-15,,0,0,,,,0,,,,,,,,,,,,,
777.03,7.599e-4,3.724e-14,,,2.977e-15,5.809e-16,,1.315e-14,1.055e-18,2.131e-25,2.380e-5,1.634e-16,1.029e-26,2.789e-13,,,,3.747e-15,2.323e-33,,,,6.469e-19,3.168e-15,1.816e-17,7.864e-28,,9.515e-16,,7.361e-4,,0,1.976e-15,,0,0,,,,0,,,,,,,,,,,,,
777.06,6.504e-4,3.724e-14,,,2.976e-15,5.810e-16,,1.314e-14,1.055e-18,2.141e-25,1.705e-5,1.635e-16,1.028e-26,2.787e-13,,,,3.748e-15,2.323e-33,,,,6.466e-19,3.169e-15,1.817e-17,7.861e-28,,1.478e-15,,6.334e-4,,0,1.974e-15,,0,0,,,,0,,,,,,,,,,,,,
777.08,5.855e-4,3.725e-14,,,2.975e-15,5.811e-16,,1.314e-14,1.054e-18,2.147e-25,1.362e-5,1.635e-16,1.027e-26,2.785e-13,,,,3.748e-15,2.322e-33,,,,6.464e-19,3.169e-15,1.817e-17,7.859e-28,,1.979e-15,,5.719e-4,,0,1.973e-15,,0,0,,,,0,,,,,,,,,,,,,
777.11,4.988e-4,3.726e-14,,,2.974e-15,5.812e-16,,1.313e-14,1.054e-18,2.157e-25,9.698e-6,1.636e-16,1.027e-26,2.784e-13,,,,3.748e-15,2.322e-33,,,,6.461e-19,3.169e-15,1.818e-17,7.856e-28,,3.055e-15,,4.891e-4,,0,1.971e-15,,0,0,,,,0,,,,,,,,,,,,,
777.13,4.476e-4,3.726e-14,,,2.973e-15,5.813e-16,,1.313e-14,1.053e-18,2.163e-25,7.717e-6,1.637e-16,1.026e-26,2.782e-13,,,,3.749e-15,2.322e-33,,,,6.459e-19,3.169e-15,1.819e-17,7.853e-28,,4.074e-15,,4.398e-4,,0,1.970e-15,,0,0,,,,0,,,,,,,,,,,,,
777.16,3.794e-4,3.727e-14,,,2.972e-15,5.814e-16,,1.313e-14,1.053e-18,2.173e-25,5.462e-6,1.637e-16,1.025e-26,2.780e-13,,,,3.749e-15,2.322e-33,,,,6.457e-19,3.169e-15,1.820e-17,7.850e-28,,6.253e-15,,3.740e-4,,0,1.968e-15,,0,0,,,,0,,,,,,,,,,,,,
777.18,3.393e-4,3.727e-14,,,2.971e-15,5.815e-16,,1.312e-14,1.052e-18,2.179e-25,4.329e-6,1.638e-16,1.025e-26,2.779e-13,,,,3.749e-15,2.322e-33,,,,6.455e-19,3.169e-15,1.820e-17,7.848e-28,,8.305e-15,,3.350e-4,,0,1.967e-15,,0,0,,,,0,,,,,,,,,,,,,
