spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.9912,0.0000,0.0000,0.9801,0.0000,0.0000,0.8907,0.0000,0.0000,0.0000,0.7973,0.0000,0.0000,0.0000,0.0000,
03124_95_random,0.0000,0.9945,0.9724,0.0000,0.0000,0.8202,0.0000,0.9026,0.0000,0.0000,0.0000,0.0000,0.0000,0.9197,0.0000,
03130_95_random,0.0000,0.0000,0.9615,0.0000,0.0000,0.8738,0.0000,0.0000,0.5930,0.0000,0.0000,0.0000,0.0000,0.0000,0.9909,
03134_95_random,0.9909,0.0000,0.0000,0.0000,0.0000,0.9075,0.0000,0.8940,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070036_95_random,0.9831,0.0000,0.0000,0.0638,0.0000,0.7920,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070099_95_random,0.9840,0.9868,0.9453,0.0000,0.0000,0.0000,0.0000,0.0523,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,
070101_95_random,0.0000,0.0000,0.9526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070159_95_random,0.0000,0.0000,0.9908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070171_95_random,0.0000,0.0000,0.7618,0.0000,0.9430,0.7691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8318,0.9527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.8511,0.8114,0.0000,0.0000,0.9153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07106_95_random,0.9766,0.8832,0.0000,0.9520,0.9636,0.8078,0.0000,0.8825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7956,0.8277,0.9384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8916,0.9366,0.0000,0.9428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07121_95_random,0.0000,0.9907,0.0000,0.0000,0.9557,0.8857,0.9697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07122_95_random,0.0000,0.9890,0.0000,0.9017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07125_95_random,0.9796,0.9242,0.0000,0.9632,0.0000,0.2360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07145_95_random,0.0000,0.9340,0.0000,0.0000,0.0000,0.0000,0.0000,0.8222,0.5691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.8520,0.8038,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.9339,0.6871,0.8305,0.0000,0.7404,0.0000,0.8679,0.0000,0.0000,0.0000,0.9069,
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9554,0.9784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
