spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.9738,0.0000,0.0000,0.9416,0.0000,0.0000,0.7066,0.0000,0.0000,0.0000,0.5068,0.0000,0.0000,0.0000,0.0000,9231.9194
03124_95_random,0.0000,0.9835,0.9196,0.0000,0.0000,0.5516,0.0000,0.7354,0.0000,0.0000,0.0000,0.0000,0.0000,0.7779,0.0000,10042.7613
03130_95_random,0.0000,0.0000,0.8883,0.0000,0.0000,0.6665,0.0000,0.0000,0.2085,0.0000,0.0000,0.0000,0.0000,0.0000,0.9731,10560.1486
03134_95_random,0.9729,0.0000,0.0000,0.0000,0.0000,0.7611,0.0000,0.7338,0.9994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7860.8771
070036_95_random,0.9523,0.0000,0.0000,0.0715,0.0000,0.4885,0.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10173.0539
070099_95_random,0.9528,0.6989,0.8440,0.0000,0.0000,0.4475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9418.1823
070101_95_random,0.0000,0.0000,0.8645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10049.8980
070159_95_random,0.0000,0.0000,0.9608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11057.7873
070171_95_random,0.0000,0.0000,0.4447,0.0000,0.8372,0.4660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13869.6846
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.5749,0.8646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13345.5579
07105_95_random,0.0000,0.9868,0.0000,0.0000,0.6166,0.5355,0.0000,0.0000,0.7661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9344.4412
07106_95_random,0.9314,0.6890,0.0000,0.8628,0.8947,0.5270,0.0000,0.6873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12211.4031
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.5024,0.5667,0.8257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13324.8575
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7088,0.8218,0.0000,0.8378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9879.0766
07121_95_random,0.0000,0.9723,0.0000,0.0000,0.8729,0.6949,0.9117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9125.1295
07122_95_random,0.0000,0.9680,0.0000,0.7326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10215.1824
07125_95_random,0.9400,0.7896,0.0000,0.8937,0.0000,0.0132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12183.0897
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.3653,0.0000,0.0000,0.9309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12359.5674
07145_95_random,0.0000,0.8150,0.0000,0.0000,0.0000,0.0000,0.0000,0.5553,0.1843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9228.3036
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.6187,0.5195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10533.2746
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.8141,0.3255,0.5727,0.0000,0.4058,0.0000,0.6536,0.0000,0.0000,0.0000,0.7457,13030.3960
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8704,0.9345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13251.3023
