光谱名称,粒子种类,拟合区间(nm),未去除旁峰的区间(nm),选线数据,RMSE,RMSE/nm,真实强度,拟合强度,强度误差,强度误差比例(%)
070171_95_random.csv,ErII,390.450000-391.030000,390.450000-391.030000,ErII 390.631100 nm (target); FeI 390.647918 nm,1380.1132981619364,2379.5056864861626,725.4,0.0,725.4,100.0
070171_95_random.csv,ErII,336.750000-337.550000,336.750000-337.550000,TiI 337.145170 nm; ErII 337.271000 nm (target); TiII 337.279276 nm,45.187051367116645,56.483814208895005,2190.0,9987.449089013899,7797.449089013899,356.04790360794055
070171_95_random.csv,ErII,349.370000-350.230000,349.370000-350.230000,FeI 349.710322 nm; FeI 349.784032 nm; ErII 349.910400 nm (target),30.464096006126162,35.42336744898335,851.7,872.8195083045991,21.119508304599094,2.479688658518151
070171_95_random.csv,ErII,361.460000-362.120000,361.460000-362.120000,ErII 361.656500 nm (target); FeI 361.778596 nm; FeI 361.876750 nm,290.14385602476546,439.6119030678098,334.3,283.0104771509697,51.289522849030334,15.342363999111674
070171_95_random.csv,HoII,339.660000-340.130000,339.660000-340.130000,HoII 339.895000 nm (target); FeI 339.933299 nm,60.711868555987024,129.1741884170018,2078.0,2005.2092712933845,72.79072870661548,3.5029224594136417
070171_95_random.csv,HoII,347.180000-347.940000,347.180000-347.940000,HoII 347.425000 nm (target); FeI 347.544997 nm; TiII 347.718010 nm,19.37927588944033,25.499047222948107,1548.0,469.73344105547085,1078.2665589445292,69.65546246411687
070171_95_random.csv,LaI,624.110000-625.430000,624.110000-625.430000,AlII 624.320000 nm; AlII 624.337000 nm; LaI 624.993000 nm (target),53.74536965263154,40.716189130783434,321.0,342.6050000000039,21.605000000003884,6.730529595016786
070171_95_random.csv,LaI,564.380000-565.240000,564.380000-565.240000,FeII 564.539000 nm; LaI 564.825000 nm (target); TiI 564.856610 nm,17.647481956332932,20.52032785620076,112.4,195.47500000000468,83.07500000000468,73.91014234875861
070171_95_random.csv,LaI,657.360000-658.750000,657.360000-658.750000,LaI 657.850000 nm (target),6.234994682705562,4.485607685399729,63.94,63.95,0.010000000000005116,0.015639662183304842
070171_95_random.csv,LaII,394.720000-395.370000,393.940000-395.370000,TiI 394.776830 nm; TiI 394.867050 nm; LaII 394.910000 nm (target),137.8553747585725,212.08519193627282,3861.0,5460.904105641554,1599.9041056415545,41.43755777367403
070171_95_random.csv,LaII,398.560000-399.260000,398.560000-399.260000,LaII 398.852000 nm (target); TiI 398.975820 nm,20.265723691857264,28.951033845510846,2052.0,1913.4987398735866,138.5012601264134,6.749574080234572
070171_95_random.csv,LaII,412.070000-412.540000,412.070000-412.540000,FeIII 412.202300 nm; FeIII 412.278800 nm; LaII 412.323000 nm (target),51.39180326943516,109.3442622753876,2009.0,1909.0177320476687,99.98226795233131,4.97671816587015
070171_95_random.csv,LaII,399.260000-399.640000,399.260000-400.220000,LaII 399.575000 nm (target); AlII 399.583700 nm; AlII 399.614100 nm,302.04849465338145,794.8644596141712,1533.0,1594.3357011664616,61.335701166461604,4.001024211771794
070171_95_random.csv,LaII,386.940000-387.550000,386.940000-387.550000,LaII 387.164000 nm (target); FeI 387.250102 nm; TiI 387.320180 nm,54.46976531270868,89.29469723394666,1324.0,1543.0539204025672,219.0539204025672,16.544858036447675
070171_95_random.csv,SmII,359.100000-359.820000,359.100000-359.820000,SmII 359.260300 nm (target); FeI 359.463208 nm; TiII 359.604651 nm,84.11936090864765,116.83244570645986,172.7,446.2587501449177,273.5587501449177,158.40112920956443
070171_95_random.csv,SmII,360.360000-361.460000,360.360000-361.460000,FeI 360.667900 nm; FeI 360.885895 nm; SmII 360.949100 nm (target),315.34512473140046,286.67738611946385,153.3,3917.173750390167,3763.8737503901666,2455.234018519352
070171_95_random.csv,SmII,363.380000-363.790000,362.700000-363.790000,SmII 363.429000 nm (target); TiI 363.546200 nm; FeI 363.622360 nm,123.86798727590032,302.1170421363238,145.8,420.26159307662823,274.4615930766282,188.2452627411716
