spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9719,0.9351,0.9663,0.0000,0.0000,0.0000,0.0000,0.0000,0.9437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6623,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.0000,0.9888,0.9768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.0000,0.8755,0.9926,0.0000,0.0000,0.8776,0.0000,0.8996,0.0001,0.0000,0.6776,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9829,0.0000,0.8839,0.0000,0.0000,0.3884,0.0000,0.0000,0.0866,0.0000,0.5723,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9921,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9783,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.0000,0.9759,0.0000,0.0000,0.9225,0.0000,0.0000,0.9665,0.0000,0.9206,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.9749,0.0000,0.0000,0.0000,0.9812,0.6680,0.9679,0.0000,0.3141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.9786,0.9154,0.0149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7492,0.9533,0.8576,0.2823,0.0000,0.0000,0.5543,0.0000,0.0000,0.0000
07106_95_random,0.9237,0.3948,0.8802,0.0000,0.0000,0.8418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.9554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.9518,0.0000,0.0000,0.0000,0.9834,0.9794,0.8465,0.8928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.9638,0.0000,0.9280,0.0000,0.9027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9730,0.0000
07122_95_random,0.0000,0.0000,0.0000,0.8888,0.0000,0.0000,0.0000,0.9856,0.0000,0.0000,0.5181,0.0702,0.0000,0.0000,0.0000
07125_95_random,0.9779,0.0000,0.0000,0.8854,0.0000,0.8420,0.0000,0.9435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9744,0.8588,0.9016,0.6652,0.0000,0.8957,0.0000,0.7377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.9562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9705,0.0000,0.0000,0.9348,0.0000,0.5409,0.8767,0.9355,0.0000,0.0000,0.5500,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8284,0.3130,0.0000,0.0911,0.0000,0.0000,0.0000,0.0000
