spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.9442,0.0000,0.9935,0.9708,0.0000,0.5489,0.0000,0.0000,0.0000,0.0000,0.2753,0.0000,0.0000,0.0000,0.0000,11373.0810
03124_95_random,0.0000,0.9812,0.0000,0.0000,0.0000,0.8618,0.0000,0.8733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8287.2926
03130_95_random,0.0000,0.0000,0.9757,0.0000,0.9397,0.7202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13538.1071
03134_95_random,0.9884,0.0000,0.0000,0.0000,0.0000,0.7452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12073.0694
070036_95_random,0.0000,0.0000,0.0000,0.0000,0.9606,0.0000,0.0000,0.0013,0.5933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7793.6828
070099_95_random,0.0000,0.1529,0.0000,0.0000,0.0000,0.0000,0.0213,0.2897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8023.5811
070101_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8407.8360
070159_95_random,0.9882,0.0000,0.0000,0.0000,0.0000,0.8160,0.0000,0.6932,0.7689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11022.4344
070171_95_random,0.0000,0.8156,0.0000,0.0000,0.0000,0.0000,0.8339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7881.3627
07103_95_random,0.9743,0.5420,0.8816,0.9655,0.9631,0.1485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11049.2467
07105_95_random,0.0000,0.9134,0.0000,0.7637,0.0000,0.7176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9980.7620
07106_95_random,0.9737,0.0000,0.0000,0.0000,0.0000,0.0000,0.8505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10467.2874
07107_95_random,0.9817,0.0000,0.8548,0.0000,0.0000,0.5931,0.0000,0.8198,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10631.6457
07111_95_random,0.9810,0.0000,0.0000,0.0000,0.9454,0.0000,0.5425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10585.4077
07121_95_random,0.0000,0.0000,0.0000,0.0000,0.9468,0.0000,0.0000,0.7623,0.4896,0.9300,0.0000,0.0000,0.0000,0.0000,0.0000,10696.7798
07122_95_random,0.9443,0.0000,0.4544,0.0000,0.0000,0.7678,0.0000,0.7778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12889.4424
07125_95_random,0.9676,0.8812,0.4383,0.9416,0.9992,0.7529,0.0000,0.9116,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10499.1351
07141_95_random,0.9730,0.4627,0.0000,0.0000,0.0000,0.6484,0.0000,0.6046,0.0000,0.0000,0.1397,0.0000,0.0000,0.0000,0.0000,15570.0189
07145_95_random,0.0000,0.8317,0.0000,0.9184,0.9436,0.7247,0.8769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12283.9494
07405_95_random,0.0000,0.0000,0.0000,0.9150,0.9720,0.7790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11840.1979
07407_95_random,0.9673,0.0000,0.0000,0.2560,0.0000,0.6174,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,16014.3787
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7710.2771
