spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.0000,0.9980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9835,0.0000,0.0000,0.9556,0.9897,0.0000,0.0000,0.9827,0.0000,0.0000,0.4468,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9866,0.9861,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9752,0.9380,0.0000,0.0000,0.9877,0.6028,0.0000,0.8184,0.4361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9794,0.0000,0.4967,0.4785,0.0000,0.0000,0.6954,0.8702,0.0134,0.0000,0.7935,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.0000,0.9631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9886,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9859,0.9790,0.0000,0.0054,0.0000,0.0000,0.0000,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9635,0.9454,0.9792,0.0000,0.8689,0.0000,0.0000,0.9853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.4972,0.9097,0.4609,0.0000,0.0000,0.7027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9739,0.9868,0.7249,0.9759,0.0000,0.8123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9876,0.7855,0.0000,0.0000,0.0000,0.7901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8069,0.0000,0.9705,0.9383,0.9131,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.8667,0.0000,0.0736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.9747,0.0000,0.0000,0.9459,0.7717,0.8034,0.0000,0.8439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9003,0.8146,0.0000,0.9429,0.0000,0.4620,0.0000,0.0000,0.8060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.0000,0.0000,0.7445,0.9888,0.2157,0.9582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.0000,0.9616,0.0000,0.0555,0.0000,0.0000,0.0000,0.9950,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.9624,0.0000,0.0000,0.0000,0.0000,0.8324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.9408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9360,0.9216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.9303,0.0000,0.0000,0.0000,0.8888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.9101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
