Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,1.0,0.0,,5.0
03124_95_random,0.7142857142857143,0.0,,0.2487760255896564
03130_95_random,1.0,0.0,,0.7204790432405402
03134_95_random,0.5454545454545454,0.0,,0.2160763177424154
070036_95_random,0.7,0.0,,0.0982698863418183
070099_95_random,0.5,0.0,,1.1386526757785482
070101_95_random,0.6666666666666666,0.0,,0.6180100640832638
070159_95_random,0.45454545454545453,0.0,,0.1360067297066985
070171_95_random,0.5,0.25,Yb,0.7236084233775275
07103_95_random,0.5,0.0,,0.1136275613667925
07105_95_random,0.42857142857142855,0.0,,0.3010257179938549
07106_95_random,1.0,0.25,Tb,0.6651530906986255
07107_95_random,0.16666666666666666,0.5,Yb,1.0042649570870403
07111_95_random,0.5555555555555556,0.0,,0.3349377273140294
07121_95_random,0.5714285714285714,0.2,Yb,0.152052176719327
07122_95_random,1.0,0.5,Er;Yb,1.747951601867248
07125_95_random,1.0,0.3333333333333333,Yb,2.127497195733553
07141_95_random,1.0,0.0,,1.348558088794216
07145_95_random,0.09090909090909091,0.0,,0.5728257776946514
07405_95_random,1.0,0.5,Tb,5.000000950000015
07407_95_random,0.3333333333333333,0.0,,1.816588114702569
07840_95_random,0.09090909090909091,0.0,,0.3167234758960685
