spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9846,0.0000,0.9201,0.0000,0.9681,0.7839,0.0000,0.9852,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9914,0.0000,0.9669,0.9865,0.9829,0.4925,0.9788,0.0000,0.2917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9859,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.0000,0.9490,0.9717,0.0000,0.0000,0.8206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9240,0.7583,0.2209,0.0000,0.0000,0.0000,0.0000,0.0000,0.8179
070099_95_random,0.0000,0.0000,0.9291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9750,0.9658,0.9846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9736,0.9564,0.9804,0.0000,0.9621,0.8008,0.0000,0.9870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3014,0.9361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.0000,0.0000,0.9142,0.9889,0.7256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.8944,0.0000,0.0000,0.0000,0.7742,0.8320,0.0000,0.0000,0.0000,0.0567,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9835,0.0000,0.0000,0.0000,0.9154,0.0000,0.9332,0.9470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8725,0.8437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.9230,0.0000,0.2220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9348,0.9055,0.0000,0.9249,0.8947,0.5845,0.9024,0.0000,0.0000,0.0000,0.3212,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.9435,0.0000,0.0000,0.0000,0.9101,0.0000,0.9035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.8915,0.8484,0.0000,0.0000,0.0000,0.0000,0.8055,0.9119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.9496,0.0000,0.0000,0.0000,0.9504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.9175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.8502,0.5294,0.0000,0.6143,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.9290,0.0000,0.8531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.2578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
