Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.5555555555555556,0.16666666666666666,Tb,0.1378821185846833
03124_95_random,0.7142857142857143,0.2857142857142857,Yb;Tb,0.2225555266984327
03130_95_random,1.0,0.0,,5.00000095
03134_95_random,0.6,0.0,,0.2298726264472695
070036_95_random,0.5,0.25,Gd,0.1714468396527836
070099_95_random,0.14285714285714285,0.0,,1.0736949060920151
070101_95_random,0.75,0.0,,0.098983772812764
070159_95_random,0.8571428571428571,0.0,,0.217862122238803
070171_95_random,0.5,0.5,Tb,3.070017791482689
07103_95_random,0.6,0.0,,0.748459732170571
07105_95_random,1.0,0.25,Yb,0.670197894885884
07106_95_random,0.5714285714285714,0.0,,0.3037586275856592
07107_95_random,0.6666666666666666,0.0,,1.442962066475309
07111_95_random,0.3333333333333333,0.5,Yb,2.8433567915998874
07121_95_random,0.7777777777777778,0.0,,0.0809099707052522
07122_95_random,0.3333333333333333,0.0,,0.1449633759328102
07125_95_random,0.5714285714285714,0.0,,0.0256496581442531
07141_95_random,0.5,0.0,,0.9474001684609364
07145_95_random,0.5,0.0,,1.9705556515710607
07405_95_random,0.5,0.0,,0.1490023431543049
07407_95_random,0.4,0.0,,1.4138138606514077
07840_95_random,0.125,0.0,,0.7419812104335555
