spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9867,0.9547,0.9718,0.0000,0.9834,0.7927,0.0000,0.8827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9847,0.0000,0.9700,0.0000,0.9839,0.7570,0.9580,0.0000,0.1544,0.0000,0.2795,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9810,0.0228,0.9433,0.0000,0.9540,0.9290,0.0000,0.0258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9803,0.8334,0.0000,0.9611,0.9769,0.2045,0.0000,0.9523,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.0000,0.2753,0.9258,0.0000,0.0000,0.4051,0.0000,0.0000,0.0000,0.0000,0.0000,0.9246,0.8620
070099_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9953,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.9212,0.9488,0.0000,0.0000,0.6498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9748,0.6772,0.0000,0.0000,0.0000,0.7895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.7752,0.0000,0.8468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9846,0.0000,0.0000,0.0000,0.0000,0.9051,0.0000,0.0000,0.0000,0.0000,0.8265,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.9929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9837,0.9570,0.6226,0.0000,0.0000,0.8686,0.0000,0.0000,0.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.6135,0.0000,0.0000,0.8445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.9856,0.7716,0.0000,0.9657,0.3093,0.0000,0.9320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.8074,0.8454,0.0000,0.7303,0.0000,0.0000,0.3485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9636,0.0000,0.0000,0.0000,0.0000,0.8265,0.0000,0.8845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.9262,0.0000,0.9796,0.7628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.9907,0.0000,0.0000,0.0000,0.8241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.9345,0.9538,0.0000,0.6892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.9783,0.0000,0.8860,0.0000,0.1487,0.0000,0.3850,0.7091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.9019,0.0000,0.0000,0.8746,0.0000,0.0000,0.0152,0.4919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.6973,0.3854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
