Wavelength (nm),Sum(calc),Na I (5.2e-4),Na II (1.1e-2),Na III (4.0e-21),Mg I (4.2e-3),Mg II (3.4e-2),Mg III (2.1e-5),Al I (1.3e-2),Al II (8.9e-2),Al III (2.5e-6),Si I (1.5e-1),Si II (2.9e-1),Si III (1.4e-5),K I (7.7e-4),K II (2.5e-2),K III (6.9e-13),Ca I (7.8e-3),Ca II (1.9e-1),Ca III (2.7e-3),Mn I (3.2e-4),Mn II (2.6e-3),Fe I (2.1e-2),Fe II (1.1e-1),Fe III (1.5e-5),Cu I (8.5e-3),Cu II (2.1e-2),Zn I (5.7e-4),Zn II (8.9e-4),Mo I (9.1e-6),Pb I (2.5e-5),Pb II (1.5e-4)
202.45,2.686e+3,,,3.841e-42,6.845e+2,,2.701e-41,,1.242e-2,,,3.364e-12,1.331e-26,,,,,,6.652e-15,,2.454e-15,,3.658e-1,1.926e-5,3.443e+2,2.558e+2,,1.401e+3,,2.756e-2,
202.47,3.083e+3,,,2.955e-42,8.338e+2,,2.710e-41,,8.221e-3,,,9.068e-13,1.379e-26,,,,,,8.545e-15,,2.489e-15,,1.952e-1,2.162e-5,3.277e+2,2.966e+2,,1.625e+3,,1.794e-2,
202.5,3.596e+3,,,2.047e-42,1.054e+3,,2.725e-41,,4.161e-3,,,1.192e-13,1.451e-26,,,,,,1.171e-14,,2.541e-15,,7.148e-2,2.519e-5,2.861e+2,3.482e+2,,1.908e+3,,8.860e-3,
202.52,3.843e+3,,,1.750e-42,1.183e+3,,2.735e-41,,2.536e-3,,,2.957e-14,1.499e-26,,1.750e-23,,,,1.386e-14,,2.576e-15,,3.512e-2,2.731e-5,2.507e+2,3.720e+2,,2.037e+3,,5.311e-3,
202.55,4.015e+3,,,1.843e-42,1.322e+3,,2.749e-41,,1.134e-3,,,3.433e-15,1.571e-26,,1.723e-22,,,,1.681e-14,,2.628e-15,,1.136e-2,2.955e-5,1.934e+2,3.861e+2,,2.114e+3,,2.317e-3,
202.57,3.981e+3,,,2.343e-42,1.366e+3,,2.759e-41,,6.364e-4,,,7.838e-16,1.619e-26,,7.595e-22,,,,1.835e-14,,2.663e-15,,5.141e-3,3.017e-5,1.562e+2,3.799e+2,,2.080e+3,,1.279e-3,
202.6,3.712e+3,,,3.957e-42,1.349e+3,,2.774e-41,,2.515e-4,,,7.759e-16,1.692e-26,,7.356e-21,,,,1.971e-14,,2.715e-15,,1.477e-3,2.955e-5,1.065e+2,3.486e+2,,1.908e+3,,4.929e-4,
202.62,3.407e+3,,,5.764e-42,1.284e+3,,2.784e-41,,1.299e-4,,,7.706e-16,1.740e-26,,3.025e-20,,,,1.984e-14,,2.750e-15,,6.319e-4,2.810e-5,7.916e+1,3.159e+2,,1.728e+3,,2.505e-4,
202.65,2.826e+3,,,9.856e-42,1.121e+3,,2.798e-41,,4.536e-5,,,7.626e-16,1.812e-26,,2.380e-19,,,,1.887e-14,,2.802e-15,,2.424e-4,2.465e-5,4.770e+1,2.564e+2,,1.401e+3,,8.531e-5,
202.67,2.399e+3,,,1.364e-41,9.829e+2,,2.808e-41,,2.158e-5,,,7.573e-16,1.860e-26,,9.051e-19,,,,1.752e-14,,2.837e-15,,2.860e-4,2.178e-5,3.266e+1,2.141e+2,,1.169e+3,,3.992e-5,
202.7,1.768e+3,,,2.096e-41,7.586e+2,,2.823e-41,,6.657e-6,,,7.493e-16,1.932e-26,,6.336e-18,,,,1.477e-14,,2.889e-15,,8.970e-4,1.715e-5,1.739e+1,1.537e+2,,8.380e+2,,1.201e-5,
202.72,1.386e+3,,,2.682e-41,6.126e+2,,2.832e-41,,2.916e-6,,,7.440e-16,1.980e-26,,2.231e-17,,,,1.265e-14,,2.924e-15,,2.106e-3,1.417e-5,1.097e+1,1.184e+2,,6.440e+2,,5.176e-6,
202.74,1.053e+3,,,3.324e-41,4.787e+2,,2.842e-41,,1.236e-6,,,7.387e-16,2.028e-26,,7.616e-17,,,,1.050e-14,,2.958e-15,,4.837e-3,1.148e-5,6.692e+0,8.824e+1,,4.790e+2,,2.158e-6,
202.77,6.562e+2,,,4.319e-41,3.108e+2,,2.857e-41,,3.206e-7,,,7.308e-16,2.101e-26,,4.537e-16,,,,7.473e-15,,3.011e-15,,1.587e-2,8.216e-6,2.998e+0,5.353e+1,,2.888e+2,,5.459e-7,
202.79,4.602e+2,,,4.945e-41,2.237e+2,,2.866e-41,,1.251e-7,,,7.254e-16,2.149e-26,,1.435e-15,,,,5.723e-15,,3.045e-15,,3.366e-2,6.628e-6,1.684e+0,3.694e+1,,1.978e+2,,2.095e-7,
202.82,2.547e+2,,,5.719e-41,1.284e+2,,2.881e-41,,2.867e-8,,,7.175e-16,2.221e-26,,7.634e-15,,,,3.614e-15,,3.127e-14,,9.776e-2,5.095e-6,6.669e-1,2.014e+1,,1.054e+2,,4.684e-8,
202.84,1.653e+2,,,6.074e-41,8.512e+1,,2.891e-41,,1.030e-8,,,7.122e-16,2.269e-26,,2.240e-14,,,,2.556e-15,,1.356e-13,,1.910e-1,4.554e-6,3.451e-1,1.314e+1,,6.651e+1,,1.656e-8,
202.87,8.213e+1,,,6.321e-41,4.319e+1,,2.905e-41,,2.086e-9,,,7.042e-16,2.341e-26,,1.065e-13,,,,1.436e-15,,1.152e-12,,4.908e-1,4.259e-6,1.208e-1,6.991e+0,,3.133e+1,,3.270e-9,
202.89,5.040e+1,,,6.299e-41,2.637e+1,,2.915e-41,,6.903e-10,,,6.989e-16,2.389e-26,,2.900e-13,,,,9.445e-16,,4.608e-12,,8.839e-1,4.273e-6,5.755e-2,4.880e+0,,1.821e+1,,1.064e-9,
202.92,2.497e+1,,,6.051e-41,1.183e+1,,2.930e-41,,1.235e-10,,,6.909e-16,2.461e-26,,1.233e-12,,,,4.934e-16,,3.468e-11,,2.009e+0,4.408e-6,1.780e-2,3.535e+0,,7.581e+0,,1.857e-10,
202.94,1.744e+1,,,5.800e-41,6.652e+0,,2.939e-41,,3.762e-11,,,6.856e-16,2.510e-26,,3.120e-12,,,,3.362e-16,,1.279e-10,,3.334e+0,4.477e-6,7.812e-3,3.392e+0,,4.057e+0,,5.565e-11,
202.97,1.463e+1,,,5.401e-41,2.637e+0,,2.954e-41,,5.947e-12,,,6.777e-16,2.582e-26,,1.188e-11,,,,2.670e-16,,8.530e-10,,6.704e+0,4.444e-6,2.135e-3,3.793e+0,,1.493e+0,,8.580e-12,
202.99,1.663e+1,,,5.169e-41,1.366e+0,,2.964e-41,,1.668e-12,,,6.724e-16,2.630e-26,,2.792e-11,,,,3.265e-16,,2.902e-9,,1.025e+1,4.304e-6,8.630e-4,4.270e+0,,7.361e-1,,2.367e-12,
203.01,2.101e+1,,,4.987e-41,6.846e-1,,2.974e-41,,4.528e-13,,,6.671e-16,2.678e-26,,6.373e-11,,,,4.858e-16,,9.560e-9,,1.518e+1,4.070e-6,3.375e-4,4.800e+0,,3.511e-1,,6.320e-13,
203.04,3.157e+1,,,4.801e-41,2.284e-1,,2.825e-40,,6.019e-14,,,6.591e-16,2.750e-26,,2.080e-10,,,,9.839e-16,,5.380e-8,,2.571e+1,3.580e-6,7.760e-5,5.532e+0,,1.087e-1,,8.194e-14,
203.06,4.111e+1,,,4.710e-41,1.054e-1,,1.217e-39,,1.504e-14,,,6.538e-16,2.798e-26,,4.410e-10,,,,1.564e-15,,1.635e-7,,3.506e+1,3.201e-6,2.795e-5,5.896e+0,,4.776e-2,,2.014e-14,
203.09,5.875e+1,,,4.553e-41,3.109e-2,,1.024e-38,,1.767e-15,,,6.458e-16,2.870e-26,,1.289e-9,,,,2.982e-15,,8.151e-7,,5.254e+1,2.631e-6,5.679e-6,6.168e+0,,1.307e-2,,2.307e-15,
203.11,7.222e+1,,,4.395e-41,1.322e-2,,4.066e-38,,4.065e-16,,,6.405e-16,2.919e-26,,2.538e-9,,,,4.410e-15,,2.285e-6,,6.605e+1,2.303e-6,1.884e-6,6.159e+0,,5.290e-3,,5.222e-16,
203.14,9.351e+1,,,4.032e-41,3.446e-3,,3.028e-37,,4.218e-17,,,6.326e-16,2.991e-26,,6.635e-9,,,,7.464e-15,,1.009e-5,,8.755e+1,1.978e-6,3.383e-7,5.956e+0,,1.280e-3,,5.285e-17,
203.16,1.073e+2,,,3.702e-41,1.350e-3,,1.109e-36,,4.515e-17,,,6.273e-16,3.039e-26,,1.213e-8,,,,1.018e-14,,2.610e-5,,1.014e+2,1.932e-6,1.033e-7,5.839e+0,,4.769e-4,,5.306e-17,
203.19,1.251e+2,,,3.100e-41,3.110e-4,,7.313e-36,,4.961e-17,,,6.193e-16,3.111e-26,,2.835e-8,,,,1.525e-14,,1.022e-4,,1.190e+2,2.234e-6,1.640e-8,6.183e+0,,1.020e-4,,5.338e-17,
203.21,1.343e+2,,,2.659e-41,1.122e-4,,2.470e-35,,5.257e-17,,,6.140e-16,3.159e-26,,4.808e-8,,,,1.916e-14,,2.438e-4,,1.270e+2,2.764e-6,4.614e-9,7.265e+0,,3.501e-5,,5.359e-17,
203.24,1.435e+2,,,2.001e-41,2.285e-5,,1.442e-34,,5.703e-17,,,6.060e-16,3.231e-26,,1.003e-7,,,,2.539e-14,,8.458e-4,,1.318e+2,4.200e-6,6.473e-10,1.165e+1,,6.618e-6,,5.391e-17,
203.26,1.476e+2,,,1.601e-41,7.590e-6,,4.490e-34,,6.000e-17,,,6.007e-16,3.279e-26,,1.577e-7,,,,2.941e-14,,1.862e-3,,1.298e+2,5.675e-6,1.677e-10,1.782e+1,,2.092e-6,,5.413e-17,
203.29,1.551e+2,,,1.102e-41,1.367e-6,,2.321e-33,,6.445e-17,,,5.928e-16,3.352e-26,,2.936e-7,,,,3.448e-14,,5.725e-3,,1.194e+2,8.789e-6,2.079e-11,3.564e+1,,3.496e-7,,5.445e-17,
203.31,1.650e+2,,,8.539e-42,4.182e-7,,6.665e-33,,6.742e-17,,,5.875e-16,3.400e-26,,4.277e-7,,,,3.681e-14,,1.163e-2,,1.087e+2,1.150e-5,4.961e-12,5.633e+1,,1.018e-7,,5.466e-17,
203.33,1.833e+2,,,6.780e-42,1.238e-7,,1.852e-32,,7.039e-17,,,5.821e-16,3.448e-26,,6.042e-7,,,,3.803e-14,,2.288e-2,,9.601e+1,1.473e-5,1.145e-12,8.728e+1,,2.868e-8,,5.487e-17,
203.36,2.363e+2,,,5.493e-42,1.876e-8,,8.077e-32,,7.485e-17,,,5.742e-16,3.520e-26,,9.579e-7,,,,3.757e-14,,5.942e-2,,7.601e+1,2.039e-5,1.194e-13,1.602e+2,,4.031e-9,,5.519e-17,
203.38,2.955e+2,,,5.489e-42,5.116e-9,,2.070e-31,,7.782e-17,,,5.689e-16,3.568e-26,,1.254e-6,,,,3.577e-14,,1.079e-1,,6.359e+1,2.459e-5,1.200e-13,2.318e+2,,1.046e-9,,5.541e-17,
203.41,4.303e+2,,,6.630e-42,6.851e-10,,7.991e-31,,8.227e-17,,,5.609e-16,3.640e-26,,1.774e-6,,,,3.127e-14,,2.484e-1,,4.853e+1,3.121e-5,1.208e-13,3.816e+2,,1.300e-10,,5.573e-17,
203.43,5.550e+2,,,8.052e-42,1.721e-10,,1.888e-30,,8.524e-17,,,5.556e-16,3.688e-26,,2.153e-6,,,,2.744e-14,,4.161e-1,,4.170e+1,3.562e-5,1.214e-13,5.128e+2,,3.107e-11,,5.594e-17,
203.46,7.948e+2,,,1.094e-41,2.037e-11,,6.455e-30,,8.970e-17,,,5.477e-16,3.761e-26,,2.724e-6,,,,2.122e-14,,8.495e-1,,3.684e+1,4.190e-5,1.222e-13,7.571e+2,,3.413e-12,,5.626e-17,
203.48,9.861e+2,,,1.320e-41,4.713e-12,,1.406e-29,,9.266e-17,,,5.423e-16,3.809e-26,,3.074e-6,,,,1.716e-14,,1.314e+0,,3.706e+1,4.571e-5,1.227e-13,9.478e+2,,7.512e-13,,5.647e-17,
203.51,1.305e+3,,,1.671e-41,4.931e-13,,4.257e-29,,9.712e-17,,,5.344e-16,3.881e-26,,3.496e-6,,,,1.174e-14,,2.378e+0,,4.166e+1,5.071e-5,1.236e-13,1.261e+3,,7.437e-13,,5.679e-17,
203.53,1.526e+3,,,1.890e-41,4.930e-13,,8.553e-29,,1.001e-16,,,5.291e-16,3.929e-26,,3.684e-6,,,,8.752e-15,,3.394e+0,,4.673e+1,5.356e-5,1.241e-13,1.476e+3,,7.388e-13,,5.701e-17,
203.56,1.843e+3,,,2.158e-41,4.928e-13,,2.292e-28,,1.045e-16,,,5.211e-16,4.001e-26,,3.801e-6,,,,5.301e-15,,5.451e+0,,5.559e+1,5.717e-5,1.249e-13,1.782e+3,,7.313e-13,,5.733e-17,
203.58,2.027e+3,,,2.281e-41,4.926e-13,,4.246e-28,,1.075e-16,,,5.158e-16,4.049e-26,,3.769e-6,,,,3.649e-15,,7.182e+0,,6.123e+1,5.920e-5,1.255e-13,1.959e+3,,7.263e-13,,5.754e-17,
203.6,2.177e+3,,,2.351e-41,4.925e-13,,7.615e-28,,1.105e-16,,,5.105e-16,4.097e-26,,3.657e-6,,,,2.445e-15,,9.167e+0,,6.583e+1,6.099e-5,1.260e-13,2.102e+3,,7.214e-13,,5.775e-17,
203.63,2.318e+3,,,2.358e-41,4.923e-13,,1.721e-27,,1.149e-16,,,5.025e-16,4.170e-26,,3.369e-6,,,,1.328e-15,,1.245e+1,,6.960e+1,6.326e-5,1.268e-13,2.236e+3,,7.139e-13,,5.807e-17,
203.65,2.348e+3,,,2.306e-41,4.922e-13,,2.846e-27,,1.179e-16,,,4.972e-16,4.218e-26,,3.119e-6,,,,9.700e-16,,1.469e+1,,6.957e+1,6.448e-5,1.274e-13,2.264e+3,,7.089e-13,,5.829e-17,
203.68,2.292e+3,,,2.164e-41,4.919e-13,,5.695e-27,,1.224e-16,,,4.893e-16,4.290e-26,,2.696e-6,,,,1.036e-15,,1.773e+1,,6.571e+1,6.582e-5,1.282e-13,2.208e+3,,7.015e-13,,5.861e-17,
203.7,2.191e+3,,,2.042e-41,4.918e-13,,8.683e-27,,1.253e-16,,,4.840e-16,4.338e-26,,2.399e-6,,,,1.656e-15,,1.934e+1,,6.104e+1,6.632e-5,1.288e-13,2.110e+3,,6.965e-13,,5.882e-17,
203.73,1.958e+3,,,1.837e-41,4.916e-13,,1.538e-26,,1.298e-16,,,4.760e-16,4.410e-26,,1.957e-6,,,,4.286e-15,,2.082e+1,,5.230e+1,6.644e-5,1.296e-13,1.885e+3,,6.890e-13,,5.914e-17,
203.75,1.764e+3,,,1.693e-41,4.915e-13,,2.163e-26,,1.328e-16,,,4.707e-16,4.458e-26,,1.674e-6,,,,8.217e-15,,2.109e+1,,4.641e+1,6.610e-5,1.301e-13,1.697e+3,,6.841e-13,,5.935e-17,
203.78,1.442e+3,,,1.476e-41,4.912e-13,,3.393e-26,,1.372e-16,,,4.627e-16,4.530e-26,,1.281e-6,,,,2.085e-14,,2.044e+1,,3.953e+1,6.509e-5,1.310e-13,1.382e+3,,6.766e-13,,5.967e-17,
203.8,1.223e+3,,,1.332e-41,4.911e-13,,4.399e-26,,1.402e-16,,,4.574e-16,4.578e-26,,1.046e-6,,,,3.733e-14,,1.941e+1,,3.747e+1,6.421e-5,1.315e-13,1.166e+3,,6.716e-13,,5.989e-17,
203.83,9.177e+2,,,1.124e-41,4.909e-13,,6.110e-26,,1.446e-16,,,4.495e-16,4.651e-26,,7.399e-7,,,,8.421e-14,,1.732e+1,,4.005e+1,6.281e-5,1.323e-13,8.603e+2,,6.642e-13,,6.021e-17,
203.85,7.407e+2,,,9.963e-42,4.908e-13,,7.304e-26,,1.476e-16,,,4.442e-16,4.699e-26,,5.702e-7,,,,1.391e-13,,1.577e+1,,4.646e+1,6.196e-5,1.329e-13,6.784e+2,,6.592e-13,,6.042e-17,
203.87,5.915e+2,,,8.858e-42,4.906e-13,,8.453e-26,,1.506e-16,,,4.389e-16,4.747e-26,,4.282e-7,,,,2.225e-13,,1.427e+1,,5.714e+1,6.125e-5,1.334e-13,5.200e+2,,6.542e-13,,6.063e-17,
203.9,4.242e+2,,,7.734e-42,4.904e-13,,9.902e-26,,1.550e-16,,,4.309e-16,4.819e-26,,2.649e-7,,,,4.235e-13,,1.230e+1,,8.137e+1,6.044e-5,1.342e-13,3.306e+2,,6.468e-13,,6.095e-17,
203.92,3.494e+2,,,7.511e-42,4.903e-13,,1.057e-25,,1.580e-16,,,4.256e-16,4.867e-26,,1.856e-7,,,,6.247e-13,,1.123e+1,,1.026e+2,6.002e-5,1.348e-13,2.356e+2,,6.418e-13,,6.117e-17,
203.95,2.844e+2,,,8.298e-42,4.901e-13,,1.096e-25,,1.625e-16,,,4.176e-16,4.939e-26,,1.030e-7,,,,1.053e-12,,9.998e+0,,1.398e+2,5.931e-5,1.356e-13,1.346e+2,,6.344e-13,,6.149e-17,
203.97,2.656e+2,,,9.772e-42,4.899e-13,,1.078e-25,,1.654e-16,,,4.123e-16,4.987e-26,,6.697e-8,,,,1.433e-12,,9.339e+0,,1.663e+2,5.859e-5,1.362e-13,9.001e+1,,6.294e-13,,6.170e-17,
204,2.616e+2,,,1.376e-41,4.897e-13,,9.902e-26,,1.699e-16,,,4.044e-16,5.060e-26,,3.321e-8,,,,2.139e-12,,8.442e+0,,2.038e+2,5.676e-5,1.370e-13,4.932e+1,,6.219e-13,,6.202e-17,
204.02,2.680e+2,,,1.780e-41,4.896e-13,,8.983e-26,,1.728e-16,,,3.990e-16,5.108e-26,,2.014e-8,,,,2.683e-12,,7.823e+0,,2.244e+2,5.485e-5,1.375e-13,3.579e+1,,6.170e-13,,6.223e-17,
204.05,2.830e+2,,,2.630e-41,4.894e-13,,7.304e-26,,1.773e-16,,,3.911e-16,5.180e-26,,9.445e-9,,,,3.548e-12,,6.784e+0,,2.442e+2,5.079e-5,1.384e-13,3.198e+1,,6.095e-13,,6.255e-17,
204.07,2.942e+2,,,3.377e-41,4.892e-13,,6.110e-26,,1.803e-16,,,3.858e-16,2.307e-25,,6.312e-9,,,,4.105e-12,,6.011e+0,,2.481e+2,4.731e-5,1.389e-13,3.999e+1,,6.045e-13,,6.277e-17,
204.1,3.144e+2,,,4.802e-41,4.890e-13,,4.399e-26,,1.847e-16,,,3.778e-16,2.042e-24,,6.066e-9,,,,4.807e-12,,4.782e+0,,2.392e+2,4.118e-5,1.397e-13,7.039e+1,,5.971e-13,,6.309e-17,
204.12,3.342e+2,,,5.967e-41,4.889e-13,,3.393e-26,,1.877e-16,,,3.725e-16,8.393e-24,,9.096e-9,,,,5.129e-12,,3.965e+0,,2.242e+2,3.680e-5,1.403e-13,1.061e+2,,5.921e-13,,6.330e-17,
204.14,3.641e+2,,,7.306e-41,4.887e-13,,2.534e-26,,1.907e-16,,,3.672e-16,3.341e-23,,1.582e-8,,,,5.297e-12,,3.193e+0,,2.034e+2,3.250e-5,1.408e-13,1.574e+2,,5.871e-13,,6.351e-17,
204.17,4.382e+2,,,9.613e-41,4.885e-13,,1.538e-26,,1.951e-16,,,3.592e-16,2.498e-22,,3.767e-8,,,,5.234e-12,,2.178e+0,,1.655e+2,2.683e-5,1.416e-13,2.706e+2,,5.797e-13,,6.383e-17,
204.19,5.137e+2,,,1.130e-40,4.884e-13,,1.059e-26,,1.981e-16,,,3.539e-16,9.175e-22,,6.553e-8,,,,4.985e-12,,1.623e+0,,1.384e+2,2.404e-5,1.422e-13,3.736e+2,,5.747e-13,,6.405e-17,
204.22,6.715e+2,,,1.392e-40,4.882e-13,,5.695e-27,,2.025e-16,,,3.460e-16,6.081e-21,,1.422e-7,,,,4.362e-12,,9.838e-1,,9.970e+1,2.196e-5,1.430e-13,5.709e+2,,5.672e-13,,6.437e-17,
204.24,8.050e+2,,,1.558e-40,4.880e-13,,3.615e-27,,2.055e-16,,,3.407e-16,2.061e-20,,2.292e-7,,,,3.832e-12,,6.769e-1,,7.693e+1,2.226e-5,1.436e-13,7.274e+2,,5.623e-13,,6.458e-17,
204.27,1.034e+3,,,1.770e-40,4.878e-13,,1.721e-27,,2.100e-16,,,3.327e-16,1.211e-19,,4.418e-7,,,,2.970e-12,,3.638e-1,,4.906e+1,2.549e-5,1.444e-13,9.848e+2,,5.548e-13,,6.490e-17,
204.29,1.193e+3,,,1.871e-40,4.877e-13,,1.007e-27,,2.129e-16,,,3.274e-16,3.789e-19,,6.578e-7,,,,2.406e-12,,2.309e-1,,3.491e+1,2.946e-5,1.449e-13,1.157e+3,,5.498e-13,,6.511e-17,
204.32,1.408e+3,,,1.939e-40,4.875e-13,,4.246e-28,,2.174e-16,,,3.194e-16,1.974e-18,,1.126e-6,,,,1.652e-12,,1.099e-1,,1.972e+1,3.772e-5,1.458e-13,1.388e+3,,5.424e-13,,6.543e-17,
204.34,1.518e+3,,,1.923e-40,4.873e-13,,2.292e-28,,2.204e-16,,,3.141e-16,5.698e-18,,1.548e-6,,,,1.236e-12,,6.436e-2,,1.294e+1,4.437e-5,1.463e-13,1.505e+3,,5.374e-13,,6.565e-17,
204.37,1.606e+3,,,1.809e-40,4.871e-13,,8.553e-29,,2.248e-16,,,3.062e-16,2.631e-17,,2.350e-6,,,,7.538e-13,,2.713e-2,,6.470e+0,5.505e-5,1.471e-13,1.599e+3,,5.300e-13,,6.597e-17,
204.39,1.603e+3,,,1.683e-40,4.870e-13,,4.257e-29,,2.278e-16,,,3.009e-16,7.009e-17,,2.982e-6,,,,5.224e-13,,1.465e-2,,3.914e+0,6.195e-5,1.477e-13,1.599e+3,,5.250e-13,,3.019e-16,
204.41,1.551e+3,,,1.529e-40,4.868e-13,,2.051e-29,,2.308e-16,,,2.956e-16,1.808e-16,,3.667e-6,,,,3.525e-13,,7.656e-3,,2.293e+0,6.811e-5,1.482e-13,1.548e+3,,5.200e-13,,1.338e-15,
204.44,1.389e+3,,,1.270e-40,4.866e-13,,6.455e-30,,2.352e-16,,,2.876e-16,7.054e-16,,4.707e-6,,,,1.885e-13,,2.722e-3,,9.673e-1,7.497e-5,1.491e-13,1.388e+3,,5.125e-13,,1.176e-14,
204.46,1.240e+3,,,1.097e-40,4.865e-13,,2.868e-30,,2.382e-16,,,2.823e-16,1.679e-15,,5.342e-6,,,,1.236e-13,,1.312e-3,,5.225e-1,7.745e-5,1.496e-13,1.240e+3,,5.076e-13,,4.810e-14,
204.49,9.850e+2,,,8.557e-41,4.863e-13,,7.991e-31,,2.426e-16,,,2.743e-16,5.808e-15,,6.082e-6,,,,6.928e-14,,4.131e-4,,1.952e-1,7.754e-5,1.504e-13,9.848e+2,,5.001e-13,,3.749e-13,
204.51,8.113e+2,,,7.159e-41,4.861e-13,,3.274e-31,,2.456e-16,,,2.690e-16,1.276e-14,,6.371e-6,,,,5.134e-14,,1.836e-4,,9.736e-2,7.518e-5,1.510e-13,8.112e+2,,4.951e-13,,1.416e-12,
204.54,5.709e+2,,,5.416e-41,4.859e-13,,8.077e-32,,2.501e-16,,,2.611e-16,3.912e-14,,6.431e-6,,,,3.935e-14,,5.119e-5,,3.269e-2,6.848e-5,1.518e-13,5.709e+2,,4.877e-13,,9.785e-12,
204.56,4.338e+2,,,4.477e-41,4.858e-13,,3.051e-32,,2.530e-16,,,2.558e-16,7.932e-14,,6.217e-6,,,,3.662e-14,,2.098e-5,,1.604e-2,6.239e-5,1.523e-13,4.338e+2,,4.827e-13,,3.411e-11,
204.59,2.705e+2,,,3.351e-41,4.856e-13,,6.665e-33,,2.575e-16,,,2.478e-16,2.156e-13,,5.565e-6,,,,3.557e-14,,5.179e-6,,8.821e-3,5.186e-5,1.532e-13,2.705e+2,,4.753e-13,,2.091e-10,
204.61,1.897e+2,,,2.753e-41,4.854e-13,,2.321e-33,,2.604e-16,,,2.425e-16,4.033e-13,,4.965e-6,,,,3.533e-14,,1.957e-6,,1.186e-2,4.455e-5,1.537e-13,1.897e+2,,4.703e-13,,6.727e-10,
204.64,1.049e+2,,,2.034e-41,4.852e-13,,4.490e-34,,2.649e-16,,,2.345e-16,9.718e-13,,3.939e-6,,,,3.433e-14,,4.278e-7,,3.191e-2,3.416e-5,1.545e-13,1.049e+2,,4.628e-13,,3.657e-9,
204.66,6.801e+1,,,1.657e-41,4.851e-13,,1.442e-34,,2.679e-16,,,2.292e-16,1.678e-12,,3.243e-6,,,,3.293e-14,,1.491e-7,,6.490e-2,2.807e-5,1.551e-13,6.795e+1,,4.579e-13,,1.086e-8,
204.68,4.283e+1,,,1.350e-41,4.849e-13,,4.484e-35,,2.708e-16,,,2.239e-16,2.805e-12,,2.586e-6,,,,3.092e-14,,5.028e-8,,1.291e-1,2.292e-5,1.556e-13,4.270e+1,,4.529e-13,,3.125e-8,
204.71,2.051e+1,,,1.011e-41,4.847e-13,,7.364e-36,,2.753e-16,,,2.159e-16,5.710e-12,,1.733e-6,,,,2.696e-14,,9.270e-9,,3.420e-1,1.721e-5,1.565e-13,2.017e+1,,4.454e-13,,1.436e-7,
204.73,1.249e+1,,,8.570e-42,4.846e-13,,2.288e-36,,2.783e-16,,,2.106e-16,8.811e-12,,1.275e-6,,,,2.391e-14,,2.884e-9,,6.291e-1,1.483e-5,1.570e-13,1.186e+1,,4.405e-13,,3.812e-7,
204.76,6.685e+0,,,7.173e-42,4.844e-13,,1.621e-36,,2.827e-16,,,2.027e-16,1.590e-11,,7.572e-7,,,,1.909e-14,,4.707e-10,,1.478e+0,1.329e-5,1.578e-13,5.206e+0,,4.330e-13,,1.553e-6,
204.78,5.518e+0,,,6.710e-42,4.842e-13,,4.663e-36,,2.857e-16,,,1.974e-16,2.264e-11,,5.140e-7,,,,1.594e-14,,1.350e-10,,2.510e+0,1.348e-5,1.584e-13,3.008e+0,,4.280e-13,,3.808e-6,
204.81,6.621e+0,,,6.454e-42,4.840e-13,,2.799e-35,,2.901e-16,,,1.894e-16,3.622e-11,,2.706e-7,,,,1.162e-14,,1.952e-11,,5.230e+0,1.519e-5,1.592e-13,1.390e+0,,4.206e-13,,1.376e-5,
204.83,9.085e+0,,,6.423e-42,4.839e-13,,8.981e-35,,2.931e-16,,,1.841e-16,4.759e-11,,1.695e-7,,,,9.116e-15,,5.162e-12,,8.197e+0,1.699e-5,1.597e-13,8.876e-1,,4.156e-13,,3.113e-5,
204.86,1.565e+1,,,6.372e-42,4.837e-13,,4.864e-34,,2.976e-16,,9.207e-13,1.761e-16,6.748e-11,,7.907e-8,,,,6.036e-15,,6.607e-13,,1.514e+1,2.005e-5,1.606e-13,5.111e-1,,4.081e-13,,9.978e-5,
204.88,2.228e+1,,,6.252e-42,4.835e-13,,1.441e-33,,3.005e-16,,4.117e-12,1.708e-16,8.183e-11,,4.569e-8,,,,4.437e-15,,1.611e-13,,2.190e+1,2.198e-5,1.611e-13,3.772e-1,,4.032e-13,,2.084e-4,
204.91,3.612e+1,,,5.887e-42,4.833e-13,,6.926e-33,,3.050e-16,,3.668e-11,1.629e-16,1.029e-10,,1.889e-8,,,,2.657e-15,,1.826e-14,,3.587e+1,2.411e-5,1.619e-13,2.500e-1,,3.957e-13,,5.923e-4,
204.93,4.807e+1,,,5.537e-42,4.832e-13,,1.895e-32,,3.080e-16,,1.515e-10,1.576e-16,1.151e-10,,1.007e-8,,,,1.824e-15,,4.107e-15,,4.788e+1,2.477e-5,1.625e-13,1.914e-1,,3.907e-13,,1.142e-3,
204.95,6.204e+1,,,5.141e-42,4.831e-13,,5.021e-32,,3.109e-16,,6.058e-10,1.523e-16,1.247e-10,,5.199e-9,,,,1.217e-15,,4.078e-15,,6.189e+1,2.469e-5,1.630e-13,1.476e-1,,3.858e-13,,2.132e-3,
