Wavelength (nm),Sum(calc),Na I (6.5e-5),Na II (1.4e-3),Na III (4.9e-22),Mg I (3.8e-2),Mg II (3.2e-1),Mg III (1.9e-4),Al I (1.8e-2),Al II (1.2e-1),Al III (3.4e-6),Si I (4.3e-2),Si II (8.2e-2),Si III (3.8e-6),K I (1.0e-5),K II (3.2e-4),K III (9.0e-15),Ca I (1.3e-4),Ca II (3.3e-3),Ca III (4.5e-5),Mn I (1.1e-4),Mn II (8.9e-4),Fe I (1.4e-2),Fe II (7.7e-2),Fe III (1.0e-5),Cu I (0.0e+0),Cu II (0.0e+0),Zn I (0.0e+0),Zn II (0.0e+0),Mo I (0.0e+0),Pb I (8.8e-4),Pb II (5.5e-3)
295.09,5.494e+2,,2.442e-14,,1.024e-4,1.451e-11,,3.296e-12,2.035e-14,6.071e-20,7.441e-12,7.155e-16,2.465e-19,,5.773e-23,1.777e-23,1.076e-15,2.790e-13,1.658e-28,1.386e-14,2.360e+2,1.930e+2,1.203e+2,1.048e-23,0,0,0,0,0,2.016e-13,
295.13,4.978e+2,,2.481e-14,,2.553e-5,1.447e-11,,3.295e-12,2.008e-14,2.739e-19,7.313e-12,7.145e-16,8.367e-19,,5.776e-23,2.884e-23,1.071e-15,2.792e-13,1.681e-28,1.374e-14,1.785e+2,1.935e+2,1.258e+2,1.053e-23,0,0,0,0,0,2.015e-13,
295.16,4.880e+2,,2.416e-14,,8.656e-6,1.444e-11,,3.293e-12,1.989e-14,8.150e-19,7.217e-12,7.137e-16,2.011e-18,,5.778e-23,3.985e-23,1.068e-15,2.793e-13,1.698e-28,1.364e-14,1.394e+2,2.103e+2,1.383e+2,1.057e-23,0,0,0,0,0,2.014e-13,
295.2,5.096e+2,,2.213e-14,,1.940e-6,1.439e-11,,3.292e-12,1.962e-14,3.309e-18,7.090e-12,7.127e-16,6.140e-18,,5.780e-23,5.818e-23,1.063e-15,2.794e-13,1.721e-28,1.351e-14,9.557e+1,2.503e+2,1.638e+2,1.063e-23,0,0,0,0,0,2.014e-13,
295.24,5.607e+2,,1.909e-14,,4.089e-7,1.435e-11,,3.290e-12,1.936e-14,1.265e-17,6.962e-12,7.116e-16,1.765e-17,,5.782e-23,7.995e-23,1.059e-15,2.796e-13,1.744e-28,1.338e-14,6.211e+1,3.033e+2,1.953e+2,1.068e-23,0,0,0,0,0,2.013e-13,
295.28,6.251e+2,,1.552e-14,,8.111e-8,1.431e-11,,3.289e-12,1.909e-14,4.552e-17,6.834e-12,7.106e-16,4.777e-17,,5.785e-23,1.034e-22,1.054e-15,2.797e-13,1.766e-28,1.325e-14,3.845e+1,3.596e+2,2.270e+2,1.073e-23,0,0,0,0,0,2.012e-13,
295.31,6.712e+2,,1.278e-14,,2.316e-8,1.428e-11,,3.288e-12,1.889e-14,1.143e-16,6.738e-12,7.098e-16,9.689e-17,,5.786e-23,1.205e-22,1.051e-15,2.799e-13,1.783e-28,1.316e-14,2.610e+1,3.981e+2,2.470e+2,1.077e-23,0,0,0,0,0,2.012e-13,
295.35,7.167e+2,,9.367e-15,,4.128e-9,1.424e-11,,3.286e-12,1.863e-14,3.702e-16,6.610e-12,7.088e-16,2.360e-16,,5.789e-23,1.402e-22,1.046e-15,2.800e-13,1.806e-28,1.303e-14,1.514e+1,4.374e+2,2.641e+2,1.082e-23,0,0,0,0,0,2.011e-13,
295.39,7.336e+2,,6.469e-15,,6.922e-10,1.420e-11,,3.285e-12,1.836e-14,1.129e-15,6.482e-12,7.077e-16,5.410e-16,,5.791e-23,1.536e-22,1.041e-15,2.801e-13,1.829e-28,1.290e-14,8.656e+0,4.578e+2,2.671e+2,1.088e-23,0,0,0,0,0,2.010e-13,
295.43,7.174e+2,,4.214e-15,,1.092e-10,1.416e-11,,3.283e-12,1.810e-14,3.241e-15,6.354e-12,7.067e-16,1.168e-15,,5.794e-23,1.583e-22,1.037e-15,2.803e-13,1.851e-28,1.277e-14,5.020e+0,4.576e+2,2.548e+2,1.093e-23,0,0,0,0,0,2.009e-13,
295.46,6.856e+2,,2.942e-15,,2.626e-11,1.412e-11,,3.282e-12,1.790e-14,6.871e-15,6.258e-12,7.059e-16,1.999e-15,,5.795e-23,1.556e-22,1.033e-15,2.804e-13,1.869e-28,1.268e-14,3.445e+0,4.457e+2,2.365e+2,1.097e-23,0,0,0,0,0,2.009e-13,
295.5,6.240e+2,,1.736e-15,,3.723e-12,1.408e-11,,3.281e-12,1.763e-14,1.775e-14,6.130e-12,7.049e-16,3.881e-15,,5.798e-23,1.443e-22,1.029e-15,2.806e-13,1.891e-28,1.255e-14,2.241e+0,4.186e+2,2.031e+2,1.102e-23,0,0,0,0,0,2.008e-13,
295.54,5.517e+2,,9.780e-16,,4.966e-13,1.404e-11,,3.279e-12,1.737e-14,4.318e-14,6.002e-12,7.039e-16,7.096e-15,,5.800e-23,1.259e-22,1.024e-15,2.807e-13,1.914e-28,1.242e-14,1.615e+0,3.858e+2,1.643e+2,1.108e-23,0,0,0,0,0,2.008e-13,
295.58,4.804e+2,,5.421e-16,,4.980e-13,1.400e-11,,3.278e-12,1.710e-14,9.890e-14,5.875e-12,7.028e-16,1.222e-14,,5.803e-23,1.034e-22,1.020e-15,2.809e-13,1.937e-28,1.229e-14,1.285e+0,3.540e+2,1.251e+2,1.113e-23,0,0,0,0,0,2.007e-13,
295.61,4.329e+2,,3.627e-16,,4.990e-13,1.397e-11,,3.277e-12,1.690e-14,1.770e-13,5.779e-12,7.020e-16,1.764e-14,,5.804e-23,8.574e-23,1.016e-15,2.810e-13,1.954e-28,1.220e-14,1.143e+0,3.337e+2,9.798e+1,1.117e-23,0,0,0,0,0,2.006e-13,
295.65,3.811e+2,,2.572e-16,,5.004e-13,1.393e-11,,3.275e-12,1.664e-14,3.647e-13,5.651e-12,7.010e-16,2.733e-14,,5.807e-23,6.335e-23,1.012e-15,2.811e-13,1.976e-28,1.207e-14,1.037e+0,3.130e+2,6.710e+1,1.122e-23,0,0,0,0,0,2.006e-13,
295.69,3.430e+2,,2.575e-16,,5.019e-13,1.389e-11,,3.274e-12,1.637e-14,7.077e-13,5.523e-12,7.000e-16,3.985e-14,,5.809e-23,4.405e-23,1.007e-15,2.813e-13,1.999e-28,1.194e-14,9.947e-1,2.988e+2,4.326e+1,1.128e-23,0,0,0,0,0,2.005e-13,
295.73,3.158e+2,,3.324e-16,,5.033e-13,1.384e-11,,3.272e-12,1.611e-14,1.293e-12,5.395e-12,6.989e-16,5.470e-14,,5.812e-23,2.884e-23,1.003e-15,2.814e-13,2.022e-28,1.181e-14,9.948e-1,2.886e+2,2.625e+1,1.133e-23,0,0,0,0,0,2.004e-13,
295.76,3.003e+2,,4.260e-16,,5.043e-13,1.381e-11,,3.271e-12,1.591e-14,1.953e-12,5.299e-12,6.982e-16,6.667e-14,,5.813e-23,2.017e-23,9.991e-16,2.815e-13,2.039e-28,1.171e-14,1.013e+0,2.820e+2,1.734e+1,1.137e-23,0,0,0,0,0,2.004e-13,
295.8,2.831e+2,,5.886e-16,,5.057e-13,1.377e-11,,3.269e-12,1.564e-14,3.211e-12,5.171e-12,6.971e-16,8.235e-14,,5.816e-23,1.187e-23,9.946e-16,2.817e-13,2.062e-28,1.159e-14,1.050e+0,2.726e+2,9.463e+0,1.142e-23,0,0,0,0,0,2.003e-13,
295.84,2.673e+2,,7.788e-16,,5.071e-13,1.373e-11,,3.268e-12,1.538e-14,4.970e-12,5.043e-12,6.961e-16,9.576e-14,,5.818e-23,6.580e-24,9.900e-16,2.818e-13,2.084e-28,1.146e-14,1.085e+0,2.614e+2,4.861e+0,1.148e-23,0,0,0,0,0,2.002e-13,
295.88,2.513e+2,,9.748e-16,,5.085e-13,1.369e-11,,3.266e-12,1.511e-14,7.244e-12,4.915e-12,6.950e-16,1.048e-13,,5.821e-23,3.432e-24,9.854e-16,2.820e-13,2.107e-28,1.133e-14,1.108e+0,2.479e+2,2.350e+0,1.153e-23,0,0,0,0,0,2.001e-13,
295.91,2.386e+2,,1.110e-15,,5.096e-13,1.366e-11,,3.265e-12,1.492e-14,9.236e-12,4.819e-12,6.943e-16,1.078e-13,,5.822e-23,2.025e-24,9.820e-16,2.821e-13,2.124e-28,1.123e-14,1.112e+0,2.362e+2,1.310e+0,1.157e-23,0,0,0,0,0,2.001e-13,
295.95,2.204e+2,,1.252e-15,,5.110e-13,1.362e-11,,3.264e-12,1.465e-14,1.211e-11,4.691e-12,6.932e-16,1.062e-13,,5.825e-23,9.500e-25,9.774e-16,2.822e-13,2.147e-28,1.110e-14,1.099e+0,2.187e+2,5.695e-1,1.162e-23,0,0,0,0,0,2.000e-13,
295.99,2.004e+2,,1.329e-15,,5.124e-13,1.357e-11,,3.262e-12,1.439e-14,1.496e-11,4.564e-12,6.922e-16,9.851e-14,,5.827e-23,4.195e-25,9.729e-16,2.824e-13,2.170e-28,1.098e-14,1.070e+0,1.991e+2,2.331e-1,1.168e-23,0,0,0,0,0,2.000e-13,
296.03,1.787e+2,,1.329e-15,,5.138e-13,1.353e-11,,3.261e-12,1.412e-14,1.739e-11,4.436e-12,6.912e-16,8.600e-14,,5.829e-23,1.744e-25,9.683e-16,2.825e-13,2.192e-28,1.085e-14,1.029e+0,1.776e+2,8.980e-2,1.173e-23,0,0,0,0,0,1.999e-13,
296.06,1.618e+2,,1.278e-15,,5.149e-13,1.350e-11,,3.260e-12,1.392e-14,1.872e-11,4.340e-12,6.904e-16,7.466e-14,,5.831e-23,8.677e-26,9.649e-16,2.826e-13,2.209e-28,1.075e-14,9.929e-1,1.607e+2,4.221e-2,1.177e-23,0,0,0,0,0,1.998e-13,
296.1,1.394e+2,,1.150e-15,,5.163e-13,1.346e-11,,3.258e-12,1.366e-14,1.958e-11,4.212e-12,6.893e-16,5.865e-14,,5.834e-23,3.244e-26,9.603e-16,2.828e-13,2.232e-28,1.062e-14,9.388e-1,1.385e+2,1.467e-2,1.182e-23,0,0,0,0,0,1.998e-13,
296.14,1.198e+2,,9.741e-16,,5.177e-13,1.342e-11,,3.257e-12,1.339e-14,1.929e-11,4.084e-12,6.883e-16,4.337e-14,,5.836e-23,1.142e-26,9.557e-16,2.829e-13,2.255e-28,1.049e-14,8.766e-1,1.189e+2,4.898e-3,1.188e-23,0,0,0,0,0,1.997e-13,
296.18,1.064e+2,,7.770e-16,,5.191e-13,1.338e-11,,3.255e-12,1.313e-14,1.789e-11,3.956e-12,6.873e-16,3.020e-14,,5.838e-23,3.782e-27,9.512e-16,2.831e-13,2.278e-28,1.037e-14,8.039e-1,1.056e+2,1.836e-3,1.193e-23,0,0,0,0,0,1.996e-13,
296.21,1.033e+2,,6.303e-16,,5.202e-13,1.335e-11,,3.254e-12,1.293e-14,1.625e-11,3.860e-12,6.865e-16,2.212e-14,,5.840e-23,1.587e-27,9.477e-16,2.832e-13,2.295e-28,1.027e-14,7.422e-1,1.026e+2,1.384e-3,1.197e-23,0,0,0,0,0,1.996e-13,
296.25,1.126e+2,,4.524e-16,,5.216e-13,1.330e-11,,3.253e-12,1.266e-14,1.356e-11,3.732e-12,6.855e-16,1.386e-14,,5.843e-23,4.729e-28,9.432e-16,2.833e-13,2.317e-28,1.014e-14,6.522e-1,1.120e+2,2.340e-3,1.202e-23,0,0,0,0,0,1.995e-13,
296.29,1.428e+2,,3.057e-16,,5.230e-13,1.326e-11,,3.251e-12,1.240e-14,1.066e-11,3.604e-12,6.844e-16,8.175e-15,,5.845e-23,1.326e-28,9.386e-16,2.835e-13,2.340e-28,1.001e-14,5.588e-1,1.422e+2,5.743e-3,1.208e-23,0,0,0,0,0,1.994e-13,
296.33,2.000e+2,,1.945e-16,,5.244e-13,1.322e-11,,3.250e-12,1.213e-14,7.885e-12,3.476e-12,6.834e-16,4.539e-15,,5.847e-23,3.501e-29,9.340e-16,2.836e-13,2.363e-28,9.884e-15,4.704e-1,1.995e+2,1.437e-2,1.213e-23,0,0,0,0,0,1.994e-13,
296.36,2.639e+2,,1.332e-16,,5.254e-13,1.319e-11,,3.248e-12,1.193e-14,6.046e-12,3.380e-12,6.826e-16,2.806e-15,,5.849e-23,1.239e-29,9.306e-16,2.837e-13,2.380e-28,9.788e-15,4.123e-1,2.634e+2,2.797e-2,1.217e-23,0,0,0,0,0,1.993e-13,
296.4,3.800e+2,,7.631e-17,,5.269e-13,1.315e-11,,3.247e-12,1.167e-14,4.025e-12,3.253e-12,6.816e-16,1.402e-15,,5.852e-23,2.942e-30,9.260e-16,2.839e-13,2.402e-28,9.659e-15,3.507e-1,3.796e+2,6.547e-2,1.222e-23,0,0,0,0,0,1.992e-13,
296.44,5.314e+2,,4.129e-17,,5.283e-13,1.311e-11,,3.245e-12,1.140e-14,2.523e-12,3.125e-12,6.805e-16,6.594e-16,,5.854e-23,6.576e-31,9.215e-16,2.840e-13,2.425e-28,9.531e-15,3.090e-1,5.309e+2,1.464e-1,1.228e-23,0,0,0,0,0,1.992e-13,
296.48,7.125e+2,,2.137e-17,,5.297e-13,1.307e-11,,3.244e-12,1.114e-14,1.489e-12,2.997e-12,6.795e-16,2.920e-16,,5.856e-23,1.383e-31,9.169e-16,2.842e-13,2.448e-28,9.402e-15,2.852e-1,7.119e+2,3.120e-1,1.233e-23,0,0,0,0,0,1.991e-13,
296.51,8.604e+2,,1.304e-17,,5.307e-13,1.303e-11,,3.243e-12,1.094e-14,9.639e-13,2.901e-12,6.787e-16,1.524e-16,,5.858e-23,4.130e-32,9.135e-16,2.843e-13,2.465e-28,9.306e-15,2.755e-1,8.595e+2,5.321e-1,1.237e-23,0,0,0,0,0,1.990e-13,
296.55,1.059e+3,,7.727e-18,,5.321e-13,1.299e-11,,3.241e-12,1.067e-14,5.119e-13,2.773e-12,6.777e-16,6.070e-17,,5.861e-23,7.814e-33,9.089e-16,2.845e-13,2.488e-28,9.178e-15,2.678e-1,1.057e+3,1.035e+0,1.242e-23,0,0,0,0,0,1.990e-13,
296.59,1.237e+3,,7.081e-18,,5.335e-13,1.295e-11,,3.240e-12,1.041e-14,2.560e-13,2.645e-12,6.766e-16,2.277e-17,,5.863e-23,1.392e-33,9.043e-16,2.846e-13,2.510e-28,9.049e-15,2.592e-1,1.235e+3,1.908e+0,1.248e-23,0,0,0,0,0,1.989e-13,
296.63,1.371e+3,,1.039e-17,,5.350e-13,1.291e-11,,3.238e-12,1.014e-14,1.205e-13,2.517e-12,6.756e-16,8.041e-18,,5.865e-23,2.333e-34,8.997e-16,2.848e-13,2.533e-28,8.921e-15,2.446e-1,1.367e+3,3.326e+0,1.253e-23,0,0,0,0,0,1.988e-13,
296.66,1.431e+3,,1.574e-17,,5.360e-13,1.288e-11,,3.237e-12,9.946e-15,6.584e-14,2.421e-12,6.748e-16,3.540e-18,,5.867e-23,5.875e-35,8.963e-16,2.849e-13,2.550e-28,8.825e-15,2.282e-1,1.426e+3,4.861e+0,1.257e-23,0,0,0,0,0,1.988e-13,
296.7,1.448e+3,,2.790e-17,,5.374e-13,1.284e-11,,3.236e-12,9.680e-15,2.790e-14,2.293e-12,6.738e-16,1.125e-18,,5.870e-23,8.858e-36,8.917e-16,2.850e-13,2.573e-28,8.696e-15,1.994e-1,1.440e+3,7.669e+0,1.262e-23,0,0,0,0,0,1.987e-13,
296.74,1.394e+3,,4.800e-17,,5.388e-13,1.280e-11,,3.234e-12,9.415e-15,1.113e-14,2.165e-12,6.727e-16,3.365e-19,,5.872e-23,1.257e-36,8.872e-16,2.852e-13,2.596e-28,8.568e-15,1.653e-1,1.382e+3,1.142e+1,1.268e-23,0,0,0,0,0,1.986e-13,
296.78,1.283e+3,,7.961e-17,,5.402e-13,1.275e-11,,3.233e-12,9.150e-15,4.179e-15,2.038e-12,6.717e-16,9.477e-20,,5.874e-23,1.680e-37,8.826e-16,2.853e-13,2.618e-28,8.439e-15,1.294e-1,1.266e+3,1.603e+1,1.273e-23,0,0,0,0,0,1.986e-13,
296.81,1.174e+3,,1.143e-16,,5.413e-13,1.272e-11,,3.231e-12,8.952e-15,1.927e-15,1.942e-12,6.709e-16,3.521e-20,,5.876e-23,3.567e-38,8.792e-16,2.854e-13,2.635e-28,8.343e-15,1.037e-1,1.154e+3,1.990e+1,1.277e-23,0,0,0,0,0,1.985e-13,
296.85,1.016e+3,,1.836e-16,,5.427e-13,1.268e-11,,3.230e-12,8.686e-15,6.514e-16,1.814e-12,6.699e-16,8.923e-21,,5.878e-23,6.813e-38,8.746e-16,2.856e-13,2.658e-28,8.215e-15,7.336e-2,9.912e+2,2.521e+1,1.282e-23,0,0,0,0,0,1.984e-13,
296.89,8.671e+2,,2.985e-16,,5.441e-13,1.264e-11,,3.228e-12,8.421e-15,2.073e-16,1.686e-12,6.689e-16,2.129e-21,,5.881e-23,1.006e-37,8.700e-16,2.857e-13,2.681e-28,8.086e-15,4.891e-2,8.370e+2,3.010e+1,1.288e-23,0,0,0,0,0,1.984e-13,
296.93,7.457e+2,,5.015e-16,,5.455e-13,1.260e-11,,3.227e-12,8.156e-15,6.211e-17,1.558e-12,6.678e-16,4.781e-22,,5.883e-23,1.330e-37,8.655e-16,2.859e-13,2.704e-28,7.958e-15,3.079e-2,7.118e+2,3.386e+1,1.293e-23,0,0,0,0,0,1.983e-13,
296.96,6.808e+2,,7.604e-16,,5.466e-13,1.257e-11,,3.226e-12,7.958e-15,2.417e-17,1.462e-12,6.670e-16,1.499e-22,,5.885e-23,1.574e-37,8.620e-16,2.860e-13,2.721e-28,7.862e-15,2.106e-2,6.452e+2,3.557e+1,1.297e-23,0,0,0,0,0,1.982e-13,
297,6.347e+2,,1.363e-15,,5.480e-13,1.253e-11,,3.224e-12,7.692e-15,6.518e-18,1.334e-12,6.660e-16,3.030e-23,,5.887e-23,1.898e-37,8.575e-16,2.861e-13,2.743e-28,7.733e-15,1.248e-2,5.986e+2,3.606e+1,1.302e-23,0,0,0,0,0,1.982e-13,
297.04,6.358e+2,,2.477e-15,,5.494e-13,1.248e-11,,3.223e-12,7.427e-15,1.655e-18,1.206e-12,6.650e-16,5.764e-24,,5.890e-23,2.223e-37,8.529e-16,2.863e-13,2.766e-28,7.605e-15,8.145e-3,6.013e+2,3.444e+1,1.308e-23,0,0,0,0,0,1.981e-13,
297.08,6.805e+2,,4.456e-15,,5.508e-13,1.244e-11,,3.221e-12,7.162e-15,3.954e-19,1.078e-12,6.639e-16,1.032e-24,,5.892e-23,2.548e-37,8.483e-16,2.864e-13,2.789e-28,7.476e-15,7.744e-3,6.495e+2,3.099e+1,1.313e-23,0,0,0,0,0,1.980e-13,
297.11,7.380e+2,,6.795e-15,,5.519e-13,1.241e-11,,3.220e-12,6.964e-15,1.299e-19,9.824e-13,6.632e-16,2.732e-25,,5.894e-23,2.791e-37,8.449e-16,2.865e-13,2.806e-28,7.380e-15,1.044e-2,7.104e+2,2.752e+1,1.317e-23,0,0,0,0,0,1.980e-13,
297.15,8.364e+2,,1.151e-14,,5.533e-13,1.237e-11,,3.219e-12,6.698e-15,2.795e-20,8.545e-13,6.621e-16,4.403e-26,,5.896e-23,3.115e-37,8.403e-16,2.867e-13,2.829e-28,7.252e-15,1.981e-2,8.140e+2,2.230e+1,1.322e-23,0,0,0,0,0,1.979e-13,
297.19,9.441e+2,,1.858e-14,,5.547e-13,1.233e-11,,3.217e-12,6.433e-15,5.659e-21,7.266e-13,6.611e-16,6.680e-27,,5.899e-23,3.440e-37,8.358e-16,2.868e-13,2.851e-28,7.123e-15,3.971e-2,9.270e+2,1.703e+1,1.328e-23,0,0,0,0,0,1.978e-13,
297.23,1.041e+3,,2.842e-14,,5.561e-13,1.229e-11,,3.216e-12,6.168e-15,1.079e-21,5.987e-13,6.600e-16,9.542e-28,,5.901e-23,3.765e-37,8.312e-16,2.870e-13,2.874e-28,6.995e-15,7.700e-2,1.029e+3,1.224e+1,1.333e-23,0,0,0,0,0,1.978e-13,
297.26,1.094e+3,,3.768e-14,,5.571e-13,1.226e-11,,3.215e-12,5.970e-15,2.992e-22,5.027e-13,6.593e-16,2.131e-28,,5.903e-23,1.734e-36,8.278e-16,2.871e-13,2.891e-28,6.899e-15,1.222e-1,1.085e+3,9.190e+0,1.337e-23,0,0,0,0,0,1.977e-13,
297.3,1.126e+3,,5.218e-14,,5.585e-13,1.221e-11,,3.213e-12,5.704e-15,5.134e-23,3.748e-13,6.582e-16,2.164e-28,,5.905e-23,1.263e-35,8.232e-16,2.872e-13,2.914e-28,6.770e-15,2.151e-1,1.119e+3,5.951e+0,1.342e-23,0,0,0,0,0,1.976e-13,
297.34,1.103e+3,,6.817e-14,,5.599e-13,1.217e-11,,3.212e-12,5.439e-15,8.294e-24,2.469e-13,6.572e-16,2.198e-28,,5.908e-23,8.661e-35,8.186e-16,2.874e-13,2.936e-28,6.642e-15,3.571e-1,1.099e+3,3.629e+0,1.348e-23,0,0,0,0,0,1.976e-13,
297.38,1.025e+3,,8.398e-14,,5.614e-13,1.213e-11,,3.210e-12,5.174e-15,1.261e-24,1.190e-13,6.562e-16,2.231e-28,,5.910e-23,5.600e-34,8.141e-16,2.875e-13,2.959e-28,6.514e-15,5.588e-1,1.023e+3,2.085e+0,1.353e-23,0,0,0,0,0,1.975e-13,
297.41,9.370e+2,,9.447e-14,,5.624e-13,1.210e-11,,3.209e-12,4.976e-15,2.953e-25,5.416e-13,6.554e-16,2.256e-28,,5.912e-23,2.184e-33,8.106e-16,2.876e-13,2.976e-28,6.417e-15,7.522e-1,9.349e+2,1.323e+0,1.357e-23,0,0,0,0,0,1.974e-13,
297.45,7.923e+2,,1.050e-13,,5.638e-13,1.206e-11,,3.207e-12,4.710e-15,4.042e-26,3.877e-12,6.543e-16,2.289e-28,,5.914e-23,1.273e-32,8.061e-16,2.878e-13,2.999e-28,6.289e-15,1.062e+0,7.906e+2,6.846e-1,1.362e-23,0,0,0,0,0,1.974e-13,
297.49,6.346e+2,,1.100e-13,,5.652e-13,1.202e-11,,3.206e-12,4.445e-15,4.034e-26,2.616e-11,6.533e-16,2.323e-28,,5.917e-23,6.993e-32,8.015e-16,2.879e-13,3.022e-28,6.160e-15,1.413e+0,6.329e+2,3.345e-1,1.367e-23,0,0,0,0,0,1.973e-13,
297.53,4.822e+2,,1.087e-13,,5.666e-13,1.198e-11,,3.204e-12,4.180e-15,4.025e-26,1.663e-10,6.523e-16,2.356e-28,,5.919e-23,3.621e-31,7.969e-16,2.881e-13,2.244e-27,6.032e-15,1.773e+0,4.802e+2,1.563e-1,1.373e-23,0,0,0,0,0,1.972e-13,
297.56,3.797e+2,,1.038e-13,,5.677e-13,1.194e-11,,3.203e-12,3.982e-15,4.019e-26,6.408e-10,6.515e-16,2.381e-28,,5.921e-23,1.195e-30,7.935e-16,2.882e-13,9.656e-27,5.936e-15,2.023e+0,3.776e+2,8.903e-2,1.377e-23,0,0,0,0,0,1.972e-13,
297.6,2.654e+2,,9.285e-14,,5.691e-13,1.190e-11,,3.202e-12,3.716e-15,4.011e-26,3.674e-9,6.505e-16,2.414e-28,,5.923e-23,5.579e-30,7.889e-16,2.884e-13,6.418e-26,5.807e-15,2.290e+0,2.631e+2,5.193e-2,1.382e-23,0,0,0,0,0,1.971e-13,
297.64,1.790e+2,,7.867e-14,,5.705e-13,1.186e-11,,3.200e-12,3.451e-15,4.003e-26,1.985e-8,6.494e-16,2.448e-28,,5.926e-23,2.454e-29,7.843e-16,2.885e-13,4.021e-25,5.679e-15,2.444e+0,1.765e+2,5.712e-2,1.387e-23,0,0,0,0,0,1.970e-13,
297.68,1.188e+2,,6.339e-14,,5.719e-13,1.182e-11,,3.199e-12,3.186e-15,3.995e-26,1.011e-7,6.484e-16,2.481e-28,,5.928e-23,1.017e-28,7.798e-16,2.886e-13,2.375e-24,5.551e-15,2.459e+0,1.162e+2,1.063e-1,1.393e-23,0,0,0,0,0,1.970e-13,
297.71,8.857e+1,,5.238e-14,,5.730e-13,1.179e-11,,3.198e-12,2.988e-15,3.989e-26,3.297e-7,6.476e-16,2.506e-28,,5.930e-23,2.843e-28,7.764e-16,2.888e-13,8.654e-24,5.454e-15,2.377e+0,8.600e+1,1.861e-1,1.397e-23,0,0,0,0,0,1.969e-13,
297.75,6.483e+1,,3.945e-14,,5.744e-13,1.175e-11,,3.196e-12,2.722e-15,3.981e-26,1.514e-6,6.466e-16,2.539e-28,,5.932e-23,1.063e-27,7.718e-16,2.889e-13,4.610e-23,5.326e-15,2.158e+0,6.228e+1,3.907e-1,1.402e-23,0,0,0,0,0,1.968e-13,
297.79,5.687e+1,,2.925e-14,,5.758e-13,1.171e-11,,3.195e-12,2.457e-15,3.973e-26,6.554e-6,6.455e-16,2.572e-28,,5.935e-23,3.743e-27,7.672e-16,2.891e-13,2.315e-22,5.197e-15,1.848e+0,5.423e+1,7.925e-1,1.407e-23,0,0,0,0,0,1.968e-13,
297.83,6.265e+1,,2.191e-14,,5.772e-13,1.166e-11,,3.193e-12,2.192e-15,3.965e-26,2.673e-5,6.445e-16,2.606e-28,,5.937e-23,1.243e-26,7.626e-16,2.892e-13,1.096e-21,5.069e-15,1.492e+0,5.961e+1,1.551e+0,1.413e-23,0,0,0,0,0,1.967e-13,
297.86,7.568e+1,,1.809e-14,,5.783e-13,1.163e-11,,3.192e-12,1.994e-15,3.959e-26,7.381e-5,6.437e-16,2.631e-28,,5.939e-23,2.939e-26,7.592e-16,2.893e-13,3.383e-21,4.973e-15,1.223e+0,7.194e+1,2.516e+0,1.417e-23,0,0,0,0,0,1.966e-13,
297.9,1.052e+2,,1.479e-14,,5.797e-13,1.159e-11,,3.191e-12,1.728e-15,3.950e-26,2.715e-4,6.427e-16,2.664e-28,,5.941e-23,8.797e-26,7.546e-16,2.895e-13,1.444e-20,4.844e-15,8.920e-1,9.964e+1,4.687e+0,1.422e-23,0,0,0,0,0,1.966e-13,
297.94,1.502e+2,,1.300e-14,,5.811e-13,1.155e-11,,3.189e-12,1.463e-15,3.942e-26,9.410e-4,6.416e-16,2.697e-28,,5.944e-23,2.481e-25,7.501e-16,2.896e-13,5.813e-20,4.716e-15,6.159e-1,1.410e+2,8.552e+0,1.427e-23,0,0,0,0,0,1.965e-13,
297.98,2.131e+2,,1.226e-14,,5.825e-13,1.151e-11,,3.188e-12,1.198e-15,3.934e-26,3.075e-3,6.406e-16,2.731e-28,,5.946e-23,6.596e-25,7.455e-16,2.898e-13,2.206e-19,4.588e-15,4.057e-1,1.974e+2,1.533e+1,1.433e-23,0,0,0,0,0,1.964e-13,
298.01,2.739e+2,,1.226e-14,,5.835e-13,1.148e-11,,3.186e-12,9.995e-16,3.928e-26,7.187e-3,6.398e-16,2.756e-28,,5.948e-23,1.321e-24,7.421e-16,2.899e-13,5.770e-19,4.491e-15,2.916e-1,2.501e+2,2.346e+1,1.437e-23,0,0,0,0,0,1.964e-13,
298.05,3.755e+2,,1.304e-14,,5.849e-13,1.144e-11,,3.185e-12,7.345e-16,3.920e-26,2.117e-2,6.388e-16,2.789e-28,,5.950e-23,3.165e-24,7.375e-16,2.900e-13,1.975e-18,4.363e-15,1.922e-1,3.347e+2,4.063e+1,1.442e-23,0,0,0,0,0,1.963e-13,
298.09,5.036e+2,,1.492e-14,,5.864e-13,1.139e-11,,3.183e-12,4.694e-16,3.912e-26,5.878e-2,6.378e-16,2.822e-28,,5.953e-23,7.149e-24,7.329e-16,2.902e-13,6.376e-18,4.234e-15,1.448e-1,4.348e+2,6.856e+1,1.447e-23,0,0,0,0,0,1.962e-13,
298.13,6.600e+2,,1.822e-14,,5.878e-13,1.135e-11,,3.182e-12,2.043e-16,3.904e-26,1.538e-1,6.367e-16,2.856e-28,,5.955e-23,1.522e-23,5.677e-15,2.903e-13,1.941e-17,4.106e-15,1.407e-1,5.476e+2,1.121e+2,1.453e-23,0,0,0,0,0,1.962e-13,
