spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.9680,0.0000,0.0000,0.9961,0.7971,0.0000,0.9529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9905,0.0000,0.9620,0.0000,0.9695,0.8973,0.0000,0.0000,0.0000,0.0000,0.5742,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.9679,0.9738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9232,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9864,0.0000,0.0000,0.9247,0.9709,0.7700,0.3477,0.0000,0.0000,0.0000,0.6134,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9805,0.0000,0.0000,0.0000,0.9895,0.7099,0.9273,0.0000,0.6623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.9773,0.9581,0.0000,0.0000,0.0000,0.8539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9653,0.0000,0.0000,0.0279,0.0000,0.1681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9913,0.8927,0.0000,0.0000,0.0000,0.0000,0.0000,0.8134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.5614,0.8079,0.0000,0.8304,0.0000,0.1340,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9831,0.9916,0.9598,0.0000,0.0000,0.0000,0.0000,0.8482,0.0658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8188,0.0000,0.0000,0.7717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.0000,0.9345,0.0000,0.0000,0.0000,0.9072,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.9479,0.0000,0.0000,0.0000,0.8032,0.2877,0.0000,0.0000,0.8612,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.9426,0.8780,0.0000,0.0000,0.9846,0.7949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.9443,0.0000,0.0000,0.8517,0.8053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9531,0.7579,0.0000,0.0000,0.0000,0.3126,0.8756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9834,0.0000,0.9076,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.5750,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9732,0.9542,0.7466,0.9480,0.0000,0.4931,0.0000,0.0000,0.9066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.9858,0.0000,0.0000,0.0000,0.8631,0.8052,0.0000,0.9431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.8765,0.0000,0.1165,0.0000,0.0000,0.6534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6351,0.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.5552,0.9195,0.7287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
