Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.6666666666666666,0.0,,0.2977493218267462
03124_95_random,0.6666666666666666,0.2,Pr,0.4219339982696266
03130_95_random,0.6,0.0,,0.3741588310538647
03134_95_random,0.6666666666666666,0.0,,0.3056594460051043
070036_95_random,0.625,0.0,,0.0875682849091639
070099_95_random,0.5,0.0,,0.501697199030984
070101_95_random,0.2,0.3333333333333333,Yb,1.0067375920109725
070159_95_random,0.42857142857142855,0.0,,0.6156175576284757
070171_95_random,0.5,0.0,,0.1989042079625965
07103_95_random,0.625,0.0,,0.5931475337722405
07105_95_random,0.2222222222222222,0.0,,0.0850991242161853
07106_95_random,0.6,0.0,,0.7074695338348101
07107_95_random,1.0,0.25,La,0.6415372869866789
07111_95_random,0.4,0.0,,0.3142682477013983
07121_95_random,0.6666666666666666,0.3333333333333333,La,1.0640800082725168
07122_95_random,0.42857142857142855,0.25,Yb,0.2711255946441622
07125_95_random,1.0,0.0,,0.6091836735040325
07141_95_random,0.6,0.0,,0.1180592032114916
07145_95_random,0.6666666666666666,0.0,,0.1245970340549508
07405_95_random,0.3333333333333333,0.3333333333333333,Yb,0.4019278590445049
07407_95_random,0.6666666666666666,0.0,,2.1136733884767245
07840_95_random,0.5,0.0,,0.632122905189187
