idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 3, 5, 7]",4,"[323.0582, 339.19980000000004, 361.65650000000005, 390.63110000000006]","[1.5, 0.235, 0.2, 0.323]","[3.8911949946599997, 3.6540363802199995, 3.42713673884, 3.1729386851399997]","[12.0, 16.0, 12.0, 12.0]","[0.2253647066638595, 0.0072186976853332585, -0.03832494004784273, -0.19425846430135008]",0.2253647066638595
"[0, 3, 6, 7]",4,"[323.0582, 339.19980000000004, 389.6234, 390.63110000000006]","[1.5, 0.235, 0.18, 0.323]","[3.8911949946599997, 3.6540363802199995, 3.23575054856, 3.1729386851399997]","[12.0, 16.0, 14.0, 12.0]","[0.24476421881651023, 0.014498274454976895, -0.08668880507804323, -0.17257368819344382]",0.24476421881651023
"[0, 4, 5, 6]",4,"[323.0582, 349.9104, 361.65650000000005, 389.6234]","[1.5, 0.75, 0.2, 0.18]","[3.8911949946599997, 3.5967856396999998, 3.42713673884, 3.23575054856]","[12.0, 10.0, 12.0, 14.0]","[0.1827814255818705, -0.03217442876091475, -0.0448225314460715, -0.10578446537488438]",0.1827814255818705
"[0, 4, 5, 7]",4,"[323.0582, 349.9104, 361.65650000000005, 390.63110000000006]","[1.5, 0.75, 0.2, 0.323]","[3.8911949946599997, 3.5967856396999998, 3.42713673884, 3.1729386851399997]","[12.0, 10.0, 12.0, 12.0]","[0.203868482316314, -0.006969875375510526, -0.03165136490876101, -0.16524724203204255]",0.203868482316314
"[0, 4, 6, 7]",4,"[323.0582, 349.9104, 389.6234, 390.63110000000006]","[1.5, 0.75, 0.18, 0.323]","[3.8911949946599997, 3.5967856396999998, 3.23575054856, 3.1729386851399997]","[12.0, 10.0, 14.0, 12.0]","[0.2183578919806291, 0.005257551194633031, -0.07465342521719981, -0.14896201795806235]",0.2183578919806291
"[0, 5, 6, 7]",4,"[323.0582, 361.65650000000005, 389.6234, 390.63110000000006]","[1.5, 0.2, 0.18, 0.323]","[3.8911949946599997, 3.42713673884, 3.23575054856, 3.1729386851399997]","[12.0, 12.0, 14.0, 12.0]","[0.27254729200450983, -0.026119847916477146, -0.08175752644755398, -0.1646699176404787]",0.27254729200450983
"[1, 2, 3, 4]",4,"[326.4782, 337.271, 339.19980000000004, 349.9104]","[0.58, 1.3, 0.235, 0.75]","[3.7964042259599995, 3.6748741947399997, 3.6540363802199995, 3.5967856396999998]","[14.0, 16.0, 16.0, 10.0]","[0.0363005365544371, -0.0032681083338761407, -0.004113935912877273, -0.028918492307683702]",0.0363005365544371
"[1, 2, 3, 5]",4,"[326.4782, 337.271, 339.19980000000004, 361.65650000000005]","[0.58, 1.3, 0.235, 0.2]","[3.7964042259599995, 3.6748741947399997, 3.6540363802199995, 3.42713673884]","[14.0, 16.0, 16.0, 12.0]","[0.04282287618306099, 0.0007219498786161793, -0.0038590573888943325, -0.03968576867278274]",0.04282287618306099
"[1, 2, 3, 6]",4,"[326.4782, 337.271, 339.19980000000004, 389.6234]","[0.58, 1.3, 0.235, 0.18]","[3.7964042259599995, 3.6748741947399997, 3.6540363802199995, 3.23575054856]","[14.0, 16.0, 16.0, 14.0]","[0.05142620649248808, 0.029922051231332403, 0.0016755965950572271, -0.08302385431887759]",0.08302385431887759
"[1, 2, 3, 7]",4,"[326.4782, 337.271, 339.19980000000004, 390.63110000000006]","[0.58, 1.3, 0.235, 0.323]","[3.7964042259599995, 3.6748741947399997, 3.6540363802199995, 3.1729386851399997]","[14.0, 16.0, 16.0, 12.0]","[0.06053407230818367, 0.06614161449901973, 0.008687369928520067, -0.13536305673572346]",0.13536305673572346
"[1, 2, 4, 5]",4,"[326.4782, 337.271, 349.9104, 361.65650000000005]","[0.58, 1.3, 0.75, 0.2]","[3.7964042259599995, 3.6748741947399997, 3.5967856396999998, 3.42713673884]","[14.0, 16.0, 10.0, 12.0]","[0.04256956294030573, 0.013546777459569892, -0.022766219676831484, -0.033350120723044274]",0.04256956294030573
"[1, 2, 4, 6]",4,"[326.4782, 337.271, 349.9104, 389.6234]","[0.58, 1.3, 0.75, 0.18]","[3.7964042259599995, 3.6748741947399997, 3.5967856396999998, 3.23575054856]","[14.0, 16.0, 10.0, 14.0]","[0.049238573768920074, 0.03621819316616709, -0.01315333120352652, -0.07230343573156053]",0.07230343573156053
"[1, 2, 4, 7]",4,"[326.4782, 337.271, 349.9104, 390.63110000000006]","[0.58, 1.3, 0.75, 0.323]","[3.7964042259599995, 3.6748741947399997, 3.5967856396999998, 3.1729386851399997]","[14.0, 16.0, 10.0, 12.0]","[0.05626259938038372, 0.06445154447716134, -0.00023554084740870507, -0.12047860301013624]",0.12047860301013624
"[1, 2, 5, 6]",4,"[326.4782, 337.271, 361.65650000000005, 389.6234]","[0.58, 1.3, 0.2, 0.18]","[3.7964042259599995, 3.6748741947399997, 3.42713673884, 3.23575054856]","[14.0, 16.0, 12.0, 14.0]","[0.05950263317792437, 0.05156566685797381, -0.031098544938258657, -0.07996975509763961]",0.07996975509763961
"[1, 2, 5, 7]",4,"[326.4782, 337.271, 361.65650000000005, 390.63110000000006]","[0.58, 1.3, 0.2, 0.323]","[3.7964042259599995, 3.6748741947399997, 3.42713673884, 3.1729386851399997]","[14.0, 16.0, 12.0, 12.0]","[0.06785665200591623, 0.08574681723559524, -0.022652659911145248, -0.1309508093303664]",0.1309508093303664
"[1, 2, 6, 7]",4,"[326.4782, 337.271, 389.6234, 390.63110000000006]","[0.58, 1.3, 0.18, 0.323]","[3.7964042259599995, 3.6748741947399997, 3.23575054856, 3.1729386851399997]","[14.0, 16.0, 14.0, 12.0]","[0.07357286064579988, 0.10542004902404523, -0.059312309535835384, -0.11968060013400973]",0.11968060013400973
"[1, 3, 4, 5]",4,"[326.4782, 339.19980000000004, 349.9104, 361.65650000000005]","[0.58, 0.235, 0.75, 0.2]","[3.7964042259599995, 3.6540363802199995, 3.5967856396999998, 3.42713673884]","[14.0, 16.0, 10.0, 12.0]","[0.08306377629661454, 0.002587518823756546, -0.03072973159695941, -0.05492156352341178]",0.08306377629661454
"[1, 3, 4, 6]",4,"[326.4782, 339.19980000000004, 349.9104, 389.6234]","[0.58, 0.235, 0.75, 0.18]","[3.7964042259599995, 3.6540363802199995, 3.5967856396999998, 3.23575054856]","[14.0, 16.0, 10.0, 14.0]","[0.10218345483146879, 0.014958068026083515, -0.003028803819486614, -0.11411271903806572]",0.11411271903806572
"[1, 3, 4, 7]",4,"[326.4782, 339.19980000000004, 349.9104, 390.63110000000006]","[0.58, 0.235, 0.75, 0.323]","[3.7964042259599995, 3.6540363802199995, 3.5967856396999998, 3.1729386851399997]","[14.0, 16.0, 10.0, 12.0]","[0.11720839038109632, 0.027682989065534985, 0.02761023719825323, -0.17250161664488456]",0.17250161664488456
"[1, 3, 5, 6]",4,"[326.4782, 339.19980000000004, 361.65650000000005, 389.6234]","[0.58, 0.235, 0.2, 0.18]","[3.7964042259599995, 3.6540363802199995, 3.42713673884, 3.23575054856]","[14.0, 16.0, 12.0, 14.0]","[0.14775347738192335, 0.029037511053261827, -0.044188287310885754, -0.13260270112429937]",0.14775347738192335
"[1, 3, 5, 7]",4,"[326.4782, 339.19980000000004, 361.65650000000005, 390.63110000000006]","[0.58, 0.235, 0.2, 0.323]","[3.7964042259599995, 3.6540363802199995, 3.42713673884, 3.1729386851399997]","[14.0, 16.0, 12.0, 12.0]","[0.16533921757436004, 0.04552375658633459, -0.020914918144600808, -0.18994805601609382]",0.18994805601609382
"[1, 3, 6, 7]",4,"[326.4782, 339.19980000000004, 389.6234, 390.63110000000006]","[0.58, 0.235, 0.18, 0.323]","[3.7964042259599995, 3.6540363802199995, 3.23575054856, 3.1729386851399997]","[14.0, 16.0, 14.0, 12.0]","[0.17962573620834765, 0.05507910840439656, -0.07471342256597144, -0.15999142204677283]",0.17962573620834765
"[1, 4, 5, 6]",4,"[326.4782, 349.9104, 361.65650000000005, 389.6234]","[0.58, 0.75, 0.2, 0.18]","[3.7964042259599995, 3.5967856396999998, 3.42713673884, 3.23575054856]","[14.0, 10.0, 12.0, 14.0]","[0.12326316834361312, 0.017586502351157274, -0.03464925602401464, -0.10620041467075589]",0.12326316834361312
"[1, 4, 5, 7]",4,"[326.4782, 349.9104, 361.65650000000005, 390.63110000000006]","[0.58, 0.75, 0.2, 0.323]","[3.7964042259599995, 3.5967856396999998, 3.42713673884, 3.1729386851399997]","[14.0, 10.0, 12.0, 12.0]","[0.1352702324460133, 0.0452419487136958, -0.01878899468694209, -0.16172318647276712]",0.16172318647276712
"[1, 4, 6, 7]",4,"[326.4782, 349.9104, 389.6234, 390.63110000000006]","[0.58, 0.75, 0.18, 0.323]","[3.7964042259599995, 3.5967856396999998, 3.23575054856, 3.1729386851399997]","[14.0, 10.0, 14.0, 12.0]","[0.1455957354920933, 0.06080625843088838, -0.06615896983701425, -0.14024302408596734]",0.1455957354920933
"[1, 5, 6, 7]",4,"[326.4782, 361.65650000000005, 389.6234, 390.63110000000006]","[0.58, 0.2, 0.18, 0.323]","[3.7964042259599995, 3.42713673884, 3.23575054856, 3.1729386851399997]","[14.0, 12.0, 14.0, 12.0]","[0.2081477583831824, -0.000845325710296746, -0.06416909838451948, -0.14313333428836594]",0.2081477583831824
"[2, 3, 4, 5]",4,"[337.271, 339.19980000000004, 349.9104, 361.65650000000005]","[1.3, 0.235, 0.75, 0.2]","[3.6748741947399997, 3.6540363802199995, 3.5967856396999998, 3.42713673884]","[16.0, 16.0, 10.0, 12.0]","[0.042219996712929087, 0.003940335963638658, -0.014119685060615561, -0.03204064761595235]",0.042219996712929087
"[2, 3, 4, 6]",4,"[337.271, 339.19980000000004, 349.9104, 389.6234]","[1.3, 0.235, 0.75, 0.18]","[3.6748741947399997, 3.6540363802199995, 3.5967856396999998, 3.23575054856]","[16.0, 16.0, 10.0, 14.0]","[0.0674530773743156, 0.008727001488961536, -0.0033985042047196823, -0.07278157465855754]",0.07278157465855754
"[2, 3, 4, 7]",4,"[337.271, 339.19980000000004, 349.9104, 390.63110000000006]","[1.3, 0.235, 0.75, 0.323]","[3.6748741947399997, 3.6540363802199995, 3.5967856396999998, 3.1729386851399997]","[16.0, 16.0, 10.0, 12.0]","[0.09643143310641483, 0.01437528022048254, 0.010104874612455378, -0.12091158793935278]",0.12091158793935278
"[2, 3, 5, 6]",4,"[337.271, 339.19980000000004, 361.65650000000005, 389.6234]","[1.3, 0.235, 0.2, 0.18]","[3.6748741947399997, 3.6540363802199995, 3.42713673884, 3.23575054856]","[16.0, 16.0, 12.0, 14.0]","[0.09509817843945279, 0.013278158164988715, -0.028283865033059366, -0.08009247157138197]",0.09509817843945279
