idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 1]",2,"[339.895, 347.425]","[0.635, 0.487]","[3.6465468723999996, 3.6465468723999996]","[17.0, 17.0]","[-1.1102230246251565e-16, 5.551115123125783e-17]",1.1102230246251565e-16
"[0, 2]",2,"[339.895, 389.09400000000005]","[0.635, 0.699]","[3.6465468723999996, 3.2644987829999996]","[17.0, 17.0]","[0.15454785270033444, -0.15454785270033455]",0.15454785270033455
"[1, 2]",2,"[347.425, 389.09400000000005]","[0.487, 0.699]","[3.6465468723999996, 3.2644987829999996]","[17.0, 17.0]","[0.14139200909002383, -0.1413920090900238]",0.14139200909002383
"[0, 1, 2]",3,"[339.895, 347.425, 389.09400000000005]","[0.635, 0.487, 0.699]","[3.6465468723999996, 3.6465468723999996, 3.2644987829999996]","[17.0, 17.0, 17.0]","[0.0940751415066535, 0.0705852286628939, -0.16466037016954738]",0.16466037016954738
