idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[2, 4, 5, 6, 10]",5,"[415.608, 470.654, 495.913, 524.9590000000001, 568.8520000000001]","[0.42, 0.098, 0.0413, 0.242, 0.073]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.3366439847999994, 3.1645237905999997]","[14.0, 6.0, 10.0, 16.0, 14.0]","[0.059101919079412035, -0.08346617281245236, -0.0715711538317719, 0.08843025090473527, 0.007505156660076992]",0.08843025090473527
"[2, 4, 5, 7, 8]",5,"[415.608, 470.654, 495.913, 537.1930000000001, 543.152]","[0.42, 0.098, 0.0413, 0.115, 0.054]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.7196863938, 3.4030910657999995]","[14.0, 6.0, 10.0, 20.0, 14.0]","[0.06786641134279292, -0.100554798164651, -0.08616418818500719, 0.09571737211649943, 0.023135202890365802]",0.100554798164651
"[2, 4, 5, 7, 9]",5,"[415.608, 470.654, 495.913, 537.1930000000001, 562.054]","[0.42, 0.098, 0.0413, 0.115, 0.13]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.7196863938, 3.7499945446]","[14.0, 6.0, 10.0, 20.0, 18.0]","[0.02424817782527222, -0.10457709609553369, -0.08877416876688393, 0.08524583109958114, 0.08385725593756421]",0.10457709609553369
"[2, 4, 5, 7, 10]",5,"[415.608, 470.654, 495.913, 537.1930000000001, 568.8520000000001]","[0.42, 0.098, 0.0413, 0.115, 0.073]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.7196863938, 3.1645237905999997]","[14.0, 6.0, 10.0, 20.0, 14.0]","[0.074126267303395, -0.09542974789096796, -0.08194809715821251, 0.09383852894120734, 0.009413048804577953]",0.09542974789096796
"[2, 4, 5, 8, 9]",5,"[415.608, 470.654, 495.913, 543.152, 562.054]","[0.42, 0.098, 0.0413, 0.054, 0.13]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.4030910657999995, 3.7499945446]","[14.0, 6.0, 10.0, 14.0, 18.0]","[0.06940867464196343, -0.10087727171794099, -0.0864644317643326, 0.023348229935474543, 0.09458479890483534]",0.10087727171794099
"[2, 4, 5, 8, 10]",5,"[415.608, 470.654, 495.913, 543.152, 568.8520000000001]","[0.42, 0.098, 0.0413, 0.054, 0.073]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.4030910657999995, 3.1645237905999997]","[14.0, 6.0, 10.0, 14.0, 14.0]","[0.12609735757205054, -0.09081086312150817, -0.07898501491450624, 0.027685835296695785, 0.01601268516726817]",0.12609735757205054
"[2, 4, 5, 9, 10]",5,"[415.608, 470.654, 495.913, 562.054, 568.8520000000001]","[0.42, 0.098, 0.0413, 0.13, 0.073]","[3.1645237905999997, 2.6334684784999998, 2.5629852285999997, 3.7499945446, 3.1645237905999997]","[14.0, 6.0, 10.0, 18.0, 14.0]","[0.07566002108963166, -0.09571312527291136, -0.08221516252852083, 0.09266045160144118, 0.009607815110359436]",0.09571312527291136
"[2, 4, 6, 7, 8]",5,"[415.608, 470.654, 524.9590000000001, 537.1930000000001, 543.152]","[0.42, 0.098, 0.242, 0.115, 0.054]","[3.1645237905999997, 2.6334684784999998, 3.3366439847999994, 3.7196863938, 3.4030910657999995]","[14.0, 6.0, 16.0, 20.0, 14.0]","[-0.030705124111458315, -0.10561601647429765, 0.05365339713433087, 0.0690574120143934, 0.013610331437031602]",0.10561601647429765
"[2, 4, 6, 7, 9]",5,"[415.608, 470.654, 524.9590000000001, 537.1930000000001, 562.054]","[0.42, 0.098, 0.242, 0.115, 0.13]","[3.1645237905999997, 2.6334684784999998, 3.3366439847999994, 3.7196863938, 3.7499945446]","[14.0, 6.0, 16.0, 20.0, 18.0]","[-0.05714420222235245, -0.10772056168505201, 0.04046272604959775, 0.06246208499559319, 0.06193995286221357]",0.10772056168505201
"[2, 4, 6, 7, 10]",5,"[415.608, 470.654, 524.9590000000001, 537.1930000000001, 568.8520000000001]","[0.42, 0.098, 0.242, 0.115, 0.073]","[3.1645237905999997, 2.6334684784999998, 3.3366439847999994, 3.7196863938, 3.1645237905999997]","[14.0, 6.0, 16.0, 20.0, 14.0]","[-0.020852003470757774, -0.10057823892080897, 0.05572567033608608, 0.06835249880916563, -0.0026479267536850676]",0.10057823892080897
