idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 3, 4, 5]",4,"[219.554, 307.76, 325.43100000000004, 622.187]","[0.714, 1.24, 0.6, 0.099]","[5.6450982733999995, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 7.0, 3.0]","[0.10014354655291562, 0.2686101604395964, 0.12291510431212294, -0.49166881130463486]",0.49166881130463486
"[1, 2, 3, 4]",4,"[289.48400000000004, 291.139, 307.76, 325.43100000000004]","[1.66, 2.42, 1.24, 0.6]","[6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464]","[7.0, 9.0, 7.0, 7.0]","[0.07045084307369118, 0.11962354700466782, -0.13040259980868124, -0.05967179026967771]",0.13040259980868124
"[1, 2, 3, 5]",4,"[289.48400000000004, 291.139, 307.76, 622.187]","[1.66, 2.42, 1.24, 0.099]","[6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[7.0, 9.0, 7.0, 3.0]","[0.14867118635459092, 0.2720182918842504, 0.007481088133655556, -0.42817056637249684]",0.42817056637249684
"[1, 2, 4, 5]",4,"[289.48400000000004, 291.139, 325.43100000000004, 622.187]","[1.66, 2.42, 0.6, 0.099]","[6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[7.0, 9.0, 7.0, 3.0]","[0.1714175124124399, 0.31371994830140637, 0.004498898858103936, -0.4896363595719503]",0.4896363595719503
"[1, 3, 4, 5]",4,"[289.48400000000004, 307.76, 325.43100000000004, 622.187]","[1.66, 1.24, 0.6, 0.099]","[6.0419408962, 5.5690179464, 5.5690179464, 3.5338217767999995]","[7.0, 7.0, 7.0, 3.0]","[0.29318396562610494, 0.12486214723203648, 0.05713649783963651, -0.47518261069777806]",0.47518261069777806
"[2, 3, 4, 5]",4,"[291.139, 307.76, 325.43100000000004, 622.187]","[2.42, 1.24, 0.6, 0.099]","[6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[9.0, 7.0, 7.0, 3.0]","[0.35693060384394515, 0.048505747838680946, 0.02219606676669153, -0.4276324184493179]",0.4276324184493179
"[0, 1, 2, 3, 4]",5,"[219.554, 289.48400000000004, 291.139, 307.76, 325.43100000000004]","[0.714, 1.66, 2.42, 1.24, 0.6]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464]","[3.0, 7.0, 9.0, 7.0, 7.0]","[-0.024438402136811768, 0.06975170131323766, 0.1195450465479862, -0.11310285869526696, -0.0517554870291448]",0.1195450465479862
"[0, 1, 2, 3, 5]",5,"[219.554, 289.48400000000004, 291.139, 307.76, 622.187]","[0.714, 1.66, 2.42, 1.24, 0.099]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 9.0, 7.0, 3.0]","[0.010408638286796265, 0.13662128650229236, 0.24980799432656745, 0.004520984306795817, -0.4013589034224519]",0.4013589034224519
"[0, 1, 2, 4, 5]",5,"[219.554, 289.48400000000004, 291.139, 325.43100000000004, 622.187]","[0.714, 1.66, 2.42, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 9.0, 7.0, 3.0]","[0.012029559232037731, 0.15561286461150609, 0.2845802925025821, 0.0026652714099041908, -0.4548879877560302]",0.4548879877560302
"[0, 1, 3, 4, 5]",5,"[219.554, 289.48400000000004, 307.76, 325.43100000000004, 622.187]","[0.714, 1.66, 1.24, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 7.0, 7.0, 3.0]","[0.04289751616978679, 0.25470481866401024, 0.09955699271936053, 0.045556944402530386, -0.4427162719556881]",0.4427162719556881
"[0, 2, 3, 4, 5]",5,"[219.554, 291.139, 307.76, 325.43100000000004, 622.187]","[0.714, 2.42, 1.24, 0.6, 0.099]","[5.6450982733999995, 6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 9.0, 7.0, 7.0, 3.0]","[0.02194423636866734, 0.3217682179584038, 0.03927260606257843, 0.017971012201812242, -0.40095607259146193]",0.40095607259146193
"[1, 2, 3, 4, 5]",5,"[289.48400000000004, 291.139, 307.76, 325.43100000000004, 622.187]","[1.66, 2.42, 1.24, 0.6, 0.099]","[6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[7.0, 9.0, 7.0, 7.0, 3.0]","[0.13369926152982056, 0.2445810043620578, 0.006096815689514312, 0.00278988231577694, -0.38716696389716965]",0.38716696389716965
"[0, 1, 2, 3, 4, 5]",6,"[219.554, 289.48400000000004, 291.139, 307.76, 325.43100000000004, 622.187]","[0.714, 1.66, 2.42, 1.24, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 9.0, 7.0, 7.0, 3.0]","[0.009342762148422723, 0.1238662208770787, 0.22646044537006427, 0.0037338152703891847, 0.001708581286318428, -0.3651118249522734]",0.3651118249522734
