idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[1, 3, 4, 8, 9, 10]",6,"[281.394, 368.84200000000004, 372.494, 412.97, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 0.45, 0.68, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.3274372299999997, 3.0012904828, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 9.0, 9.0, 7.0, 9.0]","[0.13319274394558506, 0.01252082688927475, 0.04937191542351764, -0.07393907384521736, -0.08976324071796049, -0.03138317169519948]",0.13319274394558506
"[1, 3, 5, 6, 7, 8]",6,"[281.394, 368.84200000000004, 381.96700000000004, 393.048, 397.196, 412.97]","[0.55, 0.13, 1.27, 1.07, 0.89, 0.68]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3603625985999996, 3.3274372299999997, 3.0012904828]","[9.0, 7.0, 11.0, 7.0, 9.0, 9.0]","[0.07572403053716563, 0.0031642961646413358, -0.018513068528500154, 0.024440626135616678, 0.016798336900960026, -0.10161422120988345]",0.10161422120988345
"[1, 3, 5, 6, 7, 9]",6,"[281.394, 368.84200000000004, 381.96700000000004, 393.048, 397.196, 420.50500000000005]","[0.55, 0.13, 1.27, 1.07, 0.89, 0.71]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3603625985999996, 3.3274372299999997, 2.9475352343999996]","[9.0, 7.0, 11.0, 7.0, 9.0, 7.0]","[0.07808697594827116, 0.003337335171580004, -0.017600077642972556, 0.02577715769126701, 0.017985131607114485, -0.10758652277526018]",0.10758652277526018
"[1, 3, 5, 6, 7, 10]",6,"[281.394, 368.84200000000004, 381.96700000000004, 393.048, 397.196, 443.55600000000004]","[0.55, 0.13, 1.27, 1.07, 0.89, 0.31]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3603625985999996, 3.3274372299999997, 3.0012904828]","[9.0, 7.0, 11.0, 7.0, 9.0, 9.0]","[0.08285607469893833, 0.0020112688093207563, -0.04937007860888287, 0.015534787664986865, 0.005439633247943609, -0.056471685812306646]",0.08285607469893833
"[1, 3, 5, 6, 8, 9]",6,"[281.394, 368.84200000000004, 381.96700000000004, 393.048, 412.97, 420.50500000000005]","[0.55, 0.13, 1.27, 1.07, 0.68, 0.71]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3603625985999996, 3.0012904828, 2.9475352343999996]","[9.0, 7.0, 11.0, 7.0, 9.0, 7.0]","[0.08125174811794209, 0.005670808526603847, 0.025790665792304768, 0.04380061279791797, -0.07474640738306382, -0.08176742785170465]",0.08176742785170465
"[1, 3, 5, 6, 8, 10]",6,"[281.394, 368.84200000000004, 381.96700000000004, 393.048, 412.97, 443.55600000000004]","[0.55, 0.13, 1.27, 1.07, 0.68, 0.31]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3603625985999996, 3.0012904828, 3.0012904828]","[9.0, 7.0, 11.0, 7.0, 9.0, 9.0]","[0.08668899959979831, 0.004987790526152912, 0.006198983380135192, 0.03852506755046167, -0.09575709108442487, -0.04064374997212314]",0.09575709108442487
"[1, 3, 5, 6, 9, 10]",6,"[281.394, 368.84200000000004, 381.96700000000004, 393.048, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 1.27, 1.07, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3603625985999996, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 11.0, 7.0, 7.0, 9.0]","[0.08978814573352718, 0.005294626639793697, 0.008999204282139683, 0.04089503115317336, -0.1037021543227202, -0.04127485348591382]",0.1037021543227202
"[1, 3, 5, 7, 8, 9]",6,"[281.394, 368.84200000000004, 381.96700000000004, 397.196, 412.97, 420.50500000000005]","[0.55, 0.13, 1.27, 0.89, 0.68, 0.71]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3274372299999997, 3.0012904828, 2.9475352343999996]","[9.0, 7.0, 11.0, 9.0, 9.0, 7.0]","[0.08015245696998716, 0.005686096346301121, 0.02728779628837441, 0.03862038735719589, -0.07234879867350222, -0.07939793828835628]",0.08015245696998716
"[1, 3, 5, 7, 8, 10]",6,"[281.394, 368.84200000000004, 381.96700000000004, 397.196, 412.97, 443.55600000000004]","[0.55, 0.13, 1.27, 0.89, 0.68, 0.31]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3274372299999997, 3.0012904828, 3.0012904828]","[9.0, 7.0, 11.0, 9.0, 9.0, 9.0]","[0.08544859084376089, 0.0050528105954099935, 0.008846734246735877, 0.03217377323181156, -0.0923319483536777, -0.03918996056404067]",0.0923319483536777
"[1, 3, 5, 7, 9, 10]",6,"[281.394, 368.84200000000004, 381.96700000000004, 397.196, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 1.27, 0.89, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.3274372299999997, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 11.0, 9.0, 7.0, 9.0]","[0.0884567816971463, 0.005358061428311307, 0.011713642551783754, 0.03444234010272809, -0.10021573507564288, -0.039755090704326534]",0.10021573507564288
