Ion, Observed , Aki, Ek ,J,,,,,,,,,,,,,,,
Na II ,211.4551, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na IV ,211.513,7.03E+07,572 379.5     ,1,,,,,,,,,,,,,,,
Na IV , ,3.12E+07,572 393.8     ,2,,,,,,,,,,,,,,,
Na II ,211.6143, , ,  ,,,,,,,,,,,,,,,
Na IV ,211.6158,2.04E+08,572 379.5     ,1,,,,,,,,,,,,,,,
Na III ,211.675,3.03E+08,464 631.29    , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,211.9428, , ,  ,,,,,,,,,,,,,,,
Na III ,212.073,6.44E+07,494 685.86    , 3/2 ,,,,,,,,,,,,,,,
Na III ,212.451,1.86E+08,494 602.73    , 5/2 ,,,,,,,,,,,,,,,
Na IV ,212.4875,2.34E+08,643 625.6     ,2,,,,,,,,,,,,,,,
Na III ,212.663,3.71E+08,464 411.94    , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III , ,1.37E+07,464 390.17    , 5/2 ,,,,,,,,,,,,,,,
Na II ,212.7627, , ,  ,,,,,,,,,,,,,,,
Na III ,212.7842, ,465 398.59    , 5/2 ,,,,,,,,,,,,,,,
Na VII , ,1.83E+08,1 338 470       , 7/2 ,,,,,,,,,,,,,,,
Na IV , ,4.36E+05,643 311.      ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,214.0723,3.80E+08,445 873.20    , 5/2 ,,,,,,,,,,,,,,,
Na III ,214.1068,3.11E+07,445 873.20    , 5/2 ,,,,,,,,,,,,,,,
Na III ,214.186, ,464 077.16    , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,1.87E+08,1 377 820       , 5/2 ,,,,,,,,,,,,,,,
Na III ,214.4202,1.98E+07,445 797.52    , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,214.4542,3.88E+08,445 797.52    , 3/2 ,,,,,,,,,,,,,,,
Na III ,214.5231,8.27E+07,465 017.83    , 3/2 ,,,,,,,,,,,,,,,
Na III ,214.6234,1.68E+08,494 685.86    , 3/2 ,,,,,,,,,,,,,,,
Na III ,214.8574,1.54E+08,464 945.37    , 5/2 ,,,,,,,,,,,,,,,
Na IV , ,7.51E+05,643 052.      ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,215.1653,1.34E+08,465 017.83    , 3/2 ,,,,,,,,,,,,,,,
Na IV , ,1.15E+06,596 578.9     ,2,,,,,,,,,,,,,,,
Na IV , ,1.15E+06,596 578.9     ,2,,,,,,,,,,,,,,,
Na IV ,215.5762,2.97E+08,577 782.7     ,3,,,,,,,,,,,,,,,
Na II ,215.5774, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,1.95E+08,1 378 300       , 7/2 ,,,,,,,,,,,,,,,
Na III , ,3.67E+05,460 593.62    , 3/2 ,,,,,,,,,,,,,,,
Na III ,215.9082,3.11E+08,493 849.24    , 1/2 ,,,,,,,,,,,,,,,
Na III ,215.971, ,463 691.90    , 5/2 ,,,,,,,,,,,,,,,
Na III ,216.3178,2.37E+07,464 631.29    , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,216.6769, ,354 997.8     ,1,,,,,,,,,,,,,,,
Na III , ,7.26E+05,460 409.70    , 5/2 ,,,,,,,,,,,,,,,
Na III ,216.9702,1.81E+07,464 631.29    , 3/2 ,,,,,,,,,,,,,,,
Na II ,217.249, ,354 876.5     ,1,,,,,,,,,,,,,,,
Na III , ,4.45E+05,464 411.94    , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III , ,4.67E+05,460 257.21    , 7/2 ,,,,,,,,,,,,,,,
Na III ,217.453,1.00E+08,464 390.17    , 5/2 ,,,,,,,,,,,,,,,
Na VIII , ,3.77E+06,1 485 340       ,2,,,,,,,,,,,,,,,
Na IV , ,6.39E+03,646 419.6     ,3,,,,,,,,,,,,,,,
Na IV , ,1.61E+06,646 419.6     ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,1.26E+07,1 377 820       , 5/2 ,,,,,,,,,,,,,,,
Na III , ,1.77E+04,464 411.94    , 1/2 ,,,,,,,,,,,,,,,
Na VIII , ,2.78E+06,1 486 080       ,3,,,,,,,,,,,,,,,
Na III ,218.2846,1.14E+07,411 951.78    , 3/2 ,,,,,,,,,,,,,,,
Na III ,218.53,2.06E+08,493 293.98    , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,218.5498,2.02E+08,493 849.24    , 1/2 ,,,,,,,,,,,,,,,
Na VIII , ,1.86E+07,1 485 140       ,1,,,,,,,,,,,,,,,
Na III ,218.942,9.47E+06,464 077.16    , 3/2 ,,,,,,,,,,,,,,,
Na VI , ,1.24E+08,996 010       ,2,,,,,,,,,,,,,,,
Na III ,219.0185,3.28E+08,493 192.06    , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,9.06E+07,1 217 950       , 1/2 ,,,,,,,,,,,,,,,
Na V , ,2.07E+08,847 540       , 5/2 ,,,,,,,,,,,,,,,
Na V , ,2.07E+08,847 540       , 3/2 ,,,,,,,,,,,,,,,
Na V , ,2.07E+08,847 540       , 1/2 ,,,,,,,,,,,,,,,
Na III , ,1.06E+05,460 746.98    , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,219.611,1.67E+07,464 077.16    , 3/2 ,,,,,,,,,,,,,,,
Na III , ,4.63E+04,460 593.62    , 3/2 ,,,,,,,,,,,,,,,
Na III ,220.2831,8.53E+07,411 536.38    , 5/2 ,,,,,,,,,,,,,,,
Na VI ,220.459,1.63E+08,996 740       ,3,,,,,,,,,,,,,,,
Na III ,220.8069,2.63E+07,463 691.90    , 5/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III , ,1.48E+02,460 409.70    , 5/2 ,,,,,,,,,,,,,,,
Na III ,221.2352,2.42E+08,493 293.98    , 1/2 ,,,,,,,,,,,,,,,
Na II ,221.3281, , ,  ,,,,,,,,,,,,,,,
Na III ,221.4208,5.14E+07,412 189.46    , 1/2 ,,,,,,,,,,,,,,,
Na II ,221.656, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,221.734,6.86E+07,493 192.06    , 3/2 ,,,,,,,,,,,,,,,
Na VIII , ,1.65E+07,1 485 340       ,2,,,,,,,,,,,,,,,
Na III ,222.528,1.09E+07,418 556.54    , 1/2 ,,,,,,,,,,,,,,,
Na III ,222.5927,1.82E+08,411 951.78    , 3/2 ,,,,,,,,,,,,,,,
Na VIII , ,5.87E+06,1 485 140       ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,222.8529, ,353 719.3     ,1,,,,,,,,,,,,,,,
Na VII , ,8.59E+07,1 217 190       , 3/2 ,,,,,,,,,,,,,,,
Na II ,222.9156, , ,  ,,,,,,,,,,,,,,,
Na III ,223.0328,3.64E+08,410 976.94    , 7/2 ,,,,,,,,,,,,,,,
Na II ,223.1399, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,1.86E+07,1 583 740       , 5/2 ,,,,,,,,,,,,,,,
Na VII , ,1.56E+07,1 583 740       , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,3.12E+06,1 583 740       , 3/2 ,,,,,,,,,,,,,,,
Na III ,223.2187,2.34E+08,418 417.50    , 3/2 ,,,,,,,,,,,,,,,
Na IV , ,2.32E-04,531 410.      ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,223.5549, , ,  ,,,,,,,,,,,,,,,
Na III ,223.9484,3.09E+08,412 189.46    , 1/2 ,,,,,,,,,,,,,,,
Na VI , ,3.86E+07,996 010       ,2,,,,,,,,,,,,,,,
Na IV , ,9.39E+07,641 193.      ,1,,,,,,,,,,,,,,,
Na VI , ,1.47E+08,1 077 890       ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,224.6706,2.72E+08,411 536.38    , 5/2 ,,,,,,,,,,,,,,,
Na II ,224.7464, , ,  ,,,,,,,,,,,,,,,
Na IV , ,8.46E+05,575 821.0     ,3,,,,,,,,,,,,,,,
Na III ,225.1474,1.66E+08,411 951.78    , 3/2 ,,,,,,,,,,,,,,,
Na IV , ,3.35E+04,575 768.1     ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,226.0495, ,375 890.0     ," 3,4 ",,,,,,,,,,,,,,,
Na II ,226.0495, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
Na VIII , ,1.99E+07,1 486 080       ,3,,,,,,,,,,,,,,,
Na II ,226.2665, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
Na II ,226.2665, ,375 890.0     ," 3,4 ",,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,9.08E+05,1 104 620       , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,4.59E+04,1 472 730       , 7/2 ,,,,,,,,,,,,,,,
Na II ,227.3808, ,374 514.9     ," 1,2 ",,,,,,,,,,,,,,,
Na VII , ,8.11E+06,1 104 620       , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,1.23E+06,1 472 730       , 7/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na III ,227.8413,2.98E+08,418 556.54    , 1/2 ,,,,,,,,,,,,,,,
Na III ,227.9482,3.40E+08,478 884.07    , 3/2 ,,,,,,,,,,,,,,,
Na III , ,7.58E+05,460 746.98    , 1/2 ,,,,,,,,,,,,,,,
Na III ,228.162,3.39E+08,478 842.99    , 1/2 ,,,,,,,,,,,,,,,
Na IV , ,1.41E+06,600 567.7     ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na IV , ,4.90E+05,600 534.1     ,2,,,,,,,,,,,,,,,
Na III ,228.566,7.73E+07,418 417.50    , 3/2 ,,,,,,,,,,,,,,,
Na II ,228.6264, ,374 514.9     ," 1,2 ",,,,,,,,,,,,,,,
Na II ,228.7822, , ,  ,,,,,,,,,,,,,,,
Na III , ,3.11E+05,460 593.62    , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,229.1198, , ,  ,,,,,,,,,,,,,,,
Na V , ,3.42E+07,938 440?      , 3/2 ,,,,,,,,,,,,,,,
Na V , ,3.80E+06,938 440?      , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,9.52E+05,1 198 290       , 1/2 ,,,,,,,,,,,,,,,
Na VII , ,9.52E+04,1 198 290       , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,2.26E+07,1 335 830       , 5/2 ,,,,,,,,,,,,,,,
Na VII , ,1.13E+06,1 335 830       , 5/2 ,,,,,,,,,,,,,,,
Na VII , ,2.36E+07,1 335 810       , 3/2 ,,,,,,,,,,,,,,,
Na VIII , ,3.32E+06,1 485 340       ,2,,,,,,,,,,,,,,,
Na II ,230.2923, ,374 532.1     ," 3,4 ",,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,230.3263, , ,  ,,,,,,,,,,,,,,,
Na II ,230.3582, ,374 520.3     ," 4,5 ",,,,,,,,,,,,,,,
Na II ,230.6968, ,374 520.3     ," 4,5 ",,,,,,,,,,,,,,,
Na VI , ,1.41E+06,1 134 090       ,1,,,,,,,,,,,,,,,
Na VI , ,1.26E+07,1 134 090       ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VI , ,5.08E+07,1 134 090       ,3,,,,,,,,,,,,,,,
Na III ,230.9988,3.08E+08,416 909.31    , 1/2 ,,,,,,,,,,,,,,,
Na III ,231.465, ,460 593.62    , 3/2 ,,,,,,,,,,,,,,,
Na II ,231.5647,1.05E+07,308 860.80    ,0,,,,,,,,,,,,,,,
Na IV , ,1.35E+04,643 625.6     ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,231.8687, , ,  ,,,,,,,,,,,,,,,
Na IV , ,1.91E+06,643 625.6     ,2,,,,,,,,,,,,,,,
Na II ,232.013, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
Na II ,232.013, ,375 890.0     ," 3,4 ",,,,,,,,,,,,,,,
Na IV , ,5.62E+02,643 625.6     ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,232.2264, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
Na II ,232.2264, ,375 890.0     ," 3,4 ",,,,,,,,,,,,,,,
Na VI , ,1.91E+07,1 048 100       ,1,,,,,,,,,,,,,,,
Na III ,232.456, ,460 409.70    , 5/2 ,,,,,,,,,,,,,,,
Na II ,232.4927, ,373 788.1     ," 2,3 ",,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,232.8805, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
Na II ,233.1444, , ,  ,,,,,,,,,,,,,,,
Na II ,233.2109, ,374 532.1     ," 3,4 ",,,,,,,,,,,,,,,
Na IV , ,1.25E+07,643 420.?     ,0,,,,,,,,,,,,,,,
Na VII , ,1.38E+06,1 471 560       , 5/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,233.4403, ,374 532.1     ," 3,4 ",,,,,,,,,,,,,,,
Na IV , ,9.85E+06,643 311.      ,1,,,,,,,,,,,,,,,
Na II ,233.7377, ,374 514.9     ," 1,2 ",,,,,,,,,,,,,,,
Na VII , ,5.61E+04,1 471 560       , 5/2 ,,,,,,,,,,,,,,,
Na IV , ,3.00E+06,643 311.      ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,233.9724, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,,
Na VII , ,8.25E+06,1 103 220       , 1/2 ,,,,,,,,,,,,,,,
Na IV , ,1.05E+07,643 052.      ,2,,,,,,,,,,,,,,,
Na IV , ,1.42E+06,643 052.      ,2,,,,,,,,,,,,,,,
Na IV , ,9.50E+04,643 052.      ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,3.21E+05,1 378 300       , 7/2 ,,,,,,,,,,,,,,,
Na II ,235.5743, , ,  ,,,,,,,,,,,,,,,
Na IV , ,8.09E+03,639 007.      ,1,,,,,,,,,,,,,,,
Na VI , ,3.06E+07,1 048 100       ,1,,,,,,,,,,,,,,,
Na VII , ,4.16E+07,1 474 530?      , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na IV , ,5.50E+05,638 943.      ,2,,,,,,,,,,,,,,,
Na VI , ,1.83E+07,1 047 410       ,2,,,,,,,,,,,,,,,
Na III , ,3.81E+04,460 746.98    , 1/2 ,,,,,,,,,,,,,,,
Na IV , ,1.06E+03,638 825.      ,3,,,,,,,,,,,,,,,
Na III ,236.7295,1.65E+07,416 909.31    , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,236.851, , ,  ,,,,,,,,,,,,,,,
Na III , ,4.75E+03,460 746.98    , 1/2 ,,,,,,,,,,,,,,,
Na III , ,8.01E+04,460 593.62    , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,1.64E+06,1 432 600?      , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,1.82E+05,1 432 600?      , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,237.2658, , ,  ,,,,,,,,,,,,,,,
Na II ,237.3329, ,373 787.8     ," 3,4 ",,,,,,,,,,,,,,,
Na VII , ,7.77E+05,1 198 290       , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,5.17E+04,1 252 010       , 5/2 ,,,,,,,,,,,,,,,
Na II ,237.5731, ,373 787.8     ," 3,4 ",,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,237.8039, , ,  ,,,,,,,,,,,,,,,
Na III , ,1.43E+02,460 593.62    , 3/2 ,,,,,,,,,,,,,,,
Na II ,237.9218, , ,  ,,,,,,,,,,,,,,,
Na VII , ,2.90E+05,1 377 820       , 5/2 ,,,,,,,,,,,,,,,
Na III , ,2.86E+04,460 409.70    , 5/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,2.07E+04,1 377 820       , 5/2 ,,,,,,,,,,,,,,,
Na II ,238.2291, , ,  ,,,,,,,,,,,,,,,
Na II ,238.3918, , ,  ,,,,,,,,,,,,,,,
Na VII , ,2.01E+07,1 474 530?      , 1/2 ,,,,,,,,,,,,,,,
Na II ,238.5609, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,238.6289, , ,  ,,,,,,,,,,,,,,,
Na III ,238.6992,3.05E+08,441 055.67    , 7/2 ,,,,,,,,,,,,,,,
Na II ,238.7022, , ,  ,,,,,,,,,,,,,,,
Na II ,238.7817, , ,  ,,,,,,,,,,,,,,,
Na II ,238.8289, ,372 407.6     ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,239.0452, , ,  ,,,,,,,,,,,,,,,
Na II ,239.2324, , ,  ,,,,,,,,,,,,,,,
Na II ,239.3275, ,372 407.9     ,2,,,,,,,,,,,,,,,
Na II ,239.3275, ,372 407.6     ,1,,,,,,,,,,,,,,,
Na III ,239.3589,2.26E+07,440 940.20    , 5/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,239.3612, , ,  ,,,,,,,,,,,,,,,
Na VII , ,1.06E+06,1 251 670       , 3/2 ,,,,,,,,,,,,,,,
Na III ,239.4032,2.80E+08,440 940.20    , 5/2 ,,,,,,,,,,,,,,,
Na II ,239.5642, ,374 532.1     ," 3,4 ",,,,,,,,,,,,,,,
Na VII , ,1.73E+07,1 390 450?      , 5/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,1.67E+07,1 390 450?      , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,1.85E+06,1 390 450?      , 3/2 ,,,,,,,,,,,,,,,
Na VII , ,1.24E+06,1 390 450?      , 5/2 ,,,,,,,,,,,,,,,
Na II ,239.6559, , ,  ,,,,,,,,,,,,,,,
Na VI , ,5.24E+07,1 047 410       ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na VII , ,2.74E+05,1 258 880       , 1/2 ,,,,,,,,,,,,,,,
Na VII , ,9.84E+06,1 473 810?      , 3/2 ,,,,,,,,,,,,,,,
Na II ,240.1014, ,372 425.4     ," 2,3 ",,,,,,,,,,,,,,,
Na II ,240.2019, ,372 407.9     ,2,,,,,,,,,,,,,,,
Na II ,240.3299, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,240.5938, , ,  ,,,,,,,,,,,,,,,
Na III ,240.6588,7.37E+07,415 172.28    , 3/2 ,,,,,,,,,,,,,,,
Na II ,240.9098, , ,  ,,,,,,,,,,,,,,,
Na II ,241.0549, , ,  ,,,,,,,,,,,,,,,
Na II ,241.2544, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Na II ,241.7121, , ,  ,,,,,,,,,,,,,,,
Na II ,241.9965, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,,
