Ion, Observed , Aki, Ek ,J,,,,,,,,,,,,,,,
Ca III ,427.8209,4.50E+07,348 028.13  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,427.889,1.04E+07,374 143.84  ,3,,,,,,,,,,,,,,,
Ca III ,427.9723,3.30E+08,374 138.90  ,4,,,,,,,,,,,,,,,
Ca I ,428.301,4.34E+07,38 551.558 ,2,,,,,,,,,,,,,,,
Ca III ,428.3571,1.15E+07,374 143.44  ,4,,,,,,,,,,,,,,,
Ca III ,428.4388,3.50E+08,374 139.31  ,5,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,428.936,6.00E+07,38 464.808 ,1,,,,,,,,,,,,,,,
Ca III ,429.0069,2.60E+08,371 061.30  ,3,,,,,,,,,,,,,,,
Ca III ,429.5571,9.00E+06,347 383.51  ,4,,,,,,,,,,,,,,,
Ca I ,429.899,4.66E+07,38 464.808 ,1,,,,,,,,,,,,,,,
Ca III ,430.1005,3.10E+08,374 143.84  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,430.1494,6.90E+07,346 896.26  ,2,,,,,,,,,,,,,,,
Ca I ,430.253,1.36E+08,38 551.558 ,2,,,,,,,,,,,,,,,
Ca III ,430.2804,2.70E+08,347 344.37  ,5,,,,,,,,,,,,,,,
Ca I ,430.774,1.99E+08,38 417.543 ,0,,,,,,,,,,,,,,,
Ca I ,431.865,7.40E+07,38 464.808 ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,432.8225,3.40E+06,347 758.22  ,2,,,,,,,,,,,,,,,
Ca III ,432.9185,3.00E+08,371 120.69  ,4,,,,,,,,,,,,,,,
Ca III ,433.2065,9.60E+06,346 732.19  ,1,,,,,,,,,,,,,,,
Ca III ,433.3567,3.10E+08,371 121.06  ,5,,,,,,,,,,,,,,,
Ca III ,434.0343,4.40E+07,371 061.30  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,434.4817,4.50E+07,371 061.37  ,4,,,,,,,,,,,,,,,
Ca I ,435.508,1.90E+07,44 804.878 ,3,,,,,,,,,,,,,,,
Ca III ,435.8379,1.17E+08,350 900.04  ,2,,,,,,,,,,,,,,,
Ca III ,436.9249, ,364 229.89  ,0,,,,,,,,,,,,,,,
Ca III ,438.2997,8.50E+06,350 900.04  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,439.3109,4.40E+06,347 417.05  ,3,,,,,,,,,,,,,,,
Ca III ,439.5895, ,364 343.85  ,1,,,,,,,,,,,,,,,
Ca III ,439.9594,2.03E+08,347 383.51  ,4,,,,,,,,,,,,,,,
Ca III ,440.6291,2.19E+08,350 779.47  ,3,,,,,,,,,,,,,,,
Ca III ,441.3736, ,350 741.19  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,442.4326, ,361 794.08  ,1,,,,,,,,,,,,,,,
Ca I ,442.544,4.98E+07,37 748.197 ,1,,,,,,,,,,,,,,,
Ca III ,443.1298,1.90E+08,348 028.13  ,3,,,,,,,,,,,,,,,
Ca I ,443.496,6.70E+07,37 751.867 ,2,,,,,,,,,,,,,,,
Ca I ,443.569,3.42E+07,37 748.197 ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,445.478,8.70E+07,37 757.449 ,3,,,,,,,,,,,,,,,
Ca I ,445.589,2.00E+07,37 751.867 ,2,,,,,,,,,,,,,,,
Ca I ,445.661,2.45E+06,37 748.197 ,1,,,,,,,,,,,,,,,
Ca II ,447.204, , ,  ,,,,,,,,,,,,,,,
Ca II ,447.923, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,448.4396,2.13E+07,350 900.04  ,2,,,,,,,,,,,,,,,
Ca III ,448.495,3.70E+07,347 758.22  ,2,,,,,,,,,,,,,,,
Ca II ,448.918, , ,  ,,,,,,,,,,,,,,,
Ca III ,449.5963,2.30E+06,346 896.26  ,2,,,,,,,,,,,,,,,
Ca III ,449.9884,2.27E+08,350 805.32  ,4,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,450.5131,1.09E+07,350 779.47  ,3,,,,,,,,,,,,,,,
Ca III ,450.8787, ,350 779.47  ,3,,,,,,,,,,,,,,,
Ca III ,451.2911,1.00E+07,350 741.19  ,3,,,,,,,,,,,,,,,
Ca III ,451.6585,2.01E+08,350 741.19  ,3,,,,,,,,,,,,,,,
Ca I ,452.694,4.10E+07,43 933.477 ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,455.3295,4.90E+07,361 154.07  ,2,,,,,,,,,,,,,,,
Ca III ,455.4652, ,347 417.05  ,3,,,,,,,,,,,,,,,
Ca III ,457.2124,1.80E+08,348 051.86  ,4,,,,,,,,,,,,,,,
Ca VII , ,1.80E-04,21 864.0   ,2,,,,,,,,,,,,,,,
Ca I ,457.855,1.76E+07,42 170.214 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,458.14,2.09E+07,42 170.558 ,3,,,,,,,,,,,,,,,
Ca I ,458.147,3.50E+06,42 170.214 ,2,,,,,,,,,,,,,,,
Ca I ,458.587,2.29E+07,42 171.026 ,4,,,,,,,,,,,,,,,
Ca I ,458.596,2.50E+06,42 170.558 ,3,,,,,,,,,,,,,,,
Ca I , ,9.80E+04,42 170.214 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,462.9485,3.70E+06,344 257.92  ,1,,,,,,,,,,,,,,,
Ca III ,463.2869,6.00E+07,365 363.88  ,1,,,,,,,,,,,,,,,
Ca III ,466.7254, ,363 021.27  ,2,,,,,,,,,,,,,,,
Ca I ,468.527,8.00E+06,44 989.830 ,2,,,,,,,,,,,,,,,
Ca III ,470.3604, ,344 257.92  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,470.8829,3.50E+07,347 417.05  ,3,,,,,,,,,,,,,,,
Ca III ,471.6269,2.80E+07,347 383.51  ,4,,,,,,,,,,,,,,,
Ca II ,471.674, , ,  ,,,,,,,,,,,,,,,
Ca II ,472.103, , ,  ,,,,,,,,,,,,,,,
Ca III ,472.7634,2.60E+06,344 149.81  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,473.6681,5.80E+07,365 363.88  ,1,,,,,,,,,,,,,,,
Ca II ,479.997, , ,  ,,,,,,,,,,,,,,,
Ca III ,482.7263,4.10E+06,346 896.26  ,2,,,,,,,,,,,,,,,
Ca III ,485.1929,9.70E+07,361 353.31  ,1,,,,,,,,,,,,,,,
Ca III ,485.233, ,344 257.92  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,485.9167,1.09E+08,361 154.07  ,2,,,,,,,,,,,,,,,
Ca I ,487.813,1.88E+07,42 343.587 ,3,,,,,,,,,,,,,,,
Ca III ,488.9826,1.15E+08,364 229.89  ,0,,,,,,,,,,,,,,,
Ca III ,489.9306,2.07E+07,361 154.07  ,2,,,,,,,,,,,,,,,
Ca III ,491.9266,8.20E+07,359 520.60  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca VII , ,1.25E+00,21 864.0   ,2,,,,,,,,,,,,,,,
Ca VII , ,1.50E-03,21 864.0   ,2,,,,,,,,,,,,,,,
Ca III ,495.0527,1.22E+08,364 343.85  ,1,,,,,,,,,,,,,,,
Ca II ,500.148,2.00E+07,80 521.53  , 3/2 ,,,,,,,,,,,,,,,
Ca III ,500.8945,1.38E+08,359 156.83  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,501.4352, ,348 028.13  ,3,,,,,,,,,,,,,,,
Ca II ,501.997,2.30E+07,80 526.16  , 5/2 ,,,,,,,,,,,,,,,
Ca II ,502.114,3.90E+06,80 521.53  , 3/2 ,,,,,,,,,,,,,,,
Ca I ,504.162,3.30E+07,41 679.008 ,1,,,,,,,,,,,,,,,
Ca III ,504.6917,4.10E+07,360 388.68  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,505.0071,4.90E+07,347 758.22  ,2,,,,,,,,,,,,,,,
Ca III ,506.3722,1.68E+08,358 940.91  ,0,,,,,,,,,,,,,,,
Ca III ,508.3177,8.70E+06,347 758.22  ,2,,,,,,,,,,,,,,,
Ca III ,511.298,3.20E+07,361 154.07  ,2,,,,,,,,,,,,,,,
Ca III ,513.773,7.10E+07,360 207.16  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,518.885,4.00E+07,42 919.053 ,2,,,,,,,,,,,,,,,
Ca III ,520.1353,2.90E+07,359 800.57  ,3,,,,,,,,,,,,,,,
Ca III ,523.1815,1.82E+08,362 893.47  ,2,,,,,,,,,,,,,,,
Ca III ,524.7373,1.79E+08,359 800.57  ,3,,,,,,,,,,,,,,,
Ca I , ,6.10E+05,39 340.080 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,526.171,1.50E+07,39 335.322 ,1,,,,,,,,,,,,,,,
Ca I ,526.224,6.00E+07,39 333.382 ,0,,,,,,,,,,,,,,,
Ca I ,526.424,9.10E+06,39 340.080 ,2,,,,,,,,,,,,,,,
Ca I ,526.556,4.40E+07,39 335.322 ,1,,,,,,,,,,,,,,,
Ca I ,527.027,5.00E+07,39 340.080 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,527.1981,2.03E+08,359 543.08  ,4,,,,,,,,,,,,,,,
Ca II ,528.527,7.80E+06,79 448.28  , 1/2 ,,,,,,,,,,,,,,,
Ca III ,529.7529,2.33E+07,363 021.27  ,2,,,,,,,,,,,,,,,
Ca III ,530.1321,1.30E+08,360 207.16  ,2,,,,,,,,,,,,,,,
Ca II ,530.722,1.50E+07,79 448.28  , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca V , ,6.30E-03,18 830.3   ,2,,,,,,,,,,,,,,,
Ca V , ,1.93E+00,18 830.3   ,2,,,,,,,,,,,,,,,
Ca III ,532.1288,1.56E+08,360 388.68  ,3,,,,,,,,,,,,,,,
Ca III ,532.6153,7.90E+06,346 732.19  ,1,,,,,,,,,,,,,,,
Ca III ,532.8063,1.61E+08,363 021.27  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,533.3652,2.17E+07,362 893.47  ,2,,,,,,,,,,,,,,,
Ca II ,533.919, , ,  ,,,,,,,,,,,,,,,
Ca I ,534.947, ,40 537.893 ,3,,,,,,,,,,,,,,,
Ca III ,535.073,5.60E+07,361 794.08  ,1,,,,,,,,,,,,,,,
Ca III ,535.4237,7.40E+07,365 363.88  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,537.547,7.40E+06,341 601.46  ,2,,,,,,,,,,,,,,,
Ca XV , ,7.78E+01,35 923     ,2,,,,,,,,,,,,,,,
Ca XV , ,4.00E-04,35 923     ,2,,,,,,,,,,,,,,,
Ca III ,545.7799, ,343 784.96  ,1,,,,,,,,,,,,,,,
Ca VI , ,3.90E+00,45 142.7+x , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca VI , ,3.50E-01,45 142.7+x , 3/2 ,,,,,,,,,,,,,,,
Ca III ,548.001,6.00E+07,361 353.31  ,1,,,,,,,,,,,,,,,
Ca III ,550.163,1.24E+07,359 520.60  ,2,,,,,,,,,,,,,,,
Ca I ,551.298,1.10E+08,41 786.276 ,0,,,,,,,,,,,,,,,
Ca III ,552.0304,3.80E+07,346 692.34  ,0,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,557.0583,2.90E+07,341 601.46  ,2,,,,,,,,,,,,,,,
Ca III ,557.9059,9.20E+07,359 520.60  ,2,,,,,,,,,,,,,,,
Ca I ,558.197,6.00E+06,38 259.124 ,3,,,,,,,,,,,,,,,
Ca VI , ,2.10E+00,45 142.7+x , 3/2 ,,,,,,,,,,,,,,,
Ca VI , ,7.80E-01,45 142.7+x , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,558.876,4.90E+07,38 259.124 ,3,,,,,,,,,,,,,,,
Ca I ,559.012,8.30E+06,38 219.118 ,2,,,,,,,,,,,,,,,
Ca I ,559.447,3.80E+07,38 219.118 ,2,,,,,,,,,,,,,,,
Ca I ,559.849,4.30E+07,38 192.392 ,1,,,,,,,,,,,,,,,
Ca I ,560.129,8.60E+06,38 219.118 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,560.285,1.40E+07,38 192.392 ,1,,,,,,,,,,,,,,,
Ca III ,561.3997,9.90E+06,359 156.83  ,1,,,,,,,,,,,,,,,
Ca VII , ,2.56E+00,21 864.0   ,2,,,,,,,,,,,,,,,
Ca VII , ,5.30E-03,21 864.0   ,2,,,,,,,,,,,,,,,
Ca VI , ,2.30E+00,44 586.7+x , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca VI , ,6.40E-01,44 586.7+x , 1/2 ,,,,,,,,,,,,,,,
Ca III ,565.0014,6.40E+06,341 349.19  ,1,,,,,,,,,,,,,,,
Ca III ,566.3582,4.10E+07,364 343.85  ,1,,,,,,,,,,,,,,,
Ca XV , ,9.49E+01,17 559     ,1,,,,,,,,,,,,,,,
Ca III ,569.4646,3.40E+07,359 156.83  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca VI , ,3.90E-01,44 586.7+x , 1/2 ,,,,,,,,,,,,,,,
Ca III ,584.8488,1.67E+06,340 748.72  ,2,,,,,,,,,,,,,,,
Ca I ,585.745,6.60E+07,40 719.847 ,2,,,,,,,,,,,,,,,
Ca II ,592.272, , ,  ,,,,,,,,,,,,,,,
Ca II ,592.369, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,604.6152,1.33E+07,339 198.09  ,1,,,,,,,,,,,,,,,
Ca III ,606.9978,6.70E+07,340 580.15  ,3,,,,,,,,,,,,,,,
Ca V , ,4.60E-04,18 830.3   ,2,,,,,,,,,,,,,,,
Ca V , ,4.31E-01,18 830.3   ,2,,,,,,,,,,,,,,,
Ca I ,610.272,9.60E+06,31 539.495 ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,612.0111,1.47E+07,344 257.92  ,1,,,,,,,,,,,,,,,
Ca I ,612.222,2.87E+07,31 539.495 ,1,,,,,,,,,,,,,,,
Ca I , ,2.30E+05,36 575.119 ,2,,,,,,,,,,,,,,,
Ca III ,616.0875, ,344 149.81  ,2,,,,,,,,,,,,,,,
Ca I ,616.129,3.30E+06,36 575.119 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,616.217,4.77E+07,31 539.495 ,1,,,,,,,,,,,,,,,
Ca I ,616.376,5.60E+06,36 554.749 ,1,,,,,,,,,,,,,,,
Ca I ,616.644,2.20E+07,36 547.688 ,0,,,,,,,,,,,,,,,
Ca I ,616.906,1.70E+07,36 554.749 ,1,,,,,,,,,,,,,,,
Ca I ,616.956,1.90E+07,36 575.119 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,617.3217,3.10E+07,339 198.09  ,1,,,,,,,,,,,,,,,
Ca III ,621.3979,5.50E+07,340 748.72  ,2,,,,,,,,,,,,,,,
Ca III ,622.5379,4.90E+06,344 149.81  ,2,,,,,,,,,,,,,,,
Ca III ,627.9785,7.40E+06,340 580.15  ,3,,,,,,,,,,,,,,,
Ca III ,629.4885,4.70E+07,341 349.19  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,637.0113,6.10E+07,343 784.96  ,1,,,,,,,,,,,,,,,
Ca III ,638.7552,5.10E+07,344 257.92  ,1,,,,,,,,,,,,,,,
Ca III ,642.4509,6.10E+07,344 149.81  ,2,,,,,,,,,,,,,,,
Ca V , ,1.10E-04,18 830.3   ,2,,,,,,,,,,,,,,,
Ca III ,643.1971,2.60E+07,339 198.09  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,643.907,5.30E+07,35 896.889 ,4,,,,,,,,,,,,,,,
Ca I ,644.981,9.00E+06,35 835.413 ,2,,,,,,,,,,,,,,,
Ca I ,645.56,1.40E+06,35 835.413 ,2,,,,,,,,,,,,,,,
Ca II ,645.687, , ,  ,,,,,,,,,,,,,,,
Ca I ,646.257,4.70E+07,35 818.713 ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,647.166,5.90E+06,35 818.713 ,3,,,,,,,,,,,,,,,
Ca III ,648.5348,4.70E+07,341 601.46  ,2,,,,,,,,,,,,,,,
Ca I ,649.378,4.40E+07,35 730.454 ,2,,,,,,,,,,,,,,,
Ca I ,649.965,8.10E+06,35 730.454 ,2,,,,,,,,,,,,,,,
Ca I , ,2.40E+05,35 730.454 ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,653.8778,9.50E+07,346 692.34  ,0,,,,,,,,,,,,,,,
Ca III ,654.2236,1.27E+07,340 748.72  ,2,,,,,,,,,,,,,,,
Ca I ,657.278,2.60E+03,15 210.063 ,1,,,,,,,,,,,,,,,
Ca III ,659.9648,8.90E+07,343 110.24  ,0,,,,,,,,,,,,,,,
Ca I ,671.769,1.20E+07,36 731.615 ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,686.512,4.00E+06,340 748.72  ,2,,,,,,,,,,,,,,,
Ca III ,688.1475,3.60E+07,343 110.24  ,0,,,,,,,,,,,,,,,
Ca III ,694.5506,6.00E+06,340 580.15  ,3,,,,,,,,,,,,,,,
Ca III ,706.472,1.99E+07,350 900.04  ,2,,,,,,,,,,,,,,,
Ca I ,714.815, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,720.219, , ,  ,,,,,,,,,,,,,,,
Ca II ,729.147,1.30E+00,13 710.88  , 5/2 ,,,,,,,,,,,,,,,
Ca III ,730.869,3.40E+07,341 601.46  ,2,,,,,,,,,,,,,,,
Ca II ,732.389,1.30E+00,13 650.19  , 3/2 ,,,,,,,,,,,,,,,
Ca I ,732.615, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,744.6,6.50E+06,341 349.19  ,1,,,,,,,,,,,,,,,
Ca III ,754.044, ,341 349.19  ,1,,,,,,,,,,,,,,,
Ca III ,756.85,2.50E+07,344 257.92  ,1,,,,,,,,,,,,,,,
Ca II ,757.581, , ,  ,,,,,,,,,,,,,,,
Ca II ,758.111, , ,  ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca II ,760.13, , ,  ,,,,,,,,,,,,,,,
Ca II ,760.232, , ,  ,,,,,,,,,,,,,,,
Ca III ,767.898,1.61E+07,341 601.46  ,2,,,,,,,,,,,,,,,
Ca III ,769.338,7.70E+06,341 601.46  ,2,,,,,,,,,,,,,,,
Ca III ,777.714,2.34E+07,344 257.92  ,1,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,779.46,1.52E+07,340 748.72  ,2,,,,,,,,,,,,,,,
Ca III ,781.857,5.10E+06,340 748.72  ,2,,,,,,,,,,,,,,,
Ca II ,782.078, , ,  ,,,,,,,,,,,,,,,
Ca III ,783.071,5.00E+07,341 349.19  ,1,,,,,,,,,,,,,,,
Ca III ,784.306,5.10E+07,344 149.81  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca II ,784.338, , ,  ,,,,,,,,,,,,,,,
Ca III ,784.954,2.70E+07,343 784.96  ,1,,,,,,,,,,,,,,,
Ca III ,789.846,5.20E+07,340 580.15  ,3,,,,,,,,,,,,,,,
Ca III ,799.357,3.70E+07,371 447.58  ,1,,,,,,,,,,,,,,,
Ca III ,800.481, ,340 580.15  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca II ,801.75, , ,  ,,,,,,,,,,,,,,,
Ca II ,802.05, , ,  ,,,,,,,,,,,,,,,
Ca III ,805.123,1.74E+07,359 800.57  ,3,,,,,,,,,,,,,,,
Ca III ,807.421,2.09E+07,343 784.96  ,1,,,,,,,,,,,,,,,
Ca III ,810.365,1.64E+07,360 388.68  ,3,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,811.899,1.94E+07,363 118.75  ,3,,,,,,,,,,,,,,,
Ca II ,813.305, , ,  ,,,,,,,,,,,,,,,
Ca III ,814.106,1.92E+07,363 021.27  ,2,,,,,,,,,,,,,,,
Ca III ,815.407,1.21E+07,359 156.83  ,1,,,,,,,,,,,,,,,
Ca III ,818.863, ,358 940.91  ,0,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,819.534,1.82E+07,359 543.08  ,4,,,,,,,,,,,,,,,
Ca II ,820.172,5.10E+07,72 722.23  , 3/2 ,,,,,,,,,,,,,,,
Ca III ,820.861,1.73E+07,360 207.16  ,2,,,,,,,,,,,,,,,
Ca III ,821.72,2.90E+07,340 748.72  ,2,,,,,,,,,,,,,,,
Ca III ,823.361, ,340 748.72  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca II ,824.88,6.10E+07,72 730.93  , 5/2 ,,,,,,,,,,,,,,,
Ca III ,825.269,1.98E+07,362 893.47  ,2,,,,,,,,,,,,,,,
Ca II ,825.473,1.00E+07,72 722.23  , 3/2 ,,,,,,,,,,,,,,,
Ca I ,825.667, , ,  ,,,,,,,,,,,,,,,
Ca III ,825.983,1.51E+07,359 520.60  ,2,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,833.804, , ,  ,,,,,,,,,,,,,,,
Ca I ,833.912, , ,  ,,,,,,,,,,,,,,,
Ca I ,835.239, , ,  ,,,,,,,,,,,,,,,
Ca I ,835.717, , ,  ,,,,,,,,,,,,,,,
Ca II ,849.802,1.11E+06,25 414.40  , 3/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca III ,850.55,2.15E+07,371 274.48  ,2,,,,,,,,,,,,,,,
Ca II ,854.209,9.90E+06,25 414.40  , 3/2 ,,,,,,,,,,,,,,,
Ca III ,863.277,7.10E+06,290 934.30  ,0,,,,,,,,,,,,,,,
Ca I ,863.395, , ,  ,,,,,,,,,,,,,,,
Ca II ,866.214,1.06E+07,25 191.51  , 1/2 ,,,,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,,,,
Ca I ,884.261, , ,  ,,,,,,,,,,,,,,,
Ca I ,890.918, , ,  ,,,,,,,,,,,,,,,
Ca II ,891.207, , ,  ,,,,,,,,,,,,,,,
Ca II ,892.736, , ,  ,,,,,,,,,,,,,,,
Ca I ,896.747, , ,  ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
