spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9899,0.0000,0.9573,0.0000,0.0000,0.0000,0.7207,0.0000,0.2496,0.0000,0.0000,0.0000,0.0000,0.1980,0.0000
03124_95_random,0.9868,0.0000,0.9877,0.9778,0.9947,0.7659,0.0000,0.8918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9796,0.8447,0.0000,0.0000,0.0000,0.0000,0.0000,0.8230,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9867,0.9526,0.0000,0.9732,0.9760,0.7876,0.7943,0.0000,0.9196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9768,0.0000,0.0000,0.0000,0.0000,0.4197,0.0000,0.0000,0.0000,0.0000,0.6220,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.0000,0.9242,0.0000,0.0000,0.0000,0.0000,0.2468,0.0000,0.9167,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9547,0.8271,0.0000,0.0000,0.0000,0.6929,0.0000,0.9060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9861,0.0000,0.0000,0.0000,0.0000,0.7990,0.7986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.8746,0.0000,0.0000,0.6480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.8936,0.0000,0.0000,0.9470,0.9497,0.8701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9746,0.0000,0.0000,0.0000,0.0000,0.7664,0.8782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.9120,0.0000,0.0000,0.0000,0.7013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.9384,0.0000,0.0000,0.9752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.9888,0.9863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9845,0.9539,0.0000,0.0000,0.0000,0.0000,0.8013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9807,0.9604,0.0000,0.0000,0.9793,0.0000,0.0000,0.3215,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.8858,0.0000,0.7345,0.0000,0.0000,0.0000,0.8035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.7892,0.0000,0.9679,0.7814,0.0000,0.9458,0.0000,0.9433,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9812,0.9011,0.6472,0.0000,0.9800,0.0000,0.0000,0.0000,0.1027,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.9656,0.0000,0.0000,0.0000,0.0000,0.7849,0.8893,0.0229,0.2570,0.0000,0.5918,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
