Wavelength (nm),Sum(calc),Na I (8.5e-3),Na II (1.8e-1),Na III (6.5e-20),Mg I (2.1e-5),Mg II (1.7e-4),Mg III (1.0e-7),Al I (2.6e-2),Al II (1.7e-1),Al III (5.0e-6),Si I (2.0e-1),Si II (3.8e-1),Si III (1.8e-5),K I (3.3e-5),K II (1.0e-3),K III (2.9e-14),Ca I (1.7e-4),Ca II (4.2e-3),Ca III (5.8e-5),Ti I (1.9e-5),Ti II (3.3e-4),Ti III (6.6e-7),Fe I (9.8e-5),Fe II (5.4e-4),Fe III (7.3e-8),Sm I (9.0e-5),Sm II (6.4e-3),Gd I (1.9e-4),Tb II (6.2e-3)
224.066,1.412e-1,,,1.694e-37,1.135e-23,,2.634e-51,7.593e-22,8.760e-4,5.764e-33,4.422e-20,1.705e-24,1.105e-36,,2.145e-29,,4.334e-23,1.904e-20,9.001e-40,,,1.303e-9,1.924e-24,1.403e-1,9.668e-9,,,,
224.076,1.513e-1,,,1.361e-37,1.135e-23,,2.637e-51,7.558e-22,1.328e-3,5.755e-33,4.420e-20,1.702e-24,1.109e-36,,2.147e-29,,4.340e-23,1.912e-20,9.048e-40,,,7.696e-10,1.920e-24,1.500e-1,1.123e-8,,,,
224.085,1.615e-1,,,1.100e-37,1.135e-23,,2.639e-51,7.527e-22,1.901e-3,5.746e-33,4.418e-20,1.700e-24,1.111e-36,,2.149e-29,,4.345e-23,1.919e-20,9.091e-40,,,4.719e-10,1.917e-24,1.596e-1,1.267e-8,,,,
224.095,1.734e-1,,,8.542e-38,1.135e-23,,2.641e-51,7.492e-22,2.785e-3,5.737e-33,4.416e-20,1.697e-24,1.115e-36,,2.151e-29,,4.351e-23,1.927e-20,9.138e-40,,,2.694e-10,1.913e-24,1.706e-1,1.424e-8,,,,
224.105,1.851e-1,,,6.515e-38,1.135e-23,,2.643e-51,7.457e-22,4.009e-3,5.727e-33,4.414e-20,1.695e-24,1.118e-36,,2.154e-29,,4.357e-23,1.935e-20,9.186e-40,,,1.511e-10,1.909e-24,1.811e-1,1.573e-8,,,,
224.115,1.959e-1,,,4.881e-38,1.136e-23,,2.646e-51,7.422e-22,5.668e-3,5.718e-33,4.412e-20,1.692e-24,1.121e-36,,2.156e-29,,4.362e-23,1.943e-20,9.233e-40,,,8.324e-11,1.905e-24,1.902e-1,1.707e-8,,,,
224.125,2.052e-1,,,3.593e-38,1.136e-23,,2.648e-51,7.387e-22,7.873e-3,5.708e-33,4.410e-20,1.690e-24,1.124e-36,,2.158e-29,,4.368e-23,1.950e-20,9.281e-40,,,4.505e-11,1.902e-24,1.973e-1,1.820e-8,,,,
224.135,2.127e-1,,,2.598e-38,1.136e-23,,2.651e-51,7.352e-22,1.074e-2,5.699e-33,4.409e-20,1.687e-24,1.127e-36,,2.161e-29,,4.374e-23,1.958e-20,9.328e-40,,,2.395e-11,1.898e-24,2.020e-1,1.906e-8,,,,
224.145,2.181e-1,,,1.845e-38,1.136e-23,,2.653e-51,7.317e-22,1.440e-2,5.689e-33,4.407e-20,1.685e-24,4.472e-36,,2.163e-29,,4.380e-23,1.966e-20,9.376e-40,,,1.251e-11,1.894e-24,2.037e-1,1.961e-8,,,,
224.155,2.214e-1,,,1.287e-38,1.136e-23,,2.655e-51,7.282e-22,1.897e-2,5.679e-33,4.405e-20,1.682e-24,1.743e-35,,2.166e-29,,4.386e-23,1.974e-20,9.423e-40,,,6.415e-12,1.890e-24,2.024e-1,1.982e-8,,,,
224.165,2.227e-1,,,8.821e-39,1.136e-23,,2.658e-51,7.247e-22,2.454e-2,5.670e-33,4.403e-20,1.679e-24,6.676e-35,,2.168e-29,,4.391e-23,1.982e-20,9.471e-40,,,3.233e-12,1.886e-24,1.982e-1,1.968e-8,,,,
224.175,2.224e-1,,,5.939e-39,1.136e-23,,2.660e-51,7.213e-22,3.120e-2,5.660e-33,4.401e-20,1.677e-24,2.512e-34,,2.170e-29,,4.397e-23,1.990e-20,9.518e-40,,,1.600e-12,1.882e-24,1.912e-1,1.919e-8,,,,
224.185,2.209e-1,,,3.928e-39,1.136e-23,,2.662e-51,7.178e-22,3.895e-2,5.651e-33,4.399e-20,1.674e-24,9.285e-34,,2.173e-29,,4.403e-23,1.997e-20,9.566e-40,,,7.780e-13,1.879e-24,1.820e-1,1.839e-8,,,,
224.195,2.187e-1,,,2.552e-39,1.136e-23,,2.665e-51,7.143e-22,4.778e-2,5.641e-33,4.397e-20,1.672e-24,3.372e-33,,2.175e-29,,4.409e-23,2.005e-20,9.613e-40,,,3.716e-13,1.875e-24,1.709e-1,1.731e-8,,,,
224.205,2.162e-1,,,1.629e-39,1.136e-23,,2.667e-51,7.108e-22,5.758e-2,5.632e-33,4.395e-20,1.669e-24,1.203e-32,,2.177e-29,,4.415e-23,2.013e-20,9.661e-40,,,1.743e-13,1.871e-24,1.586e-1,1.601e-8,,,,
224.215,2.140e-1,,,1.021e-39,1.136e-23,,2.669e-51,7.073e-22,6.816e-2,5.622e-33,4.393e-20,1.667e-24,4.219e-32,,2.180e-29,,4.420e-23,2.021e-20,9.708e-40,,,8.034e-14,1.867e-24,1.458e-1,1.454e-8,,,,
224.225,2.124e-1,,,6.288e-40,1.136e-23,,2.672e-51,7.038e-22,7.928e-2,5.613e-33,4.391e-20,1.664e-24,1.453e-31,,2.182e-29,,4.426e-23,2.029e-20,9.756e-40,,,3.637e-14,1.863e-24,1.331e-1,1.298e-8,,,,
224.235,2.117e-1,,,3.805e-40,1.136e-23,,2.674e-51,7.003e-22,9.057e-2,5.603e-33,4.389e-20,1.662e-24,4.917e-31,,2.184e-29,,4.432e-23,2.037e-20,9.803e-40,,,1.617e-14,1.860e-24,1.211e-1,1.138e-8,,,,
224.245,2.120e-1,,,2.262e-40,1.136e-23,,2.677e-51,6.968e-22,1.017e-1,5.594e-33,4.388e-20,1.659e-24,1.635e-30,,2.187e-29,,4.438e-23,2.044e-20,9.851e-40,,,7.066e-15,1.856e-24,1.103e-1,9.798e-9,,,,
224.255,2.132e-1,,,1.324e-40,1.136e-23,,2.679e-51,6.933e-22,1.121e-1,5.584e-33,4.386e-20,1.657e-24,5.341e-30,,2.189e-29,,4.443e-23,2.052e-20,9.898e-40,,,3.032e-15,1.852e-24,1.011e-1,8.290e-9,,,,
224.265,2.153e-1,,,7.646e-41,1.136e-23,,2.681e-51,6.898e-22,1.214e-1,5.574e-33,4.384e-20,1.654e-24,1.714e-29,,2.192e-29,,4.449e-23,2.060e-20,9.946e-40,,,1.278e-15,1.848e-24,9.386e-2,6.889e-9,,,,
224.275,2.180e-1,,,4.422e-41,1.136e-23,,2.684e-51,6.863e-22,1.292e-1,5.565e-33,4.382e-20,1.652e-24,5.405e-29,,2.194e-29,,4.455e-23,2.068e-20,9.993e-40,,,5.292e-16,1.844e-24,8.874e-2,5.625e-9,,,,
224.285,2.210e-1,,,2.676e-41,1.137e-23,,2.686e-51,6.829e-22,1.351e-1,5.555e-33,4.380e-20,1.649e-24,1.674e-28,,2.196e-29,,4.461e-23,2.076e-20,1.004e-39,,,2.152e-16,1.840e-24,8.591e-2,4.511e-9,,,,
224.294,2.238e-1,,,1.945e-41,1.137e-23,,2.688e-51,6.797e-22,1.385e-1,5.547e-33,4.378e-20,1.647e-24,4.563e-28,,2.198e-29,,4.466e-23,2.083e-20,1.008e-39,,,9.434e-17,1.837e-24,8.536e-2,3.643e-9,,,,
224.304,2.269e-1,,,1.852e-41,1.137e-23,,2.691e-51,6.762e-22,1.400e-1,5.537e-33,4.376e-20,1.644e-24,1.367e-27,,2.201e-29,,4.472e-23,2.091e-20,1.013e-39,,,3.709e-17,1.833e-24,8.699e-2,2.825e-9,,,,
224.314,2.299e-1,,,2.515e-41,1.137e-23,,2.693e-51,6.727e-22,1.390e-1,5.528e-33,4.374e-20,1.642e-24,4.023e-27,,2.203e-29,,4.478e-23,2.098e-20,1.018e-39,,,1.433e-17,1.829e-24,9.096e-2,2.152e-9,,,,
224.324,2.328e-1,,,4.172e-41,1.137e-23,,2.695e-51,6.692e-22,1.355e-1,5.518e-33,4.372e-20,1.639e-24,1.163e-26,,2.206e-29,,4.483e-23,2.106e-20,1.023e-39,,,5.435e-18,1.825e-24,9.722e-2,1.610e-9,,,,
224.334,2.356e-1,,,7.383e-41,1.137e-23,,2.698e-51,6.658e-22,1.299e-1,5.509e-33,4.371e-20,1.637e-24,3.305e-26,,2.208e-29,,4.489e-23,2.114e-20,1.027e-39,,,2.025e-18,1.822e-24,1.058e-1,1.184e-9,,,,
224.344,2.388e-1,,,1.316e-40,1.137e-23,,2.700e-51,6.623e-22,1.223e-1,5.499e-33,4.369e-20,1.634e-24,9.226e-26,,2.210e-29,,4.495e-23,2.122e-20,1.032e-39,,,7.415e-19,1.818e-24,1.166e-1,8.548e-10,,,,
224.354,2.428e-1,,,2.321e-40,1.137e-23,,2.702e-51,6.588e-22,1.131e-1,5.490e-33,4.367e-20,1.632e-24,2.530e-25,,2.213e-29,,4.501e-23,2.130e-20,1.037e-39,,,2.666e-19,1.814e-24,1.297e-1,6.064e-10,,,,
224.364,2.480e-1,,,4.030e-40,1.137e-23,,2.705e-51,6.553e-22,1.027e-1,5.480e-33,4.365e-20,1.629e-24,6.817e-25,,2.215e-29,,4.507e-23,2.138e-20,1.042e-39,,,9.419e-20,1.810e-24,1.453e-1,4.226e-10,,,,
224.374,2.551e-1,,,6.877e-40,1.137e-23,,2.707e-51,6.518e-22,9.170e-2,5.470e-33,4.363e-20,1.627e-24,1.805e-24,,2.217e-29,,4.512e-23,2.145e-20,1.046e-39,,,3.268e-20,1.806e-24,1.634e-1,2.893e-10,,,,
224.384,2.647e-1,,,1.153e-39,1.137e-23,,2.709e-51,6.483e-22,8.040e-2,5.461e-33,4.361e-20,1.624e-24,4.693e-24,,2.220e-29,,4.518e-23,2.153e-20,1.051e-39,,,1.114e-20,1.803e-24,1.843e-1,1.946e-10,,,,
224.394,2.775e-1,,,1.900e-39,1.137e-23,,2.712e-51,6.448e-22,6.926e-2,5.451e-33,4.359e-20,1.622e-24,1.199e-23,,2.222e-29,,4.524e-23,2.161e-20,1.056e-39,,,3.730e-21,1.799e-24,2.083e-1,1.286e-10,,,,
224.404,2.941e-1,,,3.076e-39,1.137e-23,,2.714e-51,6.413e-22,5.861e-2,5.442e-33,4.357e-20,1.619e-24,3.011e-23,,2.224e-29,,4.530e-23,2.169e-20,1.061e-39,,,1.227e-21,1.795e-24,2.355e-1,8.344e-11,,,,
224.414,3.150e-1,,,4.891e-39,1.137e-23,,2.717e-51,6.378e-22,4.872e-2,5.432e-33,4.355e-20,1.616e-24,7.426e-23,,2.227e-29,,4.535e-23,2.177e-20,1.065e-39,,,3.964e-22,1.791e-24,2.663e-1,5.320e-11,,,,
224.424,3.406e-1,,,7.642e-39,1.137e-23,,2.719e-51,6.343e-22,3.979e-2,5.423e-33,4.353e-20,1.614e-24,1.800e-22,,2.229e-29,,4.541e-23,2.184e-20,1.070e-39,,,1.258e-22,1.787e-24,3.008e-1,3.332e-11,,,,
224.434,3.710e-1,,,1.173e-38,1.137e-23,,2.721e-51,6.308e-22,3.192e-2,5.413e-33,4.352e-20,1.611e-24,4.285e-22,,2.232e-29,,4.547e-23,2.192e-20,1.075e-39,,,3.922e-23,1.783e-24,3.390e-1,2.050e-11,,,,
224.444,4.060e-1,,,1.769e-38,1.138e-23,,2.724e-51,6.274e-22,2.516e-2,5.404e-33,4.350e-20,1.609e-24,1.002e-21,,2.234e-29,,4.553e-23,2.200e-20,1.080e-39,,,1.201e-23,1.780e-24,3.808e-1,1.239e-11,,,,
224.454,4.452e-1,,,2.621e-38,1.138e-23,,2.726e-51,6.239e-22,1.948e-2,5.394e-33,4.348e-20,1.606e-24,2.304e-21,,2.236e-29,,4.559e-23,2.208e-20,1.084e-39,,,3.613e-24,1.776e-24,4.257e-1,7.360e-12,,,,
224.464,4.879e-1,,,3.815e-38,1.138e-23,,2.728e-51,6.204e-22,1.482e-2,5.385e-33,4.346e-20,1.604e-24,5.202e-21,,2.239e-29,,4.564e-23,2.216e-20,1.089e-39,,,1.068e-24,1.772e-24,4.731e-1,4.293e-12,,,,
224.474,5.329e-1,,,5.455e-38,1.138e-23,,2.731e-51,6.169e-22,1.107e-2,5.375e-33,4.344e-20,1.601e-24,1.154e-20,,2.241e-29,,4.570e-23,2.224e-20,1.094e-39,,,3.099e-25,1.768e-24,5.218e-1,2.460e-12,,,,
224.484,5.789e-1,,,7.664e-38,1.138e-23,,2.733e-51,6.134e-22,8.129e-3,5.365e-33,4.342e-20,1.599e-24,2.515e-20,,2.243e-29,,4.576e-23,2.231e-20,1.099e-39,,,8.837e-26,1.764e-24,5.707e-1,1.385e-12,,,,
224.494,6.241e-1,,,1.058e-37,1.138e-23,,2.736e-51,6.099e-22,5.862e-3,5.356e-33,4.340e-20,1.596e-24,5.386e-20,,2.246e-29,,4.582e-23,2.239e-20,1.103e-39,,,2.475e-26,1.761e-24,6.183e-1,7.659e-13,,,,
224.503,6.629e-1,,,1.393e-37,1.138e-23,,2.738e-51,6.068e-22,4.302e-3,5.347e-33,4.338e-20,1.594e-24,1.053e-19,,2.248e-29,,4.587e-23,2.246e-20,1.108e-39,,,7.754e-27,1.757e-24,6.586e-1,4.426e-13,,,,
224.513,7.022e-1,,,1.859e-37,1.138e-23,,2.740e-51,6.033e-22,3.000e-3,5.338e-33,4.336e-20,1.591e-24,2.180e-19,,2.250e-29,,4.593e-23,2.254e-20,1.112e-39,,,2.100e-27,1.753e-24,6.992e-1,2.367e-13,,,,
224.523,7.359e-1,,,2.437e-37,1.138e-23,,2.742e-51,5.998e-22,2.055e-3,5.328e-33,4.335e-20,1.589e-24,4.436e-19,,2.253e-29,,4.598e-23,2.262e-20,1.117e-39,,,5.584e-28,1.749e-24,7.339e-1,1.243e-13,,,,
224.533,7.630e-1,,,3.139e-37,1.138e-23,,2.745e-51,5.963e-22,1.383e-3,5.319e-33,4.333e-20,1.586e-24,8.866e-19,,2.255e-29,,4.604e-23,2.270e-20,1.122e-39,,,1.459e-28,1.746e-24,7.616e-1,6.413e-14,,,,
224.543,7.825e-1,,,3.973e-37,1.138e-23,,2.747e-51,5.928e-22,9.140e-4,5.309e-33,4.331e-20,1.584e-24,1.741e-18,,2.257e-29,,4.610e-23,2.278e-20,1.127e-39,,,3.744e-29,1.742e-24,7.816e-1,3.250e-14,,,,
224.553,7.943e-1,,,4.939e-37,1.138e-23,,2.750e-51,5.893e-22,5.935e-4,5.300e-33,4.329e-20,1.581e-24,3.360e-18,,2.260e-29,,4.616e-23,2.285e-20,1.131e-39,,,9.439e-30,1.738e-24,7.937e-1,1.618e-14,,,,
224.563,7.986e-1,,,6.033e-37,1.138e-23,,2.752e-51,5.858e-22,3.787e-4,5.290e-33,4.327e-20,1.579e-24,6.369e-18,,2.262e-29,,4.622e-23,2.293e-20,1.136e-39,,,2.337e-30,1.734e-24,7.982e-1,7.917e-15,,,,
224.573,7.964e-1,,,7.241e-37,1.138e-23,,2.754e-51,5.823e-22,2.373e-4,5.280e-33,4.325e-20,1.576e-24,1.186e-17,,2.264e-29,,4.627e-23,2.301e-20,1.141e-39,,,5.069e-30,1.730e-24,7.961e-1,3.804e-15,,,,
224.583,7.889e-1,,,8.537e-37,1.138e-23,,2.757e-51,5.788e-22,1.461e-4,5.271e-33,4.323e-20,1.574e-24,2.171e-17,,2.267e-29,,4.633e-23,2.309e-20,1.146e-39,,,7.800e-30,1.727e-24,7.888e-1,1.796e-15,,,,
224.593,7.781e-1,,,9.888e-37,1.138e-23,1.738e-27,2.759e-51,5.753e-22,8.838e-5,5.261e-33,4.321e-20,1.571e-24,3.902e-17,,2.269e-29,,4.639e-23,2.317e-20,1.150e-39,,,1.053e-29,1.723e-24,7.780e-1,8.327e-16,,,,
224.603,7.660e-1,,,1.125e-36,1.138e-23,9.779e-27,2.761e-51,5.718e-22,5.252e-5,5.252e-33,4.319e-20,1.569e-24,6.893e-17,,2.271e-29,,4.645e-23,2.325e-20,1.155e-39,,,1.326e-29,1.719e-24,7.659e-1,3.793e-16,,,,
224.613,7.545e-1,,,1.258e-36,1.139e-23,3.859e-26,2.764e-51,5.684e-22,3.066e-5,5.242e-33,4.317e-20,1.566e-24,1.196e-16,,2.274e-29,,4.651e-23,2.332e-20,1.160e-39,,,1.600e-29,1.715e-24,7.544e-1,1.698e-16,,,,
224.623,7.456e-1,,,1.382e-36,1.139e-23,1.496e-25,2.766e-51,5.649e-22,1.758e-5,5.233e-33,4.315e-20,1.564e-24,2.039e-16,,2.276e-29,,4.656e-23,2.340e-20,1.165e-39,,,1.873e-29,1.711e-24,7.456e-1,7.463e-17,,,,
224.633,7.409e-1,,,1.491e-36,1.139e-23,5.699e-25,2.768e-51,5.614e-22,9.905e-6,5.223e-33,4.314e-20,1.561e-24,3.416e-16,,2.279e-29,,4.662e-23,2.348e-20,1.169e-39,,,2.146e-29,1.707e-24,7.409e-1,3.223e-17,,,,
224.643,7.415e-1,,,1.581e-36,1.139e-23,2.133e-24,2.771e-51,5.579e-22,5.482e-6,5.214e-33,4.312e-20,1.559e-24,5.623e-16,,2.281e-29,,4.668e-23,2.356e-20,1.174e-39,,,2.419e-29,1.704e-24,7.415e-1,1.367e-17,,,,
224.653,7.481e-1,,,1.647e-36,1.139e-23,7.845e-24,2.773e-51,5.544e-22,2.981e-6,5.204e-33,4.310e-20,1.556e-24,9.092e-16,,2.283e-29,,4.674e-23,2.364e-20,1.179e-39,,,2.692e-29,1.700e-24,7.481e-1,5.699e-18,,,,
224.663,7.607e-1,,,1.685e-36,1.139e-23,2.835e-23,2.776e-51,5.509e-22,1.592e-6,5.195e-33,4.308e-20,1.553e-24,1.444e-15,,2.286e-29,,4.680e-23,2.372e-20,1.184e-39,,,2.965e-29,1.696e-24,7.607e-1,2.334e-18,,,,
224.673,7.788e-1,,,1.694e-36,1.139e-23,1.007e-22,2.778e-51,5.474e-22,8.354e-7,5.185e-33,4.306e-20,1.551e-24,2.255e-15,,2.288e-29,,4.685e-23,2.379e-20,1.188e-39,,,3.238e-29,1.692e-24,7.788e-1,9.386e-19,,,,
224.683,8.015e-1,,,1.673e-36,1.139e-23,3.512e-22,2.780e-51,5.439e-22,4.307e-7,5.176e-33,4.304e-20,1.548e-24,3.457e-15,,2.290e-29,,4.691e-23,2.387e-20,1.193e-39,,,3.512e-29,1.688e-24,8.015e-1,3.709e-19,,,,
224.693,8.273e-1,,,1.623e-36,1.139e-23,1.204e-21,2.783e-51,5.404e-22,2.181e-7,5.166e-33,4.302e-20,1.546e-24,5.209e-15,,2.293e-29,,4.697e-23,2.395e-20,1.198e-39,,,3.785e-29,1.684e-24,8.273e-1,1.439e-19,,,,
224.703,8.548e-1,,,1.548e-36,1.139e-23,4.055e-21,2.785e-51,5.369e-22,1.085e-7,5.156e-33,4.300e-20,1.543e-24,7.711e-15,,2.295e-29,,4.703e-23,2.403e-20,1.203e-39,,,4.058e-29,1.681e-24,8.548e-1,5.489e-20,,,,
224.712,8.796e-1,,,1.460e-36,1.139e-23,1.192e-20,2.787e-51,5.338e-22,5.701e-8,5.148e-33,4.299e-20,1.541e-24,1.081e-14,,2.297e-29,,4.708e-23,2.410e-20,1.207e-39,,,4.304e-29,1.677e-24,8.796e-1,2.270e-20,,,,
224.722,9.059e-1,,,1.346e-36,1.139e-23,3.881e-20,2.790e-51,5.303e-22,2.742e-8,5.138e-33,4.297e-20,1.539e-24,1.547e-14,,2.300e-29,,4.714e-23,2.418e-20,1.212e-39,,,4.577e-29,1.673e-24,9.059e-1,8.368e-21,,,,
224.732,9.294e-1,,,1.219e-36,1.139e-23,1.242e-19,2.792e-51,5.268e-22,1.296e-8,5.129e-33,4.295e-20,1.536e-24,2.176e-14,,2.302e-29,,4.719e-23,2.426e-20,1.216e-39,,,4.850e-29,1.670e-24,9.294e-1,3.031e-21,,,,
224.742,9.494e-1,,,1.084e-36,1.139e-23,3.907e-19,2.794e-51,5.233e-22,6.014e-9,5.119e-33,4.293e-20,1.534e-24,3.007e-14,,2.304e-29,,4.725e-23,2.433e-20,1.221e-39,,,5.123e-29,1.666e-24,9.494e-1,1.078e-21,,,,
224.752,9.652e-1,,,9.479e-37,1.139e-23,1.207e-18,2.797e-51,5.198e-22,2.743e-9,5.110e-33,4.291e-20,1.531e-24,4.082e-14,,2.307e-29,,4.731e-23,2.441e-20,1.226e-39,,,5.396e-29,1.662e-24,9.652e-1,3.768e-22,,,,
224.762,9.767e-1,,,8.140e-37,1.139e-23,3.666e-18,2.799e-51,5.163e-22,1.229e-9,5.100e-33,4.289e-20,1.528e-24,5.444e-14,,2.309e-29,,4.737e-23,2.449e-20,1.231e-39,,,5.670e-29,1.658e-24,9.767e-1,1.294e-22,,,,
224.772,9.845e-1,,,6.868e-37,1.139e-23,1.094e-17,2.801e-51,5.128e-22,5.408e-10,5.091e-33,4.287e-20,1.526e-24,7.134e-14,,2.311e-29,,4.743e-23,2.457e-20,1.235e-39,,,5.943e-29,1.654e-24,9.845e-1,4.363e-23,,,,
224.782,9.892e-1,,,5.693e-37,1.140e-23,3.206e-17,2.804e-51,5.094e-22,2.338e-10,5.081e-33,4.285e-20,1.523e-24,9.184e-14,,2.314e-29,,4.748e-23,2.465e-20,1.240e-39,,,6.216e-29,1.650e-24,9.892e-1,1.445e-23,,,,
224.792,9.919e-1,,,4.636e-37,1.140e-23,9.234e-17,2.806e-51,5.059e-22,9.931e-11,5.071e-33,4.283e-20,1.521e-24,1.162e-13,,2.316e-29,,4.754e-23,2.472e-20,1.245e-39,,,6.489e-29,1.647e-24,9.919e-1,4.705e-24,,,,
224.802,9.936e-1,,,3.709e-37,1.140e-23,2.613e-16,2.808e-51,5.024e-22,4.144e-11,5.062e-33,4.281e-20,1.518e-24,1.444e-13,,2.319e-29,,4.760e-23,2.480e-20,1.250e-39,,,6.762e-29,1.643e-24,9.936e-1,1.504e-24,,,,
224.812,9.952e-1,,,2.915e-37,1.140e-23,7.267e-16,2.811e-51,4.989e-22,1.699e-11,5.052e-33,4.279e-20,1.516e-24,1.763e-13,,2.321e-29,,4.766e-23,2.488e-20,1.254e-39,,,7.035e-29,1.639e-24,9.952e-1,4.725e-25,,,,
224.822,9.976e-1,,,2.251e-37,1.140e-23,1.986e-15,2.813e-51,4.954e-22,6.840e-12,5.043e-33,4.278e-20,1.513e-24,2.115e-13,,2.323e-29,,4.772e-23,2.496e-20,1.259e-39,,,7.308e-29,1.635e-24,9.976e-1,1.458e-25,,,,
224.832,1.001e+0,,,1.709e-37,1.140e-23,5.331e-15,2.816e-51,4.919e-22,2.706e-12,5.033e-33,4.276e-20,1.511e-24,2.492e-13,,2.326e-29,,4.777e-23,2.504e-20,1.264e-39,,,7.582e-29,1.631e-24,1.001e+0,4.420e-26,,,,
224.842,1.005e+0,,,1.274e-37,1.140e-23,1.406e-14,2.818e-51,4.884e-22,1.052e-12,5.024e-33,4.274e-20,1.508e-24,2.886e-13,,2.328e-29,,4.783e-23,2.512e-20,1.269e-39,,,7.855e-29,1.628e-24,1.005e+0,1.316e-26,,,,
224.852,1.010e+0,,,9.349e-38,1.140e-23,3.644e-14,2.820e-51,4.849e-22,4.015e-13,5.014e-33,4.272e-20,1.506e-24,3.283e-13,,2.330e-29,,4.789e-23,2.519e-20,1.273e-39,,,8.128e-29,1.624e-24,1.010e+0,3.850e-27,,,,
224.862,1.013e+0,,,6.754e-38,1.140e-23,9.281e-14,2.823e-51,4.814e-22,1.506e-13,5.005e-33,4.270e-20,1.503e-24,3.670e-13,,2.333e-29,,4.795e-23,2.527e-20,1.278e-39,,,8.401e-29,1.620e-24,1.013e+0,1.106e-27,,,,
224.872,1.014e+0,,,4.821e-38,1.140e-23,2.323e-13,2.825e-51,4.779e-22,5.550e-14,4.995e-33,4.268e-20,1.501e-24,4.030e-13,,2.335e-29,,4.800e-23,2.535e-20,1.283e-39,,,8.674e-29,1.616e-24,1.014e+0,3.123e-28,,,,
224.882,1.011e+0,,,3.423e-38,1.140e-23,5.710e-13,2.827e-51,4.744e-22,2.009e-14,4.986e-33,4.266e-20,1.498e-24,4.348e-13,,2.337e-29,,4.806e-23,2.543e-20,1.288e-39,,,8.947e-29,1.612e-24,1.011e+0,8.662e-29,,,,
224.892,1.002e+0,,,2.454e-38,1.140e-23,1.380e-12,2.830e-51,4.710e-22,7.144e-15,4.976e-33,4.264e-20,1.496e-24,4.609e-13,,2.340e-29,,4.812e-23,2.551e-20,1.292e-39,,,9.221e-29,1.608e-24,1.002e+0,2.360e-29,,,,
224.902,9.854e-1,,,1.830e-38,1.140e-23,3.275e-12,2.832e-51,4.675e-22,2.496e-15,4.967e-33,4.262e-20,1.493e-24,4.800e-13,,2.342e-29,,4.818e-23,2.559e-20,1.297e-39,,,9.494e-29,1.605e-24,9.854e-1,6.316e-30,,,,
224.912,9.604e-1,,,1.488e-38,1.140e-23,7.638e-12,2.835e-51,4.640e-22,8.565e-16,4.957e-33,4.260e-20,1.491e-24,4.912e-13,,2.345e-29,,4.824e-23,2.566e-20,1.302e-39,,,9.767e-29,1.601e-24,9.604e-1,1.661e-30,,,,
224.921,9.303e-1,,,1.387e-38,1.140e-23,1.612e-11,2.837e-51,4.608e-22,3.222e-16,4.948e-33,4.259e-20,1.488e-24,4.939e-13,,2.347e-29,,4.829e-23,2.573e-20,1.306e-39,,,1.001e-28,1.597e-24,9.303e-1,4.914e-31,,,,
224.931,8.886e-1,,,1.486e-38,1.140e-23,3.637e-11,2.839e-51,4.573e-22,1.069e-16,4.939e-33,4.257e-20,1.486e-24,4.887e-13,,2.349e-29,,4.835e-23,2.581e-20,1.311e-39,,,1.029e-28,1.594e-24,8.886e-1,1.249e-31,,,,
224.941,8.390e-1,,,1.804e-38,1.141e-23,8.061e-11,2.841e-51,4.539e-22,3.485e-17,4.929e-33,4.255e-20,1.483e-24,4.751e-13,,2.351e-29,,4.840e-23,2.589e-20,1.316e-39,,,1.056e-28,1.590e-24,8.390e-1,3.119e-32,,,,
224.951,7.832e-1,,,2.355e-38,1.141e-23,1.755e-10,2.844e-51,4.504e-22,1.116e-17,4.920e-33,4.253e-20,1.481e-24,4.537e-13,,2.354e-29,,4.846e-23,2.597e-20,1.320e-39,,,1.083e-28,1.586e-24,7.832e-1,2.954e-32,,,,
224.961,7.235e-1,,,3.168e-38,1.141e-23,3.756e-10,2.846e-51,4.469e-22,3.511e-18,4.910e-33,4.251e-20,1.478e-24,4.258e-13,,2.356e-29,,4.852e-23,2.605e-20,1.325e-39,,,1.111e-28,1.582e-24,7.235e-1,2.789e-32,,,,
224.971,6.623e-1,,,4.281e-38,1.141e-23,7.898e-10,2.849e-51,4.434e-22,1.085e-18,4.901e-33,4.249e-20,1.476e-24,3.925e-13,,2.359e-29,,4.858e-23,2.613e-20,1.330e-39,,,1.138e-28,1.578e-24,6.623e-1,2.624e-32,,,,
224.981,6.029e-1,,,5.742e-38,1.141e-23,1.632e-9,2.851e-51,4.399e-22,3.294e-19,4.891e-33,4.247e-20,1.473e-24,3.556e-13,,2.361e-29,,4.863e-23,2.620e-20,1.335e-39,,,1.165e-28,1.574e-24,6.029e-1,2.459e-32,,,,
224.991,5.483e-1,,,7.602e-38,1.141e-23,3.312e-9,2.853e-51,4.364e-22,9.824e-20,4.882e-33,4.245e-20,1.471e-24,3.164e-13,,2.363e-29,,4.869e-23,2.628e-20,1.339e-39,,,1.192e-28,1.571e-24,5.483e-1,2.294e-32,,,,
225.001,5.018e-1,,,9.906e-38,1.141e-23,6.606e-9,2.856e-51,4.329e-22,2.879e-20,4.872e-33,4.243e-20,1.468e-24,2.767e-13,,2.366e-29,,4.875e-23,2.636e-20,1.344e-39,,,1.220e-28,1.567e-24,5.018e-1,2.129e-32,,,,
