Wavelength (nm),Sum(calc),Al I (1.2e-1),Al II (2.2e-1),Al III (1.7e-5),Ti I (5.1e-2),Ti II (2.8e-1),Ti III (6.0e-4),Fe I (1.0e-1),Fe II (2.3e-1),Fe III (5.1e-5)
502.56,6.076e+3,,5.873e-15,2.261e-21,5.959e+3,,1.182e-20,1.101e+2,6.867e+0,4.496e-24
502.61,5.706e+3,,5.840e-15,2.274e-21,5.604e+3,,1.165e-20,9.449e+1,7.105e+0,4.485e-24
502.66,5.298e+3,,5.807e-15,2.286e-21,5.211e+3,,1.147e-20,7.968e+1,7.450e+0,4.474e-24
502.71,4.866e+3,,5.774e-15,2.298e-21,4.792e+3,,1.130e-20,6.598e+1,7.909e+0,4.462e-24
502.76,4.429e+3,,5.741e-15,2.310e-21,4.367e+3,,1.113e-20,5.361e+1,8.481e+0,4.451e-24
502.81,4.007e+3,,5.708e-15,2.322e-21,3.955e+3,,1.096e-20,4.275e+1,9.159e+0,4.440e-24
502.86,3.619e+3,,5.675e-15,2.335e-21,3.575e+3,,1.079e-20,3.344e+1,9.925e+0,4.429e-24
502.91,3.284e+3,,5.642e-15,2.347e-21,3.248e+3,,1.061e-20,2.565e+1,1.076e+1,4.418e-24
502.96,3.021e+3,,5.609e-15,2.359e-21,2.990e+3,,1.044e-20,1.930e+1,1.163e+1,4.407e-24
503.00,2.871e+3,,5.583e-15,2.369e-21,2.843e+3,,1.030e-20,1.516e+1,1.234e+1,4.398e-24
503.05,2.768e+3,,5.550e-15,2.381e-21,2.744e+3,,1.013e-20,1.101e+1,1.321e+1,4.387e-24
503.10,2.767e+3,,5.517e-15,2.393e-21,2.745e+3,,9.960e-21,7.839e+0,1.404e+1,4.376e-24
503.15,2.869e+3,,5.484e-15,2.406e-21,2.849e+3,,9.788e-21,5.474e+0,1.480e+1,4.365e-24
503.20,3.072e+3,,5.451e-15,2.418e-21,3.053e+3,,9.616e-21,3.748e+0,1.545e+1,4.354e-24
503.25,3.367e+3,,5.418e-15,2.430e-21,3.349e+3,,9.444e-21,2.516e+0,1.598e+1,4.343e-24
503.30,3.742e+3,,5.385e-15,2.442e-21,3.724e+3,,9.272e-21,1.655e+0,1.635e+1,4.332e-24
503.35,4.179e+3,,5.352e-15,2.454e-21,4.161e+3,,9.100e-21,1.068e+0,1.656e+1,4.320e-24
503.39,4.558e+3,,5.326e-15,2.464e-21,4.541e+3,,8.963e-21,7.416e-1,1.660e+1,4.312e-24
503.44,5.050e+3,,5.293e-15,2.476e-21,5.033e+3,,8.791e-21,4.617e-1,1.648e+1,4.300e-24
503.49,5.536e+3,,5.260e-15,2.489e-21,5.520e+3,,8.619e-21,2.818e-1,1.616e+1,4.289e-24
503.54,5.991e+3,,5.227e-15,2.501e-21,5.975e+3,,8.447e-21,1.687e-1,1.566e+1,4.278e-24
503.59,6.389e+3,,5.194e-15,2.513e-21,6.374e+3,,8.275e-21,9.895e-2,1.499e+1,4.267e-24
503.64,6.707e+3,,5.161e-15,2.525e-21,6.692e+3,,8.103e-21,5.691e-2,1.417e+1,4.256e-24
503.69,6.926e+3,,5.128e-15,2.538e-21,6.913e+3,,7.931e-21,3.209e-2,1.322e+1,4.245e-24
503.74,7.034e+3,,5.095e-15,2.550e-21,7.022e+3,,7.759e-21,1.774e-2,1.217e+1,4.234e-24
503.78,7.036e+3,,5.069e-15,2.560e-21,7.024e+3,,7.621e-21,1.089e-2,1.130e+1,4.225e-24
503.83,6.930e+3,,5.036e-15,2.572e-21,6.920e+3,,7.450e-21,5.807e-3,1.020e+1,4.214e-24
503.88,6.710e+3,,5.003e-15,2.584e-21,6.701e+3,,7.278e-21,3.037e-3,9.111e+0,4.203e-24
503.93,6.387e+3,,4.970e-15,2.596e-21,6.379e+3,,7.106e-21,1.557e-3,8.083e+0,4.192e-24
503.98,5.976e+3,,4.937e-15,2.608e-21,5.969e+3,,6.934e-21,7.826e-4,7.143e+0,4.181e-24
504.03,5.497e+3,,4.904e-15,2.621e-21,5.490e+3,,6.762e-21,3.856e-4,6.316e+0,4.170e-24
504.08,4.970e+3,,4.871e-15,2.633e-21,4.964e+3,,6.590e-21,1.863e-4,5.618e+0,4.159e-24
504.13,4.417e+3,,4.838e-15,2.645e-21,4.412e+3,,6.418e-21,8.824e-5,5.056e+0,4.147e-24
504.18,3.859e+3,,4.806e-15,2.657e-21,3.855e+3,,6.246e-21,4.097e-5,4.626e+0,4.136e-24
504.22,3.422e+3,,4.779e-15,2.667e-21,3.417e+3,,6.108e-21,2.187e-5,4.371e+0,4.127e-24
504.27,2.899e+3,,4.746e-15,2.679e-21,2.895e+3,,5.936e-21,9.797e-6,4.150e+0,4.116e-24
504.32,2.415e+3,,4.713e-15,2.692e-21,2.410e+3,,5.764e-21,4.303e-6,4.017e+0,4.105e-24
504.37,1.977e+3,,4.680e-15,2.704e-21,1.973e+3,,5.592e-21,1.853e-6,3.950e+0,4.094e-24
504.42,1.591e+3,,4.647e-15,2.716e-21,1.587e+3,,5.421e-21,7.824e-7,3.923e+0,4.083e-24
504.47,1.259e+3,,4.614e-15,2.728e-21,1.255e+3,,5.249e-21,3.238e-7,3.914e+0,4.072e-24
504.52,9.795e+2,,4.582e-15,2.740e-21,9.756e+2,,5.077e-21,1.314e-7,3.901e+0,4.061e-24
504.57,7.492e+2,,4.549e-15,2.753e-21,7.453e+2,,4.905e-21,5.227e-8,3.868e+0,4.050e-24
504.61,5.972e+2,,4.522e-15,2.762e-21,5.934e+2,,4.767e-21,2.465e-8,3.817e+0,4.041e-24
504.66,4.431e+2,,4.489e-15,2.775e-21,4.393e+2,,4.595e-21,9.476e-9,3.718e+0,4.030e-24
504.71,3.233e+2,,4.456e-15,2.787e-21,3.197e+2,,4.423e-21,3.602e-9,3.575e+0,4.019e-24
504.76,2.320e+2,,4.423e-15,2.799e-21,2.286e+2,,4.251e-21,1.433e-9,3.389e+0,1.304e-23
504.81,1.639e+2,,4.390e-15,2.811e-21,1.608e+2,,4.079e-21,8.133e-10,3.166e+0,4.151e-23
504.86,1.141e+2,,4.357e-15,2.824e-21,1.112e+2,,3.907e-21,1.109e-9,2.911e+0,1.399e-22
504.91,7.851e+1,,4.325e-15,2.836e-21,7.588e+1,,3.735e-21,2.625e-9,2.636e+0,4.300e-22
504.96,5.367e+1,,4.292e-15,2.848e-21,5.132e+1,,3.564e-21,6.889e-9,2.351e+0,1.296e-21
505.01,3.693e+1,,4.259e-15,2.860e-21,3.486e+1,,3.392e-21,1.803e-8,2.067e+0,3.831e-21
505.05,2.799e+1,,4.232e-15,2.870e-21,2.615e+1,,3.254e-21,3.847e-8,1.847e+0,8.993e-21
505.10,2.116e+1,,4.199e-15,2.882e-21,1.957e+1,,3.082e-21,9.750e-8,1.591e+0,2.568e-20
505.15,1.825e+1,,4.166e-15,2.894e-21,1.688e+1,,2.910e-21,2.424e-7,1.363e+0,7.195e-20
505.20,1.873e+1,,4.133e-15,2.907e-21,1.756e+1,,2.738e-21,5.909e-7,1.170e+0,1.977e-19
505.25,2.250e+1,,4.100e-15,2.919e-21,2.148e+1,,2.566e-21,1.413e-6,1.020e+0,5.331e-19
505.30,2.983e+1,,4.068e-15,2.931e-21,2.892e+1,,2.394e-21,3.313e-6,9.179e-1,1.410e-18
505.35,4.133e+1,,4.035e-15,2.943e-21,4.046e+1,,2.222e-21,7.620e-6,8.670e-1,3.657e-18
505.40,5.791e+1,,4.002e-15,2.956e-21,5.704e+1,,7.108e-21,1.719e-5,8.711e-1,9.309e-18
505.44,7.562e+1,,3.975e-15,2.965e-21,7.470e+1,,1.777e-20,3.250e-5,9.157e-1,1.938e-17
505.49,1.045e+2,,3.942e-15,2.978e-21,1.035e+2,,5.489e-20,7.079e-5,1.024e+0,4.766e-17
505.54,1.423e+2,,3.909e-15,2.990e-21,1.411e+2,,1.663e-19,1.512e-4,1.192e+0,1.150e-16
505.59,1.908e+2,,3.876e-15,3.002e-21,1.894e+2,,4.943e-19,3.169e-4,1.417e+0,2.720e-16
505.64,2.515e+2,,3.843e-15,3.014e-21,2.498e+2,,1.441e-18,6.512e-4,1.697e+0,6.316e-16
505.69,3.261e+2,,3.811e-15,3.026e-21,3.240e+2,,4.119e-18,1.313e-3,2.027e+0,1.438e-15
505.74,4.155e+2,,3.778e-15,3.039e-21,4.131e+2,,1.155e-17,2.595e-3,2.397e+0,3.214e-15
505.79,5.205e+2,,3.745e-15,3.051e-21,5.177e+2,,3.177e-17,5.030e-3,2.799e+0,7.045e-15
505.83,6.157e+2,,3.718e-15,3.061e-21,6.125e+2,,7.039e-17,8.424e-3,3.133e+0,1.302e-14
505.88,7.478e+2,,3.685e-15,3.073e-21,7.442e+2,,1.870e-16,1.577e-2,3.555e+0,2.757e-14
505.93,8.928e+2,,3.652e-15,3.085e-21,8.888e+2,,4.872e-16,2.896e-2,3.969e+0,5.729e-14
505.98,1.048e+3,,3.619e-15,3.097e-21,1.043e+3,,1.245e-15,5.215e-2,4.358e+0,1.168e-13
506.03,1.209e+3,,3.587e-15,3.110e-21,1.204e+3,,3.121e-15,9.212e-2,4.708e+0,2.336e-13
506.08,1.370e+3,,3.554e-15,3.122e-21,1.365e+3,,7.674e-15,1.596e-1,5.010e+0,4.584e-13
506.13,1.527e+3,,3.521e-15,3.134e-21,1.522e+3,,1.850e-14,2.711e-1,5.256e+0,8.826e-13
506.18,1.673e+3,,3.488e-15,3.146e-21,1.667e+3,,4.377e-14,4.518e-1,5.443e+0,1.667e-12
506.23,1.801e+3,,3.455e-15,3.158e-21,1.795e+3,,1.015e-13,7.383e-1,5.575e+0,3.090e-12
506.27,1.887e+3,,3.428e-15,3.168e-21,1.880e+3,,1.963e-13,1.079e+0,5.645e+0,4.993e-12
506.32,1.970e+3,,3.395e-15,3.180e-21,1.963e+3,,4.399e-13,1.702e+0,5.699e+0,8.943e-12
506.37,2.022e+3,,3.362e-15,3.193e-21,2.014e+3,,9.667e-13,2.635e+0,5.728e+0,1.572e-11
506.42,2.041e+3,,3.330e-15,3.205e-21,2.031e+3,,2.084e-12,3.999e+0,5.747e+0,2.710e-11
506.47,2.026e+3,,3.297e-15,3.217e-21,2.015e+3,,4.406e-12,5.955e+0,5.772e+0,4.584e-11
506.52,1.980e+3,,3.264e-15,3.229e-21,1.965e+3,,9.136e-12,8.695e+0,5.816e+0,7.610e-11
506.57,1.905e+3,,3.231e-15,3.242e-21,1.886e+3,,1.858e-11,1.245e+1,5.889e+0,1.239e-10
506.62,1.806e+3,,3.198e-15,3.254e-21,1.782e+3,,3.707e-11,1.749e+1,5.997e+0,1.981e-10
506.66,1.714e+3,,3.171e-15,3.264e-21,1.685e+3,,6.353e-11,2.264e+1,6.108e+0,2.844e-10
506.71,1.588e+3,,3.138e-15,3.276e-21,1.551e+3,,1.224e-10,3.070e+1,6.275e+0,4.392e-10
506.76,1.455e+3,,3.105e-15,3.288e-21,1.408e+3,,2.313e-10,4.084e+1,6.466e+0,6.657e-10
506.81,1.323e+3,,3.073e-15,3.300e-21,1.263e+3,,4.288e-10,5.329e+1,6.671e+0,9.901e-10
506.86,1.196e+3,,3.040e-15,3.312e-21,1.121e+3,,7.796e-10,6.819e+1,6.875e+0,1.445e-9
506.91,1.079e+3,,3.007e-15,3.325e-21,9.860e+2,,1.390e-9,8.558e+1,7.065e+0,2.069e-9
506.96,9.736e+2,,2.974e-15,3.337e-21,8.610e+2,,2.432e-9,1.053e+2,7.227e+0,2.908e-9
507.01,8.824e+2,,2.941e-15,3.349e-21,7.479e+2,,4.172e-9,1.272e+2,7.350e+0,4.009e-9
507.05,8.197e+2,,2.914e-15,3.359e-21,6.665e+2,,6.336e-9,1.458e+2,7.415e+0,5.114e-9
507.10,7.534e+2,,2.881e-15,3.371e-21,5.759e+2,,1.050e-8,1.700e+2,7.449e+0,6.816e-9
507.15,6.989e+2,,2.848e-15,3.383e-21,4.971e+2,,1.706e-8,1.943e+2,7.429e+0,8.915e-9
507.20,6.542e+2,,2.816e-15,3.395e-21,4.289e+2,,2.719e-8,2.179e+2,7.354e+0,1.144e-8
507.25,6.167e+2,,2.783e-15,3.408e-21,3.698e+2,,4.251e-8,2.397e+2,7.229e+0,1.441e-8
507.30,5.841e+2,,2.750e-15,3.420e-21,3.185e+2,,6.519e-8,2.585e+2,7.056e+0,1.781e-8
507.35,5.540e+2,,2.717e-15,3.432e-21,2.737e+2,,9.806e-8,2.735e+2,6.844e+0,2.160e-8
507.40,5.247e+2,,2.684e-15,3.444e-21,2.343e+2,,1.447e-7,2.838e+2,6.599e+0,2.571e-8
507.45,4.946e+2,,2.651e-15,3.457e-21,1.995e+2,,2.093e-7,2.888e+2,6.326e+0,3.003e-8
507.49,4.695e+2,,2.624e-15,3.466e-21,1.747e+2,,2.774e-7,2.888e+2,6.094e+0,3.354e-8
507.54,4.367e+2,,2.592e-15,3.479e-21,1.471e+2,,3.877e-7,2.838e+2,5.791e+0,3.787e-8
507.59,4.022e+2,,2.559e-15,3.491e-21,1.232e+2,,5.315e-7,2.735e+2,5.480e+0,4.195e-8
507.64,3.667e+2,,2.526e-15,3.503e-21,1.030e+2,,7.145e-7,2.586e+2,5.166e+0,4.561e-8
507.69,3.311e+2,,2.493e-15,3.515e-21,8.649e+1,,9.423e-7,2.398e+2,4.855e+0,4.866e-8
507.74,2.965e+2,,2.460e-15,3.527e-21,7.389e+1,,1.219e-6,2.181e+2,4.553e+0,5.095e-8
507.79,2.642e+2,,2.427e-15,3.540e-21,6.534e+1,,1.546e-6,1.946e+2,4.264e+0,5.235e-8
507.84,2.354e+2,,2.394e-15,3.552e-21,6.100e+1,,1.924e-6,1.704e+2,3.993e+0,5.278e-8
507.88,2.157e+2,,2.367e-15,3.562e-21,6.069e+1,,2.260e-6,1.512e+2,3.792e+0,5.241e-8
507.93,1.962e+2,,2.335e-15,3.574e-21,6.441e+1,,2.716e-6,1.282e+2,3.561e+0,5.108e-8
507.98,1.832e+2,,2.302e-15,3.586e-21,7.284e+1,,3.201e-6,1.070e+2,3.356e+0,4.885e-8
508.03,1.773e+2,,2.269e-15,3.598e-21,8.609e+1,,3.701e-6,8.804e+1,3.177e+0,4.585e-8
508.08,1.791e+2,,2.236e-15,3.611e-21,1.042e+2,,4.197e-6,7.184e+1,3.025e+0,4.223e-8
508.13,1.885e+2,,2.203e-15,3.623e-21,1.270e+2,,4.669e-6,5.860e+1,2.899e+0,3.817e-8
508.18,2.055e+2,,2.170e-15,3.635e-21,1.543e+2,,5.093e-6,4.844e+1,2.799e+0,3.385e-8
508.23,2.296e+2,,2.137e-15,3.647e-21,1.855e+2,,5.450e-6,4.135e+1,2.724e+0,2.946e-8
508.28,2.597e+2,,2.104e-15,3.659e-21,2.198e+2,,5.720e-6,3.727e+1,2.676e+0,2.516e-8
508.32,2.876e+2,,2.078e-15,3.669e-21,2.488e+2,,5.864e-6,3.611e+1,2.656e+0,2.187e-8
508.37,3.257e+2,,2.045e-15,3.681e-21,2.859e+2,,5.943e-6,3.717e+1,2.657e+0,1.805e-8
508.42,3.661e+2,,2.012e-15,3.694e-21,3.225e+2,,5.909e-6,4.090e+1,2.687e+0,1.462e-8
508.47,4.070e+2,,1.979e-15,3.706e-21,3.571e+2,,5.762e-6,4.709e+1,2.749e+0,1.162e-8
508.52,4.463e+2,,1.946e-15,3.718e-21,3.879e+2,,5.512e-6,5.556e+1,2.844e+0,9.065e-9
508.57,4.824e+2,,1.913e-15,3.730e-21,4.134e+2,,5.171e-6,6.602e+1,2.974e+0,6.937e-9
508.62,5.134e+2,,1.880e-15,3.743e-21,4.321e+2,,4.758e-6,7.813e+1,3.138e+0,5.209e-9
508.67,5.379e+2,,1.847e-15,3.755e-21,4.431e+2,,4.294e-6,9.147e+1,3.336e+0,3.838e-9
508.71,5.520e+2,,1.821e-15,3.765e-21,4.458e+2,,3.901e-6,1.027e+2,3.519e+0,2.966e-9
508.76,5.622e+2,,1.788e-15,3.777e-21,4.415e+2,,3.401e-6,1.169e+2,3.776e+0,2.112e-9
508.81,5.638e+2,,1.755e-15,3.789e-21,4.289e+2,,2.907e-6,1.308e+2,4.063e+0,1.476e-9
508.86,5.567e+2,,1.722e-15,3.801e-21,4.087e+2,,2.438e-6,1.436e+2,4.379e+0,1.012e-9
508.91,5.414e+2,,1.689e-15,3.813e-21,3.820e+2,,2.005e-6,1.548e+2,4.723e+0,6.808e-10
508.96,5.189e+2,,1.656e-15,3.826e-21,3.502e+2,,1.618e-6,1.636e+2,5.095e+0,4.497e-10
509.01,4.901e+2,,1.623e-15,3.838e-21,3.149e+2,,1.280e-6,1.697e+2,5.498e+0,2.919e-10
509.06,4.563e+2,,1.590e-15,3.850e-21,2.777e+2,,9.936e-7,1.727e+2,5.935e+0,1.866e-10
509.10,4.266e+2,,1.564e-15,3.860e-21,2.477e+2,,8.000e-7,1.727e+2,6.313e+0,1.297e-10
509.15,3.875e+2,,1.531e-15,3.872e-21,2.110e+2,,5.997e-7,1.697e+2,6.826e+0,8.281e-11
509.20,3.472e+2,,1.498e-15,3.884e-21,1.763e+2,,4.409e-7,1.636e+2,7.392e+0,5.524e-11
509.25,3.072e+2,,1.465e-15,3.897e-21,1.445e+2,,3.179e-7,1.547e+2,8.019e+0,4.147e-11
509.30,2.683e+2,,1.432e-15,3.909e-21,1.161e+2,,2.249e-7,1.435e+2,8.714e+0,3.834e-11
509.35,2.316e+2,,1.399e-15,3.921e-21,9.157e+1,,1.560e-7,1.305e+2,9.484e+0,4.451e-11
509.40,1.976e+2,,1.366e-15,3.933e-21,7.082e+1,,1.062e-7,1.165e+2,1.033e+1,6.023e-11
509.45,1.669e+2,,1.333e-15,3.945e-21,5.372e+1,,7.085e-8,1.020e+2,1.126e+1,8.708e-11
509.50,1.398e+2,,1.300e-15,3.958e-21,3.997e+1,,4.638e-8,8.754e+1,1.225e+1,1.280e-10
509.54,1.206e+2,,1.274e-15,3.967e-21,3.112e+1,,3.259e-8,7.642e+1,1.309e+1,1.735e-10
509.59,9.992e+1,,1.241e-15,3.980e-21,2.237e+1,,2.060e-8,6.338e+1,1.418e+1,2.507e-10
509.64,8.261e+1,,1.208e-15,3.992e-21,1.577e+1,,1.278e-8,5.156e+1,1.528e+1,3.562e-10
509.69,6.841e+1,,1.175e-15,4.004e-21,1.091e+1,,7.772e-9,4.114e+1,1.636e+1,4.972e-10
509.74,5.701e+1,,1.142e-15,4.016e-21,7.416e+0,,4.636e-9,3.220e+1,1.739e+1,6.813e-10
509.79,4.800e+1,,1.109e-15,4.029e-21,4.962e+0,,2.713e-9,2.472e+1,1.832e+1,9.166e-10
509.84,4.100e+1,,1.076e-15,4.041e-21,3.289e+0,,1.557e-9,1.862e+1,1.910e+1,1.211e-9
509.89,3.564e+1,,1.043e-15,4.053e-21,2.196e+0,,8.765e-10,1.375e+1,1.969e+1,1.570e-9
509.93,3.229e+1,,1.017e-15,4.063e-21,1.638e+0,,5.459e-10,1.064e+1,2.001e+1,1.908e-9
509.98,2.902e+1,,9.837e-16,4.075e-21,1.251e+0,,2.968e-10,7.594e+0,2.017e+1,2.396e-9
510.03,2.654e+1,,9.507e-16,4.087e-21,1.157e+0,,1.583e-10,5.314e+0,2.007e+1,2.956e-9
510.08,2.468e+1,,9.178e-16,4.099e-21,1.339e+0,,8.278e-11,3.648e+0,1.970e+1,3.586e-9
510.13,2.334e+1,,8.849e-16,4.112e-21,1.826e+0,,4.247e-11,2.456e+0,1.905e+1,4.279e-9
510.18,2.248e+1,,8.519e-16,4.124e-21,2.688e+0,,2.137e-11,1.622e+0,1.817e+1,5.024e-9
510.23,2.217e+1,,8.190e-16,4.136e-21,4.046e+0,,1.055e-11,1.051e+0,1.707e+1,5.808e-9
510.28,2.254e+1,,7.860e-16,4.148e-21,6.069e+0,,5.105e-12,6.679e-1,1.581e+1,6.617e-9
510.33,2.383e+1,,7.531e-16,4.161e-21,8.986e+0,,2.424e-12,4.163e-1,1.442e+1,7.436e-9
510.37,2.570e+1,,7.267e-16,4.170e-21,1.215e+1,,1.317e-12,2.813e-1,1.327e+1,8.088e-9
510.42,2.941e+1,,6.938e-16,4.183e-21,1.743e+1,,6.041e-13,1.694e-1,1.181e+1,8.888e-9
510.47,3.501e+1,,6.608e-16,4.195e-21,2.454e+1,,2.717e-13,1.000e-1,1.036e+1,9.663e-9
510.52,4.294e+1,,6.279e-16,4.207e-21,3.390e+1,,1.199e-13,5.793e-2,8.981e+0,1.040e-8
510.57,5.367e+1,,5.949e-16,4.219e-21,4.595e+1,,5.187e-14,3.292e-2,7.690e+0,1.111e-8
510.62,6.763e+1,,5.620e-16,4.231e-21,6.110e+1,,2.202e-14,1.835e-2,6.512e+0,1.177e-8
510.67,8.517e+1,,5.290e-16,4.244e-21,7.970e+1,,9.165e-15,1.003e-2,5.462e+0,1.239e-8
510.72,1.065e+2,,4.961e-16,4.256e-21,1.020e+2,,3.742e-15,5.378e-3,4.544e+0,1.297e-8
510.76,1.265e+2,,4.697e-16,4.266e-21,1.225e+2,,1.802e-15,3.222e-3,3.905e+0,1.340e-8
510.81,1.548e+2,,4.368e-16,4.278e-21,1.515e+2,,7.108e-16,1.669e-3,3.221e+0,1.389e-8
510.86,1.865e+2,,4.038e-16,4.290e-21,1.838e+2,,2.749e-16,8.478e-4,2.658e+0,1.433e-8
510.91,2.210e+2,,3.709e-16,4.302e-21,2.187e+2,,1.043e-16,4.225e-4,2.205e+0,1.470e-8
510.96,2.572e+2,,3.379e-16,4.315e-21,2.554e+2,,3.881e-17,2.065e-4,1.852e+0,1.499e-8
511.01,2.941e+2,,3.050e-16,4.327e-21,2.925e+2,,1.416e-17,9.902e-5,1.589e+0,1.520e-8
511.06,3.301e+2,,2.720e-16,4.339e-21,3.287e+2,,5.070e-18,4.657e-5,1.405e+0,1.531e-8
511.11,3.637e+2,,2.391e-16,4.351e-21,3.624e+2,,1.780e-18,2.148e-5,1.292e+0,1.531e-8
511.15,3.877e+2,,2.127e-16,4.361e-21,3.865e+2,,7.600e-19,1.141e-5,1.246e+0,1.523e-8
511.20,4.129e+2,,1.798e-16,4.373e-21,4.116e+2,,2.577e-19,5.089e-6,1.236e+0,1.503e-8
511.25,4.314e+2,,1.468e-16,4.385e-21,4.301e+2,,8.572e-20,2.234e-6,1.270e+0,1.472e-8
511.30,4.423e+2,,1.139e-16,4.398e-21,4.410e+2,,2.797e-20,9.828e-7,1.340e+0,1.432e-8
511.35,4.449e+2,,8.094e-17,4.410e-21,4.435e+2,,8.948e-21,4.763e-7,1.435e+0,1.382e-8
511.40,4.391e+2,,3.643e-16,4.422e-21,4.376e+2,,2.808e-21,3.516e-7,1.545e+0,1.325e-8
511.45,4.253e+2,,1.145e-15,4.434e-21,4.236e+2,,6.109e-21,5.169e-7,1.660e+0,1.262e-8
511.50,4.041e+2,,3.753e-15,4.447e-21,4.023e+2,,9.409e-21,1.094e-6,1.770e+0,1.195e-8
511.55,3.767e+2,,1.138e-14,4.459e-21,3.748e+2,,1.271e-20,2.494e-6,1.865e+0,1.125e-8
511.59,3.513e+2,,2.729e-14,4.469e-21,3.493e+2,,1.535e-20,4.823e-6,1.926e+0,1.068e-8
511.64,3.164e+2,,8.004e-14,4.481e-21,3.145e+2,,1.865e-20,1.085e-5,1.976e+0,9.967e-9
511.69,2.797e+2,,2.304e-13,4.493e-21,2.777e+2,,5.930e-20,2.397e-5,1.994e+0,9.277e-9
511.74,2.426e+2,,6.509e-13,4.505e-21,2.406e+2,,1.850e-19,5.201e-5,1.977e+0,8.622e-9
511.79,2.064e+2,,1.805e-12,4.517e-21,2.045e+2,,5.666e-19,1.108e-4,1.925e+0,8.019e-9
511.84,1.724e+2,,4.913e-12,4.530e-21,1.705e+2,,1.703e-18,2.317e-4,1.840e+0,7.484e-9
511.89,1.412e+2,,1.312e-11,4.542e-21,1.395e+2,,5.020e-18,4.758e-4,1.726e+0,7.035e-9
511.94,1.136e+2,,3.440e-11,4.554e-21,1.120e+2,,1.453e-17,9.594e-4,1.589e+0,6.683e-9
511.98,9.409e+1,,7.339e-11,4.564e-21,9.263e+1,,3.353e-17,1.659e-3,1.468e+0,6.480e-9
512.03,7.313e+1,,1.861e-10,4.576e-21,7.183e+1,,9.377e-17,3.237e-3,1.306e+0,6.330e-9
512.08,5.579e+1,,4.629e-10,4.588e-21,5.464e+1,,2.574e-16,6.203e-3,1.140e+0,6.293e-9
512.13,4.177e+1,,1.131e-9,4.601e-21,4.078e+1,,6.932e-16,1.167e-2,9.767e-1,6.365e-9
512.18,3.070e+1,,2.710e-9,4.613e-21,2.986e+1,,1.832e-15,2.157e-2,8.209e-1,6.532e-9
512.23,2.217e+1,,6.376e-9,4.625e-21,2.145e+1,,4.751e-15,3.914e-2,6.769e-1,6.773e-9
512.28,1.573e+1,,1.472e-8,4.637e-21,1.512e+1,,1.209e-14,6.976e-2,5.476e-1,7.062e-9
512.33,1.101e+1,,3.337e-8,4.649e-21,1.045e+1,,3.020e-14,1.221e-1,4.346e-1,7.369e-9
512.37,8.218e+0,,6.336e-8,4.659e-21,7.673e+0,,6.196e-14,1.887e-1,3.563e-1,7.606e-9
512.42,5.719e+0,,1.389e-7,4.671e-21,5.125e+0,,1.496e-13,3.200e-1,2.732e-1,7.866e-9
512.47,4.097e+0,,2.988e-7,4.684e-21,3.359e+0,,3.543e-13,5.329e-1,2.056e-1,8.060e-9
512.52,3.183e+0,,6.309e-7,4.696e-21,2.160e+0,,8.237e-13,8.719e-1,1.518e-1,8.166e-9
512.57,2.874e+0,,1.308e-6,4.708e-21,1.362e+0,,1.879e-12,1.401e+0,1.099e-1,8.173e-9
512.62,3.135e+0,,2.660e-6,4.720e-21,8.434e-1,,4.206e-12,2.213e+0,7.810e-2,8.077e-9
512.67,4.001e+0,,5.312e-6,4.733e-21,5.128e-1,,9.239e-12,3.434e+0,5.447e-2,7.885e-9
512.72,5.580e+0,,1.041e-5,4.745e-21,3.070e-1,,1.992e-11,5.236e+0,3.732e-2,7.615e-9
512.77,8.052e+0,,2.003e-5,4.757e-21,1.826e-1,,4.213e-11,7.844e+0,2.516e-2,7.291e-9
512.81,1.084e+1,,3.336e-5,4.767e-21,1.220e-1,,7.568e-11,1.070e+1,1.821e-2,7.014e-9
512.86,1.563e+1,,6.208e-5,4.779e-21,7.923e-2,,1.547e-10,1.554e+1,1.217e-2,6.674e-9
512.91,2.224e+1,,1.134e-4,4.791e-21,6.338e-2,,3.105e-10,2.216e+1,8.408e-3,6.373e-9
512.96,3.115e+1,,2.033e-4,4.803e-21,7.036e-2,,6.113e-10,3.107e+1,6.419e-3,6.144e-9
513.01,4.292e+1,,3.577e-4,4.816e-21,1.025e-1,,1.181e-9,4.281e+1,5.960e-3,6.012e-9
513.06,5.814e+1,,6.179e-4,4.828e-21,1.689e-1,,2.239e-9,5.796e+1,7.030e-3,5.996e-9
513.11,7.742e+1,,1.048e-3,4.840e-21,2.875e-1,,4.167e-9,7.712e+1,9.899e-3,6.105e-9
513.16,1.014e+2,,1.744e-3,4.852e-21,4.880e-1,,7.607e-9,1.009e+2,1.515e-2,6.336e-9
513.20,1.242e+2,,2.586e-3,4.862e-21,7.379e-1,,1.215e-8,1.235e+2,2.171e-2,6.600e-9
513.25,1.577e+2,,4.163e-3,4.874e-21,1.218e+0,,2.144e-8,1.565e+2,3.401e-2,7.012e-9
513.30,1.969e+2,,6.579e-3,4.887e-21,1.976e+0,,3.713e-8,1.949e+2,5.269e-2,7.485e-9
513.35,2.418e+2,,1.021e-2,4.899e-21,3.144e+0,,6.309e-8,2.386e+2,8.036e-2,7.983e-9
513.40,2.921e+2,,1.554e-2,4.911e-21,4.911e+0,,1.052e-7,2.871e+2,1.205e-1,8.467e-9
