spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95,0.9834,0.9362,0.0000,0.9219,0.9825,0.8290,0.0000,0.8325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95,0.9864,0.9369,0.0000,0.9204,0.9852,0.8203,0.0000,0.8101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95,0.9787,0.4709,0.0000,0.8844,0.9080,0.9013,0.0000,0.8172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95,0.9818,0.9292,0.0000,0.9188,0.9769,0.8353,0.0000,0.8273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95,0.9463,0.0000,0.0000,0.0000,0.8580,0.0000,0.0000,0.0133,0.2251,0.0000,0.4126,0.0000,0.0000,0.0000,0.0000
070099_95,0.9112,0.0000,0.0000,0.0000,0.0000,0.7495,0.0000,0.0000,0.0000,0.0000,0.0000,0.9170,0.0000,0.0000,0.0000
070101_95,0.8878,0.9542,0.0000,0.0000,0.0000,0.7271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95,0.9635,0.9117,0.0000,0.0000,0.9291,0.9036,0.0000,0.8232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95,0.0000,0.8097,0.7326,0.4475,0.0000,0.6113,0.0000,0.0256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95,0.9786,0.0000,0.5513,0.9424,0.9665,0.7765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95,0.0000,0.0000,0.0000,0.0000,0.7837,0.7830,0.0000,0.0000,0.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95,0.9724,0.9312,0.7065,0.9810,0.9691,0.8340,0.0000,0.7121,0.0000,0.0000,0.5559,0.0000,0.0000,0.0000,0.0000
07107_95,0.9483,0.0000,0.6024,0.0000,0.8949,0.7442,0.0000,0.5772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95,0.9220,0.0000,0.5885,0.0000,0.9204,0.7694,0.0000,0.0000,0.0000,0.0000,0.6028,0.0000,0.0000,0.0000,0.0000
07121_95,0.9762,0.9331,0.7306,0.9396,0.9601,0.7689,0.0000,0.0000,0.0000,0.0000,0.5114,0.0000,0.0000,0.0000,0.0000
07122_95,0.0000,0.0000,0.6051,0.0000,0.7361,0.7953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95,0.9723,0.8746,0.6634,0.0000,0.9813,0.7772,0.0000,0.5774,0.0000,0.0000,0.6442,0.0000,0.0000,0.0000,0.0000
07141_95,0.0000,0.0000,0.6215,0.0000,0.7598,0.8668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95,0.9113,0.0000,0.5892,0.6401,0.8640,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95,0.8895,0.6465,0.0000,0.0000,0.7901,0.7051,0.0000,0.4891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95,0.0000,0.8329,0.0000,0.0000,0.7744,0.6679,0.0000,0.0821,0.1266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95,0.0000,0.0000,0.0000,0.0000,0.0000,0.8539,0.0000,0.0001,0.6719,0.0000,0.0000,0.0000,0.1349,0.0000,0.0000
