spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.9871,0.0000,0.0000,0.9663,0.0000,0.0000,0.8459,0.0000,0.0000,0.0000,0.6544,0.0000,0.0000,0.0000,0.0000,9238.1502
03124_95_random,0.0000,0.9893,0.9658,0.0000,0.0000,0.7487,0.0000,0.8813,0.0000,0.0000,0.0000,0.0000,0.0000,0.6856,0.0000,10061.2784
03130_95_random,0.0000,0.0000,0.9525,0.0000,0.0000,0.8199,0.0000,0.0000,0.5259,0.0000,0.0000,0.0000,0.0000,0.0000,0.9555,10563.0599
03134_95_random,0.9865,0.0000,0.0000,0.0000,0.0000,0.9041,0.0000,0.8776,0.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8225.6100
070036_95_random,0.9802,0.0000,0.0000,0.1223,0.0000,0.7455,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10172.5655
070099_95_random,0.9804,0.9740,0.8737,0.0000,0.0000,0.0000,0.0000,0.0265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9416.0147
070101_95_random,0.0000,0.0000,0.9417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10124.8174
070159_95_random,0.0000,0.0000,0.9882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11251.0589
070171_95_random,0.0000,0.0000,0.7168,0.0000,0.9300,0.6754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13931.5402
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7981,0.9183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13278.4445
07105_95_random,0.0000,0.9869,0.0000,0.0000,0.8202,0.7281,0.0000,0.0000,0.8808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9352.7831
07106_95_random,0.9685,0.7751,0.0000,0.8966,0.9459,0.7543,0.0000,0.8488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12855.2805
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7548,0.3529,0.9247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13308.0960
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8643,0.6283,0.0000,0.9312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9099.2027
07121_95_random,0.0000,0.9814,0.0000,0.0000,0.9455,0.8616,0.8423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9138.4873
07122_95_random,0.0000,0.9760,0.0000,0.6022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12437.4168
07125_95_random,0.9750,0.6482,0.0000,0.9479,0.0000,0.0724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12181.6769
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.4388,0.0000,0.0000,0.9710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11908.2495
07145_95_random,0.0000,0.8721,0.0000,0.0000,0.0000,0.0000,0.0000,0.7855,0.4999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9240.5745
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.8407,0.7822,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12184.3064
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.9191,0.4719,0.6152,0.0000,0.6909,0.0000,0.7253,0.0000,0.0000,0.0000,0.6423,13039.9225
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9445,0.9126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13275.9738
