spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9909,0.0000,0.0000,0.9816,0.0000,0.0000,0.0000,0.0000,0.0000,0.9540,0.0000,0.0000,0.0000,0.3337,0.0000
03124_95_random,0.9927,0.9859,0.9859,0.0000,0.0000,0.7541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9926,0.0000,0.0000,0.0000,0.0000,0.9038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.0000,0.0000,0.9931,0.0000,0.9923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0127,0.0000,0.9968,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9110,0.0000,0.8606,0.0000,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9883,0.9169,0.0000,0.0000,0.9417,0.8284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.9661,0.9701,0.7476,0.3983,0.0000,0.0000,0.0000,0.7605,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.9560,0.8852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9295,0.9103,0.0000,0.0000,0.0000,0.9415,0.8755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9748,0.0000,0.0000,0.0000,0.0000,0.8744,0.0000,0.0000,0.9741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.9388,0.0000,0.1117,0.0000,0.0000,0.0000,0.9593,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.9681,0.9779,0.5757,0.0000,0.9365,0.7799,0.0000,0.0000,0.0000,0.0000,0.0289,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9854,0.9833,0.0000,0.0000,0.0000,0.8187,0.8305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9824,0.0000,0.0000,0.0000,0.9536,0.0000,0.9315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1912,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8663,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.9784,0.2227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7005,0.0000,0.0000,0.2246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
