spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9556,0.0000,0.9949,0.9769,0.0000,0.6228,0.0000,0.0000,0.0000,0.0000,0.3826,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.9852,0.0000,0.0000,0.0000,0.8892,0.0000,0.8986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.9808,0.0000,0.9521,0.7717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9908,0.0000,0.0000,0.0000,0.0000,0.7928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.0000,0.0000,0.9695,0.0000,0.0000,0.0054,0.6633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.2272,0.0000,0.0000,0.0000,0.0000,0.0479,0.3761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8611
070101_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2782
070159_95_random,0.9907,0.0000,0.0000,0.0000,0.0000,0.8517,0.0000,0.7488,0.8126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.8504,0.0000,0.0000,0.0000,0.0000,0.8721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9798,0.6169,0.9049,0.9728,0.9703,0.2225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.9310,0.0000,0.8083,0.0000,0.7696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9791,0.0000,0.0000,0.0000,0.0000,0.0000,0.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.9855,0.0000,0.8836,0.0000,0.0000,0.6619,0.0000,0.8549,0.0314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.9850,0.0000,0.0000,0.0000,0.9561,0.0000,0.6175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.0000,0.0000,0.9578,0.0000,0.0000,0.8071,0.5690,0.9443,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9557,0.0000,0.5365,0.0000,0.0000,0.8118,0.0000,0.8201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9743,0.9050,0.5213,0.9536,0.9993,0.7993,0.0000,0.9295,0.0163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9787,0.9044,0.0000,0.0000,0.0000,0.7105,0.0000,0.7695,0.0000,0.0000,0.2305,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.8646,0.0000,0.9350,0.9552,0.7755,0.9015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.9323,0.9778,0.8210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.9740,0.0000,0.0000,0.0000,0.0000,0.6817,0.0000,0.0000,0.0000,0.0000,0.0345,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2688,0.0000,0.0000
