Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.8,0.0,,0.6460566358841704
03124_95_random,0.6666666666666666,0.3333333333333333,Tb,0.3981461540683495
03130_95_random,0.4444444444444444,0.0,,0.2992231216410208
03134_95_random,1.0,0.3333333333333333,Yb,0.8610507122890708
070036_95_random,1.0,0.5,La,4.999999050000014
070099_95_random,0.45454545454545453,0.0,,0.2384543715738923
070101_95_random,0.5,0.0,,0.9250977762849398
070159_95_random,0.5454545454545454,0.0,,0.1110165080443627
070171_95_random,1.0,0.0,,1.468571312535124
07103_95_random,0.5714285714285714,0.0,,0.453393207102902
07105_95_random,1.0,0.0,,1.6948061757605746
07106_95_random,0.4444444444444444,0.0,,0.153870191799844
07107_95_random,0.3,0.25,La,0.612564671185241
07111_95_random,1.0,0.0,,2.035642082684966
07121_95_random,0.2857142857142857,0.0,,0.3643106352707577
07122_95_random,0.2222222222222222,0.0,,0.2181709403360042
07125_95_random,1.0,0.5,Tb,5.000000000000014
07141_95_random,0.2222222222222222,0.0,,0.5813868962325505
07145_95_random,0.6666666666666666,0.2,Yb,0.2111240118428374
07405_95_random,0.5,0.0,,1.262863317345823
07407_95_random,0.4,0.3333333333333333,Yb,0.4598094341567736
07840_95_random,0.42857142857142855,0.0,,0.1216722695299134
