Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.75,0.25,Yb,0.1500971431494643
03124_95_random,0.5,0.0,,4.966483249325202
03130_95_random,0.45454545454545453,0.0,,0.1758519581316387
03134_95_random,0.5,0.0,,0.3105571904068645
070036_95_random,0.75,0.25,Tb,0.464918632945491
070099_95_random,0.5555555555555556,0.0,,0.4779525366392101
070101_95_random,0.2727272727272727,0.0,,0.1038124039806154
070159_95_random,0.4,0.0,,0.223702669733048
070171_95_random,0.4444444444444444,0.2,Er,0.3772121078589435
07103_95_random,1.0,0.0,,4.999999999999986
07105_95_random,0.375,0.0,,0.6685417269189378
07106_95_random,0.4,0.0,,0.4693328556460737
07107_95_random,0.5555555555555556,0.0,,0.1137354885561671
07111_95_random,0.6666666666666666,0.3333333333333333,Yb,2.1488939062449983
07121_95_random,0.45454545454545453,0.0,,0.3058801855857564
07122_95_random,0.6,0.25,Tb,0.8156063872711885
07125_95_random,0.4444444444444444,0.0,,0.1876357740366102
07141_95_random,0.8,0.0,,0.6939374117640864
07145_95_random,0.36363636363636365,0.0,,0.4905215149424392
07405_95_random,0.6666666666666666,0.0,,0.0539667214295831
07407_95_random,0.3333333333333333,0.3333333333333333,Tb,1.2898124415780765
07840_95_random,0.2,0.0,,0.0751501037939708
