spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.9772,0.9937,0.0000,0.4058,0.9383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.9052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9787,0.5747,0.9672,0.0000,0.7736,0.9070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.0000,0.9696,0.0000,0.0000,0.9905,0.8382,0.0000,0.0000,0.9776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9825,0.0000,0.0000,0.0000,0.0000,0.7971,0.0000,0.9017,0.9317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9859,0.9618,0.8387,0.0022,0.0000,0.0000,0.8433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9850,0.0000,0.6734,0.0000,0.0000,0.0000,0.0000,0.0935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9696,0.8941,0.0000,0.0000,0.9106,0.0000,0.0000,0.8681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.8810,0.0000,0.9095,0.9968,0.0000,0.6264,0.0000,0.0102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.9480,0.8448,0.0000,0.0000,0.8334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9826,0.0000,0.0000,0.9513,0.9290,0.0000,0.0000,0.0000,0.9160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.9876,0.0000,0.0000,0.8976,0.9225,0.5660,0.0000,0.7789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.1737,0.9262,0.0000,0.0000,0.8802,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9843,0.9633,0.0000,0.0000,0.9411,0.8012,0.0000,0.7643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9685,0.0000,0.0000,0.0000,0.9579,0.0000,0.0000,0.9179,0.9870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9509,0.9623,0.0000,0.0000,0.9803,0.0000,0.0000,0.2335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.9074,0.0000,0.0000,0.7464,0.9208,0.0000,0.0534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.9239,0.8027,0.0000,0.8913,0.8435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9812,0.0000,0.0000,0.0000,0.9759,0.6484,0.4534,0.1501,0.0000,0.0000,0.0098,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.9817,0.0000,0.0000,0.0000,0.9249,0.0000,0.0000,0.0000,0.7906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.7869,0.0000,0.8802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
