spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8997,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.0000,0.9779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9777,0.8391,0.9849,0.0000,0.0000,0.8031,0.0000,0.0000,0.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.8402,0.9372,0.0000,0.0000,0.0000,0.9524,0.0000,0.0000,0.8932,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9373,0.0000,0.0000,0.0000,0.0000,0.0000,0.9413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9823,0.0000,0.9189,0.8899,0.9507,0.8404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.8149,0.0000,0.0000,0.0000,0.7968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.9330,0.6863,0.0000,0.8919,0.8328,0.7896,0.8465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.9122,0.9419,0.9436,0.7607,0.0000,0.0000,0.2690,0.8549,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.8700,0.0000,0.0000,0.0000,0.9880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.9342,0.7614,0.0000,0.6512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.0000,0.7432,0.0000,0.1755,0.0000,0.0000,0.8198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.9959,0.0000,0.0000,0.8693,0.0000,0.0000,0.7969,0.7141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9733,0.0000,0.0000,0.9536,0.0000,0.0875,0.0000,0.8928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9158,0.7011,0.9689,0.6002,0.0000,0.8437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.8991,0.9901,0.9294,0.0000,0.0000,0.7822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9756,0.0000,0.0000,0.8722,0.9272,0.8172,0.0000,0.1261,0.5763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.9866,0.0000,0.7873,0.0000,0.0000,0.7801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.4998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
