Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,1.0,0.0,,5.0
03124_95_random,1.0,0.0,,4.999999999999986
03130_95_random,0.5,0.0,,0.0644592784101458
03134_95_random,1.0,0.0,,4.999999999999986
070036_95_random,0.5,0.0,,0.8655559670050342
070099_95_random,0.4444444444444444,0.0,,0.1285597434626751
070101_95_random,0.18181818181818182,0.0,,0.2479572032095789
070159_95_random,0.8333333333333334,0.0,,0.2727530768220734
070171_95_random,0.18181818181818182,0.0,,0.923988318494448
07103_95_random,0.5454545454545454,0.0,,0.1514881951898581
07105_95_random,0.8571428571428571,0.0,,0.3692502115918193
07106_95_random,0.6666666666666666,0.0,,0.2172716161349993
07107_95_random,0.2727272727272727,0.0,,0.488570334037145
07111_95_random,0.0,0.001,,
07121_95_random,0.3333333333333333,0.3333333333333333,Yb,0.5055157632137487
07122_95_random,0.6666666666666666,0.0,,0.3392678780219169
07125_95_random,0.375,0.25,Yb,0.0824054800101797
07141_95_random,0.45454545454545453,0.0,,0.1577449189594781
07145_95_random,0.4444444444444444,0.0,,0.1413057203811027
07405_95_random,0.5454545454545454,0.0,,0.1806103528561114
07407_95_random,0.5,0.0,,0.5827988623938819
07840_95_random,0.0,1.0,Yb,
