spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.0000,0.8662,0.0000,0.0000,0.0000,0.0000,0.0000,0.9823,0.8575,0.9858,0.0000,0.0000,0.0000,0.0000,0.0000,12738.1765
03124_95_random,0.9842,0.6888,0.0000,0.0000,0.0000,0.0000,0.0000,0.8484,0.0000,0.0000,0.7099,0.0000,0.0000,0.0000,0.0000,9994.4648
03130_95_random,0.9724,0.8893,0.0000,0.0000,0.0000,0.8356,0.0000,0.9731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9812.3115
03134_95_random,0.0000,0.0000,0.0000,0.0000,0.9930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7673.9108
070036_95_random,0.0000,0.9742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10150.0004
070099_95_random,0.8598,0.0000,0.0000,0.0000,0.0000,0.4271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7442.3586
070101_95_random,0.0000,0.0000,0.9353,0.0000,0.0000,0.3246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8460.4442
070159_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10581.5736
070171_95_random,0.9752,0.0000,0.0000,0.0000,0.9008,0.0000,0.0000,0.0000,0.0000,0.0000,0.7986,0.0000,0.0000,0.0000,0.0000,11800.6826
07103_95_random,0.9831,0.0000,0.0000,0.9039,0.0000,0.0000,0.0000,0.9205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13541.6724
07105_95_random,0.0000,0.0000,0.0000,0.0352,0.8828,0.7953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9567.7088
07106_95_random,0.9712,0.1878,0.9015,0.7593,0.9747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13814.4237
07107_95_random,0.0000,0.9756,0.4595,0.0000,0.9190,0.7585,0.0000,0.8252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13770.5850
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.9737,0.0000,0.0000,0.0000,0.0000,0.8486,0.0000,0.0000,0.0000,0.0000,0.0000,11714.4292
07121_95_random,0.0000,0.0000,0.0000,0.9575,0.9921,0.2748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9420.5752
07122_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10451.6469
07125_95_random,0.9721,0.7016,0.8082,0.0000,0.9961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12526.6788
07141_95_random,0.0000,0.0000,0.0000,0.9130,0.0000,0.6844,0.0000,0.9363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9850.2589
07145_95_random,0.0000,0.0000,0.9680,0.0000,0.0000,0.7811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9458.2592
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8167.9293
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.6872,0.3144,0.0000,0.0000,0.8276,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,7920.2307
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.4773,0.0000,0.9358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13819.7344
