Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.6666666666666666,0.0,,2.310725859872377
03124_95_random,0.5555555555555556,0.0,,0.1324764070685006
03130_95_random,0.5,0.0,,0.3192250907639832
03134_95_random,0.6666666666666666,0.0,,0.431716659749941
070036_95_random,0.5,0.0,,0.7216695836720967
070099_95_random,1.0,0.0,,0.1013136462500464
070101_95_random,0.25,0.5,Ce,3.7232508506513056
070159_95_random,0.45454545454545453,0.0,,0.1744135524516135
070171_95_random,0.7777777777777778,0.0,,0.1250814146931019
07103_95_random,0.6,0.0,,0.1594516109764454
07105_95_random,0.375,0.0,,0.3560485577849743
07106_95_random,0.5,0.0,,0.4391682279639218
07107_95_random,1.0,0.0,,4.999999999999999
07111_95_random,0.42857142857142855,0.0,,0.2193983509303952
07121_95_random,1.0,0.0,,1.0316282156567105
07122_95_random,0.2857142857142857,0.0,,0.5842925728710798
07125_95_random,1.0,0.0,,1.902916295031708
07141_95_random,0.8571428571428571,0.0,,0.054574472354684
07145_95_random,0.5714285714285714,0.0,,0.1783060795945405
07405_95_random,0.6666666666666666,0.0,,2.0874060514444053
07407_95_random,0.5,0.3333333333333333,Yb,0.4867514077759601
07840_95_random,0.5,0.0,,0.2885374286503838
