Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,1.0,0.0,,0.6474540264644336
03124_95_random,0.6363636363636364,0.0,,0.144049128853761
03130_95_random,0.5,0.0,,1.3284721473899253
03134_95_random,1.0,0.0,,2.0834676438329067
070036_95_random,0.5714285714285714,0.2,Tm,0.1001625700911518
070099_95_random,0.5,0.0,,0.2462035434634338
070101_95_random,0.8333333333333334,0.0,,0.2754599537149959
070159_95_random,0.6,0.0,,0.0350855681916488
070171_95_random,0.6,0.5,Tb;Ce;Nd,0.393670458871898
07103_95_random,0.6363636363636364,0.0,,0.2031286095028651
07105_95_random,0.5,0.5,Nd,1.4911904872709656
07106_95_random,0.7142857142857143,0.16666666666666666,Pr,0.6378832692008399
07107_95_random,0.6666666666666666,0.0,,1.3303634809218958
07111_95_random,0.5454545454545454,0.0,,0.2251068661737955
07121_95_random,0.5555555555555556,0.0,,0.1558399061960871
07122_95_random,0.6666666666666666,0.0,,0.1766436190142944
07125_95_random,0.5714285714285714,0.0,,0.1953953648171703
07141_95_random,1.0,0.0,,1.956543258458526
07145_95_random,0.6,0.0,,0.2453216260306436
07405_95_random,1.0,0.5,Nd,5.000000950000015
07407_95_random,0.6666666666666666,0.3333333333333333,Eu;Ce,0.4829137890588686
07840_95_random,1.0,0.75,Y;Tm;Nd,5.000000000000014
