spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.9613,0.0000,0.2956,0.9956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9849,0.8853,0.7643,0.0000,0.0000,0.7918,0.0000,0.9184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.9880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8029,0.0000,0.9840,0.8691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9800,0.0000,0.0000,0.2321,0.0000,0.7745,0.8962,0.0000,0.1839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.0000,0.9254,0.0000,0.0000,0.3011,0.0000,0.4250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9631,0.9446,0.9299,0.0000,0.0000,0.0000,0.8743,0.0639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.0000,0.0000,0.0000,0.0000,0.9799,0.0000,0.0000,0.0000,0.0000,0.9613,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.9731,0.0000,0.0000,0.0000,0.0000,0.6456,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.9375,0.9358,0.0000,0.0000,0.0000,0.0000,0.8851,0.0289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8685,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9816,0.0000,0.0000,0.9090,0.0000,0.0000,0.0000,0.8788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9562,0.9205,0.9576,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.8815,0.9659,0.0000,0.0000,0.9292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9043,0.0000,0.8692,0.0000,0.9879,0.8539,0.4122,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.0000,0.9083,0.0000,0.9155,0.8235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.7538,0.0000,0.9755,0.6729,0.0000,0.3103,0.8891,0.0000,0.4768,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9609,0.0000,0.0000,0.9029,0.0000,0.7275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.9425,0.8665,0.9024,0.0000,0.9689,0.7720,0.0000,0.0000,0.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.9152,0.9673,0.7948,0.9839,0.5644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.9836,0.0000,0.0000,0.0000,0.0000,0.7137,0.9507,0.0027,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7099,0.0000,0.0000,0.8757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
