spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.0000,0.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.9577,0.9788,0.0000,0.0000,0.0000,0.0000,0.0000,0.5354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9729,0.0000,0.9042,0.7808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9883,0.0000,0.0000,0.0000,0.9832,0.0000,0.9544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9835,0.0000,0.0000,0.0000,0.9582,0.7537,0.8362,0.8466,0.0000,0.0000,0.4886,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.9389,0.0000,0.0000,0.7649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9802,0.9711,0.9540,0.0001,0.0000,0.0000,0.9679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9775,0.9913,0.0000,0.0000,0.0000,0.8030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.4656,0.0000,0.2675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9842,0.8892,0.9279,0.0000,0.0000,0.7396,0.0000,0.0000,0.0235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9471,0.0000,0.0000,0.0041,0.9602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.8614,0.9426,0.9427,0.8753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.8178,0.0000,0.7245,0.0000,0.9400,0.7564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.9536,0.0000,0.0000,0.9619,0.0000,0.0000,0.4669,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.0000,0.0000,0.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.8134,0.9362,0.0000,0.9630,0.4860,0.0000,0.8293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8530,0.0000,0.0000,0.0000,0.0000,0.6962,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.7944,0.9575,0.0000,0.9470,0.7444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9827,0.8792,0.0000,0.9415,0.0000,0.1889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.8670,0.0000,0.2114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.9369,0.6374,0.0000,0.0000,0.5973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
