Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,1.0,0.0,,4.999999999999999
03124_95_random,0.6666666666666666,0.3333333333333333,Tb,0.3709067104129207
03130_95_random,0.3,0.0,,0.2894517401277004
03134_95_random,1.0,0.0,,0.7293405020149336
070036_95_random,0.5454545454545454,0.0,,0.2580585366332323
070099_95_random,0.4,0.0,,1.426650578742685
070101_95_random,0.5,0.0,,0.3865437982160249
070159_95_random,1.0,0.0,,0.1411952974576707
070171_95_random,0.3333333333333333,0.5,Yb,3.1178361757733457
07103_95_random,0.625,0.0,,0.3500697090950186
07105_95_random,0.6,0.0,,0.3772046305191917
07106_95_random,0.5714285714285714,0.0,,0.4177874848646012
07107_95_random,0.36363636363636365,0.0,,0.0591893081706782
07111_95_random,1.0,0.0,,0.6447367634653081
07121_95_random,0.5,0.0,,0.3522138695181905
07122_95_random,0.16666666666666666,0.0,,2.1229225869591635
07125_95_random,0.625,0.0,,0.1319918399386361
07141_95_random,1.0,0.0,,2.123512673454445
07145_95_random,0.4444444444444444,0.0,,0.2360066106872067
07405_95_random,0.75,0.25,Yb,0.2315341519702791
07407_95_random,1.0,0.5,Yb,5.000001899999987
07840_95_random,0.375,0.0,,0.1826617360835761
