Wavelength (nm),Sum(calc),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (7.3e-2),Ni II (2.3e-1),Ni III (7.6e-6)
200.46,2.403e+0,,5.578e-1,7.148e-4,1.844e+0,,
200.49,9.180e+0,,2.131e+0,6.993e-4,7.048e+0,,
200.51,2.032e+1,,4.717e+0,6.947e-4,1.560e+1,,
200.54,5.763e+1,,1.338e+1,6.675e-4,4.425e+1,,
200.56,1.046e+2,,2.428e+1,6.297e-4,8.029e+1,,
200.59,2.202e+2,,5.113e+1,5.529e-4,1.691e+2,,
200.61,3.276e+2,,7.606e+1,5.005e-4,2.516e+2,,
200.64,5.122e+2,,1.189e+2,4.443e-4,3.933e+2,,
200.66,6.247e+2,,1.450e+2,4.365e-4,4.797e+2,,
200.69,7.251e+2,,1.683e+2,4.906e-4,5.567e+2,,
200.71,7.251e+2,,1.683e+2,5.751e-4,5.567e+2,,
200.74,6.248e+2,,1.451e+2,7.559e-4,4.797e+2,,
200.76,5.123e+2,,1.190e+2,8.841e-4,3.933e+2,,
200.79,3.281e+2,,7.659e+1,1.025e-3,2.516e+2,,
200.81,2.218e+2,,5.265e+1,1.052e-3,1.691e+2,,
200.83,1.408e+2,,3.585e+1,1.015e-3,1.050e+2,,
200.86,7.323e+1,,2.898e+1,8.547e-4,4.425e+1,,
200.88,6.375e+1,,4.123e+1,7.033e-4,2.252e+1,,
200.91,1.064e+2,,9.939e+1,4.653e-4,7.048e+0,,
200.93,1.799e+2,,1.770e+2,3.265e-4,2.941e+0,,
200.96,3.707e+2,,3.700e+2,1.730e-4,6.832e-1,,
200.98,5.497e+2,,5.495e+2,1.096e-4,2.338e-1,,
201.01,8.576e+2,,8.575e+2,6.394e-5,4.049e-2,,
201.03,1.045e+3,,1.045e+3,5.879e-5,1.217e-2,,
201.06,1.212e+3,,1.212e+3,7.677e-5,9.324e-3,,
201.08,1.212e+3,,1.212e+3,9.986e-5,3.165e-2,,
201.11,1.045e+3,,1.045e+3,1.414e-4,2.142e-1,,
201.13,8.582e+2,,8.575e+2,1.683e-4,6.991e-1,,
201.16,5.530e+2,,5.494e+2,1.995e-4,3.557e+0,,
201.18,3.794e+2,,3.698e+2,2.117e-4,9.532e+0,,
201.21,2.122e+2,,1.761e+2,2.160e-4,3.608e+1,,
201.23,1.767e+2,,9.729e+1,2.102e-4,7.939e+1,,
201.26,2.581e+2,,3.461e+1,1.896e-4,2.235e+2,,
201.28,4.201e+2,,1.617e+1,1.691e-4,4.039e+2,,
201.31,8.527e+2,,6.680e+0,1.322e-4,8.460e+2,,
201.33,1.263e+3,,7.904e+0,1.077e-4,1.255e+3,,
201.36,1.978e+3,,2.172e+1,7.888e-5,1.956e+3,,
201.38,2.426e+3,,4.361e+1,6.865e-5,2.382e+3,,
201.41,2.871e+3,,1.088e+2,6.820e-5,2.762e+3,,
201.43,2.943e+3,,1.815e+2,7.556e-5,2.762e+3,,
201.46,2.720e+3,,3.374e+2,9.038e-5,2.382e+3,,
201.48,2.418e+3,,4.624e+2,9.783e-5,1.956e+3,,
201.51,1.895e+3,,6.400e+2,9.960e-5,1.255e+3,,
201.53,1.566e+3,,7.202e+2,9.412e-5,8.460e+2,,
201.56,1.146e+3,,7.419e+2,8.015e-5,4.039e+2,,
201.58,9.093e+2,,6.858e+2,7.088e-5,2.235e+2,,
201.6,7.006e+2,,5.862e+2,6.433e-5,1.143e+2,,
201.63,4.377e+2,,4.016e+2,6.140e-5,3.608e+1,,
201.65,3.020e+2,,2.868e+2,6.316e-5,1.515e+1,,
201.68,1.701e+2,,1.665e+2,6.745e-5,3.557e+0,,
201.7,1.350e+2,,1.337e+2,6.915e-5,1.226e+0,,
201.73,1.685e+2,,1.683e+2,6.827e-5,2.142e-1,,
201.75,2.528e+2,,2.528e+2,6.588e-5,6.063e-2,,
201.78,4.730e+2,,4.730e+2,6.171e-5,7.877e-3,,
201.8,6.695e+2,,6.695e+2,5.945e-5,1.831e-3,,
201.83,9.809e+2,,9.809e+2,5.655e-5,1.770e-4,,
201.85,1.150e+3,,1.150e+3,5.387e-5,3.377e-5,,
201.88,1.267e+3,,1.267e+3,4.692e-5,2.428e-6,,
201.9,1.238e+3,,1.238e+3,4.012e-5,3.805e-7,,
201.93,1.070e+3,,1.070e+3,2.813e-5,2.035e-8,,
201.95,9.321e+2,,9.321e+2,2.034e-5,2.620e-9,,
201.98,7.808e+2,,7.808e+2,1.094e-5,1.438e-10,,
202,7.484e+2,,7.484e+2,6.689e-6,3.489e-10,,
202.03,7.880e+2,,7.880e+2,3.177e-6,7.290e-9,,
202.05,8.343e+2,,8.343e+2,2.371e-6,5.125e-8,,
202.08,8.557e+2,,8.557e+2,2.856e-6,8.252e-7,,
202.1,8.099e+2,,8.099e+2,4.089e-6,4.773e-6,,
202.13,6.533e+2,,6.533e+2,7.129e-6,5.737e-5,,
202.15,5.152e+2,,5.152e+2,9.949e-6,2.731e-4,,
202.18,3.122e+2,,3.122e+2,1.561e-5,2.450e-3,,
202.2,2.028e+2,,2.028e+2,2.063e-5,9.594e-3,,
202.23,9.179e+1,,9.172e+1,3.044e-5,6.424e-2,,
202.25,4.921e+1,,4.900e+1,3.830e-5,2.071e-1,,
202.28,1.755e+1,,1.652e+1,5.026e-5,1.035e+0,,
202.3,1.000e+1,,7.254e+0,5.650e-5,2.746e+0,,
202.33,1.208e+1,,1.823e+0,6.026e-5,1.026e+1,,
202.35,2.309e+1,,6.581e-1,5.849e-5,2.243e+1,,
202.38,6.288e+1,,1.233e-1,5.208e-5,6.276e+1,,
202.4,1.134e+2,,3.659e-2,4.880e-5,1.134e+2,,
202.42,1.900e+2,,1.004e-2,4.983e-5,1.900e+2,,
202.45,3.605e+2,,1.246e-3,6.518e-5,3.605e+2,,
202.47,5.073e+2,,2.812e-4,8.653e-5,5.073e+2,,
202.5,7.556e+2,,2.601e-5,1.326e-4,7.556e+2,,
202.52,9.236e+2,,4.825e-6,1.673e-4,9.236e+2,,
202.55,1.159e+3,,3.327e-7,2.111e-4,1.159e+3,,
202.57,1.299e+3,,5.073e-8,2.266e-4,1.299e+3,,
202.6,1.474e+3,,2.608e-9,2.212e-4,1.474e+3,,
202.62,1.550e+3,,3.269e-10,1.993e-4,1.550e+3,,
202.65,1.558e+3,,1.492e-11,1.491e-4,1.558e+3,,
202.67,1.471e+3,,2.397e-11,1.124e-4,1.471e+3,,
202.7,1.208e+3,,5.703e-10,6.427e-5,1.208e+3,,
202.72,9.752e+2,,4.443e-9,4.053e-5,9.752e+2,,
202.75,6.187e+2,,8.355e-8,1.818e-5,6.187e+2,,
202.77,4.165e+2,,5.363e-7,1.054e-5,4.165e+2,,
202.8,1.996e+2,,7.543e-6,6.610e-6,1.996e+2,,
202.82,1.110e+2,,3.989e-5,7.492e-6,1.110e+2,,
202.85,3.987e+1,,4.196e-4,1.239e-5,3.987e+1,,
202.87,1.828e+1,,1.828e-3,1.723e-5,1.828e+1,,
202.9,4.921e+0,,1.438e-2,2.511e-5,4.906e+0,,
202.92,1.904e+0,,5.164e-2,2.949e-5,1.852e+0,,
202.95,6.752e-1,,3.038e-1,3.276e-5,3.713e-1,,
202.97,1.014e+0,,8.987e-1,3.222e-5,1.154e-1,,
203,3.972e+0,,3.954e+0,2.795e-5,1.727e-2,,
203.02,9.642e+0,,9.638e+0,2.378e-5,4.417e-3,,
203.05,3.172e+1,,3.171e+1,1.735e-5,4.937e-4,,
203.07,6.369e+1,,6.369e+1,1.363e-5,1.039e-4,,
203.1,1.567e+2,,1.567e+2,9.213e-6,8.672e-6,,
203.12,2.593e+2,,2.593e+2,6.951e-6,1.502e-6,,
203.15,4.773e+2,,4.773e+2,4.341e-6,9.360e-8,,
203.17,6.507e+2,,6.507e+2,3.069e-6,1.335e-8,,
203.2,8.957e+2,,8.957e+2,1.968e-6,6.208e-10,,
203.22,1.006e+3,,1.006e+3,1.979e-6,7.285e-11,,
203.24,1.046e+3,,1.046e+3,2.941e-6,7.907e-12,,
203.27,9.586e+2,,9.586e+2,7.503e-6,2.444e-13,,
203.29,8.210e+2,,8.210e+2,1.404e-5,2.406e-13,,
203.32,5.628e+2,,5.628e+2,3.227e-5,2.350e-13,,
203.34,3.972e+2,,3.972e+2,5.181e-5,2.312e-13,,
203.37,2.041e+2,,2.041e+2,9.324e-5,2.256e-13,,
203.39,1.197e+2,,1.197e+2,1.275e-4,2.219e-13,,
203.42,5.056e+1,,5.056e+1,1.828e-4,2.162e-13,,
203.44,3.339e+1,,3.339e+1,2.173e-4,2.125e-13,,
203.47,4.022e+1,,4.022e+1,2.588e-4,2.069e-13,,
203.49,6.547e+1,,6.547e+1,2.777e-4,2.031e-13,,
203.52,1.381e+2,,1.381e+2,2.945e-4,1.975e-13,,
203.54,2.105e+2,,2.105e+2,3.001e-4,1.937e-13,,
203.57,3.441e+2,,3.441e+2,3.051e-4,1.881e-13,,
203.59,4.337e+2,,4.337e+2,3.089e-4,1.844e-13,,
203.62,5.310e+2,,5.310e+2,3.193e-4,1.787e-13,,
203.64,5.519e+2,,5.519e+2,3.307e-4,1.750e-13,,
203.67,5.060e+2,,5.060e+2,3.522e-4,1.693e-13,,
203.69,4.337e+2,,4.337e+2,3.654e-4,1.656e-13,,
203.72,2.977e+2,,2.977e+2,3.753e-4,1.600e-13,,
203.74,2.104e+2,,2.104e+2,3.724e-4,1.562e-13,,
203.77,1.085e+2,,1.085e+2,3.548e-4,1.506e-13,,
203.79,6.406e+1,,6.406e+1,3.383e-4,1.468e-13,,
203.82,2.912e+1,,2.912e+1,3.147e-4,1.412e-13,,
203.84,2.389e+1,,2.389e+1,3.032e-4,1.375e-13,,
203.87,4.561e+1,,4.561e+1,2.949e-4,1.318e-13,,
203.89,8.901e+1,,8.901e+1,2.946e-4,1.281e-13,,
203.92,2.272e+2,,2.272e+2,3.000e-4,1.225e-13,,
203.94,3.887e+2,,3.887e+2,3.063e-4,1.187e-13,,
203.97,7.539e+2,,7.539e+2,3.186e-4,1.131e-13,,
203.99,1.065e+3,,1.065e+3,3.267e-4,1.093e-13,,
204.02,1.549e+3,,1.549e+3,3.322e-4,1.037e-13,,
204.04,1.807e+3,,1.807e+3,3.262e-4,9.997e-14,,
204.06,1.951e+3,,1.951e+3,3.087e-4,9.622e-14,,
204.09,1.896e+3,,1.896e+3,2.601e-4,9.059e-14,,
204.11,1.689e+3,,1.689e+3,2.164e-4,8.684e-14,,
204.14,1.230e+3,,1.230e+3,1.464e-4,2.774e-12,,
204.16,9.048e+2,,9.048e+2,1.044e-4,2.539e-11,,
204.19,4.940e+2,,4.940e+2,5.711e-5,6.092e-10,,
204.21,2.998e+2,,2.998e+2,3.824e-5,4.607e-9,,
204.24,1.227e+2,,1.227e+2,2.908e-5,8.301e-8,,
204.26,6.145e+1,,6.145e+1,3.572e-5,5.186e-7,,
204.29,1.886e+1,,1.886e+1,6.642e-5,7.019e-6,,
204.31,7.793e+0,,7.792e+0,1.024e-4,3.623e-5,,
204.34,1.793e+0,,1.792e+0,1.807e-4,3.683e-4,,
204.36,6.131e-1,,6.113e-1,2.470e-4,1.571e-3,,
204.39,1.178e-1,,1.054e-1,3.570e-4,1.199e-2,,
204.41,7.236e-2,,2.966e-2,4.276e-4,4.227e-2,,
204.44,2.467e-1,,3.834e-3,5.101e-4,2.423e-1,,
204.46,7.071e-1,,8.905e-4,5.400e-4,7.057e-1,,
204.49,3.039e+0,,8.629e-5,5.382e-4,3.039e+0,,
204.51,7.311e+0,,1.654e-5,5.066e-4,7.311e+0,,
204.54,2.365e+1,,1.201e-6,4.247e-4,2.364e+1,,
204.56,4.700e+1,,1.911e-7,3.570e-4,4.700e+1,,
204.59,1.142e+2,,3.235e-8,2.535e-4,1.142e+2,,
204.61,1.875e+2,,1.487e-7,1.914e-4,1.875e+2,,
204.64,3.421e+2,,2.215e-6,1.166e-4,3.421e+2,,
204.66,4.643e+2,,1.226e-5,8.012e-5,4.643e+2,,
204.69,6.361e+2,,1.386e-4,4.351e-5,6.361e+2,,
204.71,7.133e+2,,6.345e-4,2.896e-5,7.133e+2,,
204.74,7.341e+2,,5.389e-3,1.843e-5,7.340e+2,,
204.76,6.801e+2,,2.040e-2,1.792e-5,6.801e+2,,
204.79,5.257e+2,,1.303e-1,2.751e-5,5.256e+2,,
204.81,4.028e+2,,4.078e-1,4.198e-5,4.024e+2,,
204.83,2.866e+2,,1.183e+0,6.355e-5,2.854e+2,,
204.86,1.528e+2,,5.067e+0,1.072e-4,1.477e+2,,
204.88,9.875e+1,,1.215e+1,1.393e-4,8.660e+1,,
204.91,7.294e+1,,3.914e+1,1.798e-4,3.380e+1,,
204.93,9.435e+1,,7.762e+1,1.940e-4,1.673e+1,,
204.96,1.947e+2,,1.879e+2,1.885e-4,6.741e+0,,
204.98,3.150e+2,,3.081e+2,1.681e-4,6.838e+0,,
205.01,5.781e+2,,5.609e+2,1.228e-4,1.722e+1,,
205.03,7.951e+2,,7.604e+2,9.052e-5,3.472e+1,,
205.06,1.129e+3,,1.041e+3,4.968e-5,8.860e+1,,
205.08,1.317e+3,,1.166e+3,3.028e-5,1.508e+2,,
205.11,1.491e+3,,1.200e+3,1.249e-5,2.904e+2,,
205.13,1.521e+3,,1.112e+3,6.291e-6,4.088e+2,,
205.16,1.453e+3,,8.605e+2,1.953e-6,5.921e+2,,
205.18,1.349e+3,,6.593e+2,8.235e-7,6.893e+2,,
205.21,1.134e+3,,3.835e+2,2.394e-7,7.508e+2,,
205.23,9.659e+2,,2.431e+2,1.858e-7,7.228e+2,,
205.26,6.991e+2,,1.068e+2,4.027e-7,5.923e+2,,
205.28,5.292e+2,,5.720e+1,7.880e-7,4.720e+2,,
205.31,3.173e+2,,2.421e+1,1.976e-6,2.931e+2,,
205.33,2.186e+2,,2.102e+1,3.416e-6,1.976e+2,,
205.36,1.485e+2,,3.944e+1,7.268e-6,1.091e+2,,
205.38,1.581e+2,,6.941e+1,1.183e-5,8.872e+1,,
205.41,2.626e+2,,1.481e+2,2.500e-5,1.145e+2,,
205.43,3.918e+2,,2.245e+2,4.183e-5,1.674e+2,,
205.46,6.559e+2,,3.638e+2,8.987e-5,2.922e+2,,
205.48,8.502e+2,,4.566e+2,1.448e-4,3.936e+2,,
205.51,1.094e+3,,5.570e+2,2.719e-4,5.371e+2,,
205.53,1.180e+3,,5.785e+2,3.858e-4,6.016e+2,,
205.56,1.150e+3,,5.313e+2,5.813e-4,6.188e+2,,
205.58,1.030e+3,,4.566e+2,7.076e-4,5.737e+2,,
205.61,7.599e+2,,3.156e+2,8.510e-4,4.443e+2,,
205.63,5.653e+2,,2.244e+2,8.994e-4,3.408e+2,,
205.65,3.904e+2,,1.480e+2,9.063e-4,2.424e+2,,
205.68,1.949e+2,,6.871e+1,8.534e-4,1.262e+2,,
205.7,1.120e+2,,3.748e+1,7.948e-4,7.455e+1,,
205.73,4.371e+1,,1.310e+1,7.102e-4,3.061e+1,,
205.75,2.401e+1,,5.914e+0,6.762e-4,1.809e+1,,
205.78,1.977e+1,,1.556e+0,6.786e-4,1.821e+1,,
205.8,3.211e+1,,5.812e-1,7.154e-4,3.153e+1,,
205.83,8.079e+1,,1.151e-1,8.035e-4,8.067e+1,,
205.85,1.415e+2,,3.557e-2,8.683e-4,1.415e+2,,
205.88,2.867e+2,,5.303e-3,9.636e-4,2.867e+2,,
205.9,4.180e+2,,1.357e-3,1.047e-3,4.180e+2,,
205.93,6.389e+2,,1.610e-4,1.333e-3,6.389e+2,,
205.95,7.714e+2,,7.660e-5,1.814e-3,7.714e+2,,
205.98,8.886e+2,,4.378e-4,3.576e-3,8.886e+2,,
206,8.886e+2,,1.814e-3,5.995e-3,8.886e+2,,
206.03,7.714e+2,,1.341e-2,1.259e-2,7.714e+2,,
206.05,6.389e+2,,4.633e-2,1.941e-2,6.389e+2,,
206.08,4.183e+2,,2.584e-1,3.283e-2,4.180e+2,,
206.1,2.875e+2,,7.399e-1,4.263e-2,2.867e+2,,
206.13,1.445e+2,,3.114e+0,5.494e-2,1.414e+2,,
206.15,8.775e+1,,7.389e+0,5.926e-2,8.030e+1,,
206.18,5.336e+1,,2.346e+1,5.769e-2,2.984e+1,,
206.2,6.022e+1,,4.613e+1,5.159e-2,1.404e+1,,
206.23,1.145e+2,,1.105e+2,3.790e-2,3.932e+0,,
206.25,1.816e+2,,1.801e+2,2.808e-2,1.532e+0,,
206.28,3.258e+2,,3.254e+2,1.556e-2,3.234e-1,,
206.3,4.397e+2,,4.396e+2,9.557e-3,1.043e-1,,
206.33,5.995e+2,,5.995e+2,3.996e-3,1.660e-2,,
206.35,6.715e+2,,6.715e+2,2.034e-3,4.435e-3,,
206.38,6.928e+2,,6.928e+2,6.424e-4,5.318e-4,,
206.4,6.463e+2,,6.463e+2,2.722e-4,1.177e-4,,
206.43,5.148e+2,,5.148e+2,6.749e-5,1.064e-5,,
206.45,4.150e+2,,4.150e+2,2.691e-5,1.949e-6,,
206.47,3.284e+2,,3.284e+2,1.338e-5,3.312e-7,,
206.5,2.498e+2,,2.498e+2,1.217e-5,2.015e-8,,
206.52,2.349e+2,,2.349e+2,2.068e-5,2.836e-9,,
206.55,2.521e+2,,2.521e+2,7.236e-5,1.300e-10,,
206.57,2.734e+2,,2.734e+2,1.823e-4,1.515e-11,,
206.6,2.963e+2,,2.963e+2,6.893e-4,5.235e-13,,
206.62,3.004e+2,,3.004e+2,1.552e-3,5.053e-14,,
206.65,3.001e+2,,3.001e+2,4.597e-3,5.697e-14,,
206.67,3.084e+2,,3.083e+2,8.657e-3,6.126e-14,,
206.7,3.512e+2,,3.512e+2,1.948e-2,6.769e-14,,
206.72,4.001e+2,,4.001e+2,3.048e-2,7.198e-14,,
206.75,4.815e+2,,4.815e+2,5.189e-2,7.842e-14,,
206.77,5.200e+2,,5.199e+2,6.739e-2,8.271e-14,,
206.8,5.231e+2,,5.230e+2,8.672e-2,8.914e-14,,
206.82,4.835e+2,,4.834e+2,9.344e-2,9.343e-14,,
206.85,3.780e+2,,3.779e+2,9.084e-2,9.987e-14,,
206.87,2.965e+2,,2.964e+2,8.120e-2,1.042e-13,,
206.9,1.903e+2,,1.902e+2,5.966e-2,1.106e-13,,
206.92,1.420e+2,,1.419e+2,4.426e-2,1.149e-13,,
206.95,1.066e+2,,1.066e+2,2.464e-2,1.213e-13,,
206.97,1.018e+2,,1.018e+2,1.524e-2,1.256e-13,,
207,1.070e+2,,1.070e+2,6.556e-3,1.320e-13,,
207.02,1.099e+2,,1.099e+2,3.506e-3,1.363e-13,,
207.05,1.042e+2,,1.042e+2,1.343e-3,1.428e-13,,
207.07,9.271e+1,,9.270e+1,7.535e-4,1.471e-13,,
207.1,6.795e+1,,6.795e+1,3.822e-4,1.535e-13,,
207.12,5.038e+1,,5.038e+1,2.674e-4,1.578e-13,,
207.15,2.798e+1,,2.798e+1,1.583e-4,1.642e-13,,
207.17,1.722e+1,,1.722e+1,1.064e-4,1.685e-13,,
207.2,7.229e+0,,7.229e+0,5.221e-5,1.749e-13,,
207.22,3.692e+0,,3.692e+0,2.990e-5,1.792e-13,,
207.25,1.172e+0,,1.172e+0,1.170e-5,1.857e-13,,
207.27,4.965e-1,,4.965e-1,6.297e-6,1.900e-13,,
207.29,1.953e-1,,1.953e-1,4.024e-6,1.943e-13,,
207.32,4.187e-2,,4.187e-2,3.801e-6,2.007e-13,,
207.34,1.367e-2,,1.366e-2,4.696e-6,2.050e-13,,
207.37,2.221e-3,,2.214e-3,6.479e-6,2.114e-13,,
207.39,6.070e-4,,5.995e-4,7.495e-6,2.157e-13,,
207.42,8.163e-5,,7.344e-5,8.197e-6,2.221e-13,,
207.44,2.450e-5,,1.650e-5,7.998e-6,2.264e-13,,
207.47,8.456e-6,,1.528e-6,6.928e-6,2.329e-13,,
207.49,6.321e-6,,2.874e-7,6.033e-6,2.372e-13,,
207.52,5.221e-6,,6.668e-8,5.154e-6,2.436e-13,,
207.54,5.769e-6,,2.893e-7,5.479e-6,2.479e-13,,
207.57,1.421e-5,,3.773e-6,1.044e-5,2.543e-13,,
207.59,4.267e-5,,1.919e-5,2.347e-5,2.586e-13,,
207.62,2.914e-4,,1.917e-4,9.965e-5,2.650e-13,,
207.64,1.072e-3,,8.109e-4,2.612e-4,2.693e-13,,
207.67,7.141e-3,,6.139e-3,1.002e-3,2.758e-13,,
207.69,2.384e-2,,2.158e-2,2.255e-3,2.801e-13,,
207.72,1.305e-1,,1.238e-1,6.649e-3,2.865e-13,,
207.74,3.743e-1,,3.618e-1,1.247e-2,2.908e-13,,
207.77,1.601e+0,,1.573e+0,2.790e-2,2.972e-13,,
207.79,3.864e+0,,3.820e+0,4.350e-2,3.015e-13,,
207.82,1.266e+1,,1.259e+1,7.372e-2,3.079e-13,,
207.84,2.551e+1,,2.541e+1,9.552e-2,3.122e-13,,
207.87,6.358e+1,,6.346e+1,1.226e-1,3.187e-13,,
207.89,1.066e+2,,1.065e+2,1.321e-1,3.230e-13,,
207.92,2.016e+2,,2.015e+2,1.284e-1,3.294e-13,,
207.94,2.812e+2,,2.811e+2,1.149e-1,3.343e-12,,
207.97,4.031e+2,,4.030e+2,8.470e-2,9.418e-11,,
207.99,4.673e+2,,4.673e+2,6.299e-2,7.954e-10,,
208.02,5.079e+2,,5.078e+2,3.516e-2,1.700e-8,,
208.04,4.894e+2,,4.894e+2,2.173e-2,1.195e-7,,
208.07,4.030e+2,,4.030e+2,9.193e-3,1.938e-6,,
208.09,3.229e+2,,3.229e+2,4.723e-3,1.133e-5,,
208.11,2.402e+2,,2.402e+2,2.255e-3,6.154e-5,,
208.14,1.342e+2,,1.342e+2,6.501e-4,6.785e-4,,
208.16,8.297e+1,,8.296e+1,2.630e-4,3.066e-3,,
208.19,3.515e+1,,3.512e+1,7.215e-5,2.565e-2,,
208.21,1.815e+1,,1.805e+1,4.922e-5,9.645e-2,,
208.24,6.404e+0,,5.791e+0,8.178e-5,6.125e-1,,
208.26,4.390e+0,,2.474e+0,1.433e-4,1.916e+0,,
208.29,9.834e+0,,6.019e-1,3.198e-4,9.232e+0,,
208.31,2.424e+1,,2.147e-1,5.125e-4,2.402e+1,,
208.34,8.791e+1,,4.412e-2,9.271e-4,8.786e+1,,
208.36,1.903e+2,,2.349e-2,1.268e-3,1.902e+2,9.151e-15,
208.39,5.280e+2,,4.431e-2,1.786e-3,5.280e+2,2.996e-13,
208.41,9.512e+2,,9.669e-2,2.056e-3,9.511e+2,2.798e-12,
208.44,2.004e+3,,3.218e-1,2.222e-3,2.003e+3,6.960e-11,
208.46,3.003e+3,,7.268e-1,2.140e-3,3.002e+3,5.412e-10,
208.49,4.802e+3,,2.500e+0,1.771e-3,4.799e+3,1.023e-8,
208.51,5.990e+3,,5.626e+0,1.433e-3,5.984e+3,6.623e-8,
208.54,7.277e+3,,1.782e+1,9.358e-4,7.259e+3,9.511e-7,
208.56,7.567e+3,,3.609e+1,6.786e-4,7.531e+3,5.128e-6,
208.59,7.026e+3,,9.259e+1,4.577e-4,6.933e+3,5.595e-5,
208.61,6.144e+3,,1.595e+2,4.177e-4,5.984e+3,2.512e-4,
208.64,4.497e+3,,3.159e+2,4.760e-4,4.181e+3,2.082e-3,
208.66,3.458e+3,,4.553e+2,5.577e-4,3.002e+3,7.784e-3,
208.69,2.279e+3,,6.873e+2,6.818e-4,1.592e+3,4.903e-2,
208.71,1.777e+3,,8.255e+2,7.368e-4,9.511e+2,1.526e-1,
208.74,1.330e+3,,9.471e+2,7.526e-4,3.827e+2,7.304e-1,
208.76,1.139e+3,,9.470e+2,7.209e-4,1.902e+2,1.893e+0,
208.79,8.901e+2,,8.251e+2,6.373e-4,5.809e+1,6.884e+0,
208.81,7.256e+2,,6.867e+2,5.829e-4,2.402e+1,1.485e+1,
208.84,5.010e+2,,4.544e+2,5.569e-4,5.567e+0,4.104e+1,
208.86,3.904e+2,,3.147e+2,6.126e-4,1.916e+0,7.375e+1,
208.88,3.263e+2,,2.026e+2,7.557e-4,6.125e-1,1.232e+2,
208.91,3.229e+2,,9.116e+1,1.171e-3,9.645e-2,2.316e+2,
208.93,3.710e+2,,4.883e+1,1.578e-3,2.565e-2,3.221e+2,
208.96,4.770e+2,,1.669e+1,2.294e-3,3.066e-3,4.603e+2,
208.98,5.404e+2,,7.460e+0,2.741e-3,6.785e-4,5.330e+2,
209.01,5.808e+2,,1.996e+0,3.171e-3,6.154e-5,5.788e+2,
209.03,5.588e+2,,8.490e-1,3.215e-3,1.133e-5,5.580e+2,
209.06,4.611e+2,,4.807e-1,2.902e-3,7.799e-7,4.606e+2,
209.08,3.708e+2,,6.431e-1,2.504e-3,1.195e-7,3.702e+2,
209.11,2.359e+2,,1.335e+0,1.801e-3,6.240e-9,2.346e+2,
209.13,1.641e+2,,2.220e+0,1.355e-3,7.954e-10,1.619e+2,
209.16,1.013e+2,,4.756e+0,8.179e-4,3.153e-11,9.653e+1,
