Wavelength (nm),Sum(calc),Fe I (9.2e-2),Fe II (5.1e-1),Fe III (6.8e-5),Ni I (9.7e-2),Ni II (3.0e-1),Ni III (1.0e-5)
200.61,4.006e+2,,6.520e+1,4.290e-4,3.354e+2,,
200.64,6.263e+2,,1.019e+2,3.809e-4,5.244e+2,,
200.66,7.639e+2,,1.243e+2,3.741e-4,6.396e+2,,
200.69,8.866e+2,,1.443e+2,4.205e-4,7.423e+2,,
200.71,8.866e+2,,1.443e+2,4.930e-4,7.423e+2,,
200.74,7.639e+2,,1.243e+2,6.479e-4,6.396e+2,,
200.76,6.264e+2,,1.020e+2,7.578e-4,5.244e+2,,
200.79,4.011e+2,,6.565e+1,8.782e-4,3.354e+2,,
200.81,2.706e+2,,4.513e+1,9.018e-4,2.255e+2,,
200.83,1.707e+2,,3.073e+1,8.704e-4,1.400e+2,,
200.86,8.384e+1,,2.484e+1,7.326e-4,5.900e+1,,
200.88,6.537e+1,,3.534e+1,6.028e-4,3.003e+1,,
200.91,9.459e+1,,8.519e+1,3.988e-4,9.397e+0,,
200.93,1.556e+2,,1.517e+2,2.798e-4,3.922e+0,,
200.96,3.181e+2,,3.172e+2,1.483e-4,9.110e-1,,
200.98,4.713e+2,,4.710e+2,9.394e-5,3.117e-1,,
201.01,7.351e+2,,7.350e+2,5.480e-5,5.399e-2,,
201.03,8.959e+2,,8.958e+2,5.039e-5,1.622e-2,,
201.06,1.039e+3,,1.039e+3,6.580e-5,1.243e-2,,
201.08,1.039e+3,,1.039e+3,8.559e-5,4.220e-2,,
201.11,8.961e+2,,8.958e+2,1.212e-4,2.856e-1,,
201.13,7.359e+2,,7.350e+2,1.443e-4,9.321e-1,,
201.16,4.757e+2,,4.709e+2,1.710e-4,4.742e+0,,
201.18,3.297e+2,,3.170e+2,1.815e-4,1.271e+1,,
201.21,1.990e+2,,1.509e+2,1.852e-4,4.810e+1,,
201.23,1.892e+2,,8.339e+1,1.801e-4,1.059e+2,,
201.26,3.277e+2,,2.966e+1,1.625e-4,2.981e+2,,
201.28,5.524e+2,,1.386e+1,1.449e-4,5.385e+2,,
201.31,1.134e+3,,5.725e+0,1.133e-4,1.128e+3,,
201.33,1.680e+3,,6.775e+0,9.227e-5,1.673e+3,,
201.36,2.626e+3,,1.861e+1,6.761e-5,2.608e+3,,
201.38,3.214e+3,,3.738e+1,5.884e-5,3.176e+3,,
201.41,3.776e+3,,9.322e+1,5.846e-5,3.683e+3,,
201.43,3.838e+3,,1.555e+2,6.476e-5,3.683e+3,,
201.46,3.465e+3,,2.892e+2,7.747e-5,3.176e+3,,
201.48,3.004e+3,,3.963e+2,8.385e-5,2.608e+3,,
201.51,2.222e+3,,5.485e+2,8.537e-5,1.673e+3,,
201.53,1.745e+3,,6.173e+2,8.067e-5,1.128e+3,,
201.56,1.174e+3,,6.359e+2,6.870e-5,5.385e+2,,
201.58,8.859e+2,,5.878e+2,6.076e-5,2.981e+2,,
201.6,6.550e+2,,5.025e+2,5.514e-5,1.525e+2,,
201.63,3.924e+2,,3.442e+2,5.263e-5,4.810e+1,,
201.65,2.660e+2,,2.458e+2,5.414e-5,2.020e+1,,
201.68,1.475e+2,,1.427e+2,5.781e-5,4.742e+0,,
201.7,1.163e+2,,1.146e+2,5.927e-5,1.635e+0,,
201.73,1.445e+2,,1.443e+2,5.852e-5,2.855e-1,,
201.75,2.167e+2,,2.167e+2,5.647e-5,8.083e-2,,
201.78,4.055e+2,,4.054e+2,5.289e-5,1.050e-2,,
201.8,5.738e+2,,5.738e+2,5.095e-5,2.441e-3,,
201.83,8.408e+2,,8.408e+2,4.847e-5,2.359e-4,,
201.85,9.857e+2,,9.857e+2,4.617e-5,4.503e-5,,
201.88,1.086e+3,,1.086e+3,4.021e-5,3.238e-6,,
201.9,1.061e+3,,1.061e+3,3.438e-5,5.073e-7,,
201.93,9.176e+2,,9.176e+2,2.411e-5,2.714e-8,,
201.95,7.989e+2,,7.989e+2,1.744e-5,3.493e-9,,
201.98,6.693e+2,,6.693e+2,9.377e-6,1.917e-10,,
202,6.415e+2,,6.415e+2,5.733e-6,4.652e-10,,
202.03,6.754e+2,,6.754e+2,2.723e-6,9.720e-9,,
202.05,7.151e+2,,7.151e+2,2.032e-6,6.833e-8,,
202.08,7.335e+2,,7.335e+2,2.448e-6,1.100e-6,,
202.1,6.942e+2,,6.942e+2,3.505e-6,6.365e-6,,
202.13,5.599e+2,,5.599e+2,6.110e-6,7.649e-5,,
202.15,4.416e+2,,4.416e+2,8.528e-6,3.641e-4,,
202.18,2.676e+2,,2.676e+2,1.338e-5,3.266e-3,,
202.2,1.739e+2,,1.739e+2,1.768e-5,1.279e-2,,
202.23,7.870e+1,,7.862e+1,2.609e-5,8.566e-2,,
202.25,4.227e+1,,4.200e+1,3.283e-5,2.761e-1,,
202.28,1.554e+1,,1.416e+1,4.308e-5,1.380e+0,,
202.3,9.880e+0,,6.218e+0,4.843e-5,3.662e+0,,
202.33,1.524e+1,,1.562e+0,5.165e-5,1.368e+1,,
202.35,3.047e+1,,5.641e-1,5.013e-5,2.990e+1,,
202.38,8.379e+1,,1.057e-1,4.464e-5,8.368e+1,,
202.4,1.512e+2,,3.136e-2,4.183e-5,1.511e+2,,
202.42,2.534e+2,,8.606e-3,4.271e-5,2.534e+2,,
202.45,4.806e+2,,1.068e-3,5.587e-5,4.806e+2,,
202.47,6.764e+2,,2.410e-4,7.417e-5,6.764e+2,,
202.5,1.008e+3,,2.230e-5,1.137e-4,1.008e+3,,
202.52,1.231e+3,,4.136e-6,1.434e-4,1.231e+3,,
202.55,1.545e+3,,2.852e-7,1.809e-4,1.545e+3,,
202.57,1.732e+3,,4.348e-8,1.942e-4,1.732e+3,,
202.6,1.965e+3,,2.235e-9,1.896e-4,1.965e+3,,
202.62,2.067e+3,,2.802e-10,1.708e-4,2.067e+3,,
202.65,2.077e+3,,1.279e-11,1.278e-4,2.077e+3,,
202.67,1.962e+3,,2.055e-11,9.635e-5,1.962e+3,,
202.7,1.611e+3,,4.889e-10,5.509e-5,1.611e+3,,
202.72,1.300e+3,,3.808e-9,3.474e-5,1.300e+3,,
202.75,8.250e+2,,7.162e-8,1.558e-5,8.250e+2,,
202.77,5.553e+2,,4.597e-7,9.033e-6,5.553e+2,,
202.8,2.661e+2,,6.465e-6,5.666e-6,2.661e+2,,
202.82,1.481e+2,,3.419e-5,6.422e-6,1.481e+2,,
202.85,5.316e+1,,3.597e-4,1.062e-5,5.316e+1,,
202.87,2.438e+1,,1.567e-3,1.477e-5,2.437e+1,,
202.9,6.554e+0,,1.233e-2,2.153e-5,6.542e+0,,
202.92,2.514e+0,,4.426e-2,2.528e-5,2.470e+0,,
202.95,7.555e-1,,2.604e-1,2.808e-5,4.951e-1,,
202.97,9.242e-1,,7.703e-1,2.762e-5,1.538e-1,,
203,3.412e+0,,3.389e+0,2.395e-5,2.303e-2,,
203.02,8.267e+0,,8.261e+0,2.038e-5,5.890e-3,,
203.05,2.718e+1,,2.718e+1,1.487e-5,6.582e-4,,
203.07,5.459e+1,,5.459e+1,1.168e-5,1.386e-4,,
203.1,1.343e+2,,1.343e+2,7.896e-6,1.156e-5,,
203.12,2.223e+2,,2.223e+2,5.958e-6,2.003e-6,,
203.15,4.091e+2,,4.091e+2,3.721e-6,1.248e-7,,
203.17,5.578e+2,,5.578e+2,2.630e-6,1.779e-8,,
203.2,7.678e+2,,7.678e+2,1.687e-6,8.277e-10,,
203.22,8.624e+2,,8.624e+2,1.696e-6,9.713e-11,,
203.24,8.964e+2,,8.964e+2,2.521e-6,1.054e-11,,
203.27,8.216e+2,,8.216e+2,6.431e-6,3.258e-13,,
203.29,7.037e+2,,7.037e+2,1.203e-5,3.208e-13,,
203.32,4.824e+2,,4.824e+2,2.766e-5,3.133e-13,,
203.34,3.405e+2,,3.405e+2,4.441e-5,3.083e-13,,
203.37,1.749e+2,,1.749e+2,7.992e-5,3.008e-13,,
203.39,1.026e+2,,1.026e+2,1.093e-4,2.958e-13,,
203.42,4.334e+1,,4.334e+1,1.567e-4,2.883e-13,,
203.44,2.862e+1,,2.862e+1,1.863e-4,2.833e-13,,
203.47,3.447e+1,,3.447e+1,2.218e-4,2.758e-13,,
203.49,5.611e+1,,5.611e+1,2.381e-4,2.708e-13,,
203.52,1.184e+2,,1.184e+2,2.524e-4,2.633e-13,,
203.54,1.805e+2,,1.805e+2,2.572e-4,2.583e-13,,
203.57,2.949e+2,,2.949e+2,2.615e-4,2.508e-13,,
203.59,3.717e+2,,3.717e+2,2.648e-4,2.458e-13,,
203.62,4.552e+2,,4.552e+2,2.737e-4,2.383e-13,,
203.64,4.731e+2,,4.731e+2,2.835e-4,2.333e-13,,
203.67,4.338e+2,,4.338e+2,3.018e-4,2.258e-13,,
203.69,3.717e+2,,3.717e+2,3.132e-4,2.208e-13,,
203.72,2.552e+2,,2.552e+2,3.217e-4,2.133e-13,,
203.74,1.804e+2,,1.804e+2,3.192e-4,2.083e-13,,
203.77,9.298e+1,,9.298e+1,3.041e-4,2.008e-13,,
203.79,5.491e+1,,5.491e+1,2.900e-4,1.958e-13,,
203.82,2.496e+1,,2.496e+1,2.697e-4,1.883e-13,,
203.84,2.048e+1,,2.048e+1,2.599e-4,1.833e-13,,
203.87,3.909e+1,,3.909e+1,2.528e-4,1.758e-13,,
203.89,7.629e+1,,7.629e+1,2.525e-4,1.708e-13,,
203.92,1.947e+2,,1.947e+2,2.571e-4,1.633e-13,,
203.94,3.331e+2,,3.331e+2,2.626e-4,1.583e-13,,
203.97,6.462e+2,,6.462e+2,2.731e-4,1.508e-13,,
203.99,9.131e+2,,9.131e+2,2.800e-4,1.458e-13,,
204.02,1.328e+3,,1.328e+3,2.848e-4,1.383e-13,,
204.04,1.549e+3,,1.549e+3,2.796e-4,1.333e-13,,
204.06,1.672e+3,,1.672e+3,2.646e-4,1.283e-13,,
204.09,1.625e+3,,1.625e+3,2.230e-4,1.208e-13,,
204.11,1.448e+3,,1.448e+3,1.855e-4,1.158e-13,,
204.14,1.055e+3,,1.055e+3,1.255e-4,3.699e-12,,
204.16,7.755e+2,,7.755e+2,8.945e-5,3.385e-11,,
204.19,4.235e+2,,4.235e+2,4.895e-5,8.123e-10,,
204.21,2.570e+2,,2.570e+2,3.278e-5,6.142e-9,,
204.24,1.052e+2,,1.052e+2,2.493e-5,1.107e-7,,
204.26,5.267e+1,,5.267e+1,3.061e-5,6.915e-7,,
204.29,1.616e+1,,1.616e+1,5.693e-5,9.359e-6,,
204.31,6.679e+0,,6.679e+0,8.775e-5,4.831e-5,,
204.34,1.537e+0,,1.536e+0,1.549e-4,4.911e-4,,
204.36,5.262e-1,,5.239e-1,2.117e-4,2.095e-3,,
204.39,1.066e-1,,9.034e-2,3.060e-4,1.599e-2,,
204.41,8.215e-2,,2.543e-2,3.665e-4,5.635e-2,,
204.44,3.268e-1,,3.287e-3,4.373e-4,3.231e-1,,
204.46,9.421e-1,,7.633e-4,4.629e-4,9.409e-1,,
204.49,4.052e+0,,7.396e-5,4.613e-4,4.052e+0,,
204.51,9.748e+0,,1.417e-5,4.343e-4,9.748e+0,,
204.54,3.153e+1,,1.030e-6,3.640e-4,3.153e+1,,
204.56,6.267e+1,,1.638e-7,3.060e-4,6.267e+1,,
204.59,1.522e+2,,2.773e-8,2.173e-4,1.522e+2,,
204.61,2.500e+2,,1.275e-7,1.641e-4,2.500e+2,,
204.64,4.562e+2,,1.898e-6,9.995e-5,4.562e+2,,
204.66,6.191e+2,,1.051e-5,6.867e-5,6.191e+2,,
204.69,8.482e+2,,1.188e-4,3.729e-5,8.482e+2,,
204.71,9.511e+2,,5.438e-4,2.482e-5,9.511e+2,,
204.74,9.787e+2,,4.620e-3,1.580e-5,9.787e+2,,
204.76,9.068e+2,,1.749e-2,1.536e-5,9.068e+2,,
204.79,7.009e+2,,1.117e-1,2.358e-5,7.008e+2,,
204.81,5.368e+2,,3.496e-1,3.598e-5,5.365e+2,,
204.83,3.815e+2,,1.014e+0,5.447e-5,3.805e+2,,
204.86,2.013e+2,,4.344e+0,9.185e-5,1.970e+2,,
204.88,1.259e+2,,1.042e+1,1.194e-4,1.155e+2,,
204.91,7.862e+1,,3.355e+1,1.541e-4,4.507e+1,,
204.93,8.884e+1,,6.653e+1,1.663e-4,2.231e+1,,
204.96,1.701e+2,,1.611e+2,1.616e-4,8.988e+0,,
204.98,2.732e+2,,2.641e+2,1.441e-4,9.117e+0,,
205.01,5.037e+2,,4.808e+2,1.052e-4,2.296e+1,,
205.03,6.981e+2,,6.518e+2,7.759e-5,4.630e+1,,
205.06,1.010e+3,,8.920e+2,4.258e-5,1.181e+2,,
205.08,1.201e+3,,9.998e+2,2.595e-5,2.010e+2,,
205.11,1.416e+3,,1.029e+3,1.070e-5,3.872e+2,,
205.13,1.498e+3,,9.534e+2,5.392e-6,5.450e+2,,
205.16,1.527e+3,,7.375e+2,1.674e-6,7.894e+2,,
205.18,1.484e+3,,5.651e+2,7.058e-7,9.190e+2,,
205.21,1.330e+3,,3.287e+2,2.052e-7,1.001e+3,,
205.23,1.172e+3,,2.083e+2,1.593e-7,9.638e+2,,
205.26,8.813e+2,,9.155e+1,3.451e-7,7.897e+2,,
205.28,6.784e+2,,4.903e+1,6.754e-7,6.293e+2,,
205.31,4.115e+2,,2.075e+1,1.694e-6,3.907e+2,,
205.33,2.815e+2,,1.802e+1,2.928e-6,2.634e+2,,
205.36,1.792e+2,,3.381e+1,6.230e-6,1.454e+2,,
205.38,1.778e+2,,5.949e+1,1.014e-5,1.183e+2,,
205.41,2.796e+2,,1.269e+2,2.143e-5,1.526e+2,,
205.43,4.156e+2,,1.924e+2,3.586e-5,2.232e+2,,
205.46,7.013e+2,,3.118e+2,7.703e-5,3.895e+2,,
205.48,9.161e+2,,3.914e+2,1.242e-4,5.248e+2,,
205.51,1.194e+3,,4.775e+2,2.331e-4,7.161e+2,,
205.53,1.298e+3,,4.959e+2,3.307e-4,8.021e+2,,
205.56,1.281e+3,,4.554e+2,4.983e-4,8.251e+2,,
205.58,1.156e+3,,3.914e+2,6.065e-4,7.649e+2,,
205.61,8.629e+2,,2.705e+2,7.294e-4,5.924e+2,,
205.63,6.468e+2,,1.924e+2,7.709e-4,4.545e+2,,
205.65,4.500e+2,,1.268e+2,7.768e-4,3.232e+2,,
205.68,2.272e+2,,5.889e+1,7.315e-4,1.683e+2,,
205.7,1.315e+2,,3.213e+1,6.812e-4,9.940e+1,,
205.73,5.204e+1,,1.123e+1,6.088e-4,4.081e+1,,
205.75,2.919e+1,,5.069e+0,5.796e-4,2.412e+1,,
205.78,2.562e+1,,1.334e+0,5.816e-4,2.428e+1,,
205.8,4.253e+1,,4.981e-1,6.132e-4,4.203e+1,,
205.83,1.077e+2,,9.866e-2,6.887e-4,1.076e+2,,
205.85,1.887e+2,,3.049e-2,7.442e-4,1.887e+2,,
205.88,3.823e+2,,4.545e-3,8.260e-4,3.823e+2,,
205.9,5.573e+2,,1.163e-3,8.971e-4,5.573e+2,,
205.93,8.518e+2,,1.380e-4,1.143e-3,8.518e+2,,
205.95,1.029e+3,,6.565e-5,1.555e-3,1.029e+3,,
205.98,1.185e+3,,3.753e-4,3.065e-3,1.185e+3,,
206,1.185e+3,,1.555e-3,5.139e-3,1.185e+3,,
206.03,1.029e+3,,1.149e-2,1.080e-2,1.029e+3,,
206.05,8.519e+2,,3.971e-2,1.664e-2,8.518e+2,,
206.08,5.576e+2,,2.215e-1,2.814e-2,5.573e+2,,
206.1,3.829e+2,,6.342e-1,3.654e-2,3.823e+2,,
206.13,1.912e+2,,2.669e+0,4.709e-2,1.885e+2,,
206.15,1.135e+2,,6.333e+0,5.080e-2,1.071e+2,,
206.18,5.995e+1,,2.011e+1,4.945e-2,3.979e+1,,
206.2,5.830e+1,,3.954e+1,4.422e-2,1.872e+1,,
206.23,9.998e+1,,9.471e+1,3.248e-2,5.243e+0,,
206.25,1.564e+2,,1.543e+2,2.407e-2,2.043e+0,,
206.28,2.794e+2,,2.789e+2,1.334e-2,4.312e-1,,
206.3,3.769e+2,,3.768e+2,8.192e-3,1.391e-1,,
206.33,5.139e+2,,5.138e+2,3.425e-3,2.213e-2,,
206.35,5.755e+2,,5.755e+2,1.743e-3,5.914e-3,,
206.38,5.938e+2,,5.938e+2,5.507e-4,7.091e-4,,
206.4,5.540e+2,,5.540e+2,2.333e-4,1.569e-4,,
206.43,4.413e+2,,4.413e+2,5.785e-5,1.418e-5,,
206.45,3.557e+2,,3.557e+2,2.307e-5,2.599e-6,,
206.47,2.815e+2,,2.815e+2,1.147e-5,4.416e-7,,
206.5,2.141e+2,,2.141e+2,1.043e-5,2.686e-8,,
206.52,2.014e+2,,2.014e+2,1.773e-5,3.781e-9,,
206.55,2.161e+2,,2.161e+2,6.202e-5,1.733e-10,,
206.57,2.344e+2,,2.344e+2,1.563e-4,2.020e-11,,
206.6,2.540e+2,,2.540e+2,5.908e-4,6.980e-13,,
206.62,2.575e+2,,2.575e+2,1.330e-3,6.738e-14,,
206.65,2.573e+2,,2.573e+2,3.941e-3,7.596e-14,,
206.67,2.643e+2,,2.643e+2,7.421e-3,8.168e-14,,
206.7,3.010e+2,,3.010e+2,1.670e-2,9.026e-14,,
206.72,3.430e+2,,3.429e+2,2.613e-2,9.598e-14,,
206.75,4.127e+2,,4.127e+2,4.448e-2,1.046e-13,,
206.77,4.457e+2,,4.456e+2,5.777e-2,1.103e-13,,
206.8,4.484e+2,,4.483e+2,7.433e-2,1.189e-13,,
206.82,4.144e+2,,4.143e+2,8.009e-2,1.246e-13,,
206.85,3.240e+2,,3.239e+2,7.787e-2,1.332e-13,,
206.87,2.541e+2,,2.540e+2,6.960e-2,1.389e-13,,
206.9,1.631e+2,,1.630e+2,5.114e-2,1.475e-13,,
206.92,1.217e+2,,1.217e+2,3.794e-2,1.532e-13,,
206.95,9.135e+1,,9.133e+1,2.112e-2,1.618e-13,,
206.97,8.728e+1,,8.726e+1,1.306e-2,1.675e-13,,
207,9.174e+1,,9.174e+1,5.620e-3,1.761e-13,,
207.02,9.424e+1,,9.424e+1,3.005e-3,1.818e-13,,
207.05,8.935e+1,,8.935e+1,1.151e-3,1.904e-13,,
207.07,7.946e+1,,7.946e+1,6.458e-4,1.961e-13,,
207.1,5.824e+1,,5.824e+1,3.276e-4,2.047e-13,,
207.12,4.318e+1,,4.318e+1,2.292e-4,2.104e-13,,
207.15,2.398e+1,,2.398e+1,1.357e-4,2.190e-13,,
207.17,1.476e+1,,1.476e+1,9.116e-5,2.247e-13,,
207.2,6.196e+0,,6.196e+0,4.475e-5,2.333e-13,,
207.22,3.165e+0,,3.165e+0,2.562e-5,2.390e-13,,
207.25,1.004e+0,,1.004e+0,1.003e-5,2.476e-13,,
207.27,4.255e-1,,4.255e-1,5.397e-6,2.533e-13,,
207.29,1.674e-1,,1.674e-1,3.449e-6,2.590e-13,,
207.32,3.589e-2,,3.589e-2,3.258e-6,2.676e-13,,
207.34,1.171e-2,,1.171e-2,4.025e-6,2.733e-13,,
207.37,1.903e-3,,1.898e-3,5.554e-6,2.819e-13,,
207.39,5.203e-4,,5.139e-4,6.424e-6,2.876e-13,,
207.42,6.997e-5,,6.295e-5,7.026e-6,2.962e-13,,
207.44,2.100e-5,,1.414e-5,6.856e-6,3.019e-13,,
207.47,7.248e-6,,1.310e-6,5.938e-6,3.105e-13,,
207.49,5.418e-6,,2.464e-7,5.171e-6,3.162e-13,,
207.52,4.475e-6,,5.715e-8,4.418e-6,3.248e-13,,
207.54,4.945e-6,,2.479e-7,4.697e-6,3.305e-13,,
207.57,1.218e-5,,3.234e-6,8.948e-6,3.391e-13,,
207.59,3.657e-5,,1.645e-5,2.012e-5,3.448e-13,,
207.62,2.498e-4,,1.644e-4,8.541e-5,3.534e-13,,
207.64,9.189e-4,,6.951e-4,2.238e-4,3.591e-13,,
207.67,6.121e-3,,5.262e-3,8.584e-4,3.677e-13,,
207.69,2.043e-2,,1.850e-2,1.933e-3,3.734e-13,,
207.72,1.118e-1,,1.061e-1,5.699e-3,3.820e-13,,
207.74,3.208e-1,,3.101e-1,1.069e-2,3.877e-13,,
207.77,1.372e+0,,1.348e+0,2.391e-2,3.963e-13,,
207.79,3.312e+0,,3.275e+0,3.728e-2,4.020e-13,,
207.82,1.085e+1,,1.079e+1,6.319e-2,4.106e-13,,
207.84,2.186e+1,,2.178e+1,8.188e-2,4.163e-13,,
207.87,5.450e+1,,5.439e+1,1.051e-1,4.249e-13,,
207.89,9.138e+1,,9.127e+1,1.132e-1,4.306e-13,,
207.92,1.728e+2,,1.727e+2,1.101e-1,4.392e-13,,
207.94,2.410e+2,,2.409e+2,9.853e-2,4.458e-12,,
207.97,3.455e+2,,3.455e+2,7.260e-2,1.256e-10,,
207.99,4.006e+2,,4.005e+2,5.399e-2,1.061e-9,,
208.02,4.353e+2,,4.353e+2,3.014e-2,2.267e-8,,
208.04,4.195e+2,,4.195e+2,1.863e-2,1.593e-7,,
208.07,3.455e+2,,3.455e+2,7.880e-3,2.584e-6,,
208.09,2.767e+2,,2.767e+2,4.049e-3,1.511e-5,,
208.11,2.059e+2,,2.059e+2,1.933e-3,8.205e-5,,
208.14,1.150e+2,,1.150e+2,5.572e-4,9.047e-4,,
208.16,7.112e+1,,7.111e+1,2.254e-4,4.088e-3,,
208.19,3.014e+1,,3.010e+1,6.185e-5,3.421e-2,,
208.21,1.560e+1,,1.547e+1,4.219e-5,1.286e-1,,
208.24,5.780e+0,,4.964e+0,7.010e-5,8.166e-1,,
208.26,4.675e+0,,2.121e+0,1.228e-4,2.554e+0,,
208.29,1.283e+1,,5.159e-1,2.741e-4,1.231e+1,,
208.31,3.222e+1,,1.840e-1,4.393e-4,3.203e+1,,
208.34,1.172e+2,,3.781e-2,7.946e-4,1.171e+2,,
208.36,2.537e+2,,2.014e-2,1.087e-3,2.536e+2,1.220e-14,
208.39,7.040e+2,,3.798e-2,1.531e-3,7.040e+2,3.995e-13,
208.41,1.268e+3,,8.288e-2,1.762e-3,1.268e+3,3.730e-12,
208.44,2.671e+3,,2.759e-1,1.905e-3,2.671e+3,9.280e-11,
208.46,4.004e+3,,6.230e-1,1.834e-3,4.003e+3,7.216e-10,
208.49,6.401e+3,,2.143e+0,1.518e-3,6.399e+3,1.364e-8,
208.51,7.984e+3,,4.823e+0,1.228e-3,7.979e+3,8.831e-8,
208.54,9.694e+3,,1.527e+1,8.021e-4,9.679e+3,1.268e-6,
208.56,1.007e+4,,3.093e+1,5.817e-4,1.004e+4,6.837e-6,
208.59,9.323e+3,,7.936e+1,3.923e-4,9.244e+3,7.460e-5,
208.61,8.116e+3,,1.367e+2,3.581e-4,7.979e+3,3.349e-4,
208.64,5.845e+3,,2.707e+2,4.080e-4,5.574e+3,2.777e-3,
208.66,4.393e+3,,3.902e+2,4.780e-4,4.003e+3,1.038e-2,
208.69,2.712e+3,,5.891e+2,5.844e-4,2.122e+3,6.538e-2,
208.71,1.976e+3,,7.075e+2,6.315e-4,1.268e+3,2.035e-1,
208.74,1.323e+3,,8.118e+2,6.451e-4,5.102e+2,9.739e-1,
208.76,1.068e+3,,8.117e+2,6.179e-4,2.536e+2,2.524e+0,
208.79,7.939e+2,,7.073e+2,5.462e-4,7.745e+1,9.178e+0,
208.81,6.405e+2,,5.886e+2,4.996e-4,3.203e+1,1.981e+1,
208.84,4.516e+2,,3.894e+2,4.774e-4,7.423e+0,5.473e+1,
208.86,3.707e+2,,2.698e+2,5.251e-4,2.554e+0,9.833e+1,
208.88,3.387e+2,,1.736e+2,6.477e-4,8.166e-1,1.642e+2,
208.91,3.871e+2,,7.813e+1,1.004e-3,1.286e-1,3.089e+2,
208.93,4.714e+2,,4.186e+1,1.353e-3,3.421e-2,4.295e+2,
208.96,6.281e+2,,1.431e+1,1.966e-3,4.088e-3,6.138e+2,
208.98,7.170e+2,,6.394e+0,2.349e-3,9.047e-4,7.106e+2,
209.01,7.734e+2,,1.711e+0,2.718e-3,8.205e-5,7.717e+2,
209.03,7.447e+2,,7.277e-1,2.756e-3,1.511e-5,7.440e+2,
209.06,6.145e+2,,4.120e-1,2.487e-3,1.040e-6,6.141e+2,
209.08,4.942e+2,,5.512e-1,2.146e-3,1.593e-7,4.936e+2,
209.11,3.139e+2,,1.145e+0,1.543e-3,8.321e-9,3.128e+2,
209.13,2.177e+2,,1.903e+0,1.161e-3,1.061e-9,2.158e+2,
209.16,1.328e+2,,4.076e+0,7.010e-4,4.204e-11,1.287e+2,
