Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.625,0.0,,0.2695427900155371
03124_95_random,0.5555555555555556,0.0,,0.6105161702295658
03130_95_random,0.45454545454545453,0.0,,0.0684449269718698
03134_95_random,0.6666666666666666,0.3333333333333333,Tb;Gd,0.8067074858790966
070036_95_random,0.5,0.0,,0.4435626302848638
070099_95_random,1.0,0.0,,5.000000949999986
070101_95_random,0.25,0.0,,1.1699601173321694
070159_95_random,0.18181818181818182,0.0,,0.4989844821542086
070171_95_random,0.3333333333333333,0.0,,4.0874919012791135
07103_95_random,0.75,0.25,Yb,0.5722024377091043
07105_95_random,0.2727272727272727,0.0,,0.5134498879787247
07106_95_random,0.5,0.0,,0.2584279839589405
07107_95_random,0.25,0.0,,1.651693734714482
07111_95_random,0.6666666666666666,0.0,,1.787925604786311
07121_95_random,0.5,0.0,,0.3689796546169597
07122_95_random,0.4444444444444444,0.0,,0.5701185203804002
07125_95_random,0.5714285714285714,0.2,Yb,0.5860315147811076
07141_95_random,0.5,0.0,,0.2863326933284829
07145_95_random,0.6666666666666666,0.0,,1.6968327623670798
07405_95_random,0.2222222222222222,0.0,,0.550707487021401
07407_95_random,0.5,0.0,,0.1438223130403536
07840_95_random,0.16666666666666666,0.5,La,2.4709113015436515
