spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9872,0.9483,0.9889,0.9751,0.0000,0.4706,0.7953,0.0000,0.1588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9614,0.8512,0.0000,0.9676,0.9491,0.6044,0.0000,0.6621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.9720,0.0000,0.0000,0.9976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9800,0.8521,0.0000,0.9769,0.9633,0.8276,0.0000,0.4625,0.3219,0.0000,0.6336,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.8514,0.0000,0.0000,0.7529,0.0000,0.8738,0.0000,0.0000,0.1421,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9861,0.9184,0.0000,0.0000,0.0000,0.0000,0.3044,0.3485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.8953,0.8867,0.0000,0.0000,0.6769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9642,0.8898,0.0000,0.0000,0.0000,0.7080,0.0000,0.0000,0.1912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.6158,0.0000,0.5820,0.9374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9637,0.0000,0.8476,0.0000,0.0000,0.9056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0000,0.9215,0.0000,0.0000,0.0000,0.0000,0.0000,0.3230,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.9677,0.0000,0.0000,0.0000,0.0000,0.9703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.9500,0.0000,0.0000,0.7569,0.7292,0.0000,0.4871,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9788,0.8079,0.0000,0.0000,0.9783,0.0000,0.0000,0.9313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.0000,0.8331,0.0000,0.9476,0.7774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9433,0.8895,0.7438,0.0000,0.0000,0.6828,0.0000,0.5341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9759,0.9480,0.0000,0.4785,0.0000,0.7781,0.0000,0.9036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.9057,0.9257,0.9560,0.8254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9791,0.0000,0.0000,0.0000,0.9590,0.3180,0.0000,0.7468,0.1717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.9145,0.7671,0.9668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.9841,0.0000,0.0000,0.8950,0.1594,0.0000,0.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
