Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.8571428571428571,0.14285714285714285,Yb,0.1802021858777077
03124_95_random,0.6,0.0,,0.1447422296165642
03130_95_random,1.0,0.0,,1.635011508569131
03134_95_random,0.7,0.125,Tb,0.2681116132341317
070036_95_random,0.5714285714285714,0.0,,0.2493564644813499
070099_95_random,0.36363636363636365,0.0,,0.2038821205763405
070101_95_random,0.2727272727272727,0.0,,0.3145674859136792
070159_95_random,0.4,0.0,,0.1328061345156388
070171_95_random,0.42857142857142855,0.0,,0.1220158216381549
07103_95_random,0.2727272727272727,0.0,,0.6455576029842428
07105_95_random,0.6666666666666666,0.0,,0.8871102073043071
07106_95_random,1.0,0.0,,1.267228197019777
07107_95_random,0.8,0.0,,0.3995438320173056
07111_95_random,1.0,0.0,,5.00000095
07121_95_random,0.8,0.0,,0.1854987376934213
07122_95_random,0.3,0.0,,0.2801039298598663
07125_95_random,0.625,0.0,,0.3025690947434232
07141_95_random,0.5,0.0,,0.2274193569221551
07145_95_random,0.36363636363636365,0.0,,0.5437463780896282
07405_95_random,0.5555555555555556,0.0,,0.0443895956348027
07407_95_random,0.375,0.0,,0.1864776824180307
07840_95_random,0.6,0.25,Yb,0.7305606361164565
