Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
363.55,2.464e+4,2.464e+4,6.082e-1,3.340e-21
363.57,2.434e+4,2.434e+4,1.210e+0,3.339e-21
363.6,2.284e+4,2.284e+4,3.245e+0,3.338e-21
363.62,2.125e+4,2.124e+4,6.077e+0,3.338e-21
363.65,1.822e+4,1.820e+4,1.489e+1,3.337e-21
363.67,1.596e+4,1.593e+4,2.625e+1,3.337e-21
363.69,1.366e+4,1.361e+4,4.518e+1,3.336e-21
363.72,1.037e+4,1.028e+4,9.751e+1,3.336e-21
363.74,8.426e+3,8.268e+3,1.580e+2,3.335e-21
363.77,6.021e+3,5.710e+3,3.115e+2,3.335e-21
363.79,4.815e+3,4.339e+3,4.752e+2,3.334e-21
363.82,3.637e+3,2.781e+3,8.558e+2,3.334e-21
363.84,3.278e+3,2.049e+3,1.229e+3,3.333e-21
363.87,3.379e+3,1.357e+3,2.022e+3,3.332e-21
363.89,3.873e+3,1.139e+3,2.734e+3,3.332e-21
363.92,5.261e+3,1.153e+3,4.108e+3,3.331e-21
363.94,6.625e+3,1.395e+3,5.229e+3,3.331e-21
363.97,9.327e+3,2.149e+3,7.178e+3,3.330e-21
363.99,1.155e+4,2.951e+3,8.603e+3,3.330e-21
364.02,1.547e+4,4.682e+3,1.079e+4,3.329e-21
364.04,1.840e+4,6.230e+3,1.217e+4,3.329e-21
364.07,2.311e+4,9.173e+3,1.394e+4,3.328e-21
364.09,2.634e+4,1.153e+4,1.481e+4,3.327e-21
364.11,2.950e+4,1.415e+4,1.535e+4,3.327e-21
364.14,3.388e+4,1.839e+4,1.549e+4,3.326e-21
364.16,3.638e+4,2.126e+4,1.512e+4,3.326e-21
364.19,3.918e+4,2.524e+4,1.394e+4,3.325e-21
364.21,4.028e+4,2.746e+4,1.281e+4,3.325e-21
364.24,4.058e+4,2.980e+4,1.079e+4,3.324e-21
364.26,3.986e+4,3.053e+4,9.333e+3,3.324e-21
364.29,3.744e+4,3.026e+4,7.178e+3,3.323e-21
364.31,3.504e+4,2.920e+4,5.847e+3,3.323e-21
364.34,3.056e+4,2.645e+4,4.108e+3,3.322e-21
364.36,2.719e+4,2.404e+4,3.150e+3,3.321e-21
364.39,2.196e+4,1.993e+4,2.022e+3,3.321e-21
364.41,1.855e+4,1.709e+4,1.460e+3,3.320e-21
364.44,1.386e+4,1.300e+4,8.558e+2,3.320e-21
364.46,1.113e+4,1.054e+4,5.817e+2,3.319e-21
364.48,8.768e+3,8.382e+3,3.859e+2,3.319e-21
364.51,5.944e+3,5.745e+3,1.993e+2,3.318e-21
364.53,4.511e+3,4.387e+3,1.245e+2,3.318e-21
364.56,2.940e+3,2.881e+3,5.874e+1,3.317e-21
364.58,2.208e+3,2.173e+3,3.454e+1,3.316e-21
364.61,1.460e+3,1.445e+3,1.489e+1,3.316e-21
364.63,1.130e+3,1.122e+3,8.242e+0,3.315e-21
364.66,7.994e+2,7.962e+2,3.245e+0,3.315e-21
364.68,6.501e+2,6.485e+2,1.691e+0,3.314e-21
364.71,4.881e+2,4.875e+2,6.082e-1,3.314e-21
364.73,4.054e+2,4.051e+2,2.984e-1,3.313e-21
364.76,3.047e+2,3.046e+2,9.804e-2,3.312e-21
364.78,2.492e+2,2.492e+2,4.529e-2,3.312e-21
364.81,1.817e+2,1.817e+2,1.359e-2,3.311e-21
364.83,1.479e+2,1.479e+2,5.911e-3,3.311e-21
364.85,1.244e+2,1.244e+2,2.509e-3,3.310e-21
364.88,1.143e+2,1.143e+2,6.634e-4,3.310e-21
364.9,1.305e+2,1.305e+2,2.651e-4,3.309e-21
364.93,2.082e+2,2.082e+2,6.403e-5,3.309e-21
364.95,3.135e+2,3.135e+2,2.409e-5,3.308e-21
364.98,5.985e+2,5.985e+2,5.317e-6,3.307e-21
365,9.124e+2,9.124e+2,1.888e-6,3.307e-21
365.03,1.658e+3,1.658e+3,4.107e-7,3.306e-21
365.05,2.403e+3,2.403e+3,2.226e-7,3.306e-21
365.08,4.011e+3,4.011e+3,5.184e-7,3.305e-21
365.1,5.480e+3,5.480e+3,1.441e-6,3.305e-21
365.13,8.367e+3,8.367e+3,6.755e-6,3.304e-21
365.15,1.077e+4,1.077e+4,1.842e-5,3.304e-21
365.18,1.504e+4,1.504e+4,7.936e-5,3.303e-21
365.2,1.823e+4,1.823e+4,2.039e-4,3.302e-21
365.22,2.159e+4,2.159e+4,5.116e-4,3.302e-21
365.25,2.659e+4,2.659e+4,1.944e-3,3.301e-21
365.27,2.967e+4,2.967e+4,4.594e-3,3.301e-21
365.3,3.343e+4,3.343e+4,1.596e-2,3.300e-21
365.32,3.514e+4,3.514e+4,3.554e-2,3.300e-21
365.35,3.623e+4,3.623e+4,1.129e-1,3.299e-21
365.37,3.590e+4,3.590e+4,2.367e-1,3.299e-21
365.4,3.389e+4,3.389e+4,6.875e-1,3.298e-21
365.42,3.166e+4,3.166e+4,1.358e+0,3.298e-21
365.45,2.738e+4,2.738e+4,3.607e+0,3.297e-21
365.47,2.415e+4,2.415e+4,6.713e+0,3.296e-21
365.5,1.919e+4,1.917e+4,1.630e+1,3.296e-21
365.52,1.603e+4,1.600e+4,2.858e+1,3.295e-21
365.55,1.181e+4,1.175e+4,6.344e+1,3.295e-21
365.57,9.457e+3,9.352e+3,1.048e+2,3.294e-21
365.6,6.705e+3,6.493e+3,2.127e+2,3.293e-21
365.62,5.395e+3,5.063e+3,3.311e+2,3.293e-21
365.64,4.482e+3,3.979e+3,5.031e+2,3.293e-21
365.67,3.797e+3,2.896e+3,9.014e+2,3.292e-21
365.69,3.751e+3,2.460e+3,1.291e+3,3.291e-21
365.72,4.222e+3,2.106e+3,2.116e+3,3.291e-21
365.74,4.859e+3,2.002e+3,2.857e+3,3.290e-21
365.77,6.240e+3,1.952e+3,4.289e+3,3.290e-21
365.79,7.409e+3,1.947e+3,5.462e+3,3.289e-21
365.82,9.459e+3,1.938e+3,7.522e+3,3.289e-21
365.84,1.097e+4,1.914e+3,9.052e+3,3.288e-21
365.87,1.332e+4,1.846e+3,1.147e+4,3.287e-21
365.89,1.486e+4,1.780e+3,1.308e+4,3.287e-21
365.92,1.701e+4,1.659e+3,1.535e+4,3.286e-21
365.94,1.826e+4,1.572e+3,1.668e+4,3.286e-21
365.97,1.976e+4,1.441e+3,1.832e+4,3.285e-21
365.99,2.051e+4,1.356e+3,1.915e+4,3.285e-21
366.01,2.106e+4,1.275e+3,1.978e+4,3.284e-21
366.04,2.155e+4,1.156e+3,2.040e+4,3.284e-21
366.06,2.172e+4,1.077e+3,2.064e+4,3.283e-21
366.09,2.178e+4,9.542e+2,2.082e+4,3.282e-21
366.11,2.172e+4,8.688e+2,2.085e+4,3.282e-21
366.14,2.148e+4,7.356e+2,2.075e+4,3.281e-21
366.16,2.120e+4,6.451e+2,2.055e+4,3.281e-21
366.19,2.051e+4,5.120e+2,1.999e+4,3.280e-21
366.21,1.982e+4,4.281e+2,1.939e+4,3.280e-21
366.24,1.840e+4,3.147e+2,1.809e+4,3.279e-21
366.26,1.719e+4,2.494e+2,1.694e+4,3.279e-21
366.29,1.504e+4,1.687e+2,1.487e+4,3.278e-21
366.31,1.344e+4,1.263e+2,1.331e+4,3.278e-21
366.34,1.093e+4,7.846e+1,1.086e+4,3.277e-21
366.36,9.281e+3,5.554e+1,9.226e+3,3.276e-21
366.38,7.708e+3,3.853e+1,7.670e+3,3.276e-21
366.41,5.595e+3,2.178e+1,5.574e+3,3.275e-21
366.43,4.393e+3,1.510e+1,4.378e+3,3.275e-21
366.46,2.928e+3,1.016e+1,2.918e+3,3.274e-21
366.48,2.172e+3,9.732e+0,2.163e+3,3.274e-21
366.51,1.334e+3,1.334e+1,1.320e+3,3.273e-21
366.53,9.414e+2,1.905e+1,9.224e+2,3.273e-21
366.56,5.495e+2,3.426e+1,5.153e+2,3.272e-21
366.58,3.896e+2,5.030e+1,3.393e+2,3.271e-21
366.61,2.597e+2,8.636e+1,1.734e+2,3.271e-21
366.63,2.280e+2,1.205e+2,1.076e+2,3.270e-21
366.66,2.403e+2,1.900e+2,5.027e+1,3.270e-21
366.68,2.795e+2,2.501e+2,2.938e+1,3.269e-21
366.71,3.743e+2,3.617e+2,1.256e+1,3.269e-21
366.73,4.564e+2,4.495e+2,6.916e+0,3.268e-21
366.75,5.499e+2,5.462e+2,3.719e+0,3.268e-21
366.78,7.034e+2,7.020e+2,1.402e+0,3.267e-21
366.8,8.088e+2,8.081e+2,7.105e-1,3.267e-21
366.83,9.618e+2,9.616e+2,2.450e-1,3.266e-21
366.85,1.055e+3,1.055e+3,1.169e-1,3.265e-21
366.88,1.177e+3,1.177e+3,3.687e-2,3.265e-21
366.9,1.245e+3,1.245e+3,1.658e-2,3.264e-21
366.93,1.331e+3,1.331e+3,4.780e-3,3.264e-21
366.95,1.381e+3,1.381e+3,2.025e-3,3.263e-21
366.98,1.455e+3,1.455e+3,5.338e-4,3.262e-21
367,1.507e+3,1.507e+3,2.130e-4,3.262e-21
367.03,1.594e+3,1.594e+3,5.136e-5,3.261e-21
367.05,1.657e+3,1.657e+3,1.931e-5,3.261e-21
367.08,1.750e+3,1.750e+3,4.257e-6,3.260e-21
367.1,1.804e+3,1.804e+3,1.508e-6,3.260e-21
367.13,1.855e+3,1.855e+3,3.040e-7,3.259e-21
367.15,1.860e+3,1.860e+3,1.014e-7,3.259e-21
367.17,1.837e+3,1.837e+3,3.305e-8,3.258e-21
367.2,1.744e+3,1.744e+3,5.878e-9,3.258e-21
367.22,1.644e+3,1.644e+3,1.804e-9,3.257e-21
367.25,1.447e+3,1.447e+3,2.934e-10,3.256e-21
367.27,1.294e+3,1.294e+3,8.485e-11,3.256e-21
367.3,1.049e+3,1.049e+3,1.262e-11,3.255e-21
367.32,8.862e+2,8.862e+2,3.438e-12,3.255e-21
367.35,6.591e+2,6.591e+2,3.403e-12,3.254e-21
367.37,5.254e+2,5.254e+2,3.379e-12,3.254e-21
367.4,3.580e+2,3.580e+2,3.345e-12,3.253e-21
367.42,2.691e+2,2.691e+2,3.321e-12,3.253e-21
367.45,1.678e+2,1.678e+2,3.286e-12,3.252e-21
367.47,1.189e+2,1.189e+2,3.263e-12,3.251e-21
367.5,6.786e+1,6.786e+1,3.228e-12,3.251e-21
367.52,4.532e+1,4.532e+1,3.205e-12,3.250e-21
367.54,2.956e+1,2.956e+1,3.182e-12,3.250e-21
367.57,1.489e+1,1.489e+1,3.147e-12,3.249e-21
367.59,9.156e+0,9.156e+0,3.123e-12,3.249e-21
367.62,4.220e+0,4.220e+0,3.088e-12,3.248e-21
367.64,2.445e+0,2.445e+0,3.065e-12,3.248e-21
367.67,1.031e+0,1.031e+0,3.030e-12,3.247e-21
367.69,5.628e-1,5.628e-1,3.007e-12,3.246e-21
367.72,2.171e-1,2.171e-1,2.972e-12,3.246e-21
367.74,1.117e-1,1.117e-1,2.949e-12,3.245e-21
367.77,3.943e-2,3.943e-2,2.914e-12,3.245e-21
367.79,1.912e-2,1.912e-2,2.891e-12,3.244e-21
367.82,6.172e-3,6.172e-3,2.856e-12,3.244e-21
367.84,2.820e-3,2.820e-3,2.832e-12,3.243e-21
367.87,8.329e-4,8.329e-4,2.798e-12,3.242e-21
367.89,3.586e-4,3.586e-4,2.774e-12,3.242e-21
367.91,1.508e-4,1.508e-4,2.751e-12,3.242e-21
367.94,3.932e-5,3.932e-5,2.716e-12,3.241e-21
367.96,1.558e-5,1.558e-5,2.693e-12,3.240e-21
367.99,3.717e-6,3.717e-6,2.658e-12,3.240e-21
368.01,1.389e-6,1.389e-6,2.635e-12,3.239e-21
368.04,3.063e-7,3.063e-7,2.600e-12,3.239e-21
368.06,1.167e-7,1.167e-7,2.576e-12,3.238e-21
368.09,7.171e-8,7.171e-8,2.541e-12,3.237e-21
368.11,1.506e-7,1.506e-7,2.518e-12,3.237e-21
368.14,6.605e-7,6.605e-7,2.483e-12,3.236e-21
368.16,1.769e-6,1.769e-6,2.460e-12,3.236e-21
368.19,7.441e-6,7.441e-6,2.425e-12,3.235e-21
368.21,1.883e-5,1.883e-5,2.402e-12,3.235e-21
368.24,7.252e-5,7.252e-5,2.367e-12,3.234e-21
368.26,1.730e-4,1.730e-4,2.344e-12,3.234e-21
368.28,4.032e-4,4.032e-4,2.320e-12,3.233e-21
368.31,1.373e-3,1.373e-3,2.285e-12,3.233e-21
368.33,3.017e-3,3.017e-3,2.262e-12,3.232e-21
368.36,9.404e-3,9.404e-3,2.227e-12,3.231e-21
368.38,1.949e-2,1.949e-2,2.204e-12,3.231e-21
368.41,5.562e-2,5.562e-2,2.169e-12,3.230e-21
368.43,1.087e-1,1.087e-1,2.146e-12,3.230e-21
368.46,2.840e-1,2.840e-1,2.111e-12,3.229e-21
368.48,5.233e-1,5.233e-1,2.088e-12,3.229e-21
368.51,1.252e+0,1.252e+0,2.053e-12,3.228e-21
368.53,2.175e+0,2.175e+0,2.029e-12,3.228e-21
368.56,4.767e+0,4.767e+0,1.994e-12,3.227e-21
368.58,7.808e+0,7.808e+0,1.971e-12,3.226e-21
368.61,1.567e+1,1.567e+1,1.936e-12,3.226e-21
368.63,2.420e+1,2.420e+1,1.913e-12,3.225e-21
368.66,4.445e+1,4.445e+1,1.878e-12,3.225e-21
368.68,6.474e+1,6.474e+1,1.855e-12,3.224e-21
368.7,9.211e+1,9.211e+1,1.832e-12,3.224e-21
368.73,1.496e+2,1.496e+2,1.797e-12,3.223e-21
368.75,2.006e+2,2.006e+2,1.773e-12,3.223e-21
368.78,2.983e+2,2.983e+2,1.738e-12,3.222e-21
368.8,3.773e+2,3.773e+2,1.715e-12,3.222e-21
368.83,5.137e+2,5.137e+2,1.680e-12,3.221e-21
368.85,6.127e+2,6.127e+2,1.657e-12,3.220e-21
368.88,7.637e+2,7.637e+2,1.622e-12,3.220e-21
368.9,8.589e+2,8.589e+2,1.599e-12,3.219e-21
368.93,9.804e+2,9.804e+2,1.564e-12,3.219e-21
368.95,1.040e+3,1.040e+3,1.541e-12,3.218e-21
368.98,1.087e+3,1.087e+3,1.506e-12,3.217e-21
369,1.087e+3,1.087e+3,1.482e-12,3.217e-21
369.03,1.040e+3,1.040e+3,1.447e-12,3.216e-21
369.05,9.804e+2,9.804e+2,1.424e-12,3.216e-21
369.07,9.029e+2,9.029e+2,1.401e-12,3.215e-21
369.1,7.637e+2,7.637e+2,1.366e-12,3.215e-21
369.12,6.633e+2,6.633e+2,1.343e-12,3.214e-21
369.15,5.137e+2,5.137e+2,1.308e-12,3.214e-21
369.17,4.207e+2,4.207e+2,1.285e-12,3.213e-21
369.2,2.983e+2,2.983e+2,1.250e-12,3.213e-21
369.22,2.303e+2,2.303e+2,1.226e-12,3.212e-21
369.25,1.496e+2,1.496e+2,1.191e-12,3.211e-21
369.27,1.089e+2,1.089e+2,1.168e-12,3.211e-21
369.3,6.474e+1,6.474e+1,1.133e-12,3.210e-21
369.32,4.445e+1,4.445e+1,1.110e-12,3.210e-21
369.35,2.420e+1,2.420e+1,1.075e-12,3.209e-21
369.37,1.567e+1,1.567e+1,1.052e-12,3.209e-21
369.4,7.808e+0,7.808e+0,1.017e-12,3.208e-21
369.42,4.767e+0,4.767e+0,9.936e-13,3.208e-21
369.44,2.842e+0,2.842e+0,9.703e-13,3.207e-21
369.47,1.252e+0,1.252e+0,9.354e-13,3.206e-21
369.49,7.040e-1,7.040e-1,9.121e-13,3.206e-21
369.52,2.840e-1,2.840e-1,6.399e-12,3.205e-21
369.54,1.506e-1,1.506e-1,2.278e-11,3.205e-21
369.57,5.562e-2,5.562e-2,1.464e-10,3.204e-21
369.59,2.781e-2,2.781e-2,4.918e-10,3.204e-21
369.62,9.404e-3,9.404e-3,2.897e-9,3.203e-21
369.64,4.433e-3,4.433e-3,9.179e-9,3.203e-21
369.67,1.373e-3,1.373e-3,4.955e-8,3.202e-21
369.69,6.103e-4,6.102e-4,1.481e-7,3.201e-21
369.72,1.738e-4,1.730e-4,7.326e-7,3.201e-21
369.74,7.459e-5,7.252e-5,2.066e-6,3.200e-21
369.77,2.819e-5,1.883e-5,9.364e-6,3.200e-21
369.79,3.235e-5,7.441e-6,2.491e-5,3.199e-21
369.81,6.762e-5,2.872e-6,6.475e-5,3.199e-21
369.84,2.604e-4,6.592e-7,2.597e-4,3.198e-21
369.86,6.371e-4,2.400e-7,6.368e-4,3.198e-21
369.89,2.341e-3,5.042e-8,2.341e-3,3.197e-21
369.91,5.414e-3,1.731e-8,5.414e-3,3.197e-21
369.94,1.824e-2,3.330e-9,1.824e-2,3.196e-21
369.96,3.980e-2,1.078e-9,3.980e-2,3.195e-21
369.99,1.228e-1,1.899e-10,1.228e-1,3.195e-21
370.01,2.529e-1,5.794e-11,2.529e-1,3.194e-21
370.04,7.152e-1,9.347e-12,7.152e-1,3.194e-21
370.06,1.389e+0,2.690e-12,1.389e+0,3.193e-21
370.09,3.600e+0,3.973e-13,3.600e+0,3.192e-21
370.11,6.598e+0,1.078e-13,6.598e+0,3.192e-21
370.14,1.567e+1,1.047e-13,1.567e+1,3.191e-21
370.16,2.709e+1,1.026e-13,2.709e+1,3.191e-21
370.19,5.894e+1,9.954e-14,5.894e+1,3.190e-21
370.21,9.614e+1,9.747e-14,9.614e+1,3.190e-21
370.23,1.532e+2,9.541e-14,1.532e+2,3.189e-21
370.26,2.950e+2,9.231e-14,2.950e+2,3.189e-21
370.28,4.435e+2,9.025e-14,4.435e+2,3.188e-21
370.31,7.825e+2,8.715e-14,7.825e+2,3.188e-21
370.33,1.110e+3,8.509e-14,1.110e+3,3.187e-21
370.36,1.794e+3,8.199e-14,1.794e+3,3.186e-21
370.38,2.401e+3,7.993e-14,2.401e+3,3.186e-21
370.41,3.557e+3,7.683e-14,3.557e+3,3.185e-21
370.43,4.490e+3,7.477e-14,4.490e+3,3.185e-21
370.46,6.096e+3,7.167e-14,6.096e+3,3.184e-21
370.48,7.260e+3,6.960e-14,7.260e+3,3.184e-21
370.51,9.033e+3,6.651e-14,9.033e+3,3.183e-21
370.53,1.015e+4,6.444e-14,1.015e+4,3.183e-21
370.56,1.157e+4,6.135e-14,1.157e+4,3.182e-21
370.58,1.226e+4,5.928e-14,1.226e+4,3.181e-21
370.6,1.270e+4,5.722e-14,1.270e+4,3.181e-21
370.63,1.281e+4,4.037e-13,1.281e+4,3.180e-21
370.65,1.252e+4,1.443e-12,1.252e+4,3.180e-21
370.68,1.157e+4,9.333e-12,1.157e+4,3.179e-21
370.7,1.066e+4,3.148e-11,1.066e+4,3.179e-21
370.73,9.033e+3,1.867e-10,9.033e+3,3.178e-21
370.75,7.854e+3,5.942e-10,7.854e+3,3.178e-21
370.78,6.096e+3,3.231e-9,6.096e+3,3.177e-21
370.8,5.001e+3,9.706e-9,5.001e+3,3.177e-21
370.83,3.557e+3,4.839e-8,3.557e+3,3.176e-21
370.85,2.753e+3,1.372e-7,2.753e+3,3.175e-21
370.88,1.794e+3,6.270e-7,1.794e+3,3.175e-21
370.9,1.310e+3,1.678e-6,1.310e+3,3.174e-21
370.93,7.825e+2,7.030e-6,7.825e+2,3.174e-21
370.95,5.390e+2,1.775e-5,5.390e+2,3.173e-21
370.97,3.627e+2,4.379e-5,3.627e+2,3.173e-21
371,1.917e+2,1.625e-4,1.917e+2,3.172e-21
371.02,1.217e+2,3.784e-4,1.217e+2,3.172e-21
371.05,5.894e+1,1.287e-3,5.894e+1,3.171e-21
371.07,3.531e+1,2.829e-3,3.531e+1,3.170e-21
371.1,1.568e+1,8.824e-3,1.567e+1,3.170e-21
371.12,8.872e+0,1.830e-2,8.854e+0,3.169e-21
371.15,3.653e+0,5.233e-2,3.600e+0,3.169e-21
371.17,2.022e+0,1.024e-1,1.919e+0,3.168e-21
371.2,9.838e-1,2.686e-1,7.152e-1,3.168e-21
371.22,8.558e-1,4.961e-1,3.597e-1,3.167e-21
371.25,1.315e+0,1.192e+0,1.228e-1,3.166e-21
371.27,2.137e+0,2.079e+0,5.828e-2,3.166e-21
371.3,4.600e+0,4.581e+0,1.824e-2,3.165e-21
371.32,7.545e+0,7.537e+0,8.180e-3,3.165e-21
371.34,1.212e+1,1.212e+1,3.612e-3,3.164e-21
371.37,2.365e+1,2.365e+1,1.158e-3,3.164e-21
371.39,3.588e+1,3.587e+1,8.252e-4,3.163e-21
371.42,6.419e+1,6.419e+1,1.647e-3,3.163e-21
371.44,9.191e+1,9.191e+1,3.628e-3,3.162e-21
371.47,1.508e+2,1.508e+2,1.218e-2,3.161e-21
371.49,2.038e+2,2.037e+2,2.671e-2,3.161e-21
371.52,3.065e+2,3.064e+2,8.307e-2,3.160e-21
371.54,3.909e+2,3.907e+2,1.720e-1,3.160e-21
371.57,5.393e+2,5.388e+2,4.907e-1,3.159e-21
371.59,6.494e+2,6.485e+2,9.589e-1,3.159e-21
371.62,8.223e+2,8.198e+2,2.509e+0,3.158e-21
371.64,9.358e+2,9.312e+2,4.627e+0,3.158e-21
371.67,1.090e+3,1.079e+3,1.110e+1,3.157e-21
371.69,1.176e+3,1.157e+3,1.933e+1,3.156e-21
371.72,1.272e+3,1.230e+3,4.252e+1,3.156e-21
371.74,1.314e+3,1.244e+3,6.987e+1,3.155e-21
371.76,1.343e+3,1.230e+3,1.122e+2,3.155e-21
371.79,1.378e+3,1.159e+3,2.186e+2,3.154e-21
371.81,1.414e+3,1.083e+3,3.314e+2,3.154e-21
371.84,1.531e+3,9.389e+2,5.922e+2,3.153e-21
371.86,1.679e+3,8.322e+2,8.472e+2,3.153e-21
371.89,2.061e+3,6.728e+2,1.388e+3,3.152e-21
371.91,2.450e+3,5.759e+2,1.875e+3,3.152e-21
371.94,3.274e+3,4.578e+2,2.817e+3,3.151e-21
371.96,3.993e+3,4.033e+2,3.590e+3,3.150e-21
371.99,5.312e+3,3.657e+2,4.947e+3,3.150e-21
372.01,6.324e+3,3.734e+2,5.951e+3,3.149e-21
372.04,7.958e+3,4.384e+2,7.519e+3,3.149e-21
372.06,9.057e+3,5.193e+2,8.538e+3,3.148e-21
372.09,1.059e+4,7.010e+2,9.893e+3,3.147e-21
372.11,1.147e+4,8.648e+2,1.060e+4,3.147e-21
372.13,1.217e+4,1.065e+3,1.110e+4,3.147e-21
372.16,1.284e+4,1.441e+3,1.140e+4,3.146e-21
372.18,1.301e+4,1.747e+3,1.127e+4,3.145e-21
372.21,1.290e+4,2.298e+3,1.060e+4,3.145e-21
372.23,1.262e+4,2.732e+3,9.893e+3,3.144e-21
372.26,1.202e+4,3.486e+3,8.538e+3,3.144e-21
372.28,1.157e+4,4.056e+3,7.519e+3,3.143e-21
372.31,1.094e+4,4.991e+3,5.951e+3,3.143e-21
372.33,1.060e+4,5.649e+3,4.947e+3,3.142e-21
372.36,1.022e+4,6.633e+3,3.590e+3,3.141e-21
372.38,1.006e+4,7.246e+3,2.817e+3,3.141e-21
372.41,9.899e+3,8.024e+3,1.875e+3,3.140e-21
372.43,9.792e+3,8.404e+3,1.388e+3,3.140e-21
372.46,9.547e+3,8.700e+3,8.472e+2,3.139e-21
372.48,9.284e+3,8.692e+3,5.922e+2,3.139e-21
372.5,8.920e+3,8.516e+3,4.045e+2,3.138e-21
372.53,8.176e+3,7.957e+3,2.186e+2,3.138e-21
372.55,7.563e+3,7.422e+3,1.410e+2,3.137e-21
372.58,6.527e+3,6.458e+3,6.987e+1,3.136e-21
372.6,5.809e+3,5.766e+3,4.252e+1,3.136e-21
372.63,4.783e+3,4.763e+3,1.933e+1,3.135e-21
372.65,4.188e+3,4.177e+3,1.110e+1,3.135e-21
372.68,3.514e+3,3.509e+3,4.627e+0,3.134e-21
372.7,3.248e+3,3.246e+3,2.509e+0,3.134e-21
372.73,3.171e+3,3.171e+3,9.589e-1,3.133e-21
372.75,3.346e+3,3.346e+3,4.907e-1,3.133e-21
372.78,3.941e+3,3.941e+3,1.720e-1,3.132e-21
372.8,4.538e+3,4.538e+3,8.307e-2,3.132e-21
372.83,5.664e+3,5.664e+3,2.670e-2,3.131e-21
372.85,6.514e+3,6.514e+3,1.217e-2,3.130e-21
372.87,7.385e+3,7.385e+3,5.423e-3,3.130e-21
372.9,8.618e+3,8.618e+3,1.544e-3,3.129e-21
372.92,9.312e+3,9.312e+3,6.492e-4,3.129e-21
372.95,1.004e+4,1.004e+4,1.695e-4,3.128e-21
372.97,1.026e+4,1.026e+4,6.727e-5,3.128e-21
373,1.017e+4,1.017e+4,1.610e-5,3.127e-21
373.02,9.824e+3,9.824e+3,6.033e-6,3.127e-21
373.05,8.933e+3,8.933e+3,1.324e-6,3.126e-21
373.07,8.147e+3,8.147e+3,4.684e-7,3.125e-21
373.1,6.797e+3,6.797e+3,9.482e-8,3.125e-21
373.12,5.853e+3,5.853e+3,3.324e-8,3.124e-21
373.15,4.480e+3,4.480e+3,1.611e-8,3.124e-21
373.17,3.642e+3,3.642e+3,3.414e-8,3.123e-21
373.2,2.557e+3,2.557e+3,1.722e-7,3.123e-21
373.22,1.963e+3,1.963e+3,5.091e-7,3.122e-21
373.25,1.264e+3,1.264e+3,2.486e-6,3.121e-21
373.27,9.161e+2,9.161e+2,6.952e-6,3.121e-21
373.29,6.488e+2,6.488e+2,1.901e-5,3.120e-21
373.32,3.703e+2,3.703e+2,8.231e-5,3.120e-21
373.34,2.476e+2,2.476e+2,2.125e-4,3.119e-21
373.37,1.297e+2,1.297e+2,8.448e-4,3.119e-21
373.39,8.185e+1,8.185e+1,2.060e-3,3.118e-21
373.42,3.934e+1,3.933e+1,7.517e-3,3.118e-21
373.44,2.349e+1,2.347e+1,1.731e-2,3.117e-21
373.47,1.050e+1,1.044e+1,5.797e-2,3.116e-21
373.49,6.170e+0,6.044e+0,1.261e-1,3.116e-21
373.52,3.397e+0,3.009e+0,3.876e-1,3.115e-21
373.54,3.326e+0,2.530e+0,7.963e-1,3.115e-21
373.57,6.030e+0,3.783e+0,2.247e+0,3.114e-21
373.59,1.068e+1,6.318e+0,4.359e+0,3.114e-21
373.62,2.584e+1,1.455e+1,1.129e+1,3.113e-21
373.64,4.577e+1,2.508e+1,2.069e+1,3.113e-21
373.66,7.945e+1,4.240e+1,3.705e+1,3.112e-21
373.69,1.745e+2,8.936e+1,8.509e+1,3.112e-21
373.71,2.867e+2,1.428e+2,1.440e+2,3.111e-21
373.74,5.797e+2,2.763e+2,3.034e+2,3.110e-21
373.76,9.018e+2,4.170e+2,4.848e+2,3.110e-21
373.79,1.679e+3,7.407e+2,9.380e+2,3.109e-21
373.81,2.471e+3,1.056e+3,1.415e+3,3.109e-21
373.84,4.235e+3,1.721e+3,2.514e+3,3.108e-21
373.86,5.899e+3,2.317e+3,3.582e+3,3.108e-21
373.89,9.306e+3,3.466e+3,5.839e+3,3.107e-21
373.91,1.227e+4,4.407e+3,7.860e+3,3.107e-21
373.94,1.781e+4,6.052e+3,1.176e+4,3.106e-21
373.96,2.222e+4,7.267e+3,1.495e+4,3.105e-21
373.99,2.969e+4,9.160e+3,2.053e+4,3.105e-21
374.01,3.503e+4,1.039e+4,2.465e+4,3.104e-21
374.03,4.044e+4,1.151e+4,2.892e+4,3.104e-21
374.06,4.810e+4,1.287e+4,3.523e+4,3.103e-21
374.08,5.251e+4,1.347e+4,3.904e+4,3.103e-21
374.11,5.747e+4,1.382e+4,4.364e+4,3.102e-21
374.13,5.935e+4,1.367e+4,4.569e+4,3.102e-21
374.16,5.975e+4,1.287e+4,4.688e+4,3.101e-21
374.18,5.836e+4,1.202e+4,4.634e+4,3.100e-21
374.21,5.403e+4,1.039e+4,4.364e+4,3.100e-21
374.23,4.991e+4,9.160e+3,4.075e+4,3.099e-21
374.26,4.249e+4,7.267e+3,3.523e+4,3.099e-21
374.28,3.712e+4,6.052e+3,3.107e+4,3.098e-21
