spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.8928,0.0000,0.0000,0.0000,0.0000,0.0000,0.9860,0.8857,0.9888,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9875,0.7451,0.0000,0.0000,0.0000,0.0000,0.0000,0.8783,0.0000,0.0000,0.7747,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9782,0.9115,0.0000,0.0000,0.0000,0.8678,0.0000,0.9788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.0000,0.0000,0.0000,0.0000,0.9945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.9794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.8882,0.0000,0.0000,0.0000,0.0000,0.5108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.0000,0.9486,0.0000,0.0000,0.5244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.9801,0.0000,0.0000,0.0000,0.9210,0.0000,0.0000,0.0000,0.0000,0.0000,0.8465,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9866,0.0000,0.0000,0.9234,0.0000,0.0000,0.0000,0.9367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.0000,0.0711,0.9063,0.8346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9772,0.2671,0.9214,0.8047,0.9801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.9806,0.5412,0.0000,0.9354,0.8038,0.0000,0.8592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.9792,0.0000,0.0000,0.0000,0.0000,0.8784,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.0000,0.9658,0.9922,0.3689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9779,0.7560,0.8453,0.0000,0.9969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.9307,0.0000,0.7418,0.0000,0.9493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.0000,0.9745,0.0000,0.0000,0.8227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.7436,0.4011,0.0000,0.0000,0.8615,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.5570,0.0000,0.9489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
