wavelength,intensity
199.1,4.654e-37
199.12,8.874000000000001e-36
199.13,4.138e-29
199.15,8.148e-28
199.17,1.5010000000000002e-26
199.18,6.287e-26
199.2,1.049e-24
199.22,1.638e-23
199.23,6.313999999999999e-23
199.25,8.926999999999999e-22
199.27,1.1810000000000001e-20
199.28,4.1920000000000005e-20
199.3,5.022e-19
199.31,1.696e-18
199.33,1.84e-17
199.35,1.868e-16
199.36,5.806e-16
199.38,5.338e-15
199.4,4.593e-14
199.41,1.314e-13
199.43,1.024e-12
199.45,7.465e-12
199.46,1.966e-11
199.48,1.298e-10
199.5,8.021e-10
199.51,1.945e-09
199.53,1.088e-08
199.55,5.697e-08
199.56,1.272e-07
199.58,6.029e-07
199.6,2.675e-06
199.61,5.497e-06
199.63,2.209e-05
199.65,8.304e-05
199.66,0.0001571
199.68,0.0005348
199.7,0.001704
199.71,0.002967
199.73,0.008561
199.75,0.02312
199.76,0.03706
199.78,0.0906
199.8,0.2073
199.81,0.3059
199.83,0.6338
199.85,1.229
199.86,1.669
199.88,2.931
199.9,4.817
199.91,6.023
199.93,8.962
199.94,10.66
199.96,14.37
199.98,18.11
199.99,19.84
200.01,22.65
200.03,24.2
200.04,24.4
200.06,23.61
200.08,21.38
200.09,19.85
200.11,16.28
200.13,12.5
200.14,10.69
200.16,7.44
200.18,4.86
200.19,3.841
200.21,2.306
200.23,1.342
200.24,1.028
200.26,0.6482
200.28,0.499
200.29,0.4807
200.31,0.5119
200.33,0.5895
200.34,0.6329
200.36,0.7097
200.38,0.7552
200.39,0.762
200.41,0.7417
200.43,0.681
200.44,0.6399
200.46,0.5489
200.48,0.4677
200.49,0.4399
200.51,0.4301
200.52,0.4573
200.54,0.6012
200.56,0.9026
200.57,1.127
200.59,1.751
200.61,2.632
200.62,3.17
200.64,4.421
200.66,5.832
200.67,6.559
200.69,7.947
200.71,9.091
200.72,9.516
200.74,9.982
200.76,9.88
200.77,9.619
200.79,8.733
200.81,7.505
200.82,6.828
200.84,5.493
200.86,4.367
200.87,3.944
200.89,3.479
200.91,3.62
200.92,3.942
200.94,5.1
200.96,6.903
200.97,8.006
200.99,10.47
201.01,13.02
201.02,14.2
201.04,16.15
201.06,17.26
201.07,17.43
201.09,16.96
201.11,15.53
201.12,14.53
201.14,12.19
201.15,10.96
201.17,8.599
201.19,6.619
201.2,5.833
201.22,4.711
201.24,4.158
201.25,4.059
201.27,4.118
201.29,4.367
201.3,4.511
201.32,4.758
201.34,4.893
201.35,4.917
201.37,4.918
201.39,4.954
201.4,5.029
201.42,5.38
201.44,6.076
201.45,6.563
201.47,7.775
201.49,9.179
201.5,9.888
201.52,11.17
201.54,12.09
201.55,12.37
201.57,12.53
201.59,12.18
201.6,11.87
201.62,11.07
201.64,10.19
201.65,9.789
201.67,9.124
201.69,8.732
201.7,8.66
201.72,8.8
201.73,9.024
201.75,9.806
201.77,11.04
201.78,11.81
201.8,13.57
201.82,15.43
201.83,16.29
201.85,17.71
201.87,18.47
201.88,18.55
201.9,18.1
201.92,16.99
201.93,16.29
201.95,14.8
201.97,13.52
201.98,13.05
202.0,12.49
202.02,12.39
202.03,12.45
202.05,12.62
202.07,12.59
202.08,12.42
202.1,11.7
202.12,10.46
202.13,9.685
202.15,7.944
202.17,6.145
202.18,5.291
202.2,3.775
202.22,2.594
202.23,2.14
202.25,1.491
202.27,1.148
202.28,1.075
202.3,1.107
202.32,1.384
202.33,1.636
202.35,2.464
202.36,3.101
202.38,5.029
202.4,8.188
202.41,10.37
202.43,16.23
202.45,24.28
202.46,29.12
202.48,40.18
202.5,52.26
202.51,58.28
202.53,69.19
202.55,77.21
202.56,79.67
202.58,80.93
202.6,77.2
202.61,73.65
202.63,63.94
202.65,52.15
202.66,46.01
202.68,34.24
202.7,24.03
202.71,19.73
202.73,12.85
202.75,8.124
202.76,6.454
202.78,4.209
202.8,3.044
202.81,2.742
202.83,2.499
202.85,2.543
202.86,2.616
202.88,2.782
202.9,2.895
202.91,2.911
202.93,2.839
202.94,2.751
202.96,2.485
202.98,2.145
202.99,1.97
203.01,1.666
203.03,1.502
203.04,1.504
203.06,1.738
203.08,2.354
203.09,2.828
203.11,4.134
203.13,5.898
203.14,6.924
203.16,9.153
203.18,11.4
203.19,12.42
203.21,14.09
203.23,15.01
203.24,15.13
203.26,14.68
203.28,13.4
203.29,12.51
203.31,10.46
203.33,8.278
203.34,7.235
203.36,5.372
203.38,3.904
203.39,3.331
203.41,2.493
203.43,2.019
203.44,1.9
203.46,1.871
203.48,2.101
203.49,2.31
203.51,2.916
203.53,3.757
203.54,4.252
203.56,5.337
203.57,5.896
203.59,6.954
203.61,7.798
203.62,8.094
203.64,8.371
203.66,8.194
203.67,7.942
203.69,7.168
203.71,6.14
203.72,5.577
203.74,4.441
203.76,3.387
203.77,2.918
203.79,2.133
203.81,1.577
203.82,1.395
203.84,1.243
203.86,1.424
203.87,1.665
203.89,2.52
203.91,3.98
203.92,4.975
203.94,7.539
203.96,10.85
203.97,12.74
203.99,16.79
204.01,20.82
204.02,22.66
204.04,25.61
204.06,27.19
204.07,27.37
204.09,26.45
204.11,24.0
204.12,22.33
204.14,18.45
204.15,16.38
204.17,12.35
204.19,8.801
204.2,7.3
204.22,4.915
204.24,3.341
204.25,2.826
204.27,2.246
204.29,2.116
204.3,2.165
204.32,2.387
204.34,2.66
204.35,2.778
204.37,2.924
204.39,2.911
204.4,2.84
204.42,2.58
204.44,2.201
204.45,1.986
204.47,1.542
204.49,1.125
204.5,0.9388
204.52,0.6265
204.54,0.3984
204.55,0.3147
204.57,0.2004
204.59,0.1458
204.6,0.137
204.62,0.1506
204.64,0.201
204.65,0.2388
204.67,0.3386
204.69,0.4682
204.7,0.5431
204.72,0.7085
204.74,0.8862
204.75,0.9756
204.77,1.145
204.78,1.221
204.8,1.347
204.82,1.429
204.83,1.454
204.85,1.482
204.87,1.515
204.88,1.551
204.9,1.721
204.92,2.108
204.93,2.421
204.95,3.353
204.97,4.76
204.98,5.648
205.0,7.754
205.02,10.16
205.03,11.39
205.05,13.71
205.07,15.53
205.08,16.15
205.1,16.67
205.12,16.18
205.13,15.57
205.15,13.77
205.17,11.45
205.18,10.2
205.2,7.749
205.22,5.551
205.23,4.6
205.25,3.04
205.27,1.933
205.28,1.534
205.3,1.004
205.32,0.784
205.33,0.7773
205.35,0.9636
205.36,1.159
205.38,1.772
205.4,2.705
205.41,3.299
205.43,4.747
205.45,6.572
205.46,7.662
205.48,10.45
205.5,14.92
205.51,18.47
205.53,30.89
205.55,57.19
205.56,79.57
205.58,155.6
205.6,298.7
205.61,407.6
205.63,730.6
205.65,1237.0
205.66,1575.0
205.68,2437.0
205.7,3544.0
205.71,4176.0
205.73,5532.0
205.75,6885.0
205.76,7503.0
205.78,8503.0
205.8,9051.0
205.81,9122.0
205.83,8841.0
205.85,8049.0
205.86,7502.0
205.88,6218.0
205.9,4841.0
205.91,4173.0
205.93,2958.0
205.94,2433.0
205.96,1570.0
205.98,952.3
205.99,724.5
206.01,400.5
206.03,208.6
206.04,147.5
206.06,71.5
206.08,34.36
206.09,24.36
206.11,13.93
206.13,10.39
206.14,9.864
206.16,9.856
206.18,10.29
206.19,10.49
206.21,10.73
206.23,10.74
206.24,10.69
206.26,10.58
206.28,10.55
206.29,10.58
206.31,10.73
206.33,10.91
206.34,10.96
206.36,10.9
206.38,10.53
206.39,10.22
206.41,9.372
206.43,8.34
206.44,7.808
206.46,6.819
206.48,6.049
206.49,5.772
206.51,5.44
206.53,5.354
206.54,5.372
206.56,5.457
206.57,5.496
206.59,5.522
206.61,5.459
206.62,5.402
206.64,5.281
206.66,5.227
206.67,5.252
206.69,5.44
206.71,5.808
206.72,6.042
206.74,6.538
206.76,6.957
206.77,7.093
206.79,7.151
206.81,6.884
206.82,6.632
206.84,5.941
206.86,5.102
206.87,4.671
206.89,3.871
206.91,3.239
206.92,3.01
206.94,2.742
206.96,2.744
206.97,2.852
206.99,3.316
207.01,4.22
207.02,4.906
207.04,6.963
207.06,10.33
207.07,12.69
207.09,19.17
207.11,28.5
207.12,34.41
207.14,48.8
207.15,57.24
207.17,76.18
207.19,96.7
207.2,106.9
207.22,125.8
207.24,140.5
207.25,145.4
207.27,149.6
207.29,145.6
207.3,140.6
207.32,125.7
207.34,106.1
207.35,95.43
207.37,74.0
207.39,54.29
207.4,45.59
207.42,30.98
207.44,20.19
207.45,16.11
207.47,10.17
207.49,6.522
