spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9898,0.0000,0.0000,0.9733,0.0000,0.0000,0.8762,0.0000,0.0000,0.0000,0.7292,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.9917,0.9726,0.0000,0.0000,0.7964,0.0000,0.9049,0.0000,0.0000,0.0000,0.0000,0.0000,0.7428,0.0000
03130_95_random,0.0000,0.0000,0.9624,0.0000,0.0000,0.8550,0.0000,0.0000,0.6021,0.0000,0.0000,0.0000,0.0000,0.0000,0.9646
03134_95_random,0.9893,0.0000,0.0000,0.0000,0.0000,0.9235,0.0000,0.9021,0.9735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9841,0.0000,0.0000,0.0025,0.0000,0.7943,0.0293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9844,0.9793,0.8990,0.0000,0.0000,0.0000,0.0000,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.0000,0.9538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.0000,0.0000,0.9909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.7685,0.0000,0.9444,0.7322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8369,0.9350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.9899,0.0000,0.0000,0.8552,0.7775,0.0000,0.0000,0.9050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9751,0.8178,0.0000,0.9175,0.9570,0.8004,0.0000,0.8786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8009,0.4395,0.9401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8913,0.6929,0.0000,0.9452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.9853,0.0000,0.0000,0.9568,0.8891,0.8733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.9810,0.0000,0.6702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.9801,0.7098,0.0000,0.9586,0.0000,0.1259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.5217,0.0000,0.0000,0.9770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.8976,0.0000,0.0000,0.0000,0.0000,0.0000,0.8264,0.5784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.8731,0.8216,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.9356,0.5523,0.6815,0.0000,0.7469,0.0000,0.7872,0.0000,0.0000,0.0000,0.7051
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9561,0.9312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
