Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
313.52,3.694e+4,3.694e+4,,4.836e-24
313.55,2.722e+4,2.722e+4,,4.838e-24
313.57,2.132e+4,2.132e+4,,4.840e-24
313.59,1.616e+4,1.616e+4,,4.841e-24
313.62,1.004e+4,1.004e+4,,4.844e-24
313.64,7.013e+3,7.013e+3,,4.845e-24
313.67,3.854e+3,3.854e+3,,4.848e-24
313.69,2.483e+3,2.483e+3,,4.849e-24
313.72,1.208e+3,1.208e+3,,4.852e-24
313.74,7.170e+2,7.170e+2,,4.853e-24
313.77,3.086e+2,3.086e+2,,4.855e-24
313.79,1.689e+2,1.689e+2,,4.857e-24
313.82,6.435e+1,6.435e+1,,4.859e-24
313.84,3.247e+1,3.247e+1,,4.861e-24
313.87,1.094e+1,1.094e+1,,4.863e-24
313.89,5.090e+0,5.090e+0,,4.865e-24
313.92,1.519e+0,1.519e+0,,4.867e-24
313.94,6.510e-1,6.510e-1,,4.869e-24
313.97,1.719e-1,1.719e-1,,4.871e-24
313.99,6.793e-2,6.793e-2,,4.873e-24
314.02,1.587e-2,1.587e-2,,4.875e-24
314.04,5.782e-3,5.782e-3,,4.877e-24
314.07,1.196e-3,1.196e-3,,4.879e-24
314.09,4.015e-4,4.015e-4,,4.881e-24
314.12,7.349e-5,7.349e-5,,4.883e-24
314.14,2.274e-5,2.274e-5,,4.885e-24
314.17,3.684e-6,3.684e-6,,4.887e-24
314.19,1.051e-6,1.051e-6,,4.889e-24
314.22,1.507e-7,1.507e-7,,4.891e-24
314.24,3.962e-8,3.962e-8,,4.892e-24
314.27,5.027e-9,5.027e-9,,4.895e-24
314.29,1.218e-9,1.218e-9,,4.896e-24
314.32,1.368e-10,1.368e-10,,4.899e-24
314.34,3.057e-11,3.057e-11,,4.900e-24
314.36,6.611e-12,6.611e-12,,4.902e-24
321.17,4.793e-14,4.793e-14,,5.437e-24
321.2,4.675e-13,4.675e-13,,5.439e-24
321.22,2.053e-12,2.053e-12,,5.441e-24
321.25,1.784e-11,1.784e-11,,5.443e-24
321.27,7.256e-11,7.256e-11,,5.445e-24
321.3,5.616e-10,5.616e-10,,5.447e-24
321.32,2.114e-9,2.114e-9,,5.449e-24
321.35,1.458e-8,1.458e-8,,5.451e-24
321.37,5.082e-8,5.082e-8,,5.453e-24
321.4,3.122e-7,3.122e-7,,5.455e-24
321.42,1.007e-6,1.007e-6,,5.457e-24
321.45,5.512e-6,5.512e-6,,5.459e-24
321.47,1.647e-5,1.647e-5,,5.461e-24
321.5,8.027e-5,8.027e-5,,5.463e-24
321.52,2.220e-4,2.220e-4,,5.465e-24
321.55,9.641e-4,9.641e-4,,5.467e-24
321.57,2.469e-3,2.469e-3,,5.469e-24
321.59,6.131e-3,6.131e-3,,5.470e-24
321.62,2.264e-2,2.264e-2,,5.472e-24
321.64,5.205e-2,5.205e-2,,5.474e-24
321.67,1.712e-1,1.712e-1,,5.476e-24
321.69,3.645e-1,3.645e-1,,5.478e-24
321.72,1.068e+0,1.068e+0,,5.480e-24
321.74,2.105e+0,2.105e+0,,5.482e-24
321.77,5.495e+0,5.495e+0,,5.484e-24
321.79,1.002e+1,1.002e+1,,5.486e-24
321.82,2.331e+1,2.331e+1,,5.488e-24
321.84,3.938e+1,3.938e+1,,5.490e-24
321.87,8.158e+1,8.158e+1,,5.492e-24
321.89,1.276e+2,1.276e+2,,5.494e-24
321.92,2.354e+2,2.354e+2,,5.496e-24
321.94,3.409e+2,3.409e+2,,5.498e-24
321.97,5.604e+2,5.604e+2,,5.500e-24
321.99,7.512e+2,7.512e+2,,5.502e-24
322.02,1.100e+3,1.100e+3,,5.504e-24
322.04,1.366e+3,1.366e+3,,5.505e-24
322.07,1.784e+3,1.784e+3,,5.508e-24
322.09,2.052e+3,2.052e+3,,5.509e-24
322.12,2.393e+3,2.393e+3,,5.512e-24
322.14,2.556e+3,2.556e+3,,5.513e-24
322.17,2.679e+3,2.679e+3,,5.516e-24
322.19,2.677e+3,2.677e+3,,5.517e-24
322.22,2.574e+3,2.574e+3,,5.520e-24
322.24,2.465e+3,2.465e+3,,5.521e-24
322.27,2.304e+3,2.304e+3,,5.524e-24
322.29,2.237e+3,2.237e+3,,5.525e-24
322.32,2.251e+3,2.251e+3,,5.527e-24
322.34,2.355e+3,2.355e+3,,5.529e-24
322.37,2.650e+3,2.650e+3,,5.531e-24
322.39,2.919e+3,2.919e+3,,5.533e-24
322.41,3.216e+3,3.216e+3,,5.535e-24
322.44,3.643e+3,3.643e+3,,5.537e-24
322.46,3.867e+3,3.867e+3,,5.538e-24
322.49,4.039e+3,4.039e+3,,5.541e-24
322.51,4.018e+3,4.018e+3,,5.542e-24
322.54,3.778e+3,3.778e+3,,5.545e-24
322.56,3.493e+3,3.493e+3,,5.546e-24
322.59,2.935e+3,2.935e+3,,5.549e-24
322.61,2.515e+3,2.515e+3,,5.550e-24
322.64,1.884e+3,1.884e+3,,5.553e-24
322.66,1.496e+3,1.496e+3,,5.554e-24
322.69,9.989e+2,9.989e+2,,5.557e-24
322.71,7.343e+2,7.343e+2,,5.558e-24
322.74,4.371e+2,4.371e+2,,5.561e-24
322.76,2.978e+2,2.978e+2,,5.562e-24
322.79,1.590e+2,1.590e+2,,5.564e-24
322.81,1.022e+2,1.022e+2,,5.566e-24
322.84,5.513e+1,5.513e+1,,5.568e-24
322.86,4.346e+1,4.346e+1,,5.570e-24
322.89,5.317e+1,5.317e+1,,5.572e-24
322.91,8.189e+1,8.189e+1,,5.574e-24
322.94,1.773e+2,1.773e+2,,5.576e-24
322.96,2.956e+2,2.956e+2,,5.578e-24
322.99,6.075e+2,6.075e+2,,5.580e-24
323.01,9.469e+2,9.469e+2,,5.582e-24
323.04,1.741e+3,1.741e+3,,5.584e-24
323.06,2.515e+3,2.515e+3,,5.586e-24
323.09,4.126e+3,4.126e+3,,5.588e-24
323.11,5.525e+3,5.525e+3,,5.590e-24
323.14,8.089e+3,8.089e+3,,5.592e-24
323.16,1.004e+4,1.004e+4,,5.594e-24
323.18,1.210e+4,1.210e+4,,5.595e-24
323.21,1.514e+4,1.514e+4,,5.597e-24
323.23,1.694e+4,1.694e+4,,5.599e-24
323.26,1.899e+4,1.899e+4,,5.601e-24
323.28,1.977e+4,1.977e+4,,5.603e-24
323.31,1.995e+4,1.995e+4,,5.605e-24
323.33,1.940e+4,1.940e+4,,5.607e-24
323.36,1.774e+4,1.774e+4,,5.609e-24
323.38,1.622e+4,1.622e+4,,5.611e-24
323.41,1.361e+4,1.361e+4,,5.613e-24
323.43,1.180e+4,1.180e+4,,5.615e-24
323.46,9.209e+3,9.209e+3,,5.617e-24
323.48,7.651e+3,7.651e+3,,5.619e-24
323.51,5.637e+3,5.637e+3,,5.621e-24
323.53,4.520e+3,4.520e+3,,5.623e-24
323.56,3.161e+3,3.161e+3,,5.625e-24
323.58,2.446e+3,2.446e+3,,5.627e-24
323.61,1.614e+3,1.614e+3,,5.629e-24
323.63,1.196e+3,1.196e+3,,5.630e-24
323.66,7.342e+2,7.342e+2,,5.633e-24
323.68,5.158e+2,5.158e+2,,5.634e-24
323.71,2.902e+2,2.902e+2,,5.637e-24
323.73,1.916e+2,1.916e+2,,5.638e-24
323.76,9.779e+1,9.779e+1,,5.641e-24
323.78,6.042e+1,6.042e+1,,5.642e-24
323.81,2.822e+1,2.822e+1,,5.645e-24
323.83,1.708e+1,1.708e+1,,5.646e-24
323.86,1.005e+1,1.005e+1,,5.649e-24
323.88,1.036e+1,1.036e+1,,5.650e-24
323.91,1.904e+1,1.904e+1,,5.652e-24
323.93,3.278e+1,3.278e+1,,5.654e-24
323.96,7.414e+1,7.414e+1,,5.656e-24
323.98,1.241e+2,1.241e+2,,5.658e-24
324,2.018e+2,2.018e+2,,5.660e-24
324.03,3.956e+2,3.956e+2,,5.662e-24
324.05,5.965e+2,5.965e+2,,5.663e-24
324.08,1.043e+3,1.043e+3,,5.666e-24
324.1,1.458e+3,1.458e+3,,5.667e-24
324.13,2.275e+3,2.275e+3,,5.670e-24
324.15,2.947e+3,2.947e+3,,5.671e-24
324.18,4.103e+3,4.103e+3,,5.674e-24
324.2,4.924e+3,4.924e+3,,5.675e-24
324.23,6.116e+3,6.116e+3,,5.678e-24
324.25,6.804e+3,6.804e+3,,5.679e-24
324.28,7.539e+3,7.539e+3,,5.682e-24
324.3,7.772e+3,7.772e+3,,5.683e-24
324.33,7.684e+3,7.684e+3,,5.685e-24
324.35,7.341e+3,7.341e+3,,5.687e-24
324.38,6.475e+3,6.475e+3,,5.689e-24
324.4,5.733e+3,5.733e+3,,5.691e-24
324.43,4.512e+3,4.512e+3,,5.693e-24
324.45,3.702e+3,3.702e+3,,5.695e-24
324.48,2.599e+3,2.599e+3,,5.697e-24
324.5,1.977e+3,1.977e+3,,5.699e-24
324.53,1.238e+3,1.238e+3,,5.701e-24
324.55,8.726e+2,8.726e+2,,5.703e-24
324.58,4.876e+2,4.876e+2,,5.705e-24
324.6,3.185e+2,3.185e+2,,5.707e-24
324.63,1.588e+2,1.588e+2,,5.709e-24
324.65,9.612e+1,9.612e+1,,5.711e-24
324.68,4.276e+1,4.276e+1,,5.713e-24
324.7,2.398e+1,2.398e+1,,5.715e-24
324.73,9.519e+0,9.519e+0,,5.717e-24
324.75,4.949e+0,4.949e+0,,5.718e-24
324.78,1.752e+0,1.752e+0,,5.721e-24
324.8,8.442e-1,8.442e-1,,5.722e-24
324.82,3.945e-1,3.945e-1,,5.724e-24
324.85,1.191e-1,1.191e-1,,5.726e-24
324.87,5.157e-2,5.157e-2,,5.728e-24
324.9,1.389e-2,1.389e-2,,5.730e-24
324.92,5.574e-3,5.574e-3,,5.732e-24
324.95,1.339e-3,1.339e-3,,5.734e-24
324.97,4.981e-4,4.981e-4,,5.736e-24
325,1.068e-4,1.068e-4,,5.738e-24
325.02,3.680e-5,3.680e-5,,5.740e-24
325.05,7.037e-6,7.037e-6,,5.742e-24
325.07,2.248e-6,2.248e-6,,5.744e-24
325.1,3.836e-7,3.836e-7,,5.746e-24
325.12,1.136e-7,1.136e-7,,5.748e-24
325.15,1.729e-8,1.729e-8,,5.750e-24
325.17,4.743e-9,4.743e-9,,5.751e-24
325.2,6.441e-10,6.441e-10,,5.754e-24
325.22,1.638e-10,1.638e-10,,5.755e-24
325.25,1.984e-11,1.984e-11,,5.758e-24
325.27,4.677e-12,4.677e-12,,5.759e-24
325.3,5.055e-13,5.055e-13,,5.762e-24
330.54,1.451e-13,1.451e-13,,6.174e-24
330.56,6.402e-13,6.402e-13,,6.175e-24
330.59,5.619e-12,5.619e-12,,6.177e-24
330.61,2.306e-11,2.306e-11,,6.179e-24
330.64,1.814e-10,1.814e-10,,6.181e-24
330.66,6.922e-10,6.922e-10,,6.183e-24
330.69,4.884e-9,4.884e-9,,6.185e-24
330.71,1.733e-8,1.733e-8,,6.187e-24
330.74,1.096e-7,1.096e-7,,6.189e-24
330.76,3.615e-7,3.615e-7,,6.191e-24
330.79,2.051e-6,2.051e-6,,6.193e-24
330.81,6.289e-6,6.289e-6,,6.195e-24
330.84,3.198e-5,3.198e-5,,6.197e-24
330.86,9.120e-5,9.120e-5,,6.199e-24
330.89,4.158e-4,4.158e-4,,6.201e-24
330.91,1.103e-3,1.103e-3,,6.203e-24
330.94,4.507e-3,4.507e-3,,6.205e-24
330.96,1.111e-2,1.111e-2,,6.207e-24
330.99,4.073e-2,4.073e-2,,6.209e-24
331.01,9.337e-2,9.337e-2,,6.210e-24
331.04,3.068e-1,3.068e-1,,6.213e-24
331.06,6.540e-1,6.540e-1,,6.214e-24
331.09,1.927e+0,1.927e+0,,6.217e-24
331.11,3.819e+0,3.819e+0,,6.218e-24
331.14,1.009e+1,1.009e+1,,6.221e-24
331.16,1.859e+1,1.859e+1,,6.222e-24
331.19,4.404e+1,4.404e+1,,6.225e-24
331.21,7.546e+1,7.546e+1,,6.226e-24
331.23,1.256e+2,1.256e+2,,6.228e-24
331.26,2.553e+2,2.553e+2,,6.230e-24
331.28,3.951e+2,3.951e+2,,6.232e-24
331.31,7.202e+2,7.202e+2,,6.234e-24
331.33,1.036e+3,1.036e+3,,6.236e-24
331.36,1.693e+3,1.693e+3,,6.238e-24
331.38,2.266e+3,2.266e+3,,6.240e-24
331.41,3.320e+3,3.320e+3,,6.242e-24
331.43,4.130e+3,4.130e+3,,6.244e-24
331.46,5.425e+3,5.425e+3,,6.246e-24
331.48,6.275e+3,6.275e+3,,6.247e-24
331.51,7.392e+3,7.392e+3,,6.250e-24
331.53,7.950e+3,7.950e+3,,6.251e-24
331.56,8.397e+3,8.397e+3,,6.254e-24
331.58,8.399e+3,8.399e+3,,6.255e-24
331.61,7.958e+3,7.958e+3,,6.258e-24
331.63,7.407e+3,7.407e+3,,6.259e-24
331.66,6.312e+3,6.312e+3,,6.262e-24
331.68,5.487e+3,5.487e+3,,6.263e-24
331.71,4.257e+3,4.257e+3,,6.266e-24
331.73,3.520e+3,3.520e+3,,6.267e-24
331.76,2.640e+3,2.640e+3,,6.269e-24
331.78,2.240e+3,2.240e+3,,6.271e-24
331.81,1.952e+3,1.952e+3,,6.273e-24
331.83,1.967e+3,1.967e+3,,6.275e-24
331.86,2.275e+3,2.275e+3,,6.277e-24
331.88,2.646e+3,2.646e+3,,6.279e-24
331.91,3.389e+3,3.389e+3,,6.281e-24
331.93,3.966e+3,3.966e+3,,6.283e-24
331.96,4.877e+3,4.877e+3,,6.285e-24
331.98,5.471e+3,5.471e+3,,6.287e-24
332,6.027e+3,6.027e+3,,6.288e-24
332.03,6.754e+3,6.754e+3,,6.291e-24
332.05,7.156e+3,7.156e+3,,6.292e-24
332.08,7.636e+3,7.636e+3,,6.295e-24
332.1,7.878e+3,7.878e+3,,6.296e-24
332.13,8.130e+3,8.130e+3,,6.299e-24
332.15,8.217e+3,8.217e+3,,6.300e-24
332.18,8.202e+3,8.202e+3,,6.302e-24
332.2,8.074e+3,8.074e+3,,6.304e-24
332.23,7.672e+3,7.672e+3,,6.306e-24
332.25,7.257e+3,7.257e+3,,6.308e-24
332.28,6.430e+3,6.430e+3,,6.310e-24
332.3,5.769e+3,5.769e+3,,6.312e-24
332.33,4.686e+3,4.686e+3,,6.314e-24
332.35,3.952e+3,3.952e+3,,6.316e-24
332.38,2.913e+3,2.913e+3,,6.318e-24
332.4,2.298e+3,2.298e+3,,6.320e-24
332.43,1.528e+3,1.528e+3,,6.322e-24
332.45,1.124e+3,1.124e+3,,6.324e-24
332.48,6.727e+2,6.727e+2,,6.326e-24
332.5,4.609e+2,4.609e+2,,6.328e-24
332.53,2.477e+2,2.477e+2,,6.330e-24
332.55,1.579e+2,1.579e+2,,6.332e-24
332.58,7.617e+1,7.617e+1,,6.334e-24
332.6,4.519e+1,4.519e+1,,6.335e-24
332.63,1.956e+1,1.956e+1,,6.338e-24
332.65,1.079e+1,1.079e+1,,6.339e-24
332.68,4.191e+0,4.191e+0,,6.342e-24
332.7,2.151e+0,2.151e+0,,6.343e-24
332.73,7.494e-1,7.494e-1,,6.346e-24
332.75,3.578e-1,3.578e-1,,6.347e-24
332.78,1.118e-1,1.118e-1,,6.350e-24
332.8,4.964e-2,4.964e-2,,6.351e-24
332.82,2.141e-2,2.141e-2,,6.353e-24
332.85,5.746e-3,5.746e-3,,6.355e-24
332.87,2.306e-3,2.306e-3,,6.357e-24
332.9,5.549e-4,5.549e-4,,6.359e-24
332.92,2.071e-4,2.071e-4,,6.361e-24
332.95,4.471e-5,4.471e-5,,6.363e-24
332.97,1.552e-5,1.552e-5,,6.365e-24
333,3.005e-6,3.005e-6,,6.367e-24
333.02,9.702e-7,9.702e-7,,6.368e-24
333.05,1.685e-7,1.685e-7,,6.371e-24
333.07,5.060e-8,5.060e-8,,6.372e-24
333.1,7.884e-9,7.884e-9,,6.375e-24
333.12,2.202e-9,2.202e-9,,6.376e-24
333.15,3.077e-10,3.077e-10,,6.379e-24
333.17,7.993e-11,7.993e-11,,6.380e-24
333.2,1.002e-11,1.002e-11,,6.383e-24
333.22,2.421e-12,2.421e-12,,6.384e-24
333.25,2.722e-13,2.722e-13,,6.387e-24
335.11,6.417e-14,6.417e-14,,6.533e-24
335.14,5.781e-13,5.781e-13,,6.535e-24
335.16,2.416e-12,2.416e-12,,6.537e-24
335.19,1.957e-11,1.957e-11,,6.539e-24
335.21,7.620e-11,7.620e-11,,6.541e-24
335.23,2.884e-10,2.884e-10,,6.542e-24
335.26,2.014e-9,2.014e-9,,6.545e-24
335.28,7.100e-9,7.100e-9,,6.546e-24
335.31,4.458e-8,4.458e-8,,6.548e-24
335.33,1.464e-7,1.464e-7,,6.550e-24
335.36,8.268e-7,8.268e-7,,6.552e-24
335.38,2.531e-6,2.531e-6,,6.554e-24
335.41,1.285e-5,1.285e-5,,6.556e-24
335.43,3.663e-5,3.663e-5,,6.558e-24
335.46,1.673e-4,1.673e-4,,6.560e-24
335.48,4.443e-4,4.443e-4,,6.562e-24
335.51,1.824e-3,1.824e-3,,6.564e-24
335.53,4.515e-3,4.515e-3,,6.566e-24
335.56,1.667e-2,1.667e-2,,6.568e-24
335.58,3.843e-2,3.843e-2,,6.570e-24
335.61,1.276e-1,1.276e-1,,6.572e-24
335.63,2.741e-1,2.741e-1,,6.574e-24
335.66,8.184e-1,8.184e-1,,6.576e-24
335.68,1.638e+0,1.638e+0,,6.578e-24
335.71,4.397e+0,4.397e+0,,6.580e-24
335.73,8.199e+0,8.199e+0,,6.581e-24
335.76,1.979e+1,1.979e+1,,6.584e-24
335.78,3.439e+1,3.439e+1,,6.585e-24
335.81,7.465e+1,7.465e+1,,6.588e-24
335.83,1.208e+2,1.208e+2,,6.589e-24
335.86,2.359e+2,2.359e+2,,6.592e-24
335.88,3.556e+2,3.556e+2,,6.593e-24
335.91,6.244e+2,6.244e+2,,6.596e-24
335.93,8.770e+2,8.770e+2,,6.597e-24
335.96,1.385e+3,1.385e+3,,6.600e-24
335.98,1.812e+3,1.812e+3,,6.601e-24
336.01,2.573e+3,2.573e+3,,6.603e-24
336.03,3.137e+3,3.137e+3,,6.605e-24
336.05,3.718e+3,3.718e+3,,6.607e-24
336.08,4.550e+3,4.550e+3,,6.609e-24
336.1,5.025e+3,5.025e+3,,6.611e-24
336.13,5.532e+3,5.532e+3,,6.613e-24
336.15,5.697e+3,5.697e+3,,6.614e-24
336.18,5.654e+3,5.654e+3,,6.617e-24
336.2,5.442e+3,5.442e+3,,6.618e-24
336.23,4.909e+3,4.909e+3,,6.621e-24
336.25,4.467e+3,4.467e+3,,6.622e-24
336.28,3.794e+3,3.794e+3,,6.625e-24
336.3,3.413e+3,3.413e+3,,6.626e-24
336.33,3.062e+3,3.062e+3,,6.629e-24
336.35,3.035e+3,3.035e+3,,6.630e-24
336.38,3.375e+3,3.375e+3,,6.633e-24
336.4,3.873e+3,3.873e+3,,6.634e-24
336.43,5.016e+3,5.016e+3,,6.636e-24
336.45,6.002e+3,6.002e+3,,6.638e-24
336.48,7.699e+3,7.699e+3,,6.640e-24
336.5,8.880e+3,8.880e+3,,6.642e-24
336.53,1.054e+4,1.054e+4,,6.644e-24
336.55,1.146e+4,1.146e+4,,6.646e-24
336.58,1.241e+4,1.241e+4,,6.648e-24
336.6,1.272e+4,1.272e+4,,6.650e-24
336.63,1.272e+4,1.272e+4,,6.652e-24
336.65,1.250e+4,1.250e+4,,6.654e-24
336.68,1.208e+4,1.208e+4,,6.656e-24
336.7,1.193e+4,1.193e+4,,6.658e-24
336.73,1.223e+4,1.223e+4,,6.660e-24
336.75,1.296e+4,1.296e+4,,6.662e-24
336.78,1.502e+4,1.502e+4,,6.664e-24
336.8,1.706e+4,1.706e+4,,6.666e-24
336.82,1.956e+4,1.956e+4,,6.667e-24
336.85,2.389e+4,2.389e+4,,6.669e-24
336.87,2.689e+4,2.689e+4,,6.671e-24
336.9,3.097e+4,3.097e+4,,6.673e-24
336.92,3.309e+4,3.309e+4,,6.675e-24
336.95,3.492e+4,3.492e+4,,6.677e-24
336.97,3.508e+4,3.508e+4,,6.679e-24
337,3.374e+4,3.374e+4,,6.681e-24
337.02,3.191e+4,3.191e+4,,6.683e-24
337.05,2.818e+4,2.818e+4,,6.685e-24
337.07,2.532e+4,2.532e+4,,6.687e-24
337.1,2.096e+4,2.096e+4,,6.689e-24
337.12,1.823e+4,1.823e+4,,6.691e-24
337.15,1.464e+4,1.464e+4,,6.693e-24
337.17,1.266e+4,1.266e+4,,6.695e-24
337.2,1.028e+4,1.028e+4,,6.697e-24
337.22,9.041e+3,9.041e+3,,6.699e-24
337.25,7.601e+3,7.601e+3,,6.701e-24
337.27,6.855e+3,6.855e+3,,6.703e-24
337.3,5.966e+3,5.966e+3,,6.705e-24
337.32,5.489e+3,5.489e+3,,6.706e-24
337.35,4.892e+3,4.892e+3,,6.709e-24
337.37,4.547e+3,4.547e+3,,6.710e-24
337.4,4.073e+3,4.073e+3,,6.713e-24
337.42,3.764e+3,3.764e+3,,6.714e-24
337.45,3.290e+3,3.290e+3,,6.717e-24
337.47,2.960e+3,2.960e+3,,6.718e-24
337.5,2.449e+3,2.449e+3,,6.721e-24
337.52,2.107e+3,2.107e+3,,6.722e-24
337.55,1.617e+3,1.617e+3,,6.725e-24
337.57,1.321e+3,1.321e+3,,6.726e-24
337.6,9.522e+2,9.522e+2,,6.728e-24
337.62,7.709e+2,7.709e+2,,6.730e-24
337.64,6.554e+2,6.554e+2,,6.732e-24
337.67,6.429e+2,6.429e+2,,6.734e-24
337.69,7.800e+2,7.800e+2,,6.736e-24
337.72,1.309e+3,1.309e+3,,6.738e-24
337.74,1.970e+3,1.970e+3,,6.739e-24
337.77,3.639e+3,3.639e+3,,6.742e-24
337.79,5.363e+3,5.363e+3,,6.743e-24
337.82,9.157e+3,9.157e+3,,6.746e-24
337.84,1.265e+4,1.265e+4,,6.747e-24
337.87,1.951e+4,1.951e+4,,6.750e-24
337.89,2.516e+4,2.516e+4,,6.751e-24
337.92,3.495e+4,3.495e+4,,6.754e-24
337.94,4.203e+4,4.203e+4,,6.755e-24
337.97,5.260e+4,5.260e+4,,6.758e-24
337.99,5.898e+4,5.898e+4,,6.759e-24
338.02,6.648e+4,6.648e+4,,6.761e-24
338.04,6.953e+4,6.953e+4,,6.763e-24
338.07,7.058e+4,7.058e+4,,6.765e-24
338.09,6.885e+4,6.885e+4,,6.767e-24
338.12,6.296e+4,6.296e+4,,6.769e-24
338.14,5.728e+4,5.728e+4,,6.771e-24
338.17,4.718e+4,4.718e+4,,6.773e-24
338.19,4.004e+4,4.004e+4,,6.775e-24
338.22,2.971e+4,2.971e+4,,6.777e-24
338.24,2.351e+4,2.351e+4,,6.779e-24
338.27,1.572e+4,1.572e+4,,6.781e-24
338.29,1.161e+4,1.161e+4,,6.783e-24
338.32,6.988e+3,6.988e+3,,6.785e-24
338.34,4.813e+3,4.813e+3,,6.787e-24
338.37,2.611e+3,2.611e+3,,6.789e-24
338.39,1.678e+3,1.678e+3,,6.791e-24
338.42,8.202e+2,8.202e+2,,6.793e-24
338.44,4.916e+2,4.916e+2,,6.794e-24
338.46,2.866e+2,2.866e+2,,6.796e-24
338.49,1.211e+2,1.211e+2,,6.798e-24
338.51,6.594e+1,6.594e+1,,6.800e-24
338.54,2.537e+1,2.537e+1,,6.802e-24
338.56,1.337e+1,1.337e+1,,6.804e-24
338.59,6.307e+0,6.307e+0,,6.806e-24
338.61,5.961e+0,5.961e+0,,6.808e-24
338.64,1.114e+1,1.114e+1,,6.810e-24
338.66,1.993e+1,1.993e+1,,6.812e-24
338.69,4.781e+1,4.781e+1,,6.814e-24
338.71,8.338e+1,8.338e+1,,6.816e-24
338.74,1.826e+2,1.826e+2,,6.818e-24
338.76,2.976e+2,2.976e+2,,6.820e-24
338.79,5.882e+2,5.882e+2,,6.822e-24
338.81,8.956e+2,8.956e+2,,6.824e-24
338.84,1.600e+3,1.600e+3,,6.826e-24
338.86,2.278e+3,2.278e+3,,6.827e-24
338.89,3.689e+3,3.689e+3,,6.830e-24
338.91,4.928e+3,4.928e+3,,6.831e-24
338.94,7.272e+3,7.272e+3,,6.834e-24
338.96,9.159e+3,9.159e+3,,6.835e-24
338.99,1.244e+4,1.244e+4,,6.838e-24
339.01,1.489e+4,1.489e+4,,6.839e-24
339.04,1.889e+4,1.889e+4,,6.842e-24
339.06,2.173e+4,2.173e+4,,6.843e-24
339.09,2.624e+4,2.624e+4,,6.846e-24
339.11,2.938e+4,2.938e+4,,6.847e-24
339.14,3.424e+4,3.424e+4,,6.849e-24
339.16,3.752e+4,3.752e+4,,6.851e-24
339.19,4.225e+4,4.225e+4,,6.853e-24
339.21,4.507e+4,4.507e+4,,6.855e-24
339.23,4.743e+4,4.743e+4,,6.857e-24
339.26,4.969e+4,4.969e+4,,6.859e-24
339.28,5.009e+4,5.009e+4,,6.860e-24
339.31,4.878e+4,4.878e+4,,6.863e-24
339.33,4.660e+4,4.660e+4,,6.864e-24
339.36,4.161e+4,4.161e+4,,6.867e-24
339.38,3.741e+4,3.741e+4,,6.868e-24
339.41,3.038e+4,3.038e+4,,6.871e-24
339.43,2.560e+4,2.560e+4,,6.872e-24
339.46,1.883e+4,1.883e+4,,6.875e-24
339.48,1.483e+4,1.483e+4,,6.876e-24
339.51,9.851e+3,9.851e+3,,6.879e-24
339.53,7.247e+3,7.247e+3,,6.880e-24
339.56,4.343e+3,4.343e+3,,6.882e-24
339.58,2.983e+3,2.983e+3,,6.884e-24
339.61,1.611e+3,1.611e+3,,6.886e-24
339.63,1.033e+3,1.033e+3,,6.888e-24
339.66,5.029e+2,5.029e+2,,6.890e-24
339.68,3.007e+2,3.007e+2,,6.892e-24
339.71,1.319e+2,1.319e+2,,6.894e-24
339.73,7.359e+1,7.359e+1,,6.896e-24
339.76,2.910e+1,2.910e+1,,6.898e-24
339.78,1.514e+1,1.514e+1,,6.900e-24
339.81,5.395e+0,5.395e+0,,6.902e-24
339.83,2.619e+0,2.619e+0,,6.904e-24
339.86,8.408e-1,8.408e-1,,6.906e-24
339.88,3.808e-1,3.808e-1,,6.908e-24
339.91,1.101e-1,1.101e-1,,6.910e-24
339.93,4.653e-2,4.653e-2,,6.912e-24
339.96,1.213e-2,1.213e-2,,6.914e-24
339.98,4.779e-3,4.779e-3,,6.916e-24
340.01,1.122e-3,1.122e-3,,6.918e-24
340.03,4.126e-4,4.126e-4,,6.919e-24
340.05,1.475e-4,1.475e-4,,6.921e-24
340.08,2.994e-5,2.994e-5,,6.923e-24
340.1,9.987e-6,9.987e-6,,6.925e-24
340.13,1.826e-6,1.826e-6,,6.927e-24
340.15,5.682e-7,5.682e-7,,6.929e-24
340.18,9.362e-8,9.362e-8,,6.931e-24
340.2,2.717e-8,2.717e-8,,6.933e-24
340.23,4.034e-9,4.034e-9,,6.935e-24
340.25,1.092e-9,1.092e-9,,6.937e-24
340.28,1.461e-10,1.461e-10,,6.939e-24
340.3,3.707e-11,3.707e-11,,6.941e-24
340.33,5.818e-12,5.818e-12,,6.943e-24
340.35,5.692e-12,5.692e-12,,6.945e-24
340.38,4.342e-11,4.342e-11,,6.947e-24
340.4,1.626e-10,1.626e-10,,6.949e-24
340.43,1.125e-9,1.125e-9,,6.951e-24
340.45,3.938e-9,3.938e-9,,6.952e-24
340.48,2.451e-8,2.451e-8,,6.955e-24
340.5,8.019e-8,8.019e-8,,6.956e-24
340.53,4.510e-7,4.510e-7,,6.959e-24
340.55,1.379e-6,1.379e-6,,6.960e-24
340.58,7.009e-6,7.009e-6,,6.963e-24
340.6,2.004e-5,2.004e-5,,6.964e-24
340.63,9.215e-5,9.215e-5,,6.967e-24
340.65,2.465e-4,2.465e-4,,6.968e-24
