Wavelength (nm),Sum(calc),Fe I (1.2e-1),Fe II (6.8e-1),Fe III (9.1e-5),Ni I (4.9e-2),Ni II (1.5e-1),Ni III (5.1e-6)
200.16,5.101e+2,,5.101e+2,3.846e-4,9.953e-11,,
200.19,2.270e+2,,2.270e+2,3.674e-4,2.272e-9,,
200.21,1.197e+2,,1.197e+2,3.774e-4,1.656e-8,,
200.24,3.947e+1,,3.947e+1,4.615e-4,2.806e-7,,
200.26,1.705e+1,,1.705e+1,5.712e-4,1.677e-6,,
200.29,4.164e+0,,4.164e+0,7.900e-4,2.109e-5,,
200.31,1.473e+0,,1.472e+0,9.360e-4,1.033e-4,,
200.34,2.690e-1,,2.669e-1,1.083e-3,9.651e-4,,
200.36,8.413e-2,,7.915e-2,1.107e-3,3.876e-3,,
200.39,5.219e-2,,2.428e-2,1.041e-3,2.687e-2,,
200.41,1.378e-1,,4.833e-2,9.613e-4,8.849e-2,,
200.44,6.927e-1,,2.364e-1,8.559e-4,4.555e-1,,
200.46,1.868e+0,,6.375e-1,8.169e-4,1.230e+0,,
200.49,7.135e+0,,2.436e+0,7.992e-4,4.699e+0,,
200.51,1.579e+1,,5.391e+0,7.940e-4,1.040e+1,,
200.54,4.479e+1,,1.529e+1,7.628e-4,2.950e+1,,
200.56,8.128e+1,,2.775e+1,7.196e-4,5.353e+1,,
200.59,1.712e+2,,5.843e+1,6.319e-4,1.127e+2,,
200.61,2.546e+2,,8.693e+1,5.720e-4,1.677e+2,,
200.64,3.981e+2,,1.359e+2,5.078e-4,2.622e+2,,
200.66,4.856e+2,,1.658e+2,4.988e-4,3.198e+2,,
200.69,5.636e+2,,1.924e+2,5.607e-4,3.712e+2,,
200.71,5.636e+2,,1.924e+2,6.573e-4,3.712e+2,,
200.74,4.856e+2,,1.658e+2,8.639e-4,3.198e+2,,
200.76,3.982e+2,,1.360e+2,1.010e-3,2.622e+2,,
200.79,2.552e+2,,8.753e+1,1.171e-3,1.677e+2,,
200.81,1.729e+2,,6.018e+1,1.202e-3,1.127e+2,,
200.83,1.110e+2,,4.097e+1,1.161e-3,6.999e+1,,
200.86,6.262e+1,,3.312e+1,9.768e-4,2.950e+1,,
200.88,6.213e+1,,4.712e+1,8.037e-4,1.502e+1,,
200.91,1.183e+2,,1.136e+2,5.318e-4,4.699e+0,,
200.93,2.042e+2,,2.023e+2,3.731e-4,1.961e+0,,
200.96,4.234e+2,,4.229e+2,1.977e-4,4.555e-1,,
200.98,6.281e+2,,6.280e+2,1.252e-4,1.559e-1,,
201.01,9.801e+2,,9.800e+2,7.307e-5,2.699e-2,,
201.03,1.194e+3,,1.194e+3,6.718e-5,8.110e-3,,
201.06,1.386e+3,,1.386e+3,8.774e-5,6.216e-3,,
201.08,1.386e+3,,1.386e+3,1.141e-4,2.110e-2,,
201.11,1.195e+3,,1.194e+3,1.617e-4,1.428e-1,,
201.13,9.805e+2,,9.800e+2,1.924e-4,4.661e-1,,
201.16,6.302e+2,,6.279e+2,2.280e-4,2.371e+0,,
201.18,4.290e+2,,4.227e+2,2.419e-4,6.355e+0,,
201.21,2.253e+2,,2.013e+2,2.469e-4,2.405e+1,,
201.23,1.641e+2,,1.112e+2,2.402e-4,5.293e+1,,
201.26,1.886e+2,,3.955e+1,2.166e-4,1.490e+2,,
201.28,2.877e+2,,1.848e+1,1.932e-4,2.693e+2,,
201.31,5.717e+2,,7.634e+0,1.511e-4,5.640e+2,,
201.33,8.457e+2,,9.033e+0,1.230e-4,8.367e+2,,
201.36,1.329e+3,,2.482e+1,9.015e-5,1.304e+3,,
201.38,1.638e+3,,4.984e+1,7.846e-5,1.588e+3,,
201.41,1.966e+3,,1.243e+2,7.794e-5,1.841e+3,,
201.43,2.049e+3,,2.074e+2,8.635e-5,1.841e+3,,
201.46,1.974e+3,,3.856e+2,1.033e-4,1.588e+3,,
201.48,1.832e+3,,5.285e+2,1.118e-4,1.304e+3,,
201.51,1.568e+3,,7.314e+2,1.138e-4,8.367e+2,,
201.53,1.387e+3,,8.231e+2,1.076e-4,5.640e+2,,
201.56,1.117e+3,,8.478e+2,9.160e-5,2.693e+2,,
201.58,9.328e+2,,7.838e+2,8.101e-5,1.490e+2,,
201.6,7.462e+2,,6.700e+2,7.352e-5,7.623e+1,,
201.63,4.830e+2,,4.590e+2,7.017e-5,2.405e+1,,
201.65,3.379e+2,,3.278e+2,7.219e-5,1.010e+1,,
201.68,1.927e+2,,1.903e+2,7.708e-5,2.371e+0,,
201.7,1.537e+2,,1.529e+2,7.903e-5,8.175e-1,,
201.73,1.925e+2,,1.923e+2,7.802e-5,1.428e-1,,
201.75,2.889e+2,,2.889e+2,7.529e-5,4.042e-2,,
201.78,5.406e+2,,5.406e+2,7.053e-5,5.251e-3,,
201.8,7.651e+2,,7.651e+2,6.794e-5,1.221e-3,,
201.83,1.121e+3,,1.121e+3,6.462e-5,1.180e-4,,
201.85,1.314e+3,,1.314e+3,6.156e-5,2.251e-5,,
201.88,1.449e+3,,1.449e+3,5.362e-5,1.619e-6,,
201.9,1.414e+3,,1.414e+3,4.585e-5,2.537e-7,,
201.93,1.223e+3,,1.223e+3,3.215e-5,1.357e-8,,
201.95,1.065e+3,,1.065e+3,2.325e-5,1.747e-9,,
201.98,8.924e+2,,8.924e+2,1.250e-5,9.584e-11,,
202,8.553e+2,,8.553e+2,7.645e-6,2.326e-10,,
202.03,9.006e+2,,9.006e+2,3.631e-6,4.860e-9,,
202.05,9.535e+2,,9.535e+2,2.709e-6,3.416e-8,,
202.08,9.780e+2,,9.780e+2,3.264e-6,5.501e-7,,
202.1,9.257e+2,,9.257e+2,4.673e-6,3.182e-6,,
202.13,7.466e+2,,7.466e+2,8.147e-6,3.825e-5,,
202.15,5.888e+2,,5.888e+2,1.137e-5,1.820e-4,,
202.18,3.568e+2,,3.568e+2,1.784e-5,1.633e-3,,
202.2,2.318e+2,,2.318e+2,2.357e-5,6.396e-3,,
202.23,1.049e+2,,1.048e+2,3.479e-5,4.283e-2,,
202.25,5.614e+1,,5.600e+1,4.378e-5,1.380e-1,,
202.28,1.957e+1,,1.888e+1,5.744e-5,6.902e-1,,
202.3,1.012e+1,,8.291e+0,6.457e-5,1.831e+0,,
202.33,8.924e+0,,2.083e+0,6.886e-5,6.840e+0,,
202.35,1.570e+1,,7.522e-1,6.684e-5,1.495e+1,,
202.38,4.198e+1,,1.409e-1,5.952e-5,4.184e+1,,
202.4,7.561e+1,,4.181e-2,5.577e-5,7.557e+1,,
202.42,1.267e+2,,1.148e-2,5.694e-5,1.267e+2,,
202.45,2.403e+2,,1.424e-3,7.449e-5,2.403e+2,,
202.47,3.382e+2,,3.213e-4,9.889e-5,3.382e+2,,
202.5,5.038e+2,,2.973e-5,1.515e-4,5.038e+2,,
202.52,6.157e+2,,5.514e-6,1.911e-4,6.157e+2,,
202.55,7.725e+2,,3.803e-7,2.412e-4,7.725e+2,,
202.57,8.660e+2,,5.798e-8,2.590e-4,8.660e+2,,
202.6,9.826e+2,,2.980e-9,2.528e-4,9.826e+2,,
202.62,1.033e+3,,3.736e-10,2.278e-4,1.033e+3,,
202.65,1.039e+3,,1.705e-11,1.705e-4,1.039e+3,,
202.67,9.809e+2,,2.740e-11,1.285e-4,9.809e+2,,
202.7,8.054e+2,,6.518e-10,7.345e-5,8.054e+2,,
202.72,6.501e+2,,5.078e-9,4.632e-5,6.501e+2,,
202.75,4.125e+2,,9.549e-8,2.077e-5,4.125e+2,,
202.77,2.777e+2,,6.129e-7,1.204e-5,2.777e+2,,
202.8,1.330e+2,,8.620e-6,7.555e-6,1.330e+2,,
202.82,7.403e+1,,4.559e-5,8.562e-6,7.403e+1,,
202.85,2.658e+1,,4.795e-4,1.416e-5,2.658e+1,,
202.87,1.219e+1,,2.090e-3,1.970e-5,1.219e+1,,
202.9,3.287e+0,,1.644e-2,2.870e-5,3.271e+0,,
202.92,1.294e+0,,5.902e-2,3.370e-5,1.235e+0,,
202.95,5.948e-1,,3.472e-1,3.744e-5,2.475e-1,,
202.97,1.104e+0,,1.027e+0,3.682e-5,7.692e-2,,
203,4.531e+0,,4.519e+0,3.194e-5,1.151e-2,,
203.02,1.102e+1,,1.101e+1,2.718e-5,2.945e-3,,
203.05,3.625e+1,,3.625e+1,1.983e-5,3.291e-4,,
203.07,7.279e+1,,7.279e+1,1.557e-5,6.928e-5,,
203.1,1.791e+2,,1.791e+2,1.053e-5,5.781e-6,,
203.12,2.964e+2,,2.964e+2,7.944e-6,1.002e-6,,
203.15,5.455e+2,,5.455e+2,4.961e-6,6.240e-8,,
203.17,7.437e+2,,7.437e+2,3.507e-6,8.897e-9,,
203.2,1.024e+3,,1.024e+3,2.249e-6,4.139e-10,,
203.22,1.150e+3,,1.150e+3,2.262e-6,4.857e-11,,
203.24,1.195e+3,,1.195e+3,3.361e-6,5.272e-12,,
203.27,1.095e+3,,1.095e+3,8.575e-6,1.629e-13,,
203.29,9.383e+2,,9.383e+2,1.604e-5,1.604e-13,,
203.32,6.432e+2,,6.432e+2,3.688e-5,1.567e-13,,
203.34,4.539e+2,,4.539e+2,5.921e-5,1.542e-13,,
203.37,2.332e+2,,2.332e+2,1.066e-4,1.504e-13,,
203.39,1.368e+2,,1.368e+2,1.458e-4,1.479e-13,,
203.42,5.779e+1,,5.779e+1,2.089e-4,1.442e-13,,
203.44,3.816e+1,,3.816e+1,2.484e-4,1.417e-13,,
203.47,4.596e+1,,4.596e+1,2.957e-4,1.379e-13,,
203.49,7.482e+1,,7.482e+1,3.174e-4,1.354e-13,,
203.52,1.579e+2,,1.579e+2,3.365e-4,1.317e-13,,
203.54,2.406e+2,,2.406e+2,3.430e-4,1.292e-13,,
203.57,3.932e+2,,3.932e+2,3.487e-4,1.254e-13,,
203.59,4.956e+2,,4.956e+2,3.530e-4,1.229e-13,,
203.62,6.069e+2,,6.069e+2,3.650e-4,1.192e-13,,
203.64,6.308e+2,,6.308e+2,3.779e-4,1.167e-13,,
203.67,5.783e+2,,5.783e+2,4.025e-4,1.129e-13,,
203.69,4.956e+2,,4.956e+2,4.176e-4,1.104e-13,,
203.72,3.403e+2,,3.403e+2,4.290e-4,1.066e-13,,
203.74,2.405e+2,,2.405e+2,4.256e-4,1.041e-13,,
203.77,1.240e+2,,1.240e+2,4.055e-4,1.004e-13,,
203.79,7.321e+1,,7.321e+1,3.866e-4,9.790e-14,,
203.82,3.327e+1,,3.327e+1,3.596e-4,9.415e-14,,
203.84,2.730e+1,,2.730e+1,3.466e-4,9.165e-14,,
203.87,5.213e+1,,5.212e+1,3.370e-4,8.790e-14,,
203.89,1.017e+2,,1.017e+2,3.367e-4,8.540e-14,,
203.92,2.597e+2,,2.597e+2,3.428e-4,8.165e-14,,
203.94,4.442e+2,,4.442e+2,3.501e-4,7.915e-14,,
203.97,8.616e+2,,8.616e+2,3.641e-4,7.540e-14,,
203.99,1.217e+3,,1.217e+3,3.734e-4,7.290e-14,,
204.02,1.771e+3,,1.771e+3,3.797e-4,6.915e-14,,
204.04,2.065e+3,,2.065e+3,3.728e-4,6.665e-14,,
204.06,2.230e+3,,2.230e+3,3.528e-4,6.415e-14,,
204.09,2.166e+3,,2.166e+3,2.973e-4,6.040e-14,,
204.11,1.931e+3,,1.931e+3,2.474e-4,5.790e-14,,
204.14,1.406e+3,,1.406e+3,1.673e-4,1.850e-12,,
204.16,1.034e+3,,1.034e+3,1.193e-4,1.693e-11,,
204.19,5.646e+2,,5.646e+2,6.527e-5,4.061e-10,,
204.21,3.426e+2,,3.426e+2,4.370e-5,3.071e-9,,
204.24,1.402e+2,,1.402e+2,3.324e-5,5.534e-8,,
204.26,7.023e+1,,7.023e+1,4.082e-5,3.458e-7,,
204.29,2.155e+1,,2.155e+1,7.591e-5,4.679e-6,,
204.31,8.906e+0,,8.906e+0,1.170e-4,2.416e-5,,
204.34,2.049e+0,,2.048e+0,2.065e-4,2.455e-4,,
204.36,6.999e-1,,6.986e-1,2.823e-4,1.047e-3,,
204.39,1.289e-1,,1.205e-1,4.081e-4,7.995e-3,,
204.41,6.257e-2,,3.390e-2,4.887e-4,2.818e-2,,
204.44,1.665e-1,,4.382e-3,5.830e-4,1.616e-1,,
204.46,4.721e-1,,1.018e-3,6.172e-4,4.704e-1,,
204.49,2.027e+0,,9.862e-5,6.151e-4,2.026e+0,,
204.51,4.875e+0,,1.890e-5,5.790e-4,4.874e+0,,
204.54,1.576e+1,,1.373e-6,4.854e-4,1.576e+1,,
204.56,3.134e+1,,2.184e-7,4.080e-4,3.134e+1,,
204.59,7.612e+1,,3.697e-8,2.897e-4,7.612e+1,,
204.61,1.250e+2,,1.700e-7,2.188e-4,1.250e+2,,
204.64,2.281e+2,,2.531e-6,1.333e-4,2.281e+2,,
204.66,3.095e+2,,1.402e-5,9.157e-5,3.095e+2,,
204.69,4.241e+2,,1.584e-4,4.973e-5,4.241e+2,,
204.71,4.756e+2,,7.251e-4,3.310e-5,4.756e+2,,
204.74,4.894e+2,,6.159e-3,2.106e-5,4.894e+2,,
204.76,4.534e+2,,2.332e-2,2.048e-5,4.534e+2,,
204.79,3.506e+2,,1.489e-1,3.144e-5,3.504e+2,,
204.81,2.687e+2,,4.661e-1,4.798e-5,2.682e+2,,
204.83,1.916e+2,,1.352e+0,7.263e-5,1.903e+2,,
204.86,1.043e+2,,5.791e+0,1.225e-4,9.849e+1,,
204.88,7.162e+1,,1.389e+1,1.592e-4,5.773e+1,,
204.91,6.727e+1,,4.473e+1,2.055e-4,2.254e+1,,
204.93,9.986e+1,,8.871e+1,2.217e-4,1.116e+1,,
204.96,2.193e+2,,2.148e+2,2.154e-4,4.494e+0,,
204.98,3.567e+2,,3.522e+2,1.921e-4,4.559e+0,,
205.01,6.525e+2,,6.411e+2,1.403e-4,1.148e+1,,
205.03,8.922e+2,,8.690e+2,1.035e-4,2.315e+1,,
205.06,1.248e+3,,1.189e+3,5.678e-5,5.906e+1,,
205.08,1.434e+3,,1.333e+3,3.460e-5,1.005e+2,,
205.11,1.565e+3,,1.372e+3,1.427e-5,1.936e+2,,
205.13,1.544e+3,,1.271e+3,7.189e-6,2.725e+2,,
205.16,1.378e+3,,9.834e+2,2.233e-6,3.947e+2,,
205.18,1.213e+3,,7.535e+2,9.411e-7,4.595e+2,,
205.21,9.388e+2,,4.383e+2,2.736e-7,5.005e+2,,
205.23,7.597e+2,,2.778e+2,2.123e-7,4.819e+2,,
205.26,5.169e+2,,1.221e+2,4.602e-7,3.949e+2,,
205.28,3.800e+2,,6.537e+1,9.006e-7,3.147e+2,,
205.31,2.230e+2,,2.766e+1,2.259e-6,1.954e+2,,
205.33,1.557e+2,,2.403e+1,3.904e-6,1.317e+2,,
205.36,1.178e+2,,4.507e+1,8.306e-6,7.270e+1,,
205.38,1.385e+2,,7.933e+1,1.352e-5,5.915e+1,,
205.41,2.456e+2,,1.692e+2,2.857e-5,7.632e+1,,
205.43,3.681e+2,,2.565e+2,4.781e-5,1.116e+2,,
205.46,6.105e+2,,4.157e+2,1.027e-4,1.948e+2,,
205.48,7.842e+2,,5.218e+2,1.655e-4,2.624e+2,,
205.51,9.946e+2,,6.366e+2,3.108e-4,3.580e+2,,
205.53,1.062e+3,,6.612e+2,4.409e-4,4.010e+2,,
205.56,1.020e+3,,6.072e+2,6.644e-4,4.126e+2,,
205.58,9.043e+2,,5.218e+2,8.087e-4,3.825e+2,,
205.61,6.569e+2,,3.607e+2,9.726e-4,2.962e+2,,
205.63,4.837e+2,,2.565e+2,1.028e-3,2.272e+2,,
205.65,3.307e+2,,1.691e+2,1.036e-3,1.616e+2,,
205.68,1.627e+2,,7.852e+1,9.753e-4,8.416e+1,,
205.7,9.254e+1,,4.284e+1,9.083e-4,4.970e+1,,
205.73,3.538e+1,,1.497e+1,8.117e-4,2.040e+1,,
205.75,1.882e+1,,6.759e+0,7.728e-4,1.206e+1,,
205.78,1.392e+1,,1.778e+0,7.755e-4,1.214e+1,,
205.8,2.168e+1,,6.642e-1,8.176e-4,2.102e+1,,
205.83,5.392e+1,,1.315e-1,9.183e-4,5.378e+1,,
205.85,9.437e+1,,4.065e-2,9.923e-4,9.433e+1,,
205.88,1.911e+2,,6.060e-3,1.101e-3,1.911e+2,,
205.9,2.787e+2,,1.551e-3,1.196e-3,2.787e+2,,
205.93,4.259e+2,,1.840e-4,1.524e-3,4.259e+2,,
205.95,5.143e+2,,8.754e-5,2.074e-3,5.143e+2,,
205.98,5.924e+2,,5.003e-4,4.087e-3,5.924e+2,,
206,5.924e+2,,2.073e-3,6.852e-3,5.924e+2,,
206.03,5.143e+2,,1.533e-2,1.439e-2,5.143e+2,,
206.05,4.260e+2,,5.295e-2,2.218e-2,4.259e+2,,
206.08,2.790e+2,,2.953e-1,3.752e-2,2.787e+2,,
206.1,1.920e+2,,8.456e-1,4.872e-2,1.911e+2,,
206.13,9.787e+1,,3.559e+0,6.278e-2,9.425e+1,,
206.15,6.205e+1,,8.444e+0,6.773e-2,5.353e+1,,
206.18,4.677e+1,,2.681e+1,6.594e-2,1.990e+1,,
206.2,6.214e+1,,5.272e+1,5.896e-2,9.359e+0,,
206.23,1.289e+2,,1.263e+2,4.331e-2,2.621e+0,,
206.25,2.068e+2,,2.058e+2,3.210e-2,1.021e+0,,
206.28,3.721e+2,,3.719e+2,1.779e-2,2.156e-1,,
206.3,5.024e+2,,5.023e+2,1.092e-2,6.956e-2,,
206.33,6.851e+2,,6.851e+2,4.566e-3,1.107e-2,,
206.35,7.674e+2,,7.674e+2,2.325e-3,2.957e-3,,
206.38,7.917e+2,,7.917e+2,7.342e-4,3.545e-4,,
206.4,7.387e+2,,7.387e+2,3.111e-4,7.846e-5,,
206.43,5.884e+2,,5.884e+2,7.714e-5,7.090e-6,,
206.45,4.743e+2,,4.743e+2,3.075e-5,1.299e-6,,
206.47,3.753e+2,,3.753e+2,1.529e-5,2.208e-7,,
206.5,2.855e+2,,2.855e+2,1.390e-5,1.343e-8,,
206.52,2.685e+2,,2.685e+2,2.363e-5,1.890e-9,,
206.55,2.881e+2,,2.881e+2,8.269e-5,8.666e-11,,
206.57,3.125e+2,,3.125e+2,2.084e-4,1.010e-11,,
206.6,3.386e+2,,3.386e+2,7.877e-4,3.490e-13,,
206.62,3.433e+2,,3.433e+2,1.774e-3,3.369e-14,,
206.65,3.430e+2,,3.430e+2,5.254e-3,3.798e-14,,
206.67,3.524e+2,,3.524e+2,9.894e-3,4.084e-14,,
206.7,4.014e+2,,4.013e+2,2.226e-2,4.513e-14,,
206.72,4.573e+2,,4.572e+2,3.484e-2,4.799e-14,,
206.75,5.503e+2,,5.502e+2,5.930e-2,5.228e-14,,
206.77,5.942e+2,,5.942e+2,7.702e-2,5.514e-14,,
206.8,5.978e+2,,5.978e+2,9.910e-2,5.943e-14,,
206.82,5.525e+2,,5.524e+2,1.068e-1,6.229e-14,,
206.85,4.320e+2,,4.319e+2,1.038e-1,6.658e-14,,
206.87,3.388e+2,,3.387e+2,9.280e-2,6.944e-14,,
206.9,2.174e+2,,2.174e+2,6.819e-2,7.373e-14,,
206.92,1.623e+2,,1.622e+2,5.059e-2,7.659e-14,,
206.95,1.218e+2,,1.218e+2,2.816e-2,8.088e-14,,
206.97,1.164e+2,,1.164e+2,1.742e-2,8.374e-14,,
207,1.223e+2,,1.223e+2,7.493e-3,8.803e-14,,
207.02,1.257e+2,,1.256e+2,4.007e-3,9.089e-14,,
207.05,1.191e+2,,1.191e+2,1.535e-3,9.518e-14,,
207.07,1.059e+2,,1.059e+2,8.611e-4,9.804e-14,,
207.1,7.765e+1,,7.765e+1,4.368e-4,1.023e-13,,
207.12,5.757e+1,,5.757e+1,3.056e-4,1.052e-13,,
207.15,3.197e+1,,3.197e+1,1.809e-4,1.095e-13,,
207.17,1.968e+1,,1.968e+1,1.215e-4,1.123e-13,,
207.2,8.262e+0,,8.262e+0,5.967e-5,1.166e-13,,
207.22,4.219e+0,,4.219e+0,3.417e-5,1.195e-13,,
207.25,1.339e+0,,1.339e+0,1.337e-5,1.238e-13,,
207.27,5.674e-1,,5.674e-1,7.196e-6,1.266e-13,,
207.29,2.232e-1,,2.231e-1,4.599e-6,1.295e-13,,
207.32,4.785e-2,,4.785e-2,4.344e-6,1.338e-13,,
207.34,1.562e-2,,1.561e-2,5.367e-6,1.367e-13,,
207.37,2.538e-3,,2.531e-3,7.405e-6,1.409e-13,,
207.39,6.937e-4,,6.852e-4,8.565e-6,1.438e-13,,
207.42,9.330e-5,,8.393e-5,9.368e-6,1.481e-13,,
207.44,2.800e-5,,1.886e-5,9.141e-6,1.510e-13,,
207.47,9.664e-6,,1.746e-6,7.917e-6,1.552e-13,,
207.49,7.223e-6,,3.285e-7,6.895e-6,1.581e-13,,
207.52,5.967e-6,,7.620e-8,5.890e-6,1.624e-13,,
207.54,6.593e-6,,3.306e-7,6.262e-6,1.653e-13,,
207.57,1.624e-5,,4.312e-6,1.193e-5,1.695e-13,,
207.59,4.876e-5,,2.194e-5,2.683e-5,1.724e-13,,
207.62,3.330e-4,,2.191e-4,1.139e-4,1.767e-13,,
207.64,1.225e-3,,9.268e-4,2.985e-4,1.796e-13,,
207.67,8.161e-3,,7.016e-3,1.145e-3,1.838e-13,,
207.69,2.724e-2,,2.466e-2,2.577e-3,1.867e-13,,
207.72,1.491e-1,,1.415e-1,7.599e-3,1.910e-13,,
207.74,4.277e-1,,4.135e-1,1.425e-2,1.939e-13,,
207.77,1.830e+0,,1.798e+0,3.188e-2,1.981e-13,,
207.79,4.416e+0,,4.366e+0,4.971e-2,2.010e-13,,
207.82,1.447e+1,,1.439e+1,8.425e-2,2.053e-13,,
207.84,2.915e+1,,2.904e+1,1.092e-1,2.082e-13,,
207.87,7.266e+1,,7.252e+1,1.402e-1,2.124e-13,,
207.89,1.218e+2,,1.217e+2,1.509e-1,2.153e-13,,
207.92,2.304e+2,,2.303e+2,1.468e-1,2.196e-13,,
207.94,3.213e+2,,3.212e+2,1.314e-1,2.229e-12,,
207.97,4.607e+2,,4.606e+2,9.680e-2,6.279e-11,,
207.99,5.341e+2,,5.340e+2,7.199e-2,5.303e-10,,
208.02,5.804e+2,,5.804e+2,4.019e-2,1.134e-8,,
208.04,5.593e+2,,5.593e+2,2.484e-2,7.965e-8,,
208.07,4.606e+2,,4.606e+2,1.051e-2,1.292e-6,,
208.09,3.690e+2,,3.690e+2,5.398e-3,7.554e-6,,
208.11,2.745e+2,,2.745e+2,2.577e-3,4.103e-5,,
208.14,1.533e+2,,1.533e+2,7.430e-4,4.524e-4,,
208.16,9.482e+1,,9.482e+1,3.005e-4,2.044e-3,,
208.19,4.015e+1,,4.014e+1,8.246e-5,1.710e-2,,
208.21,2.070e+1,,2.063e+1,5.625e-5,6.430e-2,,
208.24,7.027e+0,,6.618e+0,9.346e-5,4.083e-1,,
208.26,4.105e+0,,2.828e+0,1.638e-4,1.277e+0,,
208.29,6.843e+0,,6.879e-1,3.655e-4,6.155e+0,,
208.31,1.626e+1,,2.454e-1,5.857e-4,1.602e+1,,
208.34,5.863e+1,,5.042e-2,1.059e-3,5.857e+1,,
208.36,1.269e+2,,2.685e-2,1.450e-3,1.268e+2,6.101e-15,
208.39,3.520e+2,,5.064e-2,2.041e-3,3.520e+2,1.997e-13,
208.41,6.342e+2,,1.105e-1,2.350e-3,6.341e+2,1.865e-12,
208.44,1.336e+3,,3.678e-1,2.540e-3,1.336e+3,4.640e-11,
208.46,2.002e+3,,8.307e-1,2.446e-3,2.002e+3,3.608e-10,
208.49,3.202e+3,,2.857e+0,2.024e-3,3.199e+3,6.819e-9,
208.51,3.996e+3,,6.430e+0,1.637e-3,3.990e+3,4.415e-8,
208.54,4.860e+3,,2.037e+1,1.070e-3,4.839e+3,6.341e-7,
208.56,5.062e+3,,4.124e+1,7.755e-4,5.021e+3,3.419e-6,
208.59,4.728e+3,,1.058e+2,5.231e-4,4.622e+3,3.730e-5,
208.61,4.172e+3,,1.823e+2,4.774e-4,3.990e+3,1.674e-4,
208.64,3.148e+3,,3.610e+2,5.440e-4,2.787e+3,1.388e-3,
208.66,2.522e+3,,5.203e+2,6.373e-4,2.002e+3,5.189e-3,
208.69,1.847e+3,,7.855e+2,7.792e-4,1.061e+3,3.269e-2,
208.71,1.578e+3,,9.434e+2,8.420e-4,6.341e+2,1.017e-1,
208.74,1.338e+3,,1.082e+3,8.601e-4,2.551e+2,4.869e-1,
208.76,1.210e+3,,1.082e+3,8.238e-4,1.268e+2,1.262e+0,
208.79,9.863e+2,,9.430e+2,7.283e-4,3.872e+1,4.589e+0,
208.81,8.108e+2,,7.848e+2,6.662e-4,1.602e+1,9.903e+0,
208.84,5.503e+2,,5.193e+2,6.365e-4,3.711e+0,2.736e+1,
208.86,4.101e+2,,3.597e+2,7.001e-4,1.277e+0,4.917e+1,
208.88,3.140e+2,,2.315e+2,8.636e-4,4.083e-1,8.210e+1,
208.91,2.587e+2,,1.042e+2,1.339e-3,6.430e-2,1.544e+2,
208.93,2.706e+2,,5.581e+1,1.804e-3,1.710e-2,2.147e+2,
208.96,3.260e+2,,1.908e+1,2.621e-3,2.044e-3,3.069e+2,
208.98,3.638e+2,,8.525e+0,3.133e-3,4.524e-4,3.553e+2,
209.01,3.881e+2,,2.281e+0,3.624e-3,4.103e-5,3.858e+2,
209.03,3.730e+2,,9.702e-1,3.675e-3,7.554e-6,3.720e+2,
209.06,3.076e+2,,5.494e-1,3.316e-3,5.199e-7,3.070e+2,
209.08,2.475e+2,,7.350e-1,2.862e-3,7.965e-8,2.468e+2,
209.11,1.579e+2,,1.526e+0,2.058e-3,4.160e-9,1.564e+2,
209.13,1.104e+2,,2.537e+0,1.549e-3,5.303e-10,1.079e+2,
209.16,6.979e+1,,5.435e+0,9.347e-4,2.102e-11,6.435e+1,
