spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.9906,0.0000,0.3946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9875,0.0000,0.0000,0.0000,0.9626,0.8579,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8987,0.0000,0.0000,0.9694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9846,0.9287,0.9737,0.0000,0.9888,0.8301,0.0000,0.0000,0.0661,0.0000,0.5718,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.9139,0.5402,0.0000,0.9745,0.6748,0.8385,0.6183,0.0000,0.0000,0.6680,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9832,0.0000,0.0000,0.1570,0.0000,0.0000,0.0000,0.1734,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.0000,0.8705,0.0434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.0000,0.0000,0.0000,0.9146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.0000,0.0925,0.0000,0.7967,0.4129,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.9838,0.0000,0.7091,0.0000,0.0000,0.7846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9799,0.0000,0.0000,0.5537,0.9155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8210,0.0000,0.0000,0.9711,0.0000,0.6551,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8024,0.0000,0.8596,0.0122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.9977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.9259,0.0000,0.0000,0.9089,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.8174,0.9132,0.0000,0.0000,0.0000,0.6313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.9252,0.0000,0.0000,0.6562,0.9045,0.0000,0.8592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.8756,0.0000,0.0000,0.8387,0.0000,0.8231,0.0000,0.8346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.9882,0.0000,0.0000,0.8432,0.8675,0.7582,0.0000,0.3519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7740,0.0000,0.0001,0.3743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.9469,0.2735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
