spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd,iter_temperature
03116_95_random,0.9871,0.9954,0.9831,0.9952,0.0000,0.5865,0.6691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
03124_95_random,0.9867,0.8286,0.9571,0.9500,0.9941,0.7610,0.0000,0.7458,0.4487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
03130_95_random,0.9800,0.8532,0.9781,0.9202,0.9263,0.7822,0.0000,0.9787,0.9634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
03134_95_random,0.9864,0.7637,0.9725,0.0000,0.9674,0.0000,0.9581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070036_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9771,0.8438,0.0000,0.0000,0.0000,0.0000,0.0000,
070099_95_random,0.9881,0.0000,0.0000,0.0000,0.0000,0.0000,0.6254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070101_95_random,0.8550,0.9412,0.0000,0.0000,0.0000,0.0301,0.0000,0.4383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070159_95_random,0.9909,0.0000,0.9713,0.0000,0.9558,0.8935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
070171_95_random,0.9820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,0.9716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07103_95_random,0.0000,0.9887,0.0000,0.9059,0.9929,0.7809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07105_95_random,0.9810,0.0000,0.0000,0.0000,0.0000,0.8969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07106_95_random,0.9832,0.0000,0.9787,0.0000,0.9086,0.9100,0.0000,0.0000,0.9059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07107_95_random,0.0000,0.0000,0.9258,0.0000,0.9860,0.7997,0.0000,0.9474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07111_95_random,0.0000,0.0000,0.0000,0.9370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8915,0.0000,0.0000,0.0000,0.0000,
07121_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9750,0.9926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07122_95_random,0.0000,0.0000,0.0000,0.9061,0.9879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07125_95_random,0.0000,0.9130,0.8721,0.0000,0.9572,0.0000,0.8327,0.8315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07141_95_random,0.9829,0.0000,0.7077,0.9048,0.9365,0.8243,0.0000,0.0000,0.9162,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,
07145_95_random,0.9222,0.0000,0.9086,0.0000,0.0000,0.8470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07405_95_random,0.0000,0.0000,0.0000,0.9761,0.0000,0.0000,0.9470,0.0000,0.0000,0.0000,0.9413,0.0000,0.0000,0.0000,0.0000,
07407_95_random,0.0000,0.7048,0.8846,0.0000,0.0000,0.6495,0.0000,0.0000,0.0894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
07840_95_random,0.9774,0.0000,0.0000,0.0000,0.0000,0.6026,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,
