Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.6666666666666666,0.0,,1.22406771689661
03124_95_random,1.0,0.3333333333333333,Dy,0.9561803354367048
03130_95_random,0.4,0.0,,0.1686762927515213
03134_95_random,0.7142857142857143,0.0,,0.080606914949759
070036_95_random,0.7,0.0,,0.1000329328959828
070099_95_random,0.36363636363636365,0.0,,0.5110808265067266
070101_95_random,0.3333333333333333,0.0,,0.2070339801239166
070159_95_random,0.6666666666666666,0.0,,0.3886540333185039
070171_95_random,0.45454545454545453,0.0,,0.2309686380784045
07103_95_random,0.6666666666666666,0.0,,0.2051649621290194
07105_95_random,0.75,0.0,,0.9168059746016164
07106_95_random,0.75,0.0,,0.2850659441467015
07107_95_random,0.2857142857142857,0.0,,1.2541172574887274
07111_95_random,0.5714285714285714,0.0,,0.1434128007083439
07121_95_random,0.625,0.16666666666666666,La,0.4844279725212244
07122_95_random,1.0,0.2,Er,0.5512220910776192
07125_95_random,0.42857142857142855,0.25,Yb,0.4058653037251828
07141_95_random,0.2,0.0,,0.1957077744037977
07145_95_random,1.0,0.0,,0.29276502811956
07405_95_random,0.4,0.0,,0.0869939332248596
07407_95_random,0.25,0.0,,0.3656361693977921
07840_95_random,1.0,0.6666666666666666,Er;Yb,5.000000000000014
