spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.0000,0.0000,0.0000,0.9929,0.9059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9941,0.0000,0.0000,0.0000,0.0000,0.0000,0.5178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0568,0.0000
03130_95_random,0.9808,0.7124,0.0000,0.9821,0.8826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9964,0.0000,0.9882,0.0000,0.9796,0.6902,0.0000,0.0000,0.5343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9813,0.9469,0.0000,0.0000,0.9622,0.6446,0.1294,0.0016,0.0000,0.0000,0.6110,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9582,0.9353,0.0000,0.0000,0.0000,0.7179,0.0000,0.2863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.9843,0.9719,0.9554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9609,0.0000,0.0000,0.0000,0.8781,0.9206,0.0000,0.9761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.0000,0.6430,0.0000,0.9575,0.0000,0.5950,0.0060,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.9804,0.7431,0.8819,0.9469,0.7401,0.0000,0.0000,0.7642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.0000,0.0000,0.7457,0.0000,0.0000,0.8230,0.8038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9749,0.0000,0.0000,0.0000,0.9516,0.8125,0.8710,0.8990,0.0000,0.0000,0.5384,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.9064,0.0000,0.8651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.9781,0.0000,0.0000,0.9307,0.9667,0.5521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9815,0.0000,0.0000,0.9604,0.0000,0.8140,0.2853,0.7960,0.7358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.0000,0.9882,0.7548,0.9678,0.7445,0.0000,0.9831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.0000,0.4028,0.9723,0.1714,0.0000,0.4464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.0000,0.0000,0.0000,0.8988,0.8767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.0000,0.8882,0.0000,0.0000,0.9755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.8233,0.0000,0.0000,0.9652,0.6525,0.0000,0.0000,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7455,0.0000,0.0872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.9863,0.0000,0.0000,0.0233,0.0000,0.6850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
