Wavelength (nm),Sum(calc),Y I (2.3e-3),Y II (6.3e-2),La I (1.4e-3),La II (6.3e-2),Ce I (1.2e-3),Ce II (6.3e-2),Pr II (6.2e-2),Nd I (8.0e-4),Nd II (6.4e-2),Sm I (8.9e-4),Sm II (6.3e-2),Eu I (1.5e-3),Eu II (6.2e-2),Gd I (1.8e-3),Tb II (6.1e-2),Dy I (1.6e-3),Dy II (6.4e-2),Ho I (3.3e-3),Ho II (6.0e-2),Er I (2.2e-3),Er II (6.3e-2),Tm I (2.0e-3),Tm II (6.3e-2),Yb I (2.0e-3),Yb II (6.3e-2),Lu I (3.9e-3),Lu II (7.2e-2)
289.08,4.048e+4,,,,,,,,,,,,2.438e+1,3.078e-14,,,2.540e-16,,,,,,6.792e-16,,7.477e-15,4.043e+4,1.187e-4,3.321e+1
289.11,4.614e+4,,,,,,,,,,,,3.936e+1,2.985e-14,,,2.529e-16,,,,,,6.685e-16,,7.479e-15,4.600e+4,2.198e-5,1.000e+2
289.14,4.836e+4,,,,,,,,,,,,5.853e+1,2.892e-14,,,2.519e-16,,,,,,6.577e-16,,7.482e-15,4.803e+4,3.731e-6,2.765e+2
289.16,4.771e+4,,,,,,,,,,,,7.286e+1,2.829e-14,,,2.512e-16,,,,,,6.505e-16,,7.484e-15,4.712e+4,1.091e-6,5.192e+2
289.19,4.395e+4,,,,,,,,,,,,9.453e+1,2.736e-14,,,2.502e-16,,,,,,6.398e-16,,7.486e-15,4.261e+4,1.603e-7,1.244e+3
289.21,4.022e+4,,,,,,,,,,,,1.075e+2,2.674e-14,,,2.495e-16,,,,,,6.326e-16,,7.488e-15,3.799e+4,4.255e-8,2.123e+3
289.24,3.429e+4,,,,,,,,,,,,1.217e+2,2.581e-14,,,2.484e-16,,,,,,6.218e-16,,7.491e-15,2.976e+4,5.416e-9,4.406e+3
289.26,3.107e+4,,,,,,,,,,,,1.265e+2,2.519e-14,,,2.477e-16,,,,,,6.147e-16,,7.493e-15,2.411e+4,1.306e-9,6.835e+3
289.29,2.879e+4,,,,,,,,,,,,1.251e+2,2.426e-14,,,2.467e-16,,,,,,6.039e-16,,7.495e-15,1.637e+4,1.439e-10,1.229e+4
289.32,3.060e+4,,,,,,,,,,,,1.142e+2,2.333e-14,,,2.456e-16,,,,,,5.931e-16,,7.498e-15,1.019e+4,1.454e-11,2.029e+4
289.34,3.421e+4,,,,,,,,,,,,1.027e+2,2.271e-14,,,2.450e-16,,,,,,5.860e-16,,7.500e-15,7.084e+3,3.006e-12,2.702e+4
289.37,4.256e+4,,,,,,,,,,,,8.191e+1,2.178e-14,,,2.439e-16,,,,,,5.752e-16,,7.503e-15,3.822e+3,2.632e-13,3.866e+4
289.39,4.927e+4,,,,,,,,,,,,6.734e+1,2.116e-14,,,2.432e-16,,,,,,5.680e-16,,7.504e-15,2.414e+3,5.082e-14,4.679e+4
289.42,5.918e+4,,,,,,,,,,,,4.692e+1,2.023e-14,,,2.422e-16,,,,,,5.573e-16,,7.507e-15,1.128e+3,2.198e-14,5.800e+4
289.44,6.449e+4,,,,,,,,,,,,3.525e+1,1.961e-14,,,2.415e-16,,,,,,5.501e-16,,7.509e-15,6.476e+2,9.512e-14,6.381e+4
289.47,6.883e+4,,,,,,,,,,,,2.146e+1,1.868e-14,,,2.404e-16,,,,,,5.393e-16,,7.512e-15,2.622e+2,1.055e-12,6.855e+4
289.5,6.768e+4,,,,,,,,,,,,1.204e+1,1.775e-14,,,2.394e-16,,,,,,5.286e-16,,7.514e-15,9.738e+1,1.075e-11,6.757e+4
289.52,6.387e+4,,,,,,,,,,,,7.828e+0,1.712e-14,,,2.387e-16,,,,,,5.214e-16,,7.516e-15,4.797e+1,4.816e-11,6.381e+4
289.55,5.453e+4,,,,,,,,,,,,3.833e+0,1.619e-14,,,2.377e-16,,,,,,5.106e-16,,7.519e-15,1.543e+1,4.254e-10,5.451e+4
289.57,4.680e+4,,,,,,,,,,,,2.275e+0,1.557e-14,,,2.370e-16,,,,,,5.035e-16,,7.521e-15,6.908e+0,1.734e-9,4.679e+4
289.6,3.464e+4,,,,,,,,,,,,9.717e-1,1.464e-14,,,2.359e-16,,,,,,4.927e-16,,7.523e-15,1.926e+0,1.328e-8,3.464e+4
289.62,2.703e+4,,,,,,,,,,,,5.264e-1,1.402e-14,,,2.352e-16,,,,,,4.855e-16,,7.525e-15,7.833e-1,4.922e-8,2.702e+4
289.65,1.734e+4,,,,,,,,,,,,1.959e-1,1.309e-14,,,2.342e-16,,,,,,4.748e-16,,7.528e-15,1.891e-1,3.270e-7,1.734e+4
289.68,1.021e+4,,,,,,,,,,,,6.710e-2,1.216e-14,,,2.332e-16,,,,,,4.640e-16,,7.530e-15,4.190e-2,1.995e-6,1.021e+4
289.7,6.835e+3,,,,,,,,,,,,3.136e-2,1.154e-14,,,2.325e-16,,,,,,4.568e-16,,7.532e-15,1.462e-2,6.352e-6,6.835e+3
289.73,3.487e+3,,,,,,,,,,,,9.351e-3,1.061e-14,,,2.314e-16,,,,,,4.461e-16,,7.535e-15,2.807e-3,3.360e-5,3.487e+3
289.75,2.123e+3,,,,,,,,,,,,3.983e-3,6.174e-14,,,2.307e-16,,,,,,4.389e-16,,7.537e-15,8.902e-4,9.730e-5,2.123e+3
289.78,9.384e+2,,,,,,,,,,,,1.033e-3,8.073e-13,,,2.297e-16,,,,,,4.281e-16,,7.539e-15,1.480e-4,4.465e-4,9.384e+2
289.8,5.192e+2,,,,,,,,,,,,4.008e-4,4.273e-12,,,2.290e-16,,,,,,4.209e-16,,7.541e-15,4.266e-5,1.176e-3,5.192e+2
289.83,1.989e+2,,,,,,,,,,,,9.033e-5,4.848e-11,,,2.279e-16,,,,,,4.102e-16,,7.544e-15,6.144e-6,4.679e-3,1.989e+2
289.86,6.995e+1,,,,,,,,,,,,1.871e-5,5.051e-10,,,2.269e-16,,,,,,3.994e-16,,7.547e-15,8.118e-7,1.709e-2,6.993e+1
289.88,3.325e+1,,,,,,,,,,,,6.249e-6,2.298e-9,,,2.262e-16,,,,,,3.923e-16,,7.548e-15,2.008e-7,3.867e-2,3.321e+1
289.91,1.024e+1,,,,,,,,,,,,1.124e-6,2.077e-8,,,2.252e-16,,,,,,3.815e-16,,7.551e-15,2.298e-8,1.225e-1,1.012e+1
289.93,4.620e+0,,,,,,,,,,,,3.417e-7,8.596e-8,,,2.245e-16,,,,,,3.743e-16,,7.553e-15,5.165e-9,2.521e-1,4.368e+0
289.96,1.846e+0,,,,,,,,,,,,5.336e-8,6.741e-7,,,2.234e-16,,,,,,3.636e-16,,7.556e-15,5.122e-10,6.929e-1,1.153e+0
289.98,1.749e+0,,,,,,,,,,,,1.476e-8,2.538e-6,,,2.227e-16,,,,,,3.564e-16,,7.557e-15,1.046e-10,1.296e+0,4.525e-1
290.01,3.193e+0,,,,,,,,,,,,2.000e-9,1.727e-5,,,2.217e-16,,,,,,3.456e-16,,7.560e-15,8.986e-12,3.090e+0,1.035e-1
290.04,6.784e+0,,,,,,,,,,,,2.488e-10,1.079e-4,,,2.207e-16,,,,,,3.349e-16,,7.563e-15,7.083e-13,6.762e+0,2.174e-2
290.06,1.088e+1,,,,,,,,,,,,5.935e-11,3.490e-4,,,2.200e-16,,,,,,3.277e-16,,7.565e-15,7.060e-13,1.087e+1,7.321e-3
290.09,2.063e+1,,,,,,,,,,,,8.658e-12,1.892e-3,,,2.189e-16,,,,,,3.169e-16,,7.567e-15,7.025e-13,2.063e+1,1.332e-3
290.11,3.016e+1,,,,,,,,,,,,1.171e-11,5.568e-3,,,2.182e-16,,,,,,3.097e-16,,7.569e-15,7.002e-13,3.015e+1,4.078e-4
290.14,4.966e+1,,,,,,,,,,,,9.321e-11,2.618e-2,,,2.172e-16,,,,,,2.990e-16,,7.572e-15,6.968e-13,4.964e+1,6.429e-5
290.16,6.606e+1,,,,,,,,,,,,3.844e-10,7.010e-2,,,2.165e-16,,,,,,2.918e-16,,7.574e-15,6.945e-13,6.599e+1,1.789e-5
290.19,9.449e+1,,,,,,,,,,,,3.004e-9,2.860e-1,,,2.154e-16,,,,,,2.811e-16,,7.576e-15,6.911e-13,9.420e+1,2.444e-6
290.22,1.245e+2,,,,,,,,,,,,2.157e-8,1.072e+0,,,2.144e-16,,,,,,2.703e-16,,7.579e-15,6.876e-13,1.235e+2,3.065e-7
290.24,1.435e+2,,,,,,,,,,,,7.655e-8,2.466e+0,,,2.137e-16,,,,,,2.631e-16,,7.581e-15,6.854e-13,1.410e+2,7.321e-8
290.27,1.683e+2,,,,,,,,,,,,4.769e-7,8.015e+0,,,2.127e-16,,,,,,2.524e-16,,7.583e-15,6.819e-13,1.603e+2,7.995e-9
290.29,1.833e+2,,,,,,,,,,,,1.540e-6,1.677e+1,,,2.120e-16,,,,,,2.452e-16,,7.585e-15,6.796e-13,1.665e+2,1.932e-9
290.32,2.115e+2,,,,,,,,,,,,8.325e-6,4.731e+1,,,2.109e-16,,,,,,2.344e-16,,7.588e-15,6.762e-13,1.641e+2,2.351e-9
290.34,2.451e+2,,,,,,,,,,,,2.446e-5,9.007e+1,,,2.102e-16,,,,,,2.272e-16,,7.590e-15,6.739e-13,1.551e+2,1.013e-8
290.37,3.530e+2,,,,,,,,,,,,1.147e-4,2.204e+2,,,2.092e-16,,,,,,2.165e-16,,7.592e-15,6.705e-13,1.326e+2,9.320e-8
290.4,5.993e+2,,,,,,,,,,,,4.944e-4,4.952e+2,,,2.082e-16,,,,,,2.057e-16,,7.595e-15,6.670e-13,1.041e+2,7.903e-7
290.42,8.947e+2,,,,,,,,,,,,1.249e-3,8.103e+2,,,2.075e-16,,,,,,1.985e-16,,7.597e-15,6.648e-13,8.446e+1,3.135e-6
290.45,1.637e+3,,,,,,,,,,,,4.668e-3,1.580e+3,,,2.064e-16,,,,,,1.878e-16,,7.600e-15,6.613e-13,5.750e+1,2.308e-5
290.47,2.394e+3,,,,,,,,,,,,1.073e-2,2.351e+3,,,2.057e-16,,,,,,1.806e-16,,7.601e-15,6.590e-13,4.244e+1,8.330e-5
290.5,4.002e+3,,,,,,,,,,,,3.480e-2,3.976e+3,,,2.047e-16,,,,,,1.699e-16,,7.604e-15,6.556e-13,2.506e+1,5.322e-4
290.52,5.401e+3,,,,,,,,,,,,7.276e-2,5.384e+3,,,2.040e-16,,,,,,1.627e-16,,7.606e-15,6.533e-13,1.682e+1,1.748e-3
290.55,7.909e+3,,,,,,,,,,,,2.049e-1,7.900e+3,,,2.029e-16,,,,,,1.519e-16,,7.609e-15,6.499e-13,8.614e+0,9.694e-3
290.58,1.065e+4,,,,,,,,,,,,5.298e-1,1.065e+4,,,2.019e-16,,,,,,2.014e-15,,7.611e-15,6.464e-13,4.050e+0,4.938e-2
290.6,1.239e+4,,,,,,,,,,,,9.520e-1,1.239e+4,,,2.012e-16,,,,,,1.076e-14,,7.613e-15,6.442e-13,2.335e+0,1.395e-1
290.63,1.449e+4,,,,,,,,,,,,2.136e+0,1.448e+4,,,2.002e-16,,,,,,1.239e-13,,7.616e-15,6.407e-13,9.522e-1,6.167e-1
290.65,1.533e+4,,,,,,,,,,,,3.493e+0,1.533e+4,,,1.995e-16,,,,,,6.028e-13,,7.618e-15,6.384e-13,4.994e-1,1.585e+0
290.68,1.556e+4,,,,,,,,,,,,6.802e+0,1.555e+4,,,1.984e-16,,,,,,6.025e-12,,7.620e-15,6.350e-13,1.766e-1,6.082e+0
290.7,1.499e+4,,,,,,,,,,,,1.012e+1,1.497e+4,,,1.977e-16,,,,,,2.667e-11,,7.622e-15,6.327e-13,8.422e-2,1.422e+1
290.73,1.324e+4,,,,,,,,,,,,1.710e+1,1.317e+4,,,1.967e-16,,,,,,2.315e-10,,7.625e-15,6.293e-13,2.583e-2,4.738e+1
290.76,1.082e+4,,,,,,,,,,,,2.654e+1,1.065e+4,,,1.957e-16,,,,,,1.846e-9,,7.627e-15,6.258e-13,7.275e-3,1.450e+2
290.78,9.134e+3,,,,,,,,,,,,3.393e+1,8.809e+3,,,1.950e-16,,,,,,7.030e-9,,7.629e-15,6.236e-13,2.981e-3,2.915e+2
290.81,6.996e+3,,,,,,,,,,,,4.570e+1,6.176e+3,,,1.939e-16,,,,,,4.867e-8,,7.632e-15,6.201e-13,7.279e-4,7.742e+2
290.83,6.118e+3,,,,,,,,,,,,5.316e+1,4.649e+3,,,1.932e-16,,,,,,1.687e-7,,7.634e-15,6.178e-13,2.712e-4,1.416e+3
290.86,6.155e+3,,,,,,,,,,,,6.214e+1,2.828e+3,,,1.922e-16,,,,,,1.014e-6,,7.636e-15,6.144e-13,5.745e-5,3.265e+3
290.88,7.438e+3,,,,,,,,,,,,6.576e+1,1.936e+3,,,1.915e-16,,,,,,3.199e-6,,7.638e-15,6.121e-13,1.947e-5,5.436e+3
290.91,1.197e+4,,,,,,,,,,,,6.670e+1,1.022e+3,,,1.905e-16,,,,,,1.670e-5,,7.641e-15,6.087e-13,3.577e-6,1.088e+4
290.94,2.055e+4,,,,,,,,,,,,6.214e+1,4.952e+2,,,1.894e-16,,,,,,8.007e-5,,7.644e-15,6.052e-13,6.032e-7,2.000e+4
290.96,2.897e+4,,,,,,,,,,,,5.653e+1,2.914e+2,,,1.887e-16,,,,,,2.172e-4,,7.645e-15,6.030e-13,1.756e-7,2.862e+4
290.99,4.584e+4,,,,,,,,,,,,4.570e+1,1.225e+2,,,1.877e-16,,,,,,9.046e-4,,7.648e-15,5.995e-13,2.569e-8,4.567e+4
291.01,5.958e+4,,,,,,,,,,,,3.783e+1,6.559e+1,,,1.870e-16,,,,,,2.234e-3,,7.650e-15,5.972e-13,6.801e-9,5.948e+4
291.04,8.242e+4,,,,,,,,,,,,2.654e+1,2.393e+1,,,1.859e-16,,,,,,8.076e-3,,7.653e-15,5.938e-13,8.628e-10,8.237e+4
291.06,9.766e+4,,,,,,,,,,,,1.998e+1,1.165e+1,,,1.852e-16,,,,,,1.815e-2,,7.654e-15,5.915e-13,2.077e-10,9.763e+4
291.09,1.174e+5,,,,,,,,,,,,1.217e+1,3.687e+0,,,1.842e-16,,,,,,5.698e-2,,7.657e-15,5.881e-13,2.286e-11,1.174e+5
291.12,1.296e+5,,,,,,,,,,,,6.802e+0,1.072e+0,,,1.832e-16,,,,,,1.644e-1,,7.660e-15,5.846e-13,2.309e-12,1.296e+5
291.14,1.321e+5,,,,,,,,,,,,4.403e+0,4.484e-1,,,1.825e-16,,,,,,3.177e-1,,7.662e-15,5.823e-13,4.776e-13,1.320e+5
291.17,1.266e+5,,,,,,,,,,,,2.136e+0,1.131e-1,,,1.814e-16,,,,,,7.957e-1,,7.664e-15,5.789e-13,4.185e-14,1.266e+5
291.19,1.174e+5,,,,,,,,,,,,1.258e+0,4.304e-2,,,1.807e-16,,,,,,1.400e+0,,7.666e-15,5.766e-13,7.872e-15,1.174e+5
291.22,9.763e+4,,,,,,,,,,,,5.298e-1,9.417e-3,,,1.797e-16,,,,,,3.044e+0,,7.669e-15,5.732e-13,7.857e-15,9.763e+4
291.24,8.238e+4,,,,,,,,,,,,2.839e-1,3.261e-3,,,1.790e-16,,,,,,4.874e+0,,7.671e-15,5.709e-13,7.846e-15,8.237e+4
291.27,5.949e+4,,,,,,,,,,,,1.037e-1,6.189e-4,,,1.780e-16,,,,,,9.203e+0,,7.673e-15,5.675e-13,7.831e-15,5.948e+4
291.3,3.947e+4,,,,,,,,,,,,3.480e-2,1.079e-4,,,1.769e-16,,,,,,1.596e+1,,7.676e-15,5.640e-13,7.815e-15,3.945e+4
291.32,2.864e+4,,,,,,,,,,,,1.603e-2,3.210e-5,,,1.762e-16,,,,,,2.199e+1,,7.678e-15,5.617e-13,7.804e-15,2.862e+4
291.35,1.651e+4,,,,,,,,,,,,4.668e-3,4.854e-6,,,1.752e-16,,,,,,3.312e+1,,7.680e-15,5.583e-13,7.789e-15,1.648e+4
291.37,1.092e+4,,,,,,,,,,,,1.956e-3,1.314e-6,,,1.745e-16,,,,,,4.152e+1,,7.682e-15,5.560e-13,7.778e-15,1.088e+4
291.4,5.490e+3,,,,,,,,,,,,4.944e-4,1.724e-7,,,1.734e-16,,,,,,5.430e+1,,7.685e-15,5.526e-13,7.763e-15,5.436e+3
291.42,3.327e+3,,,,,,,,,,,,1.885e-4,4.245e-8,,,1.727e-16,,,,,,6.195e+1,,7.687e-15,5.503e-13,7.752e-15,3.265e+3
291.45,1.487e+3,,,,,,,,,,,,4.133e-5,4.832e-9,,,1.717e-16,,,,,,7.034e+1,,7.689e-15,5.469e-13,7.737e-15,1.416e+3
291.48,6.377e+2,,,,,,,,,,,,8.325e-6,5.051e-10,,,1.707e-16,,,,,,7.339e+1,,7.692e-15,5.434e-13,7.721e-15,5.643e+2
291.5,3.635e+2,,,,,,,,,,,,2.728e-6,1.069e-10,,,1.700e-16,,,,,,7.202e+1,,7.694e-15,5.411e-13,7.710e-15,2.915e+2
291.53,1.660e+2,,,,,,,,,,,,4.769e-7,9.694e-12,,,1.689e-16,,,,,,6.524e+1,,7.697e-15,5.377e-13,7.695e-15,1.008e+2
291.55,1.056e+2,,,,,,,,,,,,1.422e-7,1.866e-12,,,1.682e-16,,,,,,5.827e+1,,7.698e-15,5.354e-13,7.684e-15,4.738e+1
291.58,6.005e+1,,,,,,,,,,,,2.157e-8,1.468e-13,,,1.672e-16,,,,,,4.583e+1,,7.701e-15,5.320e-13,7.669e-15,1.422e+1
291.6,4.334e+1,,,,,,,,,,,,5.850e-9,2.571e-14,,,1.665e-16,,,,,,3.726e+1,,7.703e-15,5.297e-13,7.658e-15,6.082e+0
291.63,2.703e+1,,,,,,,,,,,,7.700e-10,2.576e-14,,,1.655e-16,,,,,,2.544e+1,,7.706e-15,5.263e-13,7.643e-15,1.585e+0
291.66,1.634e+1,,,,,,,,,,,,9.308e-11,2.581e-14,,,1.644e-16,,,,,,1.596e+1,,7.708e-15,5.228e-13,7.627e-15,3.793e-1
291.68,1.130e+1,,,,,,,,,,,,2.171e-11,2.584e-14,,,1.637e-16,,,,,,1.116e+1,,7.710e-15,5.205e-13,7.617e-15,1.395e-1
291.71,6.111e+0,,,,,,,,,,,,2.277e-12,2.588e-14,,,1.627e-16,,,,,,6.082e+0,,7.713e-15,5.171e-13,7.601e-15,2.897e-2
291.73,3.880e+0,,,,,,,,,,,,4.831e-13,2.592e-14,,,1.620e-16,,,,,,3.870e+0,,7.715e-15,5.148e-13,7.590e-15,9.694e-3
291.76,1.833e+0,,,,,,,,,,,,4.398e-14,2.596e-14,,,1.609e-16,,,,,,1.831e+0,,7.717e-15,5.114e-13,7.575e-15,1.748e-3
291.78,1.061e+0,,,,,,,,,,,,8.489e-15,2.599e-14,,,1.602e-16,,,,,,1.060e+0,,7.719e-15,5.091e-13,7.564e-15,5.322e-4
291.81,4.356e-1,,,,,,,,,,,,6.706e-16,2.604e-14,,,1.592e-16,,,,,,4.355e-1,,7.722e-15,5.057e-13,7.549e-15,8.330e-5
291.84,1.644e-1,,,,,,,,,,,,6.692e-16,2.609e-14,,,1.582e-16,,,,,,1.644e-1,,7.724e-15,5.022e-13,7.533e-15,1.198e-5
291.86,8.188e-2,,,,,,,,,,,,6.682e-16,2.612e-14,,,1.575e-16,,,,,,8.188e-2,,7.726e-15,4.999e-13,7.523e-15,3.135e-6
291.89,2.683e-2,,,,,,,,,,,,6.668e-16,2.617e-14,,,1.564e-16,,,,,,2.683e-2,,7.729e-15,4.965e-13,7.507e-15,3.912e-7
291.91,1.216e-2,,,,,,,,,,,,6.658e-16,2.620e-14,,,1.557e-16,,,,,,1.216e-2,,7.731e-15,4.942e-13,7.496e-15,9.320e-8
291.94,3.461e-3,,,,,,,,,,,,6.644e-16,2.624e-14,,,1.547e-16,,,,,,3.461e-3,,7.733e-15,4.908e-13,7.481e-15,1.009e-8
291.96,1.428e-3,,,,,,,,,,,,6.635e-16,2.628e-14,,,1.540e-16,,,,,,1.428e-3,,7.735e-15,4.885e-13,7.470e-15,2.188e-9
291.99,3.528e-4,,,,,,,,,,,,6.620e-16,2.632e-14,,,1.530e-16,,,,,,3.528e-4,,7.738e-15,4.851e-13,7.455e-15,2.057e-10
292.02,8.007e-5,,,,,,,,,,,,6.606e-16,2.637e-14,,,1.519e-16,,,,,,8.007e-5,,7.741e-15,4.816e-13,7.439e-15,1.777e-11
292.04,2.842e-5,,,,,,,,,,,,6.597e-16,2.640e-14,,,1.512e-16,,,,,,2.842e-5,,7.742e-15,4.793e-13,7.429e-15,3.311e-12
292.07,5.601e-6,,,,,,,,,,,,6.582e-16,2.645e-14,,,1.502e-16,,,,,,5.601e-6,,7.745e-15,4.759e-13,7.413e-15,2.482e-13
292.09,1.809e-6,,,,,,,,,,,,6.573e-16,2.648e-14,,,1.495e-16,,,,,,1.809e-6,,7.747e-15,4.736e-13,7.403e-15,2.493e-13
292.12,3.096e-7,,,,,,,,,,,,6.558e-16,2.653e-14,,,1.484e-16,,,,,,3.096e-7,,7.750e-15,4.702e-13,7.387e-15,2.509e-13
292.14,9.104e-8,,,,,,,,,,,,6.549e-16,2.656e-14,,,1.478e-16,,,,,,9.104e-8,,7.751e-15,4.679e-13,7.376e-15,2.520e-13
292.17,1.352e-8,,,,,,,,,,,,6.535e-16,2.660e-14,,,1.467e-16,,,,,,1.352e-8,,7.754e-15,4.645e-13,7.361e-15,2.537e-13
292.2,1.846e-9,,,,,,,,,,,,6.520e-16,2.665e-14,,,1.457e-16,,,,,,1.846e-9,,7.757e-15,4.610e-13,7.345e-15,2.553e-13
292.22,4.669e-10,,,,,,,,,,,,6.511e-16,2.668e-14,,,1.450e-16,,,,,,4.669e-10,,7.759e-15,4.587e-13,7.335e-15,2.564e-13
292.25,5.534e-11,,,,,,,,,,,,6.497e-16,2.673e-14,,,1.439e-16,,,,,,5.534e-11,,7.761e-15,4.553e-13,7.319e-15,2.580e-13
292.27,1.274e-11,,,,,,,,,,,,6.487e-16,2.676e-14,,,1.432e-16,,,,,,1.274e-11,,7.763e-15,4.530e-13,7.309e-15,2.591e-13
292.3,1.311e-12,,,,,,,,,,,,6.473e-16,2.681e-14,,,1.422e-16,,,,,,1.311e-12,,7.766e-15,4.496e-13,7.293e-15,2.607e-13
292.32,2.746e-13,,,,,,,,,,,,6.463e-16,2.684e-14,,,1.415e-16,,,,,,2.746e-13,,7.768e-15,4.473e-13,7.282e-15,2.618e-13
292.35,2.454e-14,,,,,,,,,,,,6.449e-16,2.689e-14,,,1.405e-16,,,,,,2.454e-14,,7.770e-15,4.439e-13,7.267e-15,2.634e-13
292.38,2.562e-15,,,,,,,,,,,,6.435e-16,2.693e-14,,,1.394e-16,,,,,,2.562e-15,,7.773e-15,4.404e-13,7.251e-15,2.651e-13
292.4,3.340e-15,,,,,,,,,,,,6.425e-16,2.696e-14,,,1.387e-16,,,,,,3.340e-15,,7.775e-15,4.381e-13,7.241e-15,2.662e-13
292.43,3.517e-14,,,,,,,,,,,,6.411e-16,2.701e-14,,,1.377e-16,,,,,,3.517e-14,,7.777e-15,4.347e-13,7.225e-15,2.678e-13
292.45,1.741e-13,,,,,,,,,,,,6.402e-16,2.704e-14,,,1.370e-16,,,,,,1.741e-13,,7.779e-15,4.324e-13,7.215e-15,2.689e-13
292.48,1.789e-12,,,,,,,,,,,,6.387e-16,2.709e-14,,,1.359e-16,,,,,,1.789e-12,,7.782e-15,4.290e-13,7.199e-15,2.705e-13
292.5,8.069e-12,,,,,,,,,,,,6.378e-16,2.712e-14,,,1.353e-16,,,,,,8.069e-12,,7.784e-15,4.267e-13,7.189e-15,2.716e-13
292.53,7.211e-11,,,,,,,,,,,,6.364e-16,2.717e-14,,,1.342e-16,,,,,,7.211e-11,,7.786e-15,4.233e-13,7.173e-15,2.732e-13
292.56,5.926e-10,,,,,,,,,,,,6.349e-16,2.721e-14,,,1.332e-16,,,,,,5.926e-10,,7.789e-15,4.198e-13,7.157e-15,2.749e-13
292.58,2.304e-9,,,,,,,,,,,,6.340e-16,2.725e-14,,,1.325e-16,,,,,,2.304e-9,,7.791e-15,4.175e-13,7.147e-15,2.759e-13
292.61,1.647e-8,,,,,,,,,,,,6.326e-16,2.729e-14,,,1.314e-16,,,,,,1.647e-8,,7.794e-15,4.141e-13,7.131e-15,2.776e-13
292.63,5.834e-8,,,,,,,,,,,,6.316e-16,2.732e-14,,,1.307e-16,,,,,,5.834e-8,,7.795e-15,4.118e-13,7.121e-15,2.787e-13
292.66,3.628e-7,,,,,,,,,,,,6.302e-16,2.737e-14,,,1.297e-16,,,,,,3.628e-7,,7.798e-15,4.084e-13,7.105e-15,2.803e-13
292.68,1.171e-6,,,,,,,,,,,,6.292e-16,2.740e-14,,,1.290e-16,,,,,,1.171e-6,,7.800e-15,4.061e-13,7.095e-15,2.814e-13
292.71,6.332e-6,,,,,,,,,,,,6.278e-16,2.745e-14,,,1.280e-16,,,,,,6.332e-6,,7.803e-15,4.027e-13,7.079e-15,2.830e-13
292.74,3.150e-5,,,,,,,,,,,,6.264e-16,2.750e-14,,,1.269e-16,,,,,,3.150e-5,,7.805e-15,3.992e-13,7.063e-15,2.846e-13
292.76,8.761e-5,,,,,,,,,,,,6.254e-16,2.753e-14,,,1.262e-16,,,,,,8.761e-5,,7.807e-15,3.969e-13,7.053e-15,2.857e-13
292.79,3.790e-4,,,,,,,,,,,,6.240e-16,2.757e-14,,,1.252e-16,,,,,,3.790e-4,,7.810e-15,3.935e-13,7.037e-15,2.874e-13
292.81,9.606e-4,,,,,,,,,,,,6.231e-16,2.761e-14,,,1.245e-16,,,,,,9.606e-4,,7.812e-15,3.912e-13,7.027e-15,2.884e-13
292.84,3.615e-3,,,,,,,,,,,,6.216e-16,2.765e-14,,,1.235e-16,,,,,,3.615e-3,,7.814e-15,3.878e-13,7.011e-15,2.901e-13
292.86,8.348e-3,,,,,,,,,,,,6.207e-16,2.768e-14,,,1.228e-16,,,,,,8.348e-3,,7.816e-15,3.855e-13,7.001e-15,2.912e-13
292.89,2.732e-2,,,,,,,,,,,,6.193e-16,2.773e-14,,,1.217e-16,,,,,,2.732e-2,,7.819e-15,3.821e-13,6.985e-15,2.928e-13
292.92,8.225e-2,,,,,,,,,,,,6.178e-16,2.778e-14,,,1.207e-16,,,,,,8.225e-2,,7.821e-15,3.786e-13,6.969e-15,2.944e-13
292.94,1.637e-1,,,,,,,,,,,,6.169e-16,2.781e-14,,,1.200e-16,,,,,,1.637e-1,,7.823e-15,3.763e-13,6.959e-15,2.955e-13
292.97,4.286e-1,,,,,,,,,,,,6.155e-16,2.786e-14,,,1.189e-16,,,,,,4.286e-1,,7.826e-15,3.729e-13,6.943e-15,2.971e-13
292.99,7.772e-1,,,,,,,,,,,,6.145e-16,2.789e-14,,,1.182e-16,,,,,,7.772e-1,,7.828e-15,3.706e-13,6.933e-15,2.982e-13
293.02,1.770e+0,,,,,,,,,,,,6.131e-16,2.793e-14,,,1.172e-16,,,,,,1.770e+0,,7.830e-15,3.672e-13,6.917e-15,2.999e-13
293.04,2.925e+0,,,,,,,,,,,,6.121e-16,2.797e-14,,,1.165e-16,,,,,,2.925e+0,,7.832e-15,3.649e-13,6.907e-15,3.009e-13
293.07,5.793e+0,,,,,,,,,,,,6.107e-16,2.801e-14,,,1.155e-16,,,,,,5.793e+0,,7.835e-15,3.615e-13,6.891e-15,3.026e-13
293.1,1.055e+1,,,,,,,,,,,,6.093e-16,2.806e-14,,,1.144e-16,,,,,,1.055e+1,,7.838e-15,3.580e-13,6.875e-15,3.042e-13
293.12,1.503e+1,,,,,,,,,,,,6.083e-16,2.809e-14,,,1.137e-16,,,,,,1.503e+1,,7.839e-15,3.557e-13,6.865e-15,3.053e-13
