Wavelength (nm),Sum(calc),Y I (2.3e-3),Y II (6.3e-2),La I (1.4e-3),La II (6.3e-2),Ce I (1.2e-3),Ce II (6.3e-2),Pr II (6.2e-2),Nd I (8.0e-4),Nd II (6.4e-2),Sm I (8.9e-4),Sm II (6.3e-2),Eu I (1.5e-3),Eu II (6.2e-2),Gd I (1.8e-3),Tb II (6.1e-2),Dy I (1.6e-3),Dy II (6.4e-2),Ho I (3.3e-3),Ho II (6.0e-2),Er I (2.2e-3),Er II (6.3e-2),Tm I (2.0e-3),Tm II (6.3e-2),Yb I (2.0e-3),Yb II (6.3e-2),Lu I (3.9e-3),Lu II (7.2e-2)
594.93,2.109e+2,2.267e+1,3.232e-14,4.629e-3,1.917e-14,1.987e-2,1.232e-14,1.844e+2,,3.036e-15,,,4.484e-9,,,,3.774e+0,,1.361e-15,,1.010e-15,,2.052e-16,,,,2.098e-14,2.768e-13
594.96,2.354e+2,2.353e+1,3.233e-14,2.608e-3,1.919e-14,1.111e-2,1.230e-14,2.089e+2,,3.031e-15,,,1.173e-8,,,,2.946e+0,,1.361e-15,,1.009e-15,,1.957e-16,,,,2.100e-14,2.768e-13
594.99,2.581e+2,2.394e+1,3.234e-14,1.470e-3,1.922e-14,6.087e-3,1.228e-14,2.319e+2,,3.026e-15,,,3.007e-8,,,,2.253e+0,,1.361e-15,,1.009e-15,,1.863e-16,,,,2.103e-14,2.768e-13
595.01,2.717e+2,2.394e+1,3.234e-14,1.027e-3,1.924e-14,4.029e-3,1.227e-14,2.459e+2,,3.023e-15,,,5.570e-8,,,,1.863e+0,,1.361e-15,,1.008e-15,,1.800e-16,,,,2.104e-14,2.768e-13
595.04,2.889e+2,2.353e+1,3.235e-14,6.785e-4,1.926e-14,2.134e-3,1.225e-14,2.640e+2,,3.018e-15,,,1.380e-7,,,,1.377e+0,,1.361e-15,,1.008e-15,,1.706e-16,,,,2.106e-14,2.768e-13
595.06,2.978e+2,2.301e+1,3.235e-14,6.089e-4,1.928e-14,1.381e-3,1.224e-14,2.737e+2,,3.014e-15,,,2.500e-7,,,,1.113e+0,,1.361e-15,,1.008e-15,,1.643e-16,,,,2.108e-14,2.768e-13
595.09,3.067e+2,2.187e+1,3.236e-14,7.248e-4,1.930e-14,7.067e-4,1.222e-14,2.841e+2,,3.009e-15,,,5.990e-7,,,,7.956e-1,,1.360e-15,,1.007e-15,,1.548e-16,,,,2.110e-14,2.768e-13
595.11,3.095e+2,2.090e+1,3.237e-14,9.678e-4,1.932e-14,4.471e-4,1.220e-14,2.879e+2,,3.006e-15,,,1.061e-6,,,,6.288e-1,,1.360e-15,,1.007e-15,,1.485e-16,,,,2.112e-14,2.769e-13
595.14,3.086e+2,1.920e+1,3.237e-14,1.676e-3,1.934e-14,2.212e-4,1.218e-14,2.889e+2,,3.001e-15,,,2.457e-6,,,,4.343e-1,,1.360e-15,,1.006e-15,,1.391e-16,,,,2.114e-14,2.769e-13
595.17,3.017e+2,1.729e+1,3.238e-14,3.019e-3,1.937e-14,1.072e-4,1.217e-14,2.841e+2,,2.996e-15,,,5.578e-6,,,,2.940e-1,,1.360e-15,,1.006e-15,,1.297e-16,,,,2.116e-14,2.769e-13
595.19,2.939e+2,1.594e+1,3.239e-14,4.465e-3,1.939e-14,6.540e-5,1.215e-14,2.777e+2,,2.992e-15,,,9.528e-6,,,,2.240e-1,,1.360e-15,,1.006e-15,,1.234e-16,,,,2.118e-14,2.769e-13
595.22,2.780e+2,1.387e+1,3.239e-14,7.936e-3,1.941e-14,3.064e-5,1.213e-14,2.640e+2,,2.987e-15,,,2.091e-5,,,,1.466e-1,,1.360e-15,,1.005e-15,,1.139e-16,,,,2.120e-14,2.769e-13
595.24,2.649e+2,1.250e+1,3.240e-14,1.153e-2,1.943e-14,1.827e-5,1.212e-14,2.523e+2,,2.984e-15,,,3.493e-5,,,,1.092e-1,,1.360e-15,,1.005e-15,,1.076e-16,,,,2.122e-14,2.769e-13
595.27,2.424e+2,1.052e+1,3.241e-14,1.985e-2,1.945e-14,8.276e-6,1.210e-14,2.318e+2,,2.979e-15,,,7.413e-5,,,,6.907e-2,,1.359e-15,,1.004e-15,,9.821e-17,,,,2.124e-14,2.770e-13
595.29,2.260e+2,9.265e+0,3.241e-14,2.820e-2,1.947e-14,4.825e-6,1.209e-14,2.166e+2,,2.976e-15,,,1.211e-4,,,,5.032e-2,,1.359e-15,,1.004e-15,,2.253e-16,,,,2.125e-14,2.770e-13
595.32,2.000e+2,7.535e+0,3.242e-14,4.696e-2,1.949e-14,2.112e-6,1.207e-14,1.924e+2,,2.971e-15,,,2.484e-4,,,,3.076e-2,,1.359e-15,,1.004e-15,,7.694e-16,,,,2.128e-14,2.770e-13
595.35,1.735e+2,6.004e+0,3.243e-14,7.664e-2,1.952e-14,9.058e-7,1.205e-14,1.674e+2,,2.966e-15,,,4.995e-4,,,,1.842e-2,,1.359e-15,,1.003e-15,,2.576e-15,,,,2.130e-14,2.770e-13
595.37,1.561e+2,5.102e+0,3.243e-14,1.050e-1,1.954e-14,5.093e-7,1.204e-14,1.509e+2,,2.962e-15,,,7.868e-4,,,,1.294e-2,,1.359e-15,,1.003e-15,,5.699e-15,,,,2.131e-14,2.770e-13
595.4,1.311e+2,3.930e+0,3.244e-14,1.657e-1,1.956e-14,2.111e-7,1.202e-14,1.270e+2,,2.957e-15,,,1.530e-3,,,,7.494e-3,,1.359e-15,,1.002e-15,,1.845e-14,,,,2.134e-14,2.770e-13
595.42,1.154e+2,3.266e+0,3.244e-14,2.221e-1,1.958e-14,1.160e-7,1.200e-14,1.119e+2,,2.954e-15,,,2.356e-3,,,,5.147e-3,,1.359e-15,,1.002e-15,,3.991e-14,,,,2.135e-14,2.770e-13
595.45,9.377e+1,2.432e+0,3.245e-14,3.387e-1,1.960e-14,4.650e-8,1.198e-14,9.099e+1,,2.949e-15,,,4.430e-3,,,,2.881e-3,,1.359e-15,,1.002e-15,,1.249e-13,,,,2.137e-14,2.771e-13
595.47,8.082e+1,1.975e+0,3.245e-14,4.438e-1,1.962e-14,2.499e-8,1.197e-14,7.839e+1,,2.945e-15,,,6.672e-3,,,,1.934e-3,,1.358e-15,,1.001e-15,,2.643e-13,,,,2.139e-14,2.771e-13
595.5,6.372e+1,1.422e+0,3.246e-14,6.545e-1,1.964e-14,9.677e-9,1.195e-14,6.163e+1,,2.940e-15,,,1.213e-2,,,,1.046e-3,,1.358e-15,,1.001e-15,,7.997e-13,,,,2.141e-14,2.771e-13
595.53,4.945e+1,1.003e+0,3.247e-14,9.458e-1,1.967e-14,3.672e-9,1.193e-14,4.748e+1,,2.935e-15,,,2.161e-2,,,,5.546e-4,,1.358e-15,,1.001e-15,,2.372e-12,,,,2.143e-14,2.771e-13
595.55,4.146e+1,7.856e-1,3.247e-14,1.195e+0,1.969e-14,1.903e-9,1.192e-14,3.945e+1,,2.932e-15,,,3.140e-2,,,,3.592e-4,,1.358e-15,,1.000e-15,,4.841e-12,,,,2.145e-14,2.771e-13
595.58,3.164e+1,5.356e-1,3.248e-14,1.670e+0,1.971e-14,6.979e-10,1.190e-14,2.938e+1,,2.927e-15,,,5.409e-2,,,,1.840e-4,,1.358e-15,,9.998e-16,,1.388e-11,,,,2.147e-14,2.771e-13
595.6,2.642e+1,4.102e-1,3.249e-14,2.064e+0,1.973e-14,3.536e-10,1.189e-14,2.387e+1,,2.924e-15,,,7.687e-2,,,,1.165e-4,,1.358e-15,,9.995e-16,,2.770e-11,,,,2.149e-14,2.771e-13
595.63,2.037e+1,2.704e-1,3.249e-14,2.787e+0,1.975e-14,1.253e-10,1.187e-14,1.718e+1,,2.919e-15,,,1.281e-1,,,,5.771e-5,,1.358e-15,,9.990e-16,,7.680e-11,,,,2.151e-14,2.772e-13
595.65,1.739e+1,2.025e-1,3.250e-14,3.368e+0,1.977e-14,6.208e-11,1.186e-14,1.365e+1,,2.915e-15,,,1.780e-1,,,,3.572e-5,,1.358e-15,,9.987e-16,,1.499e-10,,,,2.153e-14,2.772e-13
595.68,1.431e+1,1.290e-1,3.251e-14,4.398e+0,1.979e-14,2.127e-11,1.184e-14,9.497e+0,,2.910e-15,,,2.869e-1,,,,1.710e-5,,1.357e-15,,9.983e-16,,4.018e-10,,,,2.155e-14,2.772e-13
595.71,1.264e+1,8.053e-2,3.251e-14,5.627e+0,1.982e-14,7.142e-12,1.182e-14,6.476e+0,,2.905e-15,,,4.533e-1,,,,8.022e-6,,1.357e-15,,9.978e-16,,1.056e-9,,,,2.157e-14,2.772e-13
595.73,1.219e+1,5.816e-2,3.252e-14,6.558e+0,1.984e-14,3.411e-12,1.180e-14,4.962e+0,,2.902e-15,,,6.081e-1,,,,4.788e-6,,1.357e-15,,9.975e-16,,1.987e-9,,,,2.159e-14,2.772e-13
595.76,1.235e+1,3.510e-2,3.253e-14,8.113e+0,1.986e-14,1.107e-12,1.178e-14,3.272e+0,,2.897e-15,,,9.297e-1,,,,2.171e-6,,1.357e-15,,9.971e-16,,5.048e-9,,,,2.161e-14,2.772e-13
595.78,1.294e+1,2.478e-2,3.253e-14,9.245e+0,1.988e-14,5.169e-13,1.177e-14,2.453e+0,,2.893e-15,,,1.221e+0,,,,1.267e-6,,1.357e-15,,9.967e-16,,9.294e-9,,,,2.162e-14,2.773e-13
595.81,1.445e+1,1.446e-2,3.254e-14,1.106e+1,1.990e-14,1.621e-13,1.175e-14,1.568e+0,,2.888e-15,,,1.806e+0,,,,5.554e-7,,1.357e-15,,9.963e-16,,2.283e-8,,,,2.165e-14,2.773e-13
595.83,1.581e+1,9.980e-3,3.254e-14,1.232e+1,1.992e-14,7.400e-14,1.174e-14,1.155e+0,,2.885e-15,,,2.321e+0,,,,3.169e-7,,1.357e-15,,9.960e-16,,4.109e-8,,,,2.166e-14,2.773e-13
595.86,1.830e+1,5.628e-3,3.255e-14,1.425e+1,1.995e-14,2.244e-14,1.172e-14,7.265e-1,,2.880e-15,,,3.327e+0,,,,1.342e-7,,1.357e-15,,9.955e-16,,9.758e-8,,,,2.168e-14,2.773e-13
595.89,2.129e+1,3.110e-3,3.256e-14,1.614e+1,1.997e-14,6.665e-15,1.170e-14,4.665e-1,,2.875e-15,,,4.680e+0,,,,5.574e-8,,1.356e-15,,9.951e-16,,2.271e-7,,,,2.171e-14,2.773e-13
595.91,2.353e+1,2.071e-3,3.256e-14,1.735e+1,1.999e-14,2.934e-15,1.169e-14,3.618e-1,,2.872e-15,,,5.816e+0,,,,3.069e-8,,1.356e-15,,9.948e-16,,3.944e-7,,,,2.172e-14,2.773e-13
595.94,2.723e+1,1.106e-3,3.257e-14,1.900e+1,2.001e-14,2.907e-15,1.167e-14,2.850e-1,,2.867e-15,,,7.936e+0,,,,1.237e-8,,1.356e-15,,9.943e-16,,8.875e-7,,,,2.174e-14,2.773e-13
595.96,2.992e+1,7.199e-4,3.258e-14,1.997e+1,2.003e-14,2.889e-15,1.165e-14,2.805e-1,,2.863e-15,,,9.667e+0,,,,6.742e-9,,1.356e-15,,9.940e-16,,1.507e-6,,,,2.176e-14,2.774e-13
595.99,3.430e+1,3.717e-4,3.258e-14,2.115e+1,2.005e-14,2.863e-15,1.164e-14,3.427e-1,,2.858e-15,,,1.281e+1,,,,2.900e-9,,1.356e-15,,9.936e-16,,3.279e-6,,,,2.178e-14,2.774e-13
596.01,3.748e+1,2.366e-4,3.259e-14,2.173e+1,2.007e-14,2.845e-15,1.162e-14,4.358e-1,,2.855e-15,,,1.531e+1,,,,1.988e-9,,1.356e-15,,9.933e-16,,5.445e-6,,,,2.180e-14,2.774e-13
596.04,4.267e+1,1.181e-4,3.260e-14,2.225e+1,2.010e-14,2.818e-15,1.160e-14,6.734e-1,,2.850e-15,,,1.975e+1,,,,2.168e-9,,1.356e-15,,9.928e-16,,1.146e-5,,,,2.182e-14,2.774e-13
596.07,4.847e+1,5.775e-5,3.260e-14,2.232e+1,2.012e-14,2.792e-15,1.158e-14,1.070e+0,,2.845e-15,,,2.507e+1,,,,4.431e-9,,1.355e-15,,9.924e-16,,2.362e-5,,,,2.184e-14,2.774e-13
596.09,5.274e+1,3.545e-5,3.261e-14,2.212e+1,2.014e-14,2.774e-15,1.157e-14,1.456e+0,,2.841e-15,,,2.917e+1,,,,7.939e-9,,1.355e-15,,9.921e-16,,3.783e-5,,,,2.186e-14,2.774e-13
596.12,5.992e+1,1.676e-5,3.262e-14,2.146e+1,2.016e-14,2.747e-15,1.155e-14,2.285e+0,,2.836e-15,,,3.617e+1,,,,1.941e-8,,1.355e-15,,9.916e-16,,7.543e-5,,,,2.188e-14,2.774e-13
596.14,6.532e+1,1.006e-5,3.262e-14,2.080e+1,2.018e-14,2.729e-15,1.154e-14,3.057e+0,,2.833e-15,,,4.146e+1,,,,3.504e-8,,1.355e-15,,9.913e-16,,1.181e-4,,,,2.190e-14,2.775e-13
596.17,7.454e+1,4.596e-6,3.263e-14,1.950e+1,2.020e-14,2.703e-15,1.152e-14,4.655e+0,,2.828e-15,,,5.039e+1,,,,8.365e-8,,1.355e-15,,9.909e-16,,2.277e-4,,,,2.192e-14,2.775e-13
596.19,8.160e+1,2.697e-6,3.263e-14,1.848e+1,2.022e-14,2.685e-15,1.151e-14,6.094e+0,,2.825e-15,,,5.703e+1,,,,1.478e-7,,1.355e-15,,9.906e-16,,3.488e-4,,,,2.193e-14,2.775e-13
596.22,9.385e+1,1.191e-6,3.264e-14,1.675e+1,2.025e-14,2.658e-15,1.149e-14,8.977e+0,,2.820e-15,,,6.812e+1,,,,3.414e-7,,1.355e-15,,9.901e-16,,6.501e-4,,,,2.196e-14,2.775e-13
596.25,1.085e+2,5.157e-7,3.265e-14,1.488e+1,2.027e-14,2.631e-15,1.147e-14,1.296e+1,,2.815e-15,,,8.063e+1,,,,7.727e-7,,1.355e-15,,9.897e-16,,1.187e-3,,,,2.198e-14,2.775e-13
596.27,1.198e+2,2.918e-7,3.265e-14,1.360e+1,2.029e-14,2.614e-15,1.145e-14,1.637e+1,,2.811e-15,,,8.982e+1,,,,1.317e-6,,1.354e-15,,9.894e-16,,1.754e-3,,,,2.199e-14,2.775e-13
596.3,1.395e+2,1.221e-7,3.266e-14,1.168e+1,2.031e-14,2.587e-15,1.143e-14,2.285e+1,,2.806e-15,,,1.049e+2,,,,2.883e-6,,1.354e-15,,9.889e-16,,3.098e-3,,,,2.202e-14,2.776e-13
596.32,1.546e+2,6.756e-8,3.267e-14,1.044e+1,2.033e-14,2.569e-15,1.142e-14,2.823e+1,,2.803e-15,,,1.159e+2,,,,4.806e-6,,1.354e-15,,9.886e-16,,4.477e-3,,,,2.203e-14,2.776e-13
596.35,1.806e+2,2.733e-8,3.267e-14,8.671e+0,2.035e-14,2.542e-15,1.140e-14,3.810e+1,,2.798e-15,,,1.338e+2,,,,1.017e-5,,1.354e-15,,9.882e-16,,7.644e-3,,,,2.205e-14,2.776e-13
596.37,2.003e+2,1.478e-8,3.268e-14,7.575e+0,2.037e-14,2.525e-15,1.139e-14,4.601e+1,,2.795e-15,,,1.467e+2,,,,1.658e-5,,1.354e-15,,9.879e-16,,1.080e-2,,,,2.207e-14,2.776e-13
596.4,2.334e+2,5.780e-9,3.269e-14,6.082e+0,2.040e-14,2.498e-15,1.137e-14,6.004e+1,,2.789e-15,,,1.672e+2,,,,3.393e-5,,1.354e-15,,9.874e-16,,1.783e-2,,,,2.209e-14,2.776e-13
596.43,2.707e+2,2.215e-9,3.269e-14,4.785e+0,2.042e-14,2.471e-15,1.135e-14,7.678e+1,,2.784e-15,,,1.891e+2,,,,6.804e-5,,1.354e-15,,9.870e-16,,2.885e-2,,,,2.212e-14,2.776e-13
596.45,2.978e+2,1.155e-9,3.270e-14,4.032e+0,2.044e-14,2.453e-15,1.134e-14,8.945e+1,,2.781e-15,,,2.043e+2,,,,1.070e-4,,3.081e-15,,9.867e-16,,3.932e-2,,,,2.213e-14,2.776e-13
596.48,3.412e+2,4.281e-10,3.271e-14,3.067e+0,2.046e-14,2.427e-15,1.132e-14,1.106e+2,,2.776e-15,,,2.275e+2,,,,2.075e-4,,1.040e-14,,9.862e-16,,6.153e-2,,,,2.215e-14,2.777e-13
596.5,3.715e+2,2.186e-10,3.271e-14,2.527e+0,2.048e-14,2.409e-15,1.131e-14,1.260e+2,,2.773e-15,,,2.429e+2,,,,3.191e-4,,2.316e-14,,9.859e-16,,8.199e-2,,,,2.217e-14,2.777e-13
596.53,4.181e+2,7.938e-11,3.272e-14,1.859e+0,2.050e-14,2.382e-15,1.129e-14,1.506e+2,,2.768e-15,,,2.654e+2,,,,5.983e-4,,7.562e-14,,9.855e-16,,1.240e-1,,,,2.219e-14,2.777e-13
596.55,4.491e+2,4.155e-11,3.272e-14,1.497e+0,2.052e-14,2.364e-15,1.127e-14,1.678e+2,,2.764e-15,,,2.797e+2,,,,8.997e-4,,1.646e-13,,9.852e-16,,1.616e-1,,,,2.221e-14,2.777e-13
596.58,4.944e+2,2.121e-11,3.273e-14,1.065e+0,2.055e-14,2.338e-15,1.125e-14,1.939e+2,,2.759e-15,,,2.991e+2,,,,1.631e-3,,5.198e-13,,9.847e-16,,2.364e-1,,,,2.223e-14,2.777e-13
596.61,5.362e+2,2.709e-11,3.274e-14,7.423e-1,2.057e-14,2.311e-15,1.123e-14,2.197e+2,,2.754e-15,,,3.154e+2,,,,2.899e-3,,1.609e-12,,9.842e-16,,3.389e-1,,,,2.225e-14,2.777e-13
596.63,5.611e+2,4.764e-11,3.274e-14,5.773e-1,2.059e-14,2.293e-15,1.122e-14,2.360e+2,,2.751e-15,,,3.240e+2,,,,4.205e-3,,3.379e-12,,9.839e-16,,4.261e-1,,,,2.227e-14,2.777e-13
596.66,5.926e+2,1.288e-10,3.275e-14,3.900e-1,2.061e-14,2.267e-15,1.120e-14,2.585e+2,,2.746e-15,,,3.331e+2,,,,7.225e-3,,1.011e-11,,9.835e-16,,5.906e-1,,,,2.229e-14,2.778e-13
596.68,6.089e+2,2.531e-10,3.276e-14,2.977e-1,2.063e-14,2.249e-15,1.119e-14,2.716e+2,,2.743e-15,,,3.363e+2,,,,1.025e-2,,2.077e-11,,9.832e-16,,7.260e-1,,,,2.230e-14,2.778e-13
596.71,6.254e+2,6.890e-10,3.276e-14,1.971e-1,2.065e-14,2.222e-15,1.117e-14,2.876e+2,,2.737e-15,,,3.366e+2,,,,1.703e-2,,6.011e-11,,9.827e-16,,9.729e-1,,,,2.233e-14,2.778e-13
596.73,6.306e+2,1.329e-9,3.277e-14,1.500e-1,2.067e-14,2.204e-15,1.116e-14,2.955e+2,,2.734e-15,,,3.337e+2,,,,2.362e-2,,1.207e-10,,9.824e-16,,1.169e+0,,,,2.234e-14,2.778e-13
596.76,6.294e+2,3.504e-9,3.278e-14,1.026e-1,2.070e-14,2.178e-15,1.114e-14,3.026e+2,,2.729e-15,,,3.251e+2,,,,3.794e-2,,3.379e-10,,9.820e-16,,1.515e+0,,,,2.236e-14,2.778e-13
596.79,6.175e+2,9.051e-9,3.278e-14,7.724e-2,2.072e-14,2.151e-15,1.112e-14,3.036e+2,,2.724e-15,,,3.119e+2,,,,5.973e-2,,9.268e-10,,9.815e-16,,1.924e+0,,,,2.239e-14,2.778e-13
596.81,6.041e+2,1.685e-8,3.279e-14,7.053e-2,2.074e-14,2.133e-15,1.110e-14,3.009e+2,,2.721e-15,,,3.008e+2,,,,7.994e-2,,1.796e-9,,9.812e-16,,2.232e+0,,,,2.240e-14,2.779e-13
596.84,5.766e+2,4.209e-8,3.280e-14,7.453e-2,2.076e-14,2.106e-15,1.109e-14,2.919e+2,,2.716e-15,,,2.818e+2,,,,1.217e-1,,4.764e-9,,9.808e-16,,2.740e+0,,,,2.243e-14,2.779e-13
596.86,5.541e+2,7.664e-8,3.280e-14,8.680e-2,2.078e-14,2.089e-15,1.107e-14,2.828e+2,,2.712e-15,,,2.679e+2,,,,1.592e-1,,9.028e-9,,9.805e-16,,3.107e+0,,,,2.244e-14,2.779e-13
596.89,5.157e+2,1.851e-7,3.281e-14,1.216e-1,2.080e-14,2.062e-15,1.105e-14,2.653e+2,,2.707e-15,,,2.464e+2,,,,2.344e-1,,2.316e-8,,9.800e-16,,3.689e+0,,,,2.246e-14,2.779e-13
596.91,4.879e+2,3.296e-7,3.281e-14,1.578e-1,2.082e-14,2.044e-15,1.104e-14,2.514e+2,,2.704e-15,,,2.320e+2,,,,2.999e-1,,4.291e-8,,9.797e-16,,4.090e+0,,,,2.248e-14,2.779e-13
596.94,4.446e+2,7.700e-7,3.282e-14,2.369e-1,2.085e-14,2.017e-15,1.102e-14,2.280e+2,,2.699e-15,,,2.113e+2,,,,4.269e-1,,1.065e-7,,9.793e-16,,4.695e+0,,,,2.250e-14,2.779e-13
596.97,4.012e+2,1.763e-6,3.283e-14,3.547e-1,2.087e-14,1.991e-15,1.100e-14,2.026e+2,,2.694e-15,,,1.924e+2,,,,5.955e-1,,2.588e-7,,9.788e-16,,5.282e+0,,,,2.252e-14,2.779e-13
596.99,3.733e+2,3.028e-6,3.283e-14,4.607e-1,2.089e-14,1.973e-15,1.099e-14,1.852e+2,,2.690e-15,,,1.812e+2,,,,7.352e-1,,4.628e-7,,9.785e-16,,5.649e+0,,,,2.254e-14,2.780e-13
597.02,3.338e+2,6.704e-6,3.284e-14,6.723e-1,2.091e-14,1.946e-15,1.097e-14,1.591e+2,,2.685e-15,,,1.669e+2,,,,9.916e-1,,1.088e-6,,9.781e-16,,6.145e+0,,,,2.256e-14,2.780e-13
597.04,3.097e+2,1.126e-5,3.285e-14,8.559e-1,2.093e-14,1.928e-15,1.096e-14,1.422e+2,,2.682e-15,,,1.590e+2,,,,1.197e+0,,1.902e-6,,9.778e-16,,6.427e+0,,,,2.258e-14,2.780e-13
597.07,2.774e+2,2.411e-5,3.285e-14,1.209e+0,2.096e-14,1.902e-15,1.094e-14,1.182e+2,,2.677e-15,,,1.497e+2,,,,1.561e+0,,4.325e-6,,9.773e-16,,6.760e+0,,,,2.260e-14,2.780e-13
597.09,2.586e+2,3.961e-5,3.286e-14,1.506e+0,2.097e-14,1.884e-15,1.092e-14,1.033e+2,,2.674e-15,,,1.451e+2,,,,1.843e+0,,7.395e-6,,9.770e-16,,6.914e+0,,,,2.261e-14,2.780e-13
597.12,2.344e+2,8.200e-5,3.287e-14,2.059e+0,2.100e-14,1.857e-15,1.090e-14,8.296e+1,,2.669e-15,,,1.401e+2,,,,2.324e+0,,1.626e-5,,9.766e-16,,7.031e+0,,,,2.264e-14,2.780e-13
597.15,2.148e+2,1.664e-4,3.287e-14,2.758e+0,2.102e-14,1.831e-15,1.088e-14,6.531e+1,,2.664e-15,,,1.368e+2,,,,2.872e+0,,3.504e-5,,9.761e-16,,7.007e+0,,,,2.266e-14,2.780e-13
597.17,2.039e+2,2.637e-4,3.288e-14,3.314e+0,2.104e-14,1.813e-15,1.087e-14,5.506e+1,,2.660e-15,,,1.353e+2,,,,3.271e+0,,5.780e-5,,9.758e-16,,6.914e+0,,,,2.267e-14,2.781e-13
597.2,1.903e+2,5.175e-4,3.289e-14,4.293e+0,2.106e-14,1.786e-15,1.085e-14,4.191e+1,,2.655e-15,,,1.335e+2,,,,3.909e+0,,1.204e-4,,9.754e-16,,6.662e+0,,,,2.270e-14,2.781e-13
597.22,1.826e+2,8.020e-4,3.289e-14,5.044e+0,2.108e-14,1.768e-15,1.084e-14,3.455e+1,,2.652e-15,,,1.323e+2,,,,4.353e+0,,1.943e-4,,9.751e-16,,6.427e+0,,,,2.271e-14,2.781e-13
597.25,1.727e+2,1.522e-3,3.290e-14,6.318e+0,2.111e-14,1.742e-15,1.082e-14,2.543e+1,,2.647e-15,,,1.299e+2,,,,5.029e+0,,3.916e-4,,9.746e-16,,5.989e+0,,,,2.274e-14,2.781e-13
597.27,1.667e+2,2.307e-3,3.290e-14,7.259e+0,2.112e-14,1.724e-15,1.081e-14,2.049e+1,,2.644e-15,,,1.278e+2,,,,5.477e+0,,6.178e-4,,9.743e-16,,5.649e+0,,,,2.275e-14,2.781e-13
597.3,1.582e+2,4.232e-3,3.291e-14,8.792e+0,2.115e-14,1.697e-15,1.079e-14,1.458e+1,,2.638e-15,,,1.236e+2,,,,6.119e+0,,1.204e-3,,9.739e-16,,5.090e+0,,,,2.277e-14,2.781e-13
597.33,1.498e+2,7.611e-3,3.292e-14,1.044e+1,2.117e-14,1.670e-15,1.077e-14,1.017e+1,,2.633e-15,,,1.180e+2,,,,6.701e+0,,2.299e-3,,9.734e-16,,4.494e+0,,,,2.280e-14,2.782e-13
597.35,1.441e+2,1.113e-2,3.292e-14,1.157e+1,2.119e-14,1.653e-15,1.076e-14,7.907e+0,,2.630e-15,,,1.134e+2,,,,7.039e+0,,3.500e-3,,9.731e-16,,4.090e+0,,,,2.281e-14,2.782e-13
597.38,1.351e+2,1.936e-2,3.293e-14,1.328e+1,2.121e-14,1.626e-15,1.074e-14,5.331e+0,,2.625e-15,,,1.055e+2,,,,7.453e+0,,6.464e-3,,9.727e-16,,3.491e+0,,,,2.283e-14,2.782e-13
597.4,1.288e+2,2.768e-2,3.293e-14,1.440e+1,2.123e-14,1.608e-15,1.072e-14,4.053e+0,,2.622e-15,,,9.952e+1,,,,7.656e+0,,9.622e-3,,9.724e-16,,3.107e+0,,,,2.285e-14,2.782e-13
597.43,1.189e+2,4.655e-2,3.294e-14,1.598e+1,2.126e-14,1.581e-15,1.070e-14,2.642e+0,,2.617e-15,,,8.984e+1,,,,7.839e+0,,1.718e-2,,9.719e-16,,2.565e+0,,,,2.287e-14,2.782e-13
597.45,1.122e+2,6.510e-2,3.295e-14,1.694e+1,2.127e-14,1.564e-15,1.069e-14,1.964e+0,,2.613e-15,,,8.306e+1,,,,7.874e+0,,2.502e-2,,9.716e-16,,2.232e+0,,,,2.289e-14,2.782e-13
597.48,1.018e+2,1.059e-1,3.295e-14,1.819e+1,2.130e-14,1.537e-15,1.067e-14,1.238e+0,,2.608e-15,,,7.266e+1,,,,7.795e+0,,4.320e-2,,9.711e-16,,1.781e+0,,,,2.291e-14,2.782e-13
597.51,9.146e+1,1.687e-1,3.296e-14,1.914e+1,2.132e-14,1.510e-15,1.065e-14,7.646e-1,,2.603e-15,,,6.235e+1,,,,7.563e+0,,7.313e-2,,9.707e-16,,1.393e+0,,,,2.293e-14,2.783e-13
597.53,8.466e+1,2.277e-1,3.297e-14,1.959e+1,2.134e-14,1.492e-15,1.064e-14,5.484e-1,,2.600e-15,,,5.570e+1,,,,7.329e+0,,1.027e-1,,9.704e-16,,1.169e+0,,,,2.295e-14,2.783e-13
597.56,7.481e+1,3.509e-1,3.297e-14,1.995e+1,2.136e-14,1.466e-15,1.062e-14,3.275e-1,,2.595e-15,,,4.626e+1,,,,6.876e+0,,1.681e-1,,9.699e-16,,8.844e-1,,,,2.297e-14,2.783e-13
597.58,6.857e+1,4.630e-1,3.298e-14,1.997e+1,2.138e-14,1.448e-15,1.061e-14,2.296e-1,,2.592e-15,,,4.043e+1,,,,6.515e+0,,2.309e-1,,9.696e-16,,7.260e-1,,,,2.298e-14,2.783e-13
597.61,5.983e+1,6.901e-1,3.299e-14,1.970e+1,2.141e-14,1.421e-15,1.059e-14,1.326e-1,,2.586e-15,,,3.250e+1,,,,5.910e+0,,3.656e-1,,9.692e-16,,5.309e-1,,,,2.301e-14,2.783e-13
597.63,5.449e+1,8.904e-1,3.299e-14,1.931e+1,2.142e-14,1.403e-15,1.057e-14,9.092e-2,,2.583e-15,,,2.780e+1,,,,5.477e+0,,4.910e-1,,9.689e-16,,4.261e-1,,,,2.302e-14,2.783e-13
