idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 1]",2,"[380.53600000000006, 410.946]","[0.45, 0.55]","[3.5776778420999995, 3.3366446046999996]","[16.0, 16.0]","[0.027909086037282038, -0.027909086037281816]",0.027909086037282038
"[0, 2]",2,"[380.53600000000006, 415.608]","[0.45, 0.42]","[3.5776778420999995, 3.1645237905999997]","[16.0, 14.0]","[0.04936245854944776, -0.04936245854944776]",0.04936245854944776
"[0, 3]",2,"[380.53600000000006, 430.358]","[0.45, 0.437]","[3.5776778420999995, 2.8800529204]","[16.0, 10.0]","[0.08311862438356804, -0.08311862438356798]",0.08311862438356804
"[0, 4]",2,"[380.53600000000006, 470.654]","[0.45, 0.098]","[3.5776778420999995, 2.6334684784999998]","[16.0, 6.0]","[0.06489831374499211, -0.06489831374499208]",0.06489831374499211
"[0, 5]",2,"[380.53600000000006, 495.913]","[0.45, 0.0413]","[3.5776778420999995, 2.5629852285999997]","[16.0, 10.0]","[0.05584394812610116, -0.05584394812610119]",0.05584394812610119
"[0, 6]",2,"[380.53600000000006, 524.9590000000001]","[0.45, 0.242]","[3.5776778420999995, 3.3366439847999994]","[16.0, 16.0]","[0.026252284387889402, -0.026252284387889346]",0.026252284387889402
"[0, 7]",2,"[380.53600000000006, 537.1930000000001]","[0.45, 0.115]","[3.5776778420999995, 3.7196863938]","[16.0, 20.0]","[-0.009232706659022094, 0.009232706659022066]",0.009232706659022094
"[0, 8]",2,"[380.53600000000006, 543.152]","[0.45, 0.054]","[3.5776778420999995, 3.4030910657999995]","[16.0, 14.0]","[0.0064459373503577, -0.006445937350357686]",0.0064459373503577
"[0, 9]",2,"[380.53600000000006, 562.054]","[0.45, 0.13]","[3.5776778420999995, 3.7499945446]","[16.0, 18.0]","[-0.010715939805784114, 0.010715939805784058]",0.010715939805784114
"[0, 10]",2,"[380.53600000000006, 568.8520000000001]","[0.45, 0.073]","[3.5776778420999995, 3.1645237905999997]","[16.0, 14.0]","[0.02338249208384524, -0.023382492083845324]",0.023382492083845324
"[1, 2]",2,"[410.946, 415.608]","[0.55, 0.42]","[3.3366446046999996, 3.1645237905999997]","[16.0, 14.0]","[0.020583105887219677, -0.020583105887219788]",0.020583105887219788
"[1, 3]",2,"[410.946, 430.358]","[0.55, 0.437]","[3.3366446046999996, 2.8800529204]","[16.0, 10.0]","[0.05462190302930903, -0.05462190302930903]",0.05462190302930903
"[1, 4]",2,"[410.946, 470.654]","[0.55, 0.098]","[3.3366446046999996, 2.6334684784999998]","[16.0, 6.0]","[0.03599427361462426, -0.035994273614624275]",0.035994273614624275
"[1, 5]",2,"[410.946, 495.913]","[0.55, 0.0413]","[3.3366446046999996, 2.5629852285999997]","[16.0, 10.0]","[0.03077414303705661, -0.03077414303705664]",0.03077414303705664
"[1, 6]",2,"[410.946, 524.9590000000001]","[0.55, 0.242]","[3.3366446046999996, 3.3366439847999994]","[16.0, 16.0]","[5.711731621005356e-08, -5.711731632107586e-08]",5.711731632107586e-08
"[1, 7]",2,"[410.946, 537.1930000000001]","[0.55, 0.115]","[3.3366446046999996, 3.7196863938]","[16.0, 20.0]","[-0.018398082480507005, 0.018398082480507005]",0.018398082480507005
"[1, 8]",2,"[410.946, 543.152]","[0.55, 0.054]","[3.3366446046999996, 3.4030910657999995]","[16.0, 14.0]","[-0.001715233950635664, 0.0017152339506357195]",0.0017152339506357195
"[1, 9]",2,"[410.946, 562.054]","[0.55, 0.13]","[3.3366446046999996, 3.7499945446]","[16.0, 18.0]","[-0.018877039923227534, 0.018877039923227576]",0.018877039923227576
"[1, 10]",2,"[410.946, 568.8520000000001]","[0.55, 0.073]","[3.3366446046999996, 3.1645237905999997]","[16.0, 14.0]","[0.007063735717634967, -0.007063735717634953]",0.007063735717634967
"[2, 3]",2,"[415.608, 430.358]","[0.42, 0.437]","[3.1645237905999997, 2.8800529204]","[14.0, 10.0]","[0.034372138313082556, -0.034372138313082556]",0.034372138313082556
"[2, 4]",2,"[415.608, 470.654]","[0.42, 0.098]","[3.1645237905999997, 2.6334684784999998]","[14.0, 6.0]","[0.031616176386885964, -0.03161617638688591]",0.031616176386885964
"[2, 5]",2,"[415.608, 495.913]","[0.42, 0.0413]","[3.1645237905999997, 2.5629852285999997]","[14.0, 10.0]","[0.028192546305191746, -0.02819254630519162]",0.028192546305191746
"[2, 6]",2,"[415.608, 524.9590000000001]","[0.42, 0.242]","[3.1645237905999997, 3.3366439847999994]","[14.0, 16.0]","[-0.01739064134395929, 0.017390641343959345]",0.017390641343959345
"[2, 7]",2,"[415.608, 537.1930000000001]","[0.42, 0.115]","[3.1645237905999997, 3.7196863938]","[14.0, 20.0]","[-0.03117155305252406, 0.031171553052524045]",0.03117155305252406
"[2, 8]",2,"[415.608, 543.152]","[0.42, 0.054]","[3.1645237905999997, 3.4030910657999995]","[14.0, 14.0]","[-0.007379839061538052, 0.007379839061538079]",0.007379839061538079
"[2, 9]",2,"[415.608, 562.054]","[0.42, 0.13]","[3.1645237905999997, 3.7499945446]","[14.0, 18.0]","[-0.03134568269315752, 0.03134568269315756]",0.03134568269315756
"[2, 10]",2,"[415.608, 568.8520000000001]","[0.42, 0.073]","[3.1645237905999997, 3.1645237905999997]","[14.0, 14.0]","[0.0, 0.0]",0.0
"[3, 4]",2,"[430.358, 470.654]","[0.437, 0.098]","[2.8800529204, 2.6334684784999998]","[10.0, 6.0]","[0.014544835484881391, -0.014544835484881363]",0.014544835484881391
"[3, 5]",2,"[430.358, 495.913]","[0.437, 0.0413]","[2.8800529204, 2.5629852285999997]","[10.0, 10.0]","[0.014703097194581183, -0.0147030971945811]",0.014703097194581183
"[3, 6]",2,"[430.358, 524.9590000000001]","[0.437, 0.242]","[2.8800529204, 3.3366439847999994]","[10.0, 16.0]","[-0.04588434819822673, 0.04588434819822662]",0.04588434819822673
"[3, 7]",2,"[430.358, 537.1930000000001]","[0.437, 0.115]","[2.8800529204, 3.7196863938]","[10.0, 20.0]","[-0.046780508886413386, 0.04678050888641341]",0.04678050888641341
"[3, 8]",2,"[430.358, 543.152]","[0.437, 0.054]","[2.8800529204, 3.4030910657999995]","[10.0, 14.0]","[-0.01603107975502749, 0.0160310797550276]",0.0160310797550276
"[3, 9]",2,"[430.358, 562.054]","[0.437, 0.13]","[2.8800529204, 3.7499945446]","[10.0, 18.0]","[-0.046216967593185054, 0.046216967593184985]",0.046216967593185054
"[3, 10]",2,"[430.358, 568.8520000000001]","[0.437, 0.073]","[2.8800529204, 3.1645237905999997]","[10.0, 14.0]","[-0.013627058503282163, 0.013627058503282219]",0.013627058503282219
"[4, 5]",2,"[470.654, 495.913]","[0.098, 0.0413]","[2.6334684784999998, 2.5629852285999997]","[6.0, 10.0]","[0.008304946784995715, -0.008304946784995604]",0.008304946784995715
"[4, 6]",2,"[470.654, 524.9590000000001]","[0.098, 0.242]","[2.6334684784999998, 3.3366439847999994]","[6.0, 16.0]","[-0.06903719071121339, 0.06903719071121339]",0.06903719071121339
"[4, 7]",2,"[470.654, 537.1930000000001]","[0.098, 0.115]","[2.6334684784999998, 3.7196863938]","[6.0, 20.0]","[-0.13034116032052806, 0.13034116032052817]",0.13034116032052817
"[4, 8]",2,"[470.654, 543.152]","[0.098, 0.054]","[2.6334684784999998, 3.4030910657999995]","[6.0, 14.0]","[-0.07879878755137615, 0.07879878755137615]",0.07879878755137615
"[4, 9]",2,"[470.654, 562.054]","[0.098, 0.13]","[2.6334684784999998, 3.7499945446]","[6.0, 18.0]","[-0.13345337568148874, 0.1334533756814888]",0.1334533756814888
"[4, 10]",2,"[470.654, 568.8520000000001]","[0.098, 0.073]","[2.6334684784999998, 3.1645237905999997]","[6.0, 14.0]","[-0.06288265767518442, 0.0628826576751843]",0.06288265767518442
"[5, 6]",2,"[495.913, 524.9590000000001]","[0.0413, 0.242]","[2.5629852285999997, 3.3366439847999994]","[10.0, 16.0]","[-0.06488446673268208, 0.06488446673268189]",0.06488446673268208
"[5, 7]",2,"[495.913, 537.1930000000001]","[0.0413, 0.115]","[2.5629852285999997, 3.7196863938]","[10.0, 20.0]","[-0.13699021019070828, 0.1369902101907084]",0.1369902101907084
"[5, 8]",2,"[495.913, 543.152]","[0.0413, 0.054]","[2.5629852285999997, 3.4030910657999995]","[10.0, 14.0]","[-0.09514803305468744, 0.09514803305468739]",0.09514803305468744
"[5, 9]",2,"[495.913, 562.054]","[0.0413, 0.13]","[2.5629852285999997, 3.7499945446]","[10.0, 18.0]","[-0.1414531305060921, 0.14145313050609198]",0.1414531305060921
"[5, 10]",2,"[495.913, 568.8520000000001]","[0.0413, 0.073]","[2.5629852285999997, 3.1645237905999997]","[10.0, 14.0]","[-0.0725549696920767, 0.0725549696920767]",0.0725549696920767
"[6, 7]",2,"[524.9590000000001, 537.1930000000001]","[0.242, 0.115]","[3.3366439847999994, 3.7196863938]","[16.0, 20.0]","[-0.03628858660249601, 0.036288586602495954]",0.03628858660249601
"[6, 8]",2,"[524.9590000000001, 543.152]","[0.242, 0.054]","[3.3366439847999994, 3.4030910657999995]","[16.0, 14.0]","[-0.004058460732319524, 0.004058460732319746]",0.004058460732319746
"[6, 9]",2,"[524.9590000000001, 562.054]","[0.242, 0.13]","[3.3366439847999994, 3.7499945446]","[16.0, 18.0]","[-0.0379707571896063, 0.037970757189606325]",0.037970757189606325
"[6, 10]",2,"[524.9590000000001, 568.8520000000001]","[0.242, 0.073]","[3.3366439847999994, 3.1645237905999997]","[16.0, 14.0]","[0.014770982483123474, -0.014770982483123585]",0.014770982483123585
"[7, 8]",2,"[537.1930000000001, 543.152]","[0.115, 0.054]","[3.7196863938, 3.4030910657999995]","[20.0, 14.0]","[0.033453063898942315, -0.03345306389894226]",0.033453063898942315
"[7, 9]",2,"[537.1930000000001, 562.054]","[0.115, 0.13]","[3.7196863938, 3.7499945446]","[20.0, 18.0]","[-0.0036598224388476597, 0.0036598224388476597]",0.0036598224388476597
"[7, 10]",2,"[537.1930000000001, 568.8520000000001]","[0.115, 0.073]","[3.7196863938, 3.1645237905999997]","[20.0, 14.0]","[0.06636254103398898, -0.06636254103398903]",0.06636254103398903
"[8, 9]",2,"[543.152, 562.054]","[0.054, 0.13]","[3.4030910657999995, 3.7499945446]","[14.0, 18.0]","[-0.037466888460202685, 0.03746688846020274]",0.03746688846020274
"[8, 10]",2,"[543.152, 568.8520000000001]","[0.054, 0.073]","[3.4030910657999995, 3.1645237905999997]","[14.0, 14.0]","[0.026802346115200826, -0.026802346115200826]",0.026802346115200826
"[9, 10]",2,"[562.054, 568.8520000000001]","[0.13, 0.073]","[3.7499945446, 3.1645237905999997]","[18.0, 14.0]","[0.07034548594410472, -0.07034548594410478]",0.07034548594410478
"[0, 1, 2]",3,"[380.53600000000006, 410.946, 415.608]","[0.45, 0.55, 0.42]","[3.5776778420999995, 3.3366446046999996, 3.1645237905999997]","[16.0, 16.0, 14.0]","[0.030100277657266805, -0.0015124914936243128, -0.028587786163642603]",0.030100277657266805
"[0, 1, 3]",3,"[380.53600000000006, 410.946, 430.358]","[0.45, 0.55, 0.437]","[3.5776778420999995, 3.3366446046999996, 2.8800529204]","[16.0, 16.0, 10.0]","[0.04216132111469806, 0.016973649200826335, -0.05913497031552439]",0.05913497031552439
"[0, 1, 4]",3,"[380.53600000000006, 410.946, 470.654]","[0.45, 0.55, 0.098]","[3.5776778420999995, 3.3366446046999996, 2.6334684784999998]","[16.0, 16.0, 6.0]","[0.036581494594063735, -0.00937196162090459, -0.027209532973158965]",0.036581494594063735
"[0, 1, 5]",3,"[380.53600000000006, 410.946, 495.913]","[0.45, 0.55, 0.0413]","[3.5776778420999995, 3.3366446046999996, 2.5629852285999997]","[16.0, 16.0, 10.0]","[0.035237954193900745, -0.01278931239413128, -0.022448641799769506]",0.035237954193900745
"[0, 1, 6]",3,"[380.53600000000006, 410.946, 524.9590000000001]","[0.45, 0.55, 0.242]","[3.5776778420999995, 3.3366446046999996, 3.3366439847999994]","[16.0, 16.0, 16.0]","[0.025737512182821387, -0.01914364271840968, -0.00659386946441165]",0.025737512182821387
"[0, 1, 7]",3,"[380.53600000000006, 410.946, 537.1930000000001]","[0.45, 0.55, 0.115]","[3.5776778420999995, 3.3366446046999996, 3.7196863938]","[16.0, 16.0, 20.0]","[0.02232198553508974, -0.03141722574987682, 0.009095240214787095]",0.03141722574987682
"[0, 1, 8]",3,"[380.53600000000006, 410.946, 543.152]","[0.45, 0.55, 0.054]","[3.5776778420999995, 3.3366446046999996, 3.4030910657999995]","[16.0, 16.0, 14.0]","[0.027126597628148286, -0.026648159137154792, -0.00047843849099352825]",0.027126597628148286
"[0, 1, 9]",3,"[380.53600000000006, 410.946, 562.054]","[0.45, 0.55, 0.13]","[3.5776778420999995, 3.3366446046999996, 3.7499945446]","[16.0, 16.0, 18.0]","[0.022270991253576067, -0.03178163632852393, 0.009510645074947838]",0.03178163632852393
"[0, 1, 10]",3,"[380.53600000000006, 410.946, 568.8520000000001]","[0.45, 0.55, 0.073]","[3.5776778420999995, 3.3366446046999996, 3.1645237905999997]","[16.0, 16.0, 14.0]","[0.02911453426446098, -0.0219682672765511, -0.007146266987909974]",0.02911453426446098
"[0, 2, 3]",3,"[380.53600000000006, 415.608, 430.358]","[0.45, 0.42, 0.437]","[3.5776778420999995, 3.1645237905999997, 2.8800529204]","[16.0, 14.0, 10.0]","[0.055033009591826054, -0.0028784092521242366, -0.05215460033970193]",0.055033009591826054
"[0, 2, 4]",3,"[380.53600000000006, 415.608, 470.654]","[0.45, 0.42, 0.098]","[3.5776778420999995, 3.1645237905999997, 2.6334684784999998]","[16.0, 14.0, 6.0]","[0.05719435366112019, -0.030284348939075723, -0.02691000472204437]",0.05719435366112019
"[0, 2, 5]",3,"[380.53600000000006, 415.608, 495.913]","[0.45, 0.42, 0.0413]","[3.5776778420999995, 3.1645237905999997, 2.5629852285999997]","[16.0, 14.0, 10.0]","[0.056300172800117954, -0.03378479558955333, -0.022515377210564576]",0.056300172800117954
"[0, 2, 6]",3,"[380.53600000000006, 415.608, 524.9590000000001]","[0.45, 0.42, 0.242]","[3.5776778420999995, 3.1645237905999997, 3.3366439847999994]","[16.0, 14.0, 16.0]","[0.04045239823546054, -0.039488498646153725, -0.0009638995893067048]",0.04045239823546054
"[0, 2, 7]",3,"[380.53600000000006, 415.608, 537.1930000000001]","[0.45, 0.42, 0.115]","[3.5776778420999995, 3.1645237905999997, 3.7196863938]","[16.0, 14.0, 20.0]","[0.03966140805147966, -0.052626489181754166, 0.012965081130274489]",0.052626489181754166
"[0, 2, 8]",3,"[380.53600000000006, 415.608, 543.152]","[0.45, 0.42, 0.054]","[3.5776778420999995, 3.1645237905999997, 3.4030910657999995]","[16.0, 14.0, 14.0]","[0.04699931268694901, -0.04796952425412804, 0.0009702115671791564]",0.04796952425412804
"[0, 2, 9]",3,"[380.53600000000006, 415.608, 562.054]","[0.45, 0.42, 0.13]","[3.5776778420999995, 3.1645237905999997, 3.7499945446]","[16.0, 14.0, 18.0]","[0.03974297788772024, -0.05302446877690853, 0.0132814908891883]",0.05302446877690853
"[0, 2, 10]",3,"[380.53600000000006, 415.608, 568.8520000000001]","[0.45, 0.42, 0.073]","[3.5776778420999995, 3.1645237905999997, 3.1645237905999997]","[16.0, 14.0, 14.0]","[0.04858329361400493, -0.04310902191557858, -0.0054742716984263196]",0.04858329361400493
"[0, 3, 4]",3,"[380.53600000000006, 430.358, 470.654]","[0.45, 0.437, 0.098]","[3.5776778420999995, 2.8800529204, 2.6334684784999998]","[16.0, 10.0, 6.0]","[0.08533418078889521, -0.06457892028928042, -0.020755260499614833]",0.08533418078889521
"[0, 3, 5]",3,"[380.53600000000006, 430.358, 495.913]","[0.45, 0.437, 0.0413]","[3.5776778420999995, 2.8800529204, 2.5629852285999997]","[16.0, 10.0, 10.0]","[0.08580964834761029, -0.06801301203366239, -0.017796636313947768]",0.08580964834761029
"[0, 3, 6]",3,"[380.53600000000006, 430.358, 524.9590000000001]","[0.45, 0.437, 0.242]","[3.5776778420999995, 2.8800529204, 3.3366439847999994]","[16.0, 10.0, 16.0]","[0.06269871285687495, -0.07347472424746082, 0.010776011390585843]",0.07347472424746082
"[0, 3, 7]",3,"[380.53600000000006, 430.358, 537.1930000000001]","[0.45, 0.437, 0.115]","[3.5776778420999995, 2.8800529204, 3.7196863938]","[16.0, 10.0, 20.0]","[0.06839985758805212, -0.08681169608162326, 0.018411838493571142]",0.08681169608162326
"[0, 3, 8]",3,"[380.53600000000006, 430.358, 543.152]","[0.45, 0.437, 0.054]","[3.5776778420999995, 2.8800529204, 3.4030910657999995]","[16.0, 10.0, 14.0]","[0.0781919187545419, -0.08201830250629788, 0.0038263837517558824]",0.08201830250629788
"[0, 3, 9]",3,"[380.53600000000006, 430.358, 562.054]","[0.45, 0.437, 0.13]","[3.5776778420999995, 2.8800529204, 3.7499945446]","[16.0, 10.0, 18.0]","[0.0687636438860113, -0.08719569646726183, 0.01843205258125062]",0.08719569646726183
"[0, 3, 10]",3,"[380.53600000000006, 430.358, 568.8520000000001]","[0.45, 0.437, 0.073]","[3.5776778420999995, 2.8800529204, 3.1645237905999997]","[16.0, 10.0, 14.0]","[0.07806628098137114, -0.07730196965556108, -0.0007643113258099798]",0.07806628098137114
"[0, 4, 5]",3,"[380.53600000000006, 470.654, 495.913]","[0.45, 0.098, 0.0413]","[3.5776778420999995, 2.6334684784999998, 2.5629852285999997]","[16.0, 6.0, 10.0]","[0.09112971306554474, -0.05059595139345202, -0.04053376167209276]",0.09112971306554474
"[0, 4, 6]",3,"[380.53600000000006, 470.654, 524.9590000000001]","[0.45, 0.098, 0.242]","[3.5776778420999995, 2.6334684784999998, 3.3366439847999994]","[16.0, 6.0, 16.0]","[0.05195929761327056, -0.04397206269978669, -0.007987234913483854]",0.05195929761327056
"[0, 4, 7]",3,"[380.53600000000006, 470.654, 537.1930000000001]","[0.45, 0.098, 0.115]","[3.5776778420999995, 2.6334684784999998, 3.7196863938]","[16.0, 6.0, 20.0]","[0.0417627742540333, -0.059065851800009714, 0.01730307754597643]",0.059065851800009714
"[0, 4, 8]",3,"[380.53600000000006, 470.654, 543.152]","[0.45, 0.098, 0.054]","[3.5776778420999995, 2.6334684784999998, 3.4030910657999995]","[16.0, 6.0, 14.0]","[0.06068286543997303, -0.06030441710477577, -0.000378448335197068]",0.06068286543997303
"[0, 4, 9]",3,"[380.53600000000006, 470.654, 562.054]","[0.45, 0.098, 0.13]","[3.5776778420999995, 2.6334684784999998, 3.7499945446]","[16.0, 6.0, 18.0]","[0.04154706013336473, -0.05969050084839249, 0.018143440715027645]",0.05969050084839249
"[0, 4, 10]",3,"[380.53600000000006, 470.654, 568.8520000000001]","[0.45, 0.098, 0.073]","[3.5776778420999995, 2.6334684784999998, 3.1645237905999997]","[16.0, 6.0, 14.0]","[0.0676113280248487, -0.05533095445028366, -0.012280373574565129]",0.0676113280248487
"[0, 5, 6]",3,"[380.53600000000006, 495.913, 524.9590000000001]","[0.45, 0.0413, 0.242]","[3.5776778420999995, 2.5629852285999997, 3.3366439847999994]","[16.0, 10.0, 16.0]","[0.04814324468100539, -0.03697074945176147, -0.01117249522924385]",0.04814324468100539
"[0, 5, 7]",3,"[380.53600000000006, 495.913, 537.1930000000001]","[0.45, 0.0413, 0.115]","[3.5776778420999995, 2.5629852285999997, 3.7196863938]","[16.0, 10.0, 20.0]","[0.033876307639485015, -0.05007152221020668, 0.016195214570721594]",0.05007152221020668
"[0, 5, 8]",3,"[380.53600000000006, 495.913, 543.152]","[0.45, 0.0413, 0.054]","[3.5776778420999995, 2.5629852285999997, 3.4030910657999995]","[16.0, 10.0, 14.0]","[0.0529404712724294, -0.05158853898390009, -0.0013519322885292562]",0.0529404712724294
"[0, 5, 9]",3,"[380.53600000000006, 495.913, 562.054]","[0.45, 0.0413, 0.13]","[3.5776778420999995, 2.5629852285999997, 3.7499945446]","[16.0, 10.0, 18.0]","[0.03346888577998508, -0.050626371974547335, 0.017157486194562116]",0.050626371974547335
"[0, 5, 10]",3,"[380.53600000000006, 495.913, 568.8520000000001]","[0.45, 0.0413, 0.073]","[3.5776778420999995, 2.5629852285999997, 3.1645237905999997]","[16.0, 10.0, 14.0]","[0.06150625424459244, -0.0472731746584297, -0.014233079586162961]",0.06150625424459244
"[0, 6, 7]",3,"[380.53600000000006, 524.9590000000001, 537.1930000000001]","[0.45, 0.242, 0.115]","[3.5776778420999995, 3.3366439847999994, 3.7196863938]","[16.0, 16.0, 20.0]","[0.016268793781930357, -0.027012905437392487, 0.010744111655462213]",0.027012905437392487
"[0, 6, 8]",3,"[380.53600000000006, 524.9590000000001, 543.152]","[0.45, 0.242, 0.054]","[3.5776778420999995, 3.3366439847999994, 3.4030910657999995]","[16.0, 16.0, 14.0]","[0.026325974135589347, -0.023963142743324783, -0.0023628313922646887]",0.026325974135589347
"[0, 6, 9]",3,"[380.53600000000006, 524.9590000000001, 562.054]","[0.45, 0.242, 0.13]","[3.5776778420999995, 3.3366439847999994, 3.7499945446]","[16.0, 16.0, 18.0]","[0.0158744799566084, -0.027466660297743084, 0.011592180341134697]",0.027466660297743084
"[0, 6, 10]",3,"[380.53600000000006, 524.9590000000001, 568.8520000000001]","[0.45, 0.242, 0.073]","[3.5776778420999995, 3.3366439847999994, 3.1645237905999997]","[16.0, 16.0, 14.0]","[0.03267870178741161, -0.019165211034538332, -0.013513490752873392]",0.03267870178741161
"[0, 7, 8]",3,"[380.53600000000006, 537.1930000000001, 543.152]","[0.45, 0.115, 0.054]","[3.5776778420999995, 3.7196863938, 3.4030910657999995]","[16.0, 20.0, 14.0]","[-0.003298572218366269, 0.009584159321161106, -0.006285587102794754]",0.009584159321161106
"[0, 7, 9]",3,"[380.53600000000006, 537.1930000000001, 562.054]","[0.45, 0.115, 0.13]","[3.5776778420999995, 3.7196863938, 3.7499945446]","[16.0, 20.0, 18.0]","[-0.014919442079164624, 0.006713498472139701, 0.008205943607024924]",0.014919442079164624
"[0, 7, 10]",3,"[380.53600000000006, 537.1930000000001, 568.8520000000001]","[0.45, 0.115, 0.073]","[3.5776778420999995, 3.7196863938, 3.1645237905999997]","[16.0, 20.0, 14.0]","[0.010027508716010991, 0.011623473518696498, -0.021650982234707558]",0.021650982234707558
"[0, 8, 9]",3,"[380.53600000000006, 543.152, 562.054]","[0.45, 0.054, 0.13]","[3.5776778420999995, 3.4030910657999995, 3.7499945446]","[16.0, 14.0, 18.0]","[-0.004477629662139937, -0.006448854366327417, 0.010926484028467381]",0.010926484028467381
"[0, 8, 10]",3,"[380.53600000000006, 543.152, 568.8520000000001]","[0.45, 0.054, 0.073]","[3.5776778420999995, 3.4030910657999995, 3.1645237905999997]","[16.0, 14.0, 14.0]","[0.025026250172276443, -0.00387196871472939, -0.021154281457547122]",0.025026250172276443
"[0, 9, 10]",3,"[380.53600000000006, 562.054, 568.8520000000001]","[0.45, 0.13, 0.073]","[3.5776778420999995, 3.7499945446, 3.1645237905999997]","[16.0, 18.0, 14.0]","[0.009197750963065188, 0.012790172965611468, -0.021987923928676587]",0.021987923928676587
"[1, 2, 3]",3,"[410.946, 415.608, 430.358]","[0.55, 0.42, 0.437]","[3.3366446046999996, 3.1645237905999997, 2.8800529204]","[16.0, 14.0, 10.0]","[0.0358615734616079, 0.0035150365345007484, -0.03937660999610876]",0.03937660999610876
"[1, 2, 4]",3,"[410.946, 415.608, 470.654]","[0.55, 0.42, 0.098]","[3.3366446046999996, 3.1645237905999997, 2.6334684784999998]","[16.0, 14.0, 6.0]","[0.03001717002312715, -0.010271433842490463, -0.01974573618063661]",0.03001717002312715
"[1, 2, 5]",3,"[410.946, 415.608, 495.913]","[0.55, 0.42, 0.0413]","[3.3366446046999996, 3.1645237905999997, 2.5629852285999997]","[16.0, 14.0, 10.0]","[0.028653905833625815, -0.012060177338861389, -0.016593728494764315]",0.028653905833625815
"[1, 2, 6]",3,"[410.946, 415.608, 524.9590000000001]","[0.55, 0.42, 0.242]","[3.3366446046999996, 3.1645237905999997, 3.3366439847999994]","[16.0, 14.0, 16.0]","[0.014537086284678036, -0.019544178531883893, 0.005007092247205774]",0.019544178531883893
"[1, 2, 7]",3,"[410.946, 415.608, 537.1930000000001]","[0.55, 0.42, 0.115]","[3.3366446046999996, 3.1645237905999997, 3.7196863938]","[16.0, 14.0, 20.0]","[0.011787051005121008, -0.025305407936218882, 0.013518356931097805]",0.025305407936218882
"[1, 2, 8]",3,"[410.946, 415.608, 543.152]","[0.55, 0.42, 0.054]","[3.3366446046999996, 3.1645237905999997, 3.4030910657999995]","[16.0, 14.0, 14.0]","[0.018736933797864785, -0.020889554329966253, 0.0021526205321014402]",0.020889554329966253
"[1, 2, 9]",3,"[410.946, 415.608, 562.054]","[0.55, 0.42, 0.13]","[3.3366446046999996, 3.1645237905999997, 3.7499945446]","[16.0, 14.0, 18.0]","[0.011808844058764145, -0.025428982613145634, 0.013620138554381489]",0.025428982613145634
"[1, 2, 10]",3,"[410.946, 415.608, 568.8520000000001]","[0.55, 0.42, 0.073]","[3.3366446046999996, 3.1645237905999997, 3.1645237905999997]","[16.0, 14.0, 14.0]","[0.020763858852999695, -0.01842422733743826, -0.0023396315155613107]",0.020763858852999695
"[1, 3, 4]",3,"[410.946, 430.358, 470.654]","[0.55, 0.437, 0.098]","[3.3366446046999996, 2.8800529204, 2.6334684784999998]","[16.0, 10.0, 6.0]","[0.059338531810133543, -0.04376679518334037, -0.015571736626793245]",0.059338531810133543
"[1, 3, 5]",3,"[410.946, 430.358, 495.913]","[0.55, 0.437, 0.0413]","[3.3366446046999996, 2.8800529204, 2.5629852285999997]","[16.0, 10.0, 10.0]","[0.059147612197713084, -0.04572457670423141, -0.013423035493481887]",0.059147612197713084
"[1, 3, 6]",3,"[410.946, 430.358, 524.9590000000001]","[0.55, 0.437, 0.242]","[3.3366446046999996, 2.8800529204, 3.3366439847999994]","[16.0, 10.0, 16.0]","[0.038649772800110394, -0.05196221595406858, 0.013312443153958298]",0.05196221595406858
"[1, 3, 7]",3,"[410.946, 430.358, 537.1930000000001]","[0.55, 0.437, 0.115]","[3.3366446046999996, 2.8800529204, 3.7196863938]","[16.0, 10.0, 20.0]","[0.04163062816574142, -0.05885071159987426, 0.01722008343413263]",0.05885071159987426
"[1, 3, 8]",3,"[410.946, 430.358, 543.152]","[0.55, 0.437, 0.054]","[3.3366446046999996, 2.8800529204, 3.4030910657999995]","[16.0, 10.0, 14.0]","[0.05065471568725732, -0.05471629374958037, 0.0040615780623231325]",0.05471629374958037
"[1, 3, 9]",3,"[410.946, 430.358, 562.054]","[0.55, 0.437, 0.13]","[3.3366446046999996, 2.8800529204, 3.7499945446]","[16.0, 10.0, 18.0]","[0.041893421727667024, -0.05900890648773022, 0.017115484760063138]",0.05900890648773022
"[1, 3, 10]",3,"[410.946, 430.358, 568.8520000000001]","[0.55, 0.437, 0.073]","[3.3366446046999996, 2.8800529204, 3.1645237905999997]","[16.0, 10.0, 14.0]","[0.051239460623308475, -0.052074881611913815, 0.0008354209886053954]",0.052074881611913815
"[1, 4, 5]",3,"[410.946, 470.654, 495.913]","[0.55, 0.098, 0.0413]","[3.3366446046999996, 2.6334684784999998, 2.5629852285999997]","[16.0, 6.0, 10.0]","[0.054700072324408544, -0.030097596941858457, -0.024602475382550087]",0.054700072324408544
"[1, 4, 6]",3,"[410.946, 470.654, 524.9590000000001]","[0.55, 0.098, 0.242]","[3.3366446046999996, 2.6334684784999998, 3.3366439847999994]","[16.0, 6.0, 16.0]","[0.021211665810439984, -0.028517722042147975, 0.007306056231708075]",0.028517722042147975
