idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[1, 2, 3, 5]",4,"[365.88910000000004, 367.6363, 370.28560000000004, 387.41720000000004]","[1.71, 1.19, 0.619, 1.0]","[3.5135045543, 3.4974051314, 3.4732842024999995, 3.199260507]","[13.0, 15.0, 17.0, 15.0]","[0.01501853661803787, 0.01027934189666363, 0.004426338171200556, -0.029724216685901805]",0.029724216685901805
"[1, 2, 3, 6]",4,"[365.88910000000004, 367.6363, 370.28560000000004, 403.3027]","[1.71, 1.19, 0.619, 0.374]","[3.5135045543, 3.4974051314, 3.4732842024999995, 3.199260507]","[13.0, 15.0, 17.0, 15.0]","[0.009574658653733026, 0.005400426676237358, 0.0010861934817002483, -0.01606127881167052]",0.01606127881167052
"[1, 2, 4, 5]",4,"[365.88910000000004, 367.6363, 384.874, 387.41720000000004]","[1.71, 1.19, 0.543, 1.0]","[3.5135045543, 3.4974051314, 3.2204003367999996, 3.199260507]","[13.0, 15.0, 17.0, 15.0]","[0.020779827173118604, 0.015016003632982111, -0.012393299124517143, -0.023402531681583516]",0.023402531681583516
"[1, 2, 4, 6]",4,"[365.88910000000004, 367.6363, 384.874, 403.3027]","[1.71, 1.19, 0.543, 0.374]","[3.5135045543, 3.4974051314, 3.2204003367999996, 3.199260507]","[13.0, 15.0, 17.0, 15.0]","[0.018610737647764775, 0.012827026504670658, -0.01891906408069613, -0.012518700071739233]",0.01891906408069613
"[1, 2, 5, 6]",4,"[365.88910000000004, 367.6363, 387.41720000000004, 403.3027]","[1.71, 1.19, 1.0, 0.374]","[3.5135045543, 3.4974051314, 3.199260507, 3.199260507]","[13.0, 15.0, 15.0, 15.0]","[0.020927243233554493, 0.014994564969496194, -0.026427304962537812, -0.009494503240512764]",0.026427304962537812
"[1, 3, 4, 5]",4,"[365.88910000000004, 370.28560000000004, 384.874, 387.41720000000004]","[1.71, 0.619, 0.543, 1.0]","[3.5135045543, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[13.0, 17.0, 17.0, 15.0]","[0.025892083289594525, 0.0095157570231732, -0.01212985551941867, -0.023277984793348916]",0.025892083289594525
"[1, 3, 4, 6]",4,"[365.88910000000004, 370.28560000000004, 384.874, 403.3027]","[1.71, 0.619, 0.543, 0.374]","[3.5135045543, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[13.0, 17.0, 17.0, 15.0]","[0.024559825380689126, 0.008062896254545177, -0.019554881141941205, -0.013067840493293043]",0.024559825380689126
"[1, 3, 5, 6]",4,"[365.88910000000004, 370.28560000000004, 387.41720000000004, 403.3027]","[1.71, 0.619, 1.0, 0.374]","[3.5135045543, 3.4732842024999995, 3.199260507, 3.199260507]","[13.0, 17.0, 15.0, 15.0]","[0.026551995914287474, 0.009575818232551242, -0.026578861417319077, -0.009548952729519763]",0.026578861417319077
"[1, 4, 5, 6]",4,"[365.88910000000004, 384.874, 387.41720000000004, 403.3027]","[1.71, 0.543, 1.0, 0.374]","[3.5135045543, 3.2204003367999996, 3.199260507, 3.199260507]","[13.0, 17.0, 15.0, 15.0]","[0.03399336245464779, -0.009049066721799448, -0.01835126190423042, -0.006593033828617922]",0.03399336245464779
"[2, 3, 4, 5]",4,"[367.6363, 370.28560000000004, 384.874, 387.41720000000004]","[1.19, 0.619, 0.543, 1.0]","[3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[15.0, 17.0, 17.0, 15.0]","[0.022375795473176696, 0.01143884802695272, -0.01145070069466958, -0.022363942805459835]",0.022375795473176696
